electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,region,district,URE_id,as_of_year
0.018,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,389,2019
0.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,388,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,396,2019
6.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,397,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,345,2019
3.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,399,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,400,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,401,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,402,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,242,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,346,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,318,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,319,2019
0.675,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,249,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,343,2019
0.988,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,403,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,331,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,398,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,brodnicki,286,2019
1.152,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1668,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1683,2019
0.08,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Małopolskie,brzeski,1296,2019
1.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Małopolskie,brzeski,1297,2019
8.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Małopolskie,brzeski,1298,2019
1.89,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1663,2019
0.4,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1669,2019
0.44,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1673,2019
0.01,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1682,2019
0.748,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1750,2019
0.45,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1687,2019
0.75,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1686,2019
0.3,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1685,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Opolskie,brzeski,1684,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,brzeziński,1241,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,brzeziński,948,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,brzeziński,1240,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,brzeziński,952,2019
0.01,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Podkarpackie,brzozowski,1766,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Podkarpackie,brzozowski,1776,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL217,Podkarpackie,brzozowski,1777,2019
0.75,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2604,2019
0.075,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2519,2019
0.295,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2526,2019
0.263,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2527,2019
0.374,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2528,2019
0.005,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2529,2019
0.025,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2531,2019
0.012,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,buski,2530,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,632,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,314,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,631,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,234,2019
2.08,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,421,2019
0.64,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,420,2019
0.725,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,419,2019
0.035,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,418,2019
1.7,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,417,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,363,2019
24.8,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,415,2019
0.024,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,414,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,413,2019
4.0,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,416,2019
13.8,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,405,2019
1.2,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,411,2019
0.469,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,410,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,409,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,408,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,407,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,406,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,412,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL613,Kujawsko-pomorskie,bydgoski,404,2019
0.315,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2039,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2038,2019
0.22,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2037,2019
0.011,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2036,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,1992,2019
2.994,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2040,2019
0.062,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2034,2019
1.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2020,2019
0.045,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2035,2019
2.0,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2041,2019
0.025,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2012,2019
0.5,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL63,PL636,Pomorskie,bytowski,2211,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2260,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2240,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2261,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2262,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2263,2019
0.2,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2258,2019
0.008,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,będziński,2264,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,425,2019
3.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,435,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,436,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,334,2019
7.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,437,2019
5.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,438,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,439,2019
1.26,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,365,2019
0.49,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,282,2019
3.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,434,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,426,2019
1.4,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,432,2019
0.096,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Lubelskie,chełmiński,660,2019
0.088,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Lubelskie,chełmiński,659,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,424,2019
0.66,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,431,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,423,2019
0.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,422,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,430,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,427,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,428,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,chełmiński,433,2019
