Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,generators offwind_BE,2261.8,1,BE,,,WTOF,WIN,1,0,0,0.02,0.02,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,generators offwind-ac_BE,1738.19937359281,1,BE,,,WTOF,WIN,1,0,0,0.02,0.02,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,generators offwind-dc_BE,1999.99944646756,1,BE,,,WTOF,WIN,1,0,0,0.02,0.02,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,generators onwind_BE,5999.99884919229,1,BE,,,WTON,WIN,1,0,0,0.02,0.02,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,generators residential rural solar thermal_BE,0.111541658845741,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,generators residential urban decentral solar thermal_BE,0.116356410650838,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,generators ror_BE,59.0153397425792,1,BE,,,HROR,WAT,1,0,0,1,1,0,0,0,0,0.5,1,0,,,,,,,,,,,,,,,,,,,,
,generators services rural solar thermal_BE,0.109170048543843,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,generators services urban decentral solar thermal_BE,0.113942195958314,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,generators solar_BE,11999.9994117647,1,BE,,,PHOT,SUN,1,0,0,0.02,0.02,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,generators solar rooftop_BE,1999.99636784206,1,BE,,,PHOT,SUN,1,0,0,0.02,0.02,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,generators urban central solar thermal_BE,0.172682159189059,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_BE_1,85.7142857142857,1,BE,,,PEME,ELE,0.7,2.25,1,0.6,0.6,20,6,3.5,0.2,0.55,0.083333333,0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_BE_2,42.8571428571429,1,BE,,,ALKE,ELE,0.7875,7,4.5,0.175,0.175,100,12.5,9,0.3,0.575,1,0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_BE_3,21.4285714285714,1,BE,,,SOXE,ELE,0.9625,14,7,0.06,0.06,400,25,15,0.4,0.7,2,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_1,64.3212849554385,1,BE,,,PEFC,HYD,0.7,0.5,1.05,0.6,0.6,30,7.5,6,0.2,0.44,0.083333333,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_2,32.1606424777192,1,BE,,,SOFC,HYD,0.75,14,7,0.075,0.075,300,19,12,0.3,0.54,1,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_3,16.0803212388596,1,BE,,,MCFC,HYD,0.725,24,14,0.065,0.065,600,31,18,0.35,0.49,4,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_4,8.04016061942981,1,BE,,,PAFC,HYD,0.675,7,3.5,0.25,0.25,200,15.5,9,0.25,0.39,0.5,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_5,4.0200803097149,1,BE,,,ALFC,HYD,0.75,4.5,2.25,0.375,0.375,100,10,6,0.3,0.49,100,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_6,2.01004015485745,1,BE,,,REFC,HYD,0.675,2.25,1.1,0.25,0.25,60,7.5,6,0.25,0.44,0.166666667,0,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_1,0.44231672589083,1,BE,,,GTUR,HYD,0.24,0,0,0.092068966,0.092068966,1866.996374,868.0702473,0,0.172413793,0.11,0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_2,0.221158362945415,1,BE,,,COMC,HYD,0.525,5,1,0.2482222222,0.2482222222,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_3,0.110579181472707,1,BE,,,ICEN,HYD,0.49,0,0,1,1,,,0,0.3,0.49,0,0.489795918367347,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch_BE,0.0096515661383352,1,BE,,,HBBS,ELE,0.875,36,18,0.6,0.6,4000,37.5,30,0.6,0.6,12,0,,,,,,,,,,,,,,,,,,,,
,links V2G_BE,18557.8107,1,BE,,,BEVS,ELE,0.95,0,0,1,1,0,0,0,0,0.95,0,0,,,,,,,,,129904.6749,0,2276,0.95,,,,,,,,
,links ammonia cracker_BE,0.0671069763897734,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_BE,4657.25042047326,1,BE,,,BATS,ELE,0.935,0,0,1,1,0,,0,0,,0,0,,,,,,,,,26624.263402645,0.0008,5,0.935,,,,,,,,
,links methanolisation_BE,315.721873978159,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links nuclear_BE,2240.85941474103,1,BE,,,STUR,NUC,0.385,8,6,0.0020610058,0.0020610058,136849.915,0,0,0.3,0.385,7,1,,,,,,,,,,,,,,,,,,,,
,links residential rural air heat pump_BE,0.0490421558941125,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links residential rural biomass boiler_BE,0.212162417427299,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links residential rural gas boiler_BE,390.922989314949,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links residential rural ground heat pump_BE,148.497300659385,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links residential rural oil boiler_BE,310.576427044894,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links residential rural resistive heater_BE,47.1785116583013,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral air heat pump_BE,3128.53933936839,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral biomass boiler_BE,2862.1493406312,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral gas boiler_BE,8393.79312457213,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral oil boiler_BE,6670.44240443011,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral resistive heater_BE,1011.04005386617,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links services rural air heat pump_BE,0.0567966163331548,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links services rural biomass boiler_BE,17.8234463695974,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links services rural ground heat pump_BE,327.254187133298,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links services rural oil boiler_BE,150.326467197158,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links services rural resistive heater_BE,23.126974380578,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral air heat pump_BE,1543.00672568164,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral biomass boiler_BE,2058.23461553709,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral gas boiler_BE,4062.97326868447,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral oil boiler_BE,3228.65470132784,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral resistive heater_BE,489.531253975563,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links urban central air heat pump_BE,0.113994314879091,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_1,397.604821504158,1,BE,,,COMC,GAS,0.537,4,1.33333333333333,0.0263089743333333,0.0263089743333333,80028.08,0,0,0.45,0.49025,1.33333333333333,0.446666666666667,back-pressure,1,0,397.604821504158,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_2,198.802410752079,1,BE,,,GTUR,GAS,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,back-pressure,1.5,0,132.534940501386,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_3,99.4012053760396,1,BE,,,STUR,GAS,0.38,0,0,0.02,0.02,,,0,0.4,0.38,0,0,back-pressure,1.5,0,66.2674702506931,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_4,49.7006026880198,1,BE,,,ICEN,GAS,0.421,,,0.0572,0.0572,1200,85,0,0.8581,0.4063,0,0,back-pressure,2,0,24.8503013440099,,,,,,,,,,,,,,,,
,links urban central gas CHP CC_BE,0.11334086908589,1,BE,,,COMC,GAS,0.525,5,1,0.2482222222,0.2482222222,112542.12,0,0,0.4,0.525,1,0.45,back-pressure,1,0,0.11334086908589,,,,,,,,,,,,,,,,
,links urban central gas boiler_BE,0.886438506157555,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links urban central resistive heater_BE,2217.92526454492,1,BE,,,P2BS,ELE,0.55,48,39,0.0225,0.0225,1600,18.75,24,0.5,0.4,6,0,,,,,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_BE_1,54.653395294457,1,BE,,,STUR,BIO,0.266666666666667,2.66666666666667,2,0.016666667,0.018518519,10082.092482,389.9690275,0,0.376543209666667,0.25,0,0.955171567666667,back-pressure,1.5,0,36.4355968629713,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_BE_2,27.3266976472285,1,BE,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200,85,0,0.8581,0.4063,0,0,back-pressure,2,0,13.6633488236142,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP CC_BE_1,416.153919776597,1,BE,,,STUR,BIO,0.395,8,6,0.012254902,0.012254902,117242.17,0,0,0.3,0.395,7,0.95,back-pressure,1.5,0,277.435946517732,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP CC_BE_2,208.076959888299,1,BE,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200,85,0,0.8581,0.4063,0,0,back-pressure,2,0,104.038479944149,,,,,,,,,,,,,,,,
,storage_units PHS_BE,1308,1,BE,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,,0,0,1,0,0,,,,,,,,,5709.99736008873,0,1308,0.8,,,,,,,,
,storage_units hydro_BE,12.7356687898089,1,BE,,,HDAM,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,,0,0,1,0,0,,,,,,,,,107700.822571901,0,0,0.8,,,,,,,,
,links CCGT_BE_1,5965.56313670737,1,BE,,,COMC,GAS,0.525,5,1,0.0013141176,0.0013141176,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_BE_3,313.977007195125,1,BE,,,COMC,BIO,0.525,5,1,0.0354603175,0.0354603175,112542.12,0,0,0.4,0.525,0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_1,6665.40937772386,1,BE,,,GTUR,GAS,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_3,370.300520984659,1,BE,,,GTUR,OIL,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_5,370.300520984659,1,BE,,,GTUR,BIO,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,,,,,,,,,,,,,,,,,,,,
