Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,222.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,45.0,42.0
2023-01-01 00:30:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,220.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,29.0,25.0
2023-01-01 01:00:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,219.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,15.0,9.0
2023-01-01 01:30:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,218.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9.0,3.0
2023-01-01 02:00:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,226.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6.0,0.0
2023-01-01 02:30:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,221.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4.0,0.0
2023-01-01 03:00:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,220.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4.0,0.0
2023-01-01 03:30:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,224.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2.0,0.0
2023-01-01 04:00:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,222.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2.0,0.0
2023-01-01 04:30:00+00:00,n/e,n/e,n/e,n/e,n/e,n/e,216.0,0.0,0.0,0.0,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2.0,0.0
