Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,MEGALOPOLI_V,500.0,1.0,EL,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,LAVRIO4,550.0,1.0,EL,,,COMC,GAS,0.525,5.0,1.0,0.0190289608,0.0190289608,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,KOMOTINI,476.0,1.0,EL,,,COMC,GAS,0.55,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,KREMASTA,437.0,1.0,EL,,,HDAM,WAT,0.85,0.0,0.0,0.2013422819,0.2013422819,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,316887.4285714285,0.0,0.0,0.0,,,,,,,,
,KORINTHOS_POWER,433.0,1.0,EL,,,COMC,GAS,0.58,2.0,2.0,0.032258065,0.032258065,15000.0,,0.0,0.45034642,0.435,2.0,0.44,,,,,,,,,,,,,,,,,,,,
,PROTERGIA_CC,432.0,1.0,EL,,,COMC,GAS,0.58,2.0,2.0,0.03235498,0.03235498,15000.0,,0.0,0.451388889,0.435,2.0,0.44,,,,,,,,,,,,,,,,,,,,
,HERON_CC,422.0,1.0,EL,,,COMC,GAS,0.525,5.0,1.0,0.0264691943,0.0264691943,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,ALIVERI5,417.0,1.0,EL,,,COMC,GAS,0.585,2.0,2.0,0.032142857,0.032142857,15000.0,,0.0,0.436450839,0.43875,2.0,0.44,,,,,,,,,,,,,,,,,,,,
,ELPEDISON_THISVI,410.0,1.0,EL,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,,,,,,,
,ELPEDISON_THESS,400.0,1.0,EL,,,COMC,GAS,0.525,5.0,1.0,0.027925,0.027925,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,LAVRIO5,378.0,1.0,EL,,,COMC,GAS,0.562,2.0,2.0,0.027777778,0.027777778,15000.0,,0.0,0.582010582,0.4215,2.0,0.44,,,,,,,,,,,,,,,,,,,,
,POLYFYTO,375.0,1.0,EL,,,HDAM,WAT,0.85,0.0,0.0,0.2459016393,0.2459016393,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,342000.0,0.0,0.0,0.0,,,,,,,,
,AG_DIMITRIOS5,342.0,1.0,EL,,,STUR,LIG,0.37,6.0,6.0,0.00877193,0.011695906,60000.0,,0.0,0.549707602,0.34,6.0,1.34,,,,,,,,,,,,,,,,,,,,
,ALOUMINIO,334.0,1.0,EL,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,,,,,,,
,KASTRAKI,320.0,1.0,EL,,,HDAM,WAT,0.85,0.0,0.0,0.2941176471,0.2941176471,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,25000.0,0.0,0.0,0.0,,,,,,,,
,SFIKIA,315.0,1.0,EL,,,HPHS,WAT,0.86,0.0,0.0,0.9375,0.9375,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,1320.0,0.0,315.0,0.86,,,,,,,,
,POURNARI1,300.0,1.0,EL,,,HDAM,WAT,0.85,0.0,0.0,0.303030303,0.303030303,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,217542.85714285716,0.0,0.0,0.0,,,,,,,,
,MELITI,289.0,1.0,EL,,,STUR,LIG,0.3701,6.0,6.0,0.010380623,0.01384083,60000.0,,0.0,0.522491349,0.3401,6.0,0.94,,,,,,,,,,,,,,,,,,,,
