Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,NPP_KOZLODUY,2080,1.0,BG,,,STUR,NUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TPP_MI_2,1604,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TPP_MI3,908,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PSHPP_CHAIRA_GEN,864,1.0,BG,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AES_MI1,686,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEC_BOBOVDOL_EAD,570,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TPP_VARNA_BG,420,1.0,BG,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PSHPP_BELMEKEN,375,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_LUKOIL_NEFTO,257,1.0,BG,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HPP_SESTRIMO,240,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_BRIKEL_1,200,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_RUSE,180,1.0,BG,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PSHPP_ORFEUS_GEN,160,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPP_SVETI_NIKOLA,156,1.0,BG,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HPP_PESHTERA,135,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_DEVEN,132,1.0,BG,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEC_MARITSA_3_AD,120,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HPP_MOMINA_KLISU,120,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_SVILOZA,120,1.0,BG,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HPP_IVAILOVGRAD,114,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOPLO_RUSE,110,1.0,BG,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HPP_KARDZHALI,110,1.0,BG,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_REPUBLIKA_PK,105,1.0,BG,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHP_EVN_PLOVDIV,105,1.0,BG,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
