,CCGT,CHP,H2 turbine,Imports_Exports,battery storage,coal,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 10:00:00,7.65457852670283E-06,1.72162167159171E-05,2.21214380953879E-06,-2.02171635450801,-1.69490187116046,3.27178658924342E-07,-29.7645474841948,26.9006895930893,5.25200257562684,-0.023436048137895,1.35209824764986,-7.76391285358634E-05,-3.57096899932685E-05,-3.9373782286404E-05,1.34064102931287E-05
2013-01-01 11:00:00,7.65664079562431E-06,1.72512246873436E-05,2.22906345906582E-06,-2.09703854570398,-2.56319399197754,3.27337983536093E-07,-29.7645476500964,27.170759019732,5.24019279489187,-0.0234361533352562,2.03745062614292,-7.56806989964459E-05,-3.56851351540968E-05,-3.9173486834855E-05,1.36109871637037E-05
2013-01-01 12:00:00,7.6576462080072E-06,1.74631658261241E-05,2.22965709454764E-06,-6.03205775970446,-0.871821971257558,3.27165540362391E-07,-29.7645472655369,27.450373700667,6.57452103236375,-0.023436827232684,2.66715389979937,-7.59162847006724E-05,-3.44547197959173E-05,-3.88904803541834E-05,1.35988110274836E-05
2013-01-01 13:00:00,7.66174364792111E-06,1.74547670613291E-05,2.23731929934226E-06,-6.71174218537349,-1.34142351194089,3.27322589933987E-07,-29.7645475951823,27.4907245677566,7.69550658377854,-0.0234364639369743,2.65510463000758,-7.78308429155911E-05,-3.38180596849611E-05,-3.89112790464452E-05,1.37724968457849E-05
2013-01-01 14:00:00,7.6709868630994E-06,1.75305650767605E-05,2.22951103628148E-06,-6.90421286461313,-0.000716112683112748,3.27403232180889E-07,-29.764547799885,27.5047315465262,7.61170746189361,-0.0234336692373818,1.57665322998904,-7.60061199023802E-05,-3.35181804051103E-05,-3.82930130170394E-05,1.37366498767198E-05
2013-01-01 15:00:00,7.82818707693645E-06,2.30653750602297E-05,2.30241839521847E-06,-9.26700595561506,3.79133085239857,3.28796296288415E-07,-29.7645458368927,27.5116988524754,7.7519987850289,-0.0234004702634016,0,0,-2.83849501180384E-05,-3.22468216201486E-05,1.36531736650153E-05
2013-01-01 16:00:00,7.82222566294774E-06,2.29163656573579E-05,2.2973809075811E-06,-10.1577629279675,4.21009519918228,3.28440668367128E-07,-29.7645456847447,27.5191825763519,8.21650883852135,-0.0234016331159854,0,0,-2.83204493391622E-05,-3.23564260158236E-05,1.37414579319137E-05
2013-01-01 17:00:00,7.82263036396582E-06,2.2878157459924E-05,2.29819855413808E-06,-10.223315151004,3.32825600093566,3.28225355641382E-07,-29.7645453056304,27.5267346444833,9.15634899253059,-0.0234019376839221,0,0,-2.79908777946503E-05,-3.23844034055725E-05,1.35566876827489E-05
2013-01-01 18:00:00,7.82379476736025E-06,2.28852286399234E-05,2.30089344191982E-06,-10.3222165655378,2.92287260367116,3.28083059041704E-07,-29.7645449384108,27.5258118816316,9.66155653855373,-0.0234020864426478,0,0,-2.78424054993707E-05,-3.24062627481965E-05,1.31547163443506E-05
2013-01-01 19:00:00,7.80633728710891E-06,2.22146696096328E-05,2.29186933316928E-06,-7.4927178592579,0.000122093379795235,3.27684215216443E-07,-29.7645450678646,27.5299415086291,9.75068409512529,-0.0234042976535005,0,0,-2.82644974564619E-05,-3.29248599204277E-05,1.27700982874766E-05
2013-01-01 20:00:00,7.773609751525E-06,2.10271539310167E-05,2.27224514416417E-06,-7.9742830543354,-0.300782370199172,3.27094258790388E-07,-29.7645456077058,27.5306306887963,10.5324749804223,-0.0234088239493139,0,0,-2.88819811419216E-05,-3.39425788437637E-05,1.24589187836453E-05
2013-01-01 21:00:00,7.77577411289888E-06,2.10864067117562E-05,2.27562509695644E-06,-4.71697437121613,-4.41214731269797,3.27042644389841E-07,-29.764545470013,27.5311244526718,11.3860367562059,-0.023408461770108,0,0,-2.86179229897243E-05,-3.39138667329593E-05,1.22576135033536E-05
2013-01-01 22:00:00,7.77752346485057E-06,2.11322379102453E-05,2.27859612130995E-06,-5.33627622907157,-4.72921352819333,3.26953105294276E-07,-29.764545597544,27.5312637167467,12.3222650051185,-0.0234080498631131,0,0,-2.83623689470005E-05,-3.3883687225412E-05,1.21649872125844E-05
2013-01-01 23:00:00,7.77610138347153E-06,2.11371245448519E-05,2.28368494068141E-06,-4.3718018518452,-5.40396465593808,3.26833366372048E-07,-29.2659547132762,27.5307879758194,11.5344211859882,-0.0234082128869896,0,0,-2.85705760227302E-05,-3.39003396574498E-05,1.79801245101573E-05
2013-01-02 00:00:00,7.7932089203644E-06,2.18473034010076E-05,2.30277355959447E-06,-8.20737836514625,-0.000452789428429242,3.27020727510406E-07,-29.0776267467203,27.5255344763051,9.78340682680865,-0.0234058850378318,0,0,-2.86075456903632E-05,-3.33063938067113E-05,1.7538482616637E-05
2013-01-02 01:00:00,7.91670578243528E-06,2.75906464351813E-05,2.39224981398009E-06,-8.21135963770936,0.000483089614351794,3.2884909157309E-07,-28.9275336270854,27.5159173885019,9.64594694692559,-0.023393737822531,0,0,-2.58863019794262E-05,-3.00535226864582E-05,1.57650590386196E-05
2013-01-02 02:00:00,7.88236146072376E-06,2.60242369553329E-05,2.37489691363406E-06,-7.30602474261196,-0.000542376929581001,3.28286746245366E-07,-29.2264965262381,27.495909382871,9.06061542049194,-0.0233964689921268,0,0,-2.67599546811539E-05,-3.08098954558886E-05,1.61780499404404E-05
2013-01-02 03:00:00,8.10028444639043E-06,4.49366012134238E-05,2.53749953678451E-06,-5.45032646988203,-4.69089698443029E-06,3.31511031443552E-07,-29.7645343920832,27.4132702801711,7.82501110706112,-0.0233839701597472,0,0,-2.32699397403167E-05,-2.63551359970933E-05,1.20257481962919E-05
2013-01-02 04:00:00,8.32614349410058E-06,0.000173652222364696,2.71539209401459E-06,-8.25131250088767,3.19038412537698E-05,3.34714399083866E-07,-26.8224941329328,27.3323262232616,7.76471310747761,-0.0233764020426039,0,0,-2.0357511292616E-05,-2.30101233838553E-05,1.24495794870723E-05
2013-01-02 05:00:00,8.4091431857997E-06,0.523658963550646,2.78590710417545E-06,-8.59015803218458,3.09811219098454E-05,3.35904012684173E-07,-27.2125776283201,27.2006329296565,8.10184310167559,-0.0233728948582166,0,0,-1.9366581677275E-05,-2.20887438802038E-05,1.23692179959144E-05
2013-01-02 06:00:00,8.47082598224999E-06,0.52378396283074,2.81433570289141E-06,-8.28523132452427,2.52919804927535,3.36019877297371E-07,-28.6513241905419,26.3266577420192,7.58033905714019,-0.023369436322441,0,0,-1.87262831099133E-05,-2.14954691737716E-05,1.23856414770514E-05
2013-01-02 07:00:00,8.63542170075045E-06,0.52381799251962,2.96090942319375E-06,-8.85522731906172,6.89620353689319,3.38136546798721E-07,-29.7645410190792,24.149860558304,7.07329335883288,-0.0233562353383897,0,0,-1.74817855978517E-05,-2.08742734604925E-05,9.30525200995825E-06
2013-01-02 08:00:00,8.74383137301812E-06,0.52381909723107,3.04832550926387E-06,-5.5436794095122,6.89622259583678,3.3962137035023E-07,-29.7645388996358,21.5809356790781,6.33064254406883,-0.0233536621391337,0,0,-1.68043790379784E-05,-2.09349890368671E-05,9.32439862366866E-06
2013-01-02 09:00:00,8.49376442569377E-06,0.52378463827472,2.91124908995221E-06,-4.46742858128164,0.742480333890407,3.37657161779069E-07,-25.7455664248561,18.968995429724,5.43177993445735,-0.0233700065887322,4.56942257134904,-4.04591208721253E-05,-1.93964948547318E-05,-2.56739784050808E-05,1.33081502149933E-05
2013-01-02 10:00:00,8.40306416663564E-06,0.523641491329562,2.82989045189197E-06,-6.79057792264047,-1.30774015360904,3.36443887699467E-07,-23.8358405725772,21.1762576295762,4.51079883615434,-0.0233735402921853,5.74693898046218,-4.26099945799428E-05,-2.08585132747601E-05,-2.6762642838797E-05,1.36614618732428E-05
2013-01-02 11:00:00,8.44101605213346E-06,0.523760163589555,2.87203273114836E-06,-5.87142518899528,-3.81859178716546E-05,3.37139165835049E-07,-23.7141358981656,19.5715929952978,3.96175908844063,-0.0233718887110489,5.55196535045923,-4.65940939107242E-05,-2.08989920622287E-05,-2.55804156324473E-05,1.36301739620962E-05
2013-01-02 12:00:00,8.41116310423561E-06,0.523631043722303,2.83742345803635E-06,-3.88166987355722,-4.55551017896812,3.36817015256516E-07,-23.7746883529603,21.4578025004081,5.01028358286597,-0.0233733353036352,5.24363448907325,-5.04304397951565E-05,-2.04601270074818E-05,-2.48593689329155E-05,1.39050682327834E-05
2013-01-02 13:00:00,8.42665512357385E-06,0.523618042571051,2.83245796222879E-06,-4.95424225287288,-4.82870738926885,3.3718412937931E-07,-25.3151757334817,25.8672671161295,5.42024645622124,-0.0233733009307297,3.31047200674185,-4.71853984672276E-05,-2.01807772395455E-05,-2.31572442900187E-05,1.37923270948964E-05
2013-01-02 14:00:00,8.50354158914184E-06,0.523784722107244,2.85988566102476E-06,-10.317443294951,2.4961992648421,3.3781632737334E-07,-26.885365899906,26.873056868859,5.84020379541621,-0.0233697658453131,1.49303239138801,-4.48528266393549E-05,-1.91665348150423E-05,-2.12266546922564E-05,1.29494969299073E-05
2013-01-02 15:00:00,8.50096123163E-06,0.523785948425339,2.83742558300187E-06,-12.204852780648,6.74163787012087,3.37533824373824E-07,-28.7434702613395,27.1411065940237,6.56521491632253,-0.0233692664789949,0,0,-1.88995266029224E-05,-2.11229206080787E-05,1.2824508341555E-05
2013-01-02 16:00:00,8.64596306391582E-06,0.523817861147726,2.95151598120382E-06,-12.4194591487475,6.8961964509491,3.39597943994761E-07,-29.7645412362236,27.4197992236533,7.36759447832981,-0.0233572064892073,0,0,-1.7503593603351E-05,-1.96383909420064E-05,9.44494595250949E-06
2013-01-02 17:00:00,8.50911769150482E-06,0.523816047281598,2.82030038213573E-06,-12.7149846215717,6.25183134530891,3.37702422120247E-07,-29.7645425771923,27.4860344934816,8.24126178762205,-0.0233605035981276,0,0,-1.83889558229566E-05,-2.08921710385681E-05,9.26666225512371E-06
2013-01-02 18:00:00,8.52598544038891E-06,0.523815864833827,2.82255993957603E-06,-9.89696907547308,2.44237362424489,3.37987617577427E-07,-29.7645421692058,27.5276831246719,9.19105440057908,-0.0233602044387217,0,0,-1.79910357682047E-05,-2.07339953244627E-05,8.9465954308697E-06
2013-01-02 19:00:00,8.40674702920588E-06,0.484414929530794,2.70934833980453E-06,-9.54614167039513,-4.86861376056702E-05,3.36399146490506E-07,-28.7588841262347,27.5314056328204,10.3126844463349,-0.0233731168024157,0,0,-1.8773653186372E-05,-2.20348646587212E-05,1.25851583429855E-05
2013-01-02 20:00:00,8.38352779871984E-06,0.000212748391985502,2.67196285420313E-06,-9.65151741090711,2.49642565546007E-05,3.3604707802248E-07,-29.1776786421668,27.5320182835293,11.3203733649014,-0.0233742052992515,0,0,-1.87750302470704E-05,-2.23432622390902E-05,1.24476609989252E-05
2013-01-02 21:00:00,8.32918347801825E-06,0.00011052189030548,2.6136079649291E-06,-10.1244907650486,5.53759405887515E-05,3.35345574046396E-07,-29.7644621932948,27.5320979694253,12.3801271722606,-0.0233759539961622,0,0,-1.91275017687076E-05,-2.30147642336362E-05,1.21826048023125E-05
2013-01-02 22:00:00,7.96167352693566E-06,2.94648563493403E-05,2.33925687987082E-06,-10.3144998218097,-1.04092051290812,3.29704883156811E-07,-29.7645405551946,27.532102855287,13.6113067735555,-0.0233900552181931,0,0,-2.39735176834301E-05,-2.92052402307235E-05,1.19893725610489E-05
2013-01-02 23:00:00,7.96396618217343E-06,2.95125080711796E-05,2.33309448128777E-06,-10.2298014122092,-1.13751085408421,3.29734136252892E-07,-29.7645406020031,27.5320858441533,13.6232157304807,-0.023390050801185,0,0,-2.39203411261997E-05,-2.9164355212373E-05,1.18256726868483E-05
2013-01-03 00:00:00,7.96914526385127E-06,2.95806646688854E-05,2.32988715322552E-06,-10.3099805428856,-2.40888465012846,3.30001485899077E-07,-28.3664638860834,27.531695345653,13.577078642728,-0.0233900163329617,0,0,-2.38777564661632E-05,-2.91126718229862E-05,1.5325143345204E-05
2013-01-03 01:00:00,7.96938319454028E-06,2.95971610660592E-05,2.32542284772453E-06,-6.10330130741526,-6.84077904516777,3.30005559981939E-07,-28.0658555340959,27.5314261887794,13.5019547081354,-0.0233900307667537,0,0,-2.38718388180814E-05,-2.91003026250536E-05,1.51900211572803E-05
2013-01-03 02:00:00,7.92897715208862E-06,2.73380529627412E-05,2.29521226649699E-06,-5.76075018687362,-6.89610293093727,3.29401991967948E-07,-28.1710145469071,27.5312786510014,13.3200421534786,-0.0233926773389591,0,0,-2.46518055085971E-05,-3.00095748961553E-05,1.56468898826374E-05
2013-01-03 03:00:00,7.92681014128376E-06,2.73478064145634E-05,2.29193972924399E-06,-4.86182508870285,-6.89608580682361,3.29380299041589E-07,-28.8724408814156,27.5311314420621,13.1226735113231,-0.0233927366649226,0,0,-2.47327574608107E-05,-3.00422804621832E-05,1.57957984555273E-05
2013-01-03 04:00:00,7.96310706883719E-06,2.96168508821341E-05,2.31608687107717E-06,-3.99601583758861,-6.49345972532781,3.29954395810709E-07,-29.7645410749368,27.531079529148,12.746385917599,-0.0233902081115224,0,0,-2.41292660545014E-05,-2.91930907271052E-05,1.19871199360814E-05
2013-01-03 05:00:00,7.95968942900005E-06,2.96194870456707E-05,2.31544038665797E-06,-10.0230967192058,-0.315939295019885,3.29921159415509E-07,-29.7645413949894,27.5311209269982,12.5959051998562,-0.0233903049003844,0,0,-2.42171082085179E-05,-2.92393730978659E-05,1.2377392703838E-05
2013-01-03 06:00:00,7.95378901628932E-06,2.96193538744122E-05,2.31411084695778E-06,-10.0867034583571,-0.241613050091501,3.29725094755276E-07,-29.7645419679036,27.5311330461352,12.5851738701895,-0.0233903853971,0,0,-2.42805034463345E-05,-2.92865260402806E-05,1.29299560487905E-05
2013-01-03 07:00:00,7.95082943514531E-06,2.96465753673576E-05,2.31514455829669E-06,-10.0447349446239,-0.0788398863731774,3.29734554925405E-07,-29.7645422721877,27.5307967429797,12.380768851312,-0.0233904627868638,0,0,-2.43761690869633E-05,-2.93196805570801E-05,1.31460439599845E-05
2013-01-03 08:00:00,7.98250582403354E-06,3.18982645975149E-05,2.34049485635496E-06,-9.54916268814732,-6.19141199816198E-05,3.30352574963505E-07,-29.7645415270582,27.5305320758819,11.8066758129164,-0.0233886263010139,0,0,-2.39647568411101E-05,-2.86427991723741E-05,1.31430967459621E-05
2013-01-03 09:00:00,7.97687310716389E-06,2.98262998995567E-05,2.36544874542295E-06,-9.94870836185854,-0.594416002957473,3.3143977519269E-07,-29.7645423094904,27.5308868246896,11.5646642521847,-0.0233909376044987,1.23562629924812,-6.19452335559086E-05,-2.45532456906403E-05,-2.93898386471056E-05,1.33085523807011E-05
2013-01-03 10:00:00,7.99879607140907E-06,3.15508058336323E-05,2.39268627898009E-06,-10.1489053961159,-0.000167652432701494,3.31941896089881E-07,-29.7645420705289,27.5043143704411,10.9524901381555,-0.0233897537399588,1.48031465287476,-6.01309582727619E-05,-2.4334117493936E-05,-2.89653897219182E-05,1.33313472790548E-05
2013-01-03 11:00:00,7.99502709425371E-06,3.15166665516941E-05,2.40022309271412E-06,-10.1850727053278,-0.000312098987568912,3.31912586963376E-07,-29.7645425995661,27.4677856066522,10.7574608903344,-0.0233901143168791,1.74818493085933,-5.94960554793053E-05,-2.44573617328569E-05,-2.90940372192665E-05,1.3426853788065E-05
2013-01-03 12:00:00,7.98964133915112E-06,3.13964286377036E-05,2.40153823912026E-06,-10.135890749961,-0.000900855479578762,3.31820115976812E-07,-29.7645429553431,27.4691598660936,10.9013004491235,-0.023390458952203,1.55437951578947,-6.00548449596734E-05,-2.45370903097637E-05,-2.91746631466907E-05,1.34869138233915E-05
2013-01-03 13:00:00,8.06850350953887E-06,3.9128781840348E-05,2.46037747140274E-06,-9.74218190318498,-8.4234555206463E-05,3.32893158347317E-07,-29.7645387868986,27.4672943106309,10.8223184407497,-0.0233862268822761,1.24067617994549,-5.7803380732148E-05,-2.32089068138066E-05,-2.7493968917824E-05,1.35243391352875E-05
2013-01-03 14:00:00,8.39573854118529E-06,0.00031332464821575,2.7126416083747E-06,-13.8478804169918,2.25073473831721E-05,3.3750574154227E-07,-25.4556587283131,27.5227955269856,11.0766730977843,-0.0233747397084504,0.727218893600517,-5.15469184035023E-05,-1.89762107877414E-05,-2.24174323385853E-05,1.36297448182931E-05
2013-01-03 15:00:00,8.53880391867267E-06,0.523788528879468,2.81568814888194E-06,-15.5391806990455,2.35101506195515,3.38316402783229E-07,-26.0774495128998,27.5217094768932,11.2435363944419,-0.0233682032148565,0,0,-1.74602888610025E-05,-2.05371055817807E-05,1.2484264436674E-05
2013-01-03 16:00:00,8.52305439979232E-06,0.523788111568989,2.81870633540951E-06,-15.783299231352,4.76445645704747,3.37837962978423E-07,-26.9033157125208,27.416691249703,10.0050992777325,-0.0233685463335148,0,0,-1.78075182175235E-05,-2.07248003445244E-05,1.26032011328232E-05
2013-01-03 17:00:00,8.51256238256384E-06,0.523787952903698,2.82642733673866E-06,-15.763107075098,5.92095856609809,3.37513278213716E-07,-26.5892782415356,27.2976319115535,8.63342792481797,-0.0233687434936643,0,0,-1.81867494136441E-05,-2.08831631129982E-05,1.25021951092602E-05
2013-01-03 18:00:00,8.50486275611154E-06,0.523786280163774,2.83456850101217E-06,-15.7109552834037,6.60339954626028,3.37263751577804E-07,-26.1907819799432,27.1632380256581,7.63473538542476,-0.0233688720714909,0,0,-1.85158292965752E-05,-2.10413722021627E-05,1.22087173792365E-05
2013-01-03 19:00:00,8.50532693717549E-06,0.523787833732329,2.84675288385009E-06,-15.595214287024,6.33906022241271,3.37209786169405E-07,-25.3551763093692,27.0147167400577,7.0962482908637,-0.0233688491817934,0,0,-1.86683408476256E-05,-2.11408304970604E-05,1.18772191197459E-05
2013-01-03 20:00:00,8.50815506458822E-06,0.523789127075121,2.85643361807155E-06,-15.4480704134379,5.64869789047615,3.37241206285023E-07,-23.986595427103,26.8405275773245,6.44507390311836,-0.0233687480621895,0,0,-1.88104383416316E-05,-2.10388835928938E-05,1.15971507644656E-05
2013-01-03 21:00:00,8.4942486977791E-06,0.523784977304065,2.85256495536813E-06,-11.4108437920543,0.00049724807949713,3.37099327378514E-07,-22.3957130775842,26.9036134140128,6.40208520115628,-0.0233694633018344,0,0,-1.89564625906087E-05,-2.09020797306039E-05,1.15002007222374E-05
2013-01-03 22:00:00,8.34012323631724E-06,0.00030588283012013,2.7274754035827E-06,-8.92522971124908,-2.50427788884136,3.34826646440175E-07,-21.4034084345481,26.2854834677722,6.57056313351499,-0.023375271877429,0,0,-2.0415935434869E-05,-2.26769343957756E-05,1.22590934663333E-05
2013-01-03 23:00:00,8.35009088274436E-06,0.000310658865706549,2.73755286381885E-06,-6.44408591804436,-6.69188220205502,3.35001168874267E-07,-20.2792634312439,27.1602711978026,6.27808568176366,-0.0233750242325048,0,0,-2.04432305702653E-05,-2.23578266636792E-05,1.20749532050527E-05
2013-01-04 00:00:00,8.35121596850415E-06,0.000298799224193355,2.73812459474907E-06,-5.21178127309618,-6.88986460602024,3.35011216718582E-07,-21.1784911677696,27.435100794368,5.86817368878628,-0.0233749775668673,0,0,-2.06246260128751E-05,-2.23454906859217E-05,1.19660049894328E-05
2013-01-04 01:00:00,8.35357569138588E-06,0.000304343921512546,2.73661778339188E-06,-4.67271399494639,-6.88596425543496,3.35039741454956E-07,-22.094716134059,27.4834295325632,6.19309643583268,-0.0233748646695162,0,0,-2.0440377898808E-05,-2.22791522604808E-05,1.18765675050423E-05
2013-01-04 02:00:00,8.35901445055084E-06,0.000310595375384913,2.73994945792974E-06,-4.6934751207862,-6.8733481862397,3.35160782643044E-07,-23.3394923809613,27.5269214188802,7.40251896552474,-0.0233746685383729,0,0,-1.99635055950011E-05,-2.23108468318571E-05,1.18254601475475E-05
2013-01-04 03:00:00,8.36060985103378E-06,0.000316073058272707,2.73828619554867E-06,-5.69337496194721,-3.03249385986217,3.35221453050796E-07,-27.262049726095,27.5285366923896,8.48250060311412,-0.0233745757150786,0,0,-1.96133576545776E-05,-2.23191601794355E-05,1.18700822508316E-05
2013-01-04 04:00:00,8.35561494391843E-06,0.000319809315522594,2.73361176551826E-06,-6.76387116330731,-0.0407336529620215,3.35163598077064E-07,-29.1952881456267,27.5184320014792,8.50457609112052,-0.0233747443132973,0,0,-1.96661129232325E-05,-2.23805657821003E-05,1.21118984282996E-05
2013-01-04 05:00:00,8.35334394690848E-06,0.000325853637172395,2.73243977795806E-06,-9.49133358697154,-0.0273178970925682,3.35166020021496E-07,-27.1729112250573,27.5060457316049,9.20862567336531,-0.0233747927825272,0,0,-1.95122162999724E-05,-2.24202720435613E-05,1.25134037924745E-05
2013-01-04 06:00:00,8.43348751484048E-06,2.6288344819519E-05,2.18279415928311E-06,-11.624286464535,-7.31487145832314E-05,3.36343037038011E-07,-25.7927731884398,27.3934293480974,10.0471090646787,-0.0233759183447281,0,0,-1.85466497906077E-05,-2.15902016419562E-05,1.2452040829554E-05
2013-01-04 07:00:00,8.55395299752938E-06,1.83193991100071E-05,1.93310851411352E-06,-9.78870020935415,4.77594004433453E-05,3.37944177037317E-07,-27.0163347275833,27.117857403094,9.71053608532615,-0.02337318264513,0,0,-1.75541853827781E-05,-2.05533078469244E-05,1.18802653232322E-05
2013-01-04 08:00:00,8.60986485055871E-06,2.10814955042003E-05,1.95751017717933E-06,-8.80421140523536,6.77540734101961E-05,3.38672522995717E-07,-27.382483923412,26.9894935985832,9.22053247997121,-0.0233700358696834,0,0,-1.72068081843122E-05,-2.01071438259106E-05,1.15989094485838E-05
2013-01-04 09:00:00,8.60639751177213E-06,2.11326300794417E-05,1.95458665995088E-06,-9.67115005104791,-0.000158587791153873,3.38645766315822E-07,-26.9176777254193,26.7747002022962,9.1932626253452,-0.0233702481270412,0.64446693199591,-4.47416096852653E-05,-1.72214229490351E-05,-2.01113525457686E-05,1.16911256629033E-05
2013-01-04 10:00:00,8.95810648714644E-06,9.43162692666454E-05,2.13747243391728E-06,-10.4512745753273,0.373027849161974,3.44534728752475E-07,-26.2815377565488,27.0762315448231,8.53563720696389,-0.0233574891840974,0.771259246138947,-4.01662838808076E-05,-1.52377305667528E-05,-1.7614025067445E-05,1.04531129302217E-05
2013-01-04 11:00:00,8.81306169464692E-06,4.07570975958582E-05,2.0612200426185E-06,-9.62672933003864,-0.361136076398329,3.42039363096491E-07,-26.6709165872144,26.6023684308804,9.32876134959353,-0.0233621406697998,0.751059210184091,-4.21079340594384E-05,-1.58636498267697E-05,-1.86961329898878E-05,1.11118185229218E-05
2013-01-04 12:00:00,8.80895211723018E-06,4.06867554864468E-05,2.06492342875345E-06,-8.74732097592102,-0.0273372275363375,3.41985369765118E-07,-26.8409880568348,26.2649045087921,8.56214346785681,-0.0233621881192252,0.812005452389008,-4.18005301622202E-05,-1.60503465970692E-05,-1.90436691523814E-05,1.131625904901E-05
2013-01-04 13:00:00,8.90717681739991E-06,7.1822998200639E-05,2.1139037072309E-06,-10.2037471135605,-6.28521535722186E-05,3.43313784307543E-07,-26.2853580629541,26.393541753601,9.14971272575177,-0.0233587129666047,0.969281086905659,-3.97221029319575E-05,-1.53575143525586E-05,-1.82054995721046E-05,1.10513072987415E-05
2013-01-04 14:00:00,9.03373703772622E-06,0.0795271500973684,2.17241828862597E-06,-10.8163270854687,6.99777294265385E-05,3.44848439846642E-07,-25.8337724624236,26.3645291035991,9.29436060008571,-0.0233543537912218,0.935042891204594,-3.81267248367528E-05,-1.46474324509427E-05,-1.73902779255286E-05,1.06040050663788E-05
2013-01-04 15:00:00,9.0387063949396E-06,0.523499193664522,2.15644137461997E-06,-8.72167939632636,4.06143956683929E-05,3.43922958977135E-07,-26.6461987416423,26.1886151842666,8.67911340198381,-0.0233528793816186,0,0,-1.4657266357176E-05,-1.73146153154278E-05,1.0364066228383E-05
2013-01-04 16:00:00,9.12883289821055E-06,0.523780482408846,2.20966987099305E-06,-8.59181119769717,0.101319424892552,3.45048629913223E-07,-27.2965283587399,26.2629262386805,9.02369957551639,-0.0233507433850918,0,0,-1.41811588863448E-05,-1.67114607486667E-05,1.00276258262881E-05
2013-01-04 17:00:00,9.12999445319925E-06,0.523779774757084,2.22410926525159E-06,-9.19824449747188,0.00281957187387341,3.45090552283024E-07,-26.955093248661,26.2882153426507,9.36190931917032,-0.0233507805391787,0,0,-1.41340666785936E-05,-1.66750681473218E-05,9.91085717362983E-06
2013-01-04 18:00:00,9.1348240369872E-06,0.523780069520633,2.24382258799976E-06,-9.62959611541429,0.00182823651870732,3.45201682037182E-07,-26.4248115687462,26.318979623023,9.23320617652361,-0.0233507642012337,0,0,-1.41479197482681E-05,-1.66238373984839E-05,9.69646218494195E-06
