,CCGT,CHP,H2 turbine,Imports_Exports,battery storage,coal,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-02-11 07:00:00,8.19655686739301E-06,0.523819928325973,1.45787814352085E-06,-20.0772923214718,6.89617081625597,3.34656363759519E-07,-29.7645425810766,27.5319709980259,14.913344147434,-0.0233938694733975,0,0,-2.07955305010046E-05,-2.51203774795101E-05,5.60544802448809E-06
2013-02-11 08:00:00,8.106551529851E-06,0.523817121221175,1.45464308740698E-06,-16.2751328526256,1.2710505164478,3.33345564434597E-07,-29.7645427033917,27.5319558865507,14.8215441958019,-0.0234160874519381,1.91485892308584,-5.21540701382036E-05,-2.1953479309559E-05,-2.65013851547735E-05,5.56368501186835E-06
2013-02-11 09:00:00,8.09341657332473E-06,0.468485648653159,1.46086333717E-06,-16.021469866776,0.00447569876694083,3.32800784568903E-07,-29.7645431828361,27.5318440016867,14.1628186962604,-0.0234200797943328,3.6419411826548,-5.00870218751834E-05,-2.19959987985021E-05,-2.64356004924906E-05,6.34974712467404E-06
2013-02-11 10:00:00,8.01760601960543E-06,2.36991038815991E-05,1.44160279096918E-06,-9.7171805429026,-5.19361456667125,3.3146353042695E-07,-29.7645438417072,27.5247078750685,12.6658847723506,-0.0234425108546824,4.50830410575231,-5.33897001112686E-05,-2.31204430397156E-05,-2.78330533048461E-05,8.24347678042214E-06
2013-02-11 11:00:00,7.65473914834932E-06,1.93485041612721E-05,1.34945193972296E-06,-7.96579806067496,-6.89622990545705,3.25984258464597E-07,-29.764544674652,27.4959359360524,12.1283758641641,-0.0234689764887325,5.02590539419506,-7.03115767462088E-05,-3.13781888669382E-05,-3.77507274241822E-05,8.21333843494497E-06
2013-02-11 12:00:00,8.01052583267428E-06,2.50982504261518E-05,1.44429692904511E-06,-9.01832392423498,-6.04912621034347,3.31524066296863E-07,-29.7645440847461,27.5057321155961,12.0304418717821,-0.0234419808656158,5.31937796711083,-5.50896086061629E-05,-2.33133452644552E-05,-2.79488173669193E-05,8.22297062544566E-06
2013-02-11 13:00:00,8.46318892555513E-06,4.11148038326122E-05,1.57218497276792E-06,-14.6357976033181,0.000157629136158158,3.38088733751352E-07,-29.7645429253055,27.51933320731,11.7065489428832,-0.0233663574591422,5.19772846931475,-4.38525076336723E-05,-1.79231443090657E-05,-2.13900943896874E-05,8.24084152739573E-06
2013-02-11 14:00:00,8.46742625444709E-06,3.88897768062593E-05,1.57876976397035E-06,-13.6449703874701,-0.000133395634862543,3.38141483802401E-07,-29.7645430285461,27.5139660802048,11.997999083534,-0.0233668314485951,3.92111296433402,-4.50034688122833E-05,-1.79040164631488E-05,-2.14268508141089E-05,8.39205000618033E-06
2013-02-11 15:00:00,8.63498134204417E-06,0.523827320090361,1.62474888781635E-06,-12.4549523056289,-1.58830499020709E-05,3.40506937628568E-07,-29.7645427440233,27.5105770048804,12.0843517897004,-0.0233525509886979,2.1242047455941,-4.28493791314754E-05,-1.66773217101763E-05,-1.9863683270529E-05,5.60090194141969E-06
2013-02-11 16:00:00,8.86063485253816E-06,0.523828875955634,1.67090021339549E-06,-10.5632314289681,0.00025143043992581,3.42910717348729E-07,-29.7645423968568,27.5170712123901,12.3100152453605,-0.0233464872721434,0,0,-1.52371040461503E-05,-1.79199253860105E-05,5.65063454998227E-06
2013-02-11 17:00:00,8.87454057522641E-06,0.523828915119561,1.6818726723913E-06,-10.9173273291725,0.000158950198586826,3.42643651044466E-07,-29.7645421010913,27.5281690484253,12.6531055588094,-0.0233461980244853,0,0,-1.5131877495719E-05,-1.7782294659014E-05,4.6910137387186E-06
2013-02-11 18:00:00,8.87127077223723E-06,0.523828831710028,1.68954109041505E-06,-10.7738007379202,4.61339783429952E-05,3.4230607530804E-07,-29.7645421648155,27.5304749438903,12.5073855032352,-0.0233463052109985,0,0,-1.51800227986314E-05,-1.77889994574088E-05,5.41919167175565E-06
2013-02-11 19:00:00,8.85146689004396E-06,0.523828670838054,1.69339783076926E-06,-10.2237849793149,-7.97333280447113E-05,3.41806187500243E-07,-29.7645421022714,27.5306089375936,11.9573629102056,-0.0233467344983085,0,0,-1.53509177860087E-05,-1.78935522360462E-05,5.2115270585541E-06
2013-02-11 20:00:00,8.86773988782509E-06,0.523828736686452,1.70989780221407E-06,-9.65484838403895,-7.69704209947976E-05,3.41892385494731E-07,-29.7645420235589,27.5303549311805,11.3886769793847,-0.0233465221415748,0,0,-1.53160031402422E-05,-1.77636885169505E-05,4.96351699067936E-06
2013-02-11 21:00:00,8.86553932899579E-06,0.346588633273172,1.72099282200575E-06,-8.56634031833586,-0.000220061979539529,3.41784162554283E-07,-29.764540889113,27.5284876272059,10.4794210515732,-0.0233513315159361,0,0,-1.5439075049926E-05,-1.77523048868693E-05,7.06065979466187E-06
2013-02-11 22:00:00,8.99258182104479E-06,0.52359507461983,1.76949537971798E-06,-8.08784295206971,0.000334943758488176,3.43385122010612E-07,-29.7645404183847,27.5211486322363,9.83069504599493,-0.0233489762246031,0,0,-1.48339584769133E-05,-1.69319853498564E-05,6.92692317112824E-06
2013-02-11 23:00:00,8.99080598052476E-06,0.523602309142841,1.77965245326749E-06,-7.74651065501171,0.000127368390314162,3.43332607959706E-07,-29.7645409700369,27.5276418353638,9.48307065366509,-0.0233490577538068,0,0,-1.48947224792551E-05,-1.6920418398044E-05,6.82076945575802E-06
2013-02-12 00:00:00,8.98842505807596E-06,0.523607553384024,1.78890795451175E-06,-7.56511846353919,6.38405339274332E-05,3.43281623562948E-07,-29.7645409548948,27.5294655557226,9.29991316130291,-0.0233491388658967,0,0,-1.49353364505487E-05,-1.69159238482308E-05,6.77053334819556E-06
2013-02-12 01:00:00,8.97936633023081E-06,0.523619017078317,1.79485379738041E-06,-6.68282233771378,1.80698694174987E-05,3.43121025856056E-07,-29.7645408601297,27.5201803761076,8.42693685726497,-0.0233493017298198,0,0,-1.51358908061638E-05,-1.69429552557716E-05,6.7582943487469E-06
2013-02-12 02:00:00,8.96658488005026E-06,0.523630043405397,1.79676701268775E-06,-5.95512843560377,-2.16443150660603E-05,3.42935725518807E-07,-29.7645408325463,27.5071494058948,7.71230300456821,-0.0233494390539858,0,0,-1.53452985885565E-05,-1.69890743735834E-05,6.77832274057415E-06
2013-02-12 03:00:00,8.95104218951443E-06,0.523674497156615,1.79279341313396E-06,-5.27744613939046,-5.40385393301885E-05,3.42655991586653E-07,-29.7645409420283,27.4777231254619,7.06403527358871,-0.0233494701105838,0,0,-1.55660358668115E-05,-1.70471115293083E-05,6.85314361650472E-06
2013-02-12 04:00:00,8.92569431810379E-06,0.523655321882613,1.78452845042364E-06,-5.39857569757197,-0.000157513509872695,3.42280933941953E-07,-29.7645408255936,27.4740744505061,7.1889363926083,-0.0233496623478099,0,0,-1.56548151192055E-05,-1.71570989317047E-05,7.0430782301295E-06
2013-02-12 05:00:00,8.89753154486261E-06,0.523598796284335,1.77405904320309E-06,-5.35648943629003,-0.000500654571225349,3.41890694683614E-07,-29.7645408391254,27.463222326996,7.15810202173085,-0.0233498342873884,0,0,-1.57911989621198E-05,-1.72620416570197E-05,7.49181550094962E-06
2013-02-12 06:00:00,9.60800760276515E-06,0.523830926883323,2.00758468780819E-06,-5.07081225553533,1.09676485868102E-05,3.5075513970795E-07,-29.7645417033562,27.4248201117362,6.91005985231341,-0.0233383581872149,0,0,-1.2802346730723E-05,-1.39168164317738E-05,5.28642119041019E-06
2013-02-12 07:00:00,9.98090198159302E-06,0.523831579720334,2.14478524016192E-06,-7.17004763345034,2.89150376210879,3.55283942052793E-07,-29.7645410762109,27.2759258005297,6.26668776217895,-0.0233363685781049,0,0,-1.1811178178732E-05,-1.27633089344243E-05,5.57298099288045E-06
2013-02-12 08:00:00,9.78879800026292E-06,0.523831318847317,2.11034825167117E-06,-4.13049647000822,-1.14969632616354,3.53844060192423E-07,-29.7645416966423,27.0013671741946,5.48946604547808,-0.0233374447643841,2.05346143865651,-2.71192776359305E-05,-1.25178278106546E-05,-1.36173909449724E-05,5.58055965681411E-06
2013-02-12 09:00:00,9.77312785740215E-06,0.523831352365875,2.11011994216772E-06,-3.08119293787293,-1.79661023941099,3.53493613508546E-07,-29.7645419026944,26.7422967278659,4.3344372522288,-0.023337547953512,3.06517194240934,-2.71836920096885E-05,-1.29304331477158E-05,-1.35870042558537E-05,5.46906764952735E-06
2013-02-12 10:00:00,9.77240224698617E-06,0.523821016000552,2.13793543050637E-06,-5.17031325483734,-0.0656836162546514,3.54085459588887E-07,-29.764505078006,24.9323332916036,5.79441840053759,-0.0233395181425917,3.77332254645532,-2.98272340428035E-05,-1.24304270386233E-05,-1.36790492948506E-05,8.38544046889893E-06
2013-02-12 11:00:00,1.02190282391409E-05,0.523827372869526,2.31023895627131E-06,-0.0126299126560898,-1.46612627385399E-05,3.5860542154057E-07,-29.1710755764652,20.0098533188724,4.64680894950001,-0.0233365927433663,4.02661379647836,-2.75469894444191E-05,-1.15664476543316E-05,-1.3028339021119E-05,7.93700022626346E-06
2013-02-12 12:00:00,1.1185485842056E-05,0.523831732933681,2.72867601253058E-06,5.29163851442874,4.12132638702351E-06,3.67928517618889E-07,-29.2066549560516,16.2793575481193,3.19554878665815,-0.0233329940712159,3.93964246627481,-2.31584293955052E-05,-1.03976105081358E-05,-1.17681350385013E-05,6.83782938376668E-06
2013-02-12 13:00:00,1.19175228714345E-05,0.52383307488504,3.08578763897885E-06,9.36214386564663,5.56034201324992E-05,3.73920093412117E-07,-29.3426089673219,13.5997478076184,2.17514204774535,-0.023331428487643,3.70504707354756,-2.04693295389381E-05,-1.02110672599594E-05,-1.11794896806643E-05,6.21258208689324E-06
2013-02-12 14:00:00,1.18098839947582E-05,0.523833456468673,3.01332145703131E-06,10.5503953000117,-6.33688209756671E-05,3.72138689172104E-07,-29.7645238304062,13.908256099095,2.16074849168987,-0.0233311520688291,2.64471399979168,-1.96386810807396E-05,-1.03118174813659E-05,-1.12872220814637E-05,5.84373331002803E-06
2013-02-12 15:00:00,1.30360235884368E-05,0.523833905736459,3.56678774557543E-06,9.84390228163907,-1.18714608759605E-05,3.8176424173601E-07,-28.4731555750791,14.5237661711102,2.16625098087301,-0.0233292969855695,1.43876359534636,-1.77420095832186E-05,-9.08946293080249E-06,-9.71182346307131E-06,5.48777907470232E-06
2013-02-12 16:00:00,2.0481133406663E-05,0.523835193608724,1.88112447445044E-05,12.6170039409553,-3.33096087489859E-06,4.1950773882846E-07,-27.8105095891324,12.7056680108548,1.98730179104032,-0.0233260573224895,0,0,-6.53573632759219E-06,-6.8499372566464E-06,3.84068268685504E-06
2013-02-12 17:00:00,0.000448322500519167,0.523860354484283,0.00015417410498008,14.5568816124636,0.84929126588701,5.12271936243969E-07,-27.6968263511603,9.99688025290781,1.79263455901175,-0.0233230184184951,0,0,-4.45518926083821E-06,-4.81859245710225E-06,2.52355750923149E-06
2013-02-12 18:00:00,0.00042887907115306,0.523859800984348,0.000154082544067547,15.4672436731819,0.00949642106267991,5.1080959522962E-07,-27.2786959658546,9.60045535591603,1.70038226483415,-0.0233230270318713,0,0,-4.53940000845421E-06,-4.96402559427978E-06,2.48200146797596E-06
2013-02-12 19:00:00,0.000134981079986905,0.523846851853584,0.000153709589450763,15.4033877533365,-0.496129697809988,4.97890347698479E-07,-26.6439422751989,9.62204892973646,1.61382566721685,-0.0233234261097902,0,0,-4.79483452049578E-06,-5.26490753296116E-06,2.53030878086725E-06
2013-02-12 20:00:00,0.000134300139347971,0.523846811801671,0.000153630757492857,15.3698469322708,-0.398419509907376,4.97650225329244E-07,-25.7782815838606,8.87128398293707,1.43476159813432,-0.0233234210762676,0,0,-4.96807123987253E-06,-5.29031710928507E-06,2.48470991046704E-06
2013-02-12 21:00:00,0.793818327188143,0.523865215934674,0.000154155350075713,15.3516188758412,0.12530038663005,5.19377364996543E-07,-24.9038603929236,6.94289168986592,1.18953633821972,-0.0233227500881528,0,0,-4.94021047493476E-06,-5.04026981231576E-06,2.28448700545656E-06
2013-02-12 22:00:00,3.98768954447263,0.523865357898807,0.000153924484931912,14.1492180911293,1.19637027882228,5.15383772845225E-07,-24.1242698012247,3.08538148940405,1.20491637257153,-0.0233227695281482,0,0,-4.96516054119667E-06,-5.58401987215618E-06,2.27010403867918E-06
2013-02-12 23:00:00,4.1470464871606,0.523865363050454,0.000153845484297848,13.7603906418692,0.918643727258398,5.1482052148569E-07,-23.259764350316,2.82591832075191,1.10707151630744,-0.0233227739365575,0,0,-5.11220830136239E-06,-5.69375106818537E-06,2.23787765910741E-06
2013-02-13 00:00:00,4.11549790568255,0.523865381596976,0.000153783400339682,14.0568966580151,0.585784974311431,5.14685718117091E-07,-22.7175602099065,2.40476155613713,1.0539254166611,-0.0233227717458814,0,0,-5.18773076937862E-06,-5.50685971838938E-06,2.20657971812666E-06
2013-02-13 01:00:00,4.39243320471318,0.523865320059287,0.000153687406878969,14.449654810986,0.917927747259988,5.13013401620952E-07,-22.4055750005586,1.27755710760414,0.86730900429735,-0.0233227877791639,0,0,-5.48664559521939E-06,-5.5859905931186E-06,2.19300634298276E-06
2013-02-13 02:00:00,4.53278921492115,0.523865275568484,0.000153575325463943,14.6831865840615,1.22855647901827,5.11678950151588E-07,-22.2885595755425,0.697389714305733,0.64594545912229,-0.0233228050270968,0,0,-5.86537736245774E-06,-6.03386770653813E-06,2.1913921699543E-06
2013-02-13 03:00:00,4.65047829562919,0.523865227765065,0.000153562275481959,14.3392140622203,2.09185402960129,5.10562022446342E-07,-22.1833728319975,0.218153610221963,0.382981111394765,-0.0233228183506632,0,0,-6.35231080024568E-06,-5.89523660064728E-06,2.2107738939309E-06
2013-02-13 04:00:00,4.69551132542583,0.52386521090795,0.000153503025198746,14.0938508224332,2.62437542625816,5.09944641397757E-07,-22.357463643501,0.15441982668412,0.288615014210042,-0.0233228219426938,0,0,-6.57297900769471E-06,-6.152432922649E-06,2.27755713795396E-06
2013-02-13 05:00:00,4.76206016303944,0.5238651438338,0.000153444975636768,13.7700693319952,4.43052800930344,5.08841153571722E-07,-23.5415287415417,0.0781743147488071,0,-0.0233228266721516,0,0,0,-7.00830447675016E-06,2.37951620806121E-06
2013-02-13 06:00:00,4.97813647154692,0.523864195500749,0.00015330711562303,13.5513349423362,6.49256484800947,5.05765807471734E-07,-25.6055698028693,0.0828376239456645,0,-0.0233228290272929,0,0,0,-6.94022785487047E-06,2.48924571965416E-06
2013-02-13 07:00:00,5.27007457410193,0.523863758039496,0.000153226199041901,13.7562365130267,6.77761173925828,5.0389277391118E-07,-26.8183973044787,0.513772734969759,0,-0.0233228176104155,0,0,0,-5.81327379450158E-07,2.53322650508525E-06
2013-02-13 08:00:00,4.66973240968817,0.52386543126027,0.000153413907545762,13.977022076595,2.90139460662877,5.14462751208306E-07,-25.7992552044172,1.74002661758979,0,-0.0233228066708785,2.01038877279003,-7.52822695981718E-06,0,-6.20249064825007E-06,2.56303262994159E-06
2013-02-13 09:00:00,4.19612998347234,0.523865608022817,0.000153554563887881,12.8867228320067,1.10394009790801,5.1672117247837E-07,-24.6776053399045,2.51026263160338,0,-0.0233229656291505,3.47985810212824,-6.86766090477386E-06,0,-6.19218361117202E-06,2.62670287520252E-06
2013-02-13 10:00:00,1.19760343061377,0.523866536544578,0.000154585767792989,13.3266470419092,0.233324811117775,5.31032556413837E-07,-23.7167050729651,3.88674509908567,0,-0.0233229486395665,4.57169535605133,-1.0081873916965E-05,0,-7.44229369807536E-06,2.45753490442345E-06
2013-02-13 11:00:00,1.43426133882518E-05,0.523834198897422,4.87259671263465E-06,13.4866482546928,-5.25251704885044E-05,3.90914963593806E-07,-25.3568105140673,6.33063753445145,0,-0.0233287510668797,5.03908171607571,-1.70802471578901E-05,0,-1.33121917431493E-05,5.06505188014963E-06
2013-02-13 12:00:00,1.43584755622048E-05,0.523834229074362,4.83305769923043E-06,12.5329615657098,2.4734045817389E-05,3.91217610408879E-07,-25.8784403822406,8.12595255031743,0,-0.0233288020717893,4.71900583590695,-1.74738656138647E-05,0,-1.27096569095428E-05,5.08031418500092E-06
2013-02-13 13:00:00,1.35048617169375E-05,0.52383401687404,4.18268184144908E-06,13.3532503272731,-2.00202214630922,3.85343734302309E-07,-25.7514087628269,9.02989253252984,0,-0.0233294413738023,4.86979617793511,-1.80597037488068E-05,0,-1.28249330449259E-05,5.43477170352762E-06
2013-02-13 14:00:00,1.3492360299243E-05,0.52383400993382,4.13575514076992E-06,12.7088216152362,-1.8675002482585,3.85145088601836E-07,-26.5884655848391,11.4721813141932,0,-0.0233296058094859,3.774467544719,-1.49858376029854E-05,0,-1.21412179448681E-05,5.45845073249811E-06
2013-02-13 15:00:00,1.37632351279194E-05,0.523834081817046,4.29332709008677E-06,9.92498313133618,-2.11137003756601E-05,3.86670024518749E-07,-27.7971293281575,14.7388174655383,0.231324258638661,-0.0233293342874905,2.40154334029847,-1.5782026483518E-05,-1.43326828587913E-05,-1.10782709801658E-05,5.28509783132492E-06
2013-02-13 16:00:00,1.41454810258479E-05,0.523834174136561,4.52617246265567E-06,7.8626810139134,2.21578191757313,3.89554667537146E-07,-29.764418278387,18.3537404576519,0.467689924438027,-0.0233288407132741,0.364041534877347,-1.83698003103751E-05,-1.26031579638806E-05,-1.01383649719331E-05,4.96404058154444E-06
2013-02-13 17:00:00,1.41542266415054E-05,0.523834154167306,4.21704199572776E-06,6.68035726160217,1.49899576658497,3.89195608324989E-07,-29.7644383286438,20.1383263825697,0.946255406008,-0.0233289001156285,0,0,-1.08525339440746E-05,-9.62059739293508E-06,4.86442177527072E-06
2013-02-13 18:00:00,1.13821878097991E-05,0.5238330611315,2.70394479703683E-06,4.9947214705514,-8.84828958061865E-06,3.6832312494308E-07,-29.7645395058969,22.6568336339144,1.61250647234948,-0.0233318039387135,0,0,-1.18376619645915E-05,-1.16736552306662E-05,4.73895510942167E-06
2013-02-13 19:00:00,1.04482727101118E-05,0.523832313249283,2.2865370734613E-06,1.17903461254101,2.85011696844112E-06,3.59382071297331E-07,-29.7645394127413,25.3236049618344,2.76141917341439,-0.0233343258851681,0,0,-1.20877341112191E-05,-1.23628292767961E-05,5.37715587527107E-06
2013-02-13 20:00:00,9.00901363416226E-06,0.523829885253238,1.79394821588404E-06,-1.68570100174459,-2.50114341107417E-05,3.43007102114932E-07,-29.7645420101459,26.8474380609375,4.10238567078699,-0.0233431891412877,0,0,-1.61296918882101E-05,-1.6611166373437E-05,5.04023052778566E-06
2013-02-13 21:00:00,8.82438482172196E-06,0.519766107577193,1.75271119662056E-06,-3.39024526292236,-7.16378797747771E-05,3.41355921518309E-07,-29.7645411938795,27.3703686942499,5.28812111491389,-0.0233517652847852,0,0,-1.68397080578302E-05,-1.7808950857173E-05,7.15342893853738E-06
2013-02-13 22:00:00,8.79367858487885E-06,0.00022669401569335,1.71911791918383E-06,-4.33305509532835,-0.00011075725470316,3.41079105421107E-07,-29.7645415257214,27.4937818976074,6.62709981158607,-0.0233534511349278,0,0,-1.66457551968051E-05,-1.80995619150224E-05,6.88312128177656E-06
2013-02-13 23:00:00,8.82387992787091E-06,0.000245098595454402,1.6988894514159E-06,-4.96916275506106,4.63140894864062E-05,3.41577707062997E-07,-29.7645414791606,27.5230513327482,7.23376156870217,-0.0233529305205672,0,0,-1.63292341719625E-05,-1.80318964985275E-05,6.74054664525518E-06
2013-02-14 00:00:00,8.79229244810709E-06,0.000141475058673534,1.66882247639213E-06,-5.95700712303418,-2.71374086912089E-05,3.41306810919625E-07,-29.7645413578653,27.5284858084008,8.21635032627831,-0.023353689053861,0,0,-1.62596206736225E-05,-1.83224776556585E-05,6.66837326090557E-06
2013-02-14 01:00:00,8.80561810981915E-06,0.000140058339824757,1.65670556125907E-06,-7.15617664150605,0.000128186811665745,3.41551972159661E-07,-29.7645411674485,27.5303598954486,9.41349041167215,-0.0233528868336169,0,0,-1.58928070324578E-05,-1.8251465691236E-05,6.63948699702555E-06
2013-02-14 02:00:00,8.64627054285973E-06,6.88341052341618E-05,1.59697855932994E-06,-7.42390862042296,-7.83784321061299E-05,3.39221961704753E-07,-29.7645416675356,27.5308636269481,9.68100732752821,-0.0233578419150871,0,0,-1.68988209269969E-05,-1.95009867985902E-05,6.64854911739439E-06
2013-02-14 03:00:00,8.57623392043261E-06,5.62772294291185E-05,1.56486826210853E-06,-8.08851934437384,-0.000937547098925858,3.38332044660887E-07,-29.7645417181351,27.5317291366494,10.3456296315888,-0.0233606129009093,0,0,-1.73004577908955E-05,-2.01391205318941E-05,6.72531106244423E-06
2013-02-14 04:00:00,8.56862436756382E-06,5.36387887651427E-05,1.55177470485628E-06,-9.02490838818962,-0.453425198415918,3.38359883489493E-07,-29.7645414194813,27.53209622853,11.7341415974896,-0.023360671484643,0,0,-1.7124708680285E-05,-2.022361614587E-05,6.9842361116782E-06
2013-02-14 05:00:00,8.57691222269636E-06,0.522091799336859,1.43820038619088E-06,-10.7992142602791,-0.377767319250852,3.38694644968742E-07,-29.7645420888962,27.532102855287,12.9107437785433,-0.023359965860904,0,0,-1.68881246839874E-05,-2.01602056511518E-05,6.50140709007281E-06
2013-02-14 06:00:00,8.58157663183969E-06,0.523823377625119,1.4300427648708E-06,-11.5744186440539,-0.00234755668028308,3.38948773263749E-07,-29.7645422419329,27.532102855287,13.3087935216821,-0.023355457369379,0,0,-1.67757805567135E-05,-2.01050943328909E-05,5.24342209278864E-06
2013-02-14 07:00:00,8.68804802496756E-06,0.52382482405535,1.44976716360173E-06,-12.7244746437966,0.801181212685652,3.40605661335856E-07,-29.764542280218,27.532102855287,13.6553102951931,-0.0233505648780559,0,0,-1.59323547625263E-05,-1.91496417419472E-05,5.48898885099726E-06
2013-02-14 08:00:00,8.42014588619248E-06,0.523818429089572,1.41232210182378E-06,-13.2002516304088,-5.82432483619598E-05,3.38835624331804E-07,-29.7645425786437,27.532102855287,14.0730181427502,-0.0233686948557289,0.859393705871919,-4.7430942830912E-05,-1.84844243266298E-05,-2.22819752005705E-05,5.54737849055923E-06
2013-02-14 09:00:00,8.30748745233904E-06,0.523814463150812,1.3807218308963E-06,-10.5557842948381,-2.45110303133599,3.36969260426773E-07,-29.7645426676076,27.532102855287,13.3432954483078,-0.0233903757025054,1.39572534590956,-4.79862540806422E-05,-1.9450922956139E-05,-2.35039287475303E-05,5.55234992797762E-06
2013-02-14 10:00:00,8.30937867319609E-06,0.523814654026836,1.38459883975887E-06,-6.30705974600568,-6.28592491402176,3.37133227299366E-07,-29.7645426834301,27.5320990217647,12.7215928843216,-0.0233898893330835,1.60352799555992,-4.74935479057979E-05,-1.94937316746291E-05,-2.3464726846683E-05,5.53233014259209E-06
2013-02-14 11:00:00,8.17358418737341E-06,0.523804387835248,1.35200400653382E-06,-6.21428883497806,-6.89619877004592,3.35211245364522E-07,-29.7645427960228,27.532102855287,13.2296782628004,-0.0234161692473986,1.61299059043253,-5.1279862448767E-05,-2.10402639528411E-05,-2.54460830627323E-05,5.52358902706065E-06
2013-02-14 12:00:00,8.12900120194642E-06,0.523798711452128,1.34280004803294E-06,-5.99091085437145,-6.89621039276962,3.3459449419114E-07,-29.7645428565372,27.5321023215752,13.0967967340941,-0.0234224129958411,1.52252294570497,-5.28553145188169E-05,-2.16733269045335E-05,-2.61639171586694E-05,5.56060940656102E-06
2013-02-14 13:00:00,8.32030877708121E-06,0.523814583995915,1.3917651879809E-06,-5.74646448801073,-6.37616278417934,3.37314943518942E-07,-29.7645427299576,27.5320404692328,12.4790827649915,-0.0233881203342139,1.37573761583586,-4.78926202551612E-05,-1.93908757447616E-05,-2.32496790453069E-05,5.56827371387947E-06
2013-02-14 14:00:00,8.3077684858733E-06,0.523814042500229,1.39370244532404E-06,-7.50532396327357,-4.03979459433174,3.36912513930924E-07,-29.764542744386,27.532102855287,12.3168760303279,-0.0233901990120241,0.96037770500206,-4.92981773206689E-05,-1.95780580075961E-05,-2.33620512695438E-05,5.59484573602627E-06
2013-02-14 15:00:00,8.31415826920559E-06,0.523814779696738,1.39872668419219E-06,-11.2566529773653,-0.000589110229044098,3.36337132884174E-07,-29.764542389154,26.9302532258799,13.1235673594252,-0.0233868512105318,0.467656060952614,-5.05271391463522E-05,-1.93334964014866E-05,-2.3086131155253E-05,4.8072062134015E-06
2013-02-14 16:00:00,8.93315237780429E-06,0.523827365599355,1.56739725021125E-06,-8.36514815295096,4.14488502642016E-06,3.43791103014382E-07,-29.7645420464066,25.3455228590183,12.2837249955265,-0.0233446709021566,0,0,-1.46628697297046E-05,-1.7196594281458E-05,4.79462979980206E-06
2013-02-14 17:00:00,9.23053979568488E-06,0.523828936779469,1.66814184062336E-06,-5.20793089112861,1.42906661523359E-05,3.46591083248151E-07,-29.7645417734848,23.0796406981082,11.392366297282,-0.0233407683671117,0,0,-1.33569056316674E-05,-1.56207524088643E-05,4.74060274585979E-06
2013-02-14 18:00:00,9.38340440484017E-06,0.523829458354372,1.74237256572331E-06,-1.39104249018615,-2.82213703254008E-05,3.48205001317433E-07,-29.7645417028247,20.2336316279985,10.4215260210023,-0.023339750652889,0,0,-1.29587663446955E-05,-1.60068029014298E-05,4.63668820505427E-06
2013-02-14 19:00:00,1.02822811583725E-05,0.523831648047453,2.02112819459845E-06,2.81930722247108,-5.09375969448458E-06,3.57792222139286E-07,-29.7645400559235,17.5127573073256,8.9320052978054,-0.0233346035498492,0,0,-1.06648133618137E-05,-1.40848648637117E-05,5.28977890167171E-06
2013-02-14 20:00:00,1.20358239528466E-05,0.523833256393077,2.69531897767145E-06,7.33313368055767,7.0693930974598E-05,3.74491279005097E-07,-29.7645253199778,14.5590642966258,7.37176185911726,-0.0233306448325198,0,0,-8.42399385021509E-06,-1.11270639460415E-05,5.09902306477451E-06
2013-02-14 21:00:00,1.19549829118763E-05,0.523832925398979,2.77201559527275E-06,10.7005406303348,-6.05389796773227E-05,3.73188687921712E-07,-29.7012794160128,12.3391718896769,6.16113266402961,-0.0233305322137446,0,0,-8.62387069321358E-06,-1.11388220961501E-05,5.46071319769022E-06
2013-02-14 22:00:00,1.27267622665579E-05,0.523833778036886,3.19916099274622E-06,12.082849545186,7.96565592699264E-05,3.78950361805634E-07,-27.2894501240425,9.85872471685543,4.84729539974914,-0.0233293713485924,0,0,-8.17766565779721E-06,-1.01474422025589E-05,4.95108876273984E-06
2013-02-14 23:00:00,1.27084082883384E-05,0.523833760022843,3.25534682346065E-06,13.0613293735482,-2.80833009764356E-06,3.78659461763791E-07,-25.7419774172039,8.17401402000379,4.00613606537722,-0.0233292471161029,0,0,-8.40623623176384E-06,-1.01116685727618E-05,4.89091534746148E-06
2013-02-15 00:00:00,1.26627270861489E-05,0.523833743660702,3.25257905846554E-06,13.1037643832473,-9.59195511710512E-05,3.78159876604025E-07,-23.2402772907296,6.33632377446041,3.29978489934617,-0.0233291422397283,0,0,-8.70482995964039E-06,-1.03874470349581E-05,4.85500030786083E-06
2013-02-15 01:00:00,1.40697009128095E-05,0.523834175123559,3.93832867405581E-06,14.8779310921699,8.54224824063695E-06,3.88323173505853E-07,-23.1014936992553,4.82372854515674,2.89931867047951,-0.0233281485972602,0,0,-7.95008395115815E-06,-9.60301879363357E-06,4.30913560139972E-06
2013-02-15 02:00:00,1.46317675761692E-05,0.523834284306648,4.16319338772387E-06,16.2829207985812,-2.07126819661772E-05,3.91475457364385E-07,-22.4495224870983,3.26594639715924,2.40016769793617,-0.0233278101270056,0,0,-7.96301117570408E-06,-9.9167351633298E-06,4.15380960438785E-06
2013-02-15 03:00:00,0.432531385918986,0.523869297003336,0.00015266412931859,16.6545302435392,0.107643186625913,5.39478469581914E-07,-22.4564895767929,2.68172056806506,2.07936452297208,-0.0233221108490741,0,0,-3.90206288307127E-06,-4.96048660480497E-06,1.97589836152582E-06
