,CCGT,CHP,Imports_Exports,OCGT,battery storage,coal,distribution network,hydroelectricity,offshore wind,oil,onshore wind,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-24 03:00:00,23.9163852015652,13.5187820863299,-1.86156197971111,15.2336564198279,-0.0254715206168212,8.13518317803128,-62.8532980966727,-4.31449188522772,5.33425130029886,5.73829663966231E-05,2.9165383099477,0,0,-7.55396379313779E-06,-9.81096113169322E-06,3.89794407363845E-06
2013-01-24 04:00:00,23.9163832468828,13.5187831557373,-1.92608932304355,15.2336556772897,-0.0707934683624447,8.13518117627177,-64.9804166843658,-3.04069433218362,6.15558761140656,5.71139956971571E-05,3.05837712478516,0,0,-7.78662586823985E-06,-9.9151056705491E-06,4.13944246029173E-06
2013-01-24 05:00:00,23.9164137821746,13.5187867400497,0.756985706543952,15.2336800720794,1.07003640522621E-05,8.1352295259429,-74.1252145805608,2.61305212747589,6.55677038301982,0.262797626305569,3.13147419553539,0,0,-3.80807642793595E-06,-4.75992814052617E-06,2.06864446424139E-06
2013-01-24 06:00:00,23.9164173700429,13.5187872658611,2.36306515643504,15.2336817822095,0.104656074616001,8.13523500941478,-77.5053586450198,3.96036022871881,6.76755989878099,0.262804768705514,3.24277256644546,0,0,-2.99153150839638E-06,-3.758129904746E-06,1.71854519189362E-06
2013-01-24 07:00:00,23.9164173797543,13.5187872605629,1.46802851290409,15.2336817627376,0.104656424075572,8.13523501071111,-77.2297285066958,4.76886204438335,6.42596151350771,0.262804767042561,3.39527539363869,0,0,-2.97374541900329E-06,-3.75839764206276E-06,1.60970684348587E-06
2013-01-24 08:00:00,23.9164150613672,13.518786905606,-1.50983980803181,15.2336804631106,-8.53343072367722E-06,8.13523124003041,-75.0523983474163,2.61113226057977,5.75532259678233,0.262799554905108,3.34277110719909,3.78609762866637,-5.43926060428351E-06,-3.49037609090399E-06,-4.46520400102735E-06,1.90664112414982E-06
2013-01-24 09:00:00,23.9164135689993,13.5187866836225,-0.682746715840528,15.2336796927743,-0.10457779518485,8.13522889517727,-74.864435308769,2.61048809067265,4.87417419182229,0.262795652446099,2.75076291192701,4.34942276742071,-5.78824324638519E-06,-3.87823735340497E-06,-4.96989194765085E-06,2.0843707417983E-06
2013-01-24 10:00:00,23.9164137909173,13.51878647343,-0.585116173807993,15.2336798249521,-0.102162371249646,8.13522925228355,-74.9021231262356,2.60985778719265,4.6341315488453,0.262796387142466,2.10417315710645,5.1743257702091,-5.55521517786209E-06,-3.93303111149685E-06,-5.06115816504327E-06,2.07234753133886E-06
2013-01-24 11:00:00,23.9164136811427,13.5187864576404,0.586550784205375,15.2336797544927,-0.0112987404673087,8.13522902947105,-74.828234930004,2.60921288849138,3.07850951255431,0.262795866228614,1.98559178142799,5.51275975789692,-8.64613077539616E-06,-3.97725748122253E-06,-5.29576416300692E-06,2.08800766324502E-06
2013-01-24 12:00:00,23.9164176508614,13.5187871540865,1.57597234282895,15.2336817964105,0.0585173707721149,8.13523533127886,-75.0288833493654,3.09729459587697,2.06264135549654,0.262804923039156,2.03116716909421,5.13635348772484,-7.87952702141598E-06,-3.05556648764191E-06,-4.24171582157662E-06,1.60663543173298E-06
2013-01-24 13:00:00,23.9164175737574,13.5187871423534,1.81675808377023,15.2336817549455,0.0308497681846001,8.13523519934354,-74.9779522339658,3.30904559201055,1.94621298103493,0.262804827167461,2.31576090203537,4.49238832674796,-7.81146855340436E-06,-3.04402176946862E-06,-4.30933115499776E-06,1.61770645570258E-06
2013-01-24 14:00:00,23.9164174983377,13.5187871316869,1.68195877377977,15.2336816916303,0.0187004191715019,8.13523507390439,-75.7460158906197,6.02618453633026,1.67729982867733,0.26280476270437,2.49302210457368,2.78191257721427,-6.17005433677052E-06,-3.04982334079524E-06,-4.44945331040714E-06,1.61796832075654E-06
2013-01-24 15:00:00,23.9164174783346,13.5187871323319,2.12108759001823,15.2336816443688,0.0182740529607614,8.13523503122973,-77.0980652790814,8.96338221903124,1.93903366767239,0.262804753166348,2.98934395204467,0,0,-3.00421598105231E-06,-4.39487135248218E-06,1.60998072528177E-06
2013-01-24 16:00:00,23.9164174675454,13.5187872719984,2.73487480389029,15.2336816138914,0.0192070937905488,8.13523500227888,-79.2962764860816,9.99924940244674,2.063603060907,0.262804740403061,3.41239826052217,0,0,-2.96972092503595E-06,-4.37185891391145E-06,1.59756719721732E-06
2013-01-24 17:00:00,23.916417429365,13.5187872727766,1.80219853853466,15.2336816038121,0.0303493277804301,8.13523494071253,-79.2147552879473,10.0701663405514,2.09981734345469,0.262804704263375,4.14527997465175,0,0,-2.91592645615783E-06,-4.32325802532674E-06,1.58921503065942E-06
2013-01-24 18:00:00,23.9164174898179,13.5187872741306,3.10199028195847,15.2336816310169,0.0314362558270061,8.13523501800396,-77.225707599918,7.10940597187638,1.64244738217482,0.262804758858318,4.27348329016499,0,0,-2.89165612618564E-06,-4.32540721583585E-06,1.5685523411824E-06
2013-01-24 19:00:00,23.9164174449268,13.5187872817906,4.71971952019968,15.2336816359848,0.000112741264015936,8.13523494104374,-73.6487503249667,2.60417657719088,1.17670287972827,0.262804668440705,4.08109394473411,0,0,-2.92150435959798E-06,-3.83176064446822E-06,1.58166081121171E-06
2013-01-24 20:00:00,23.9164175198206,13.518787151035,2.98028842119023,15.233681696417,0.00185459574491696,8.13523505813383,-71.3550076881283,2.60414210446586,1.09244504741647,0.262804758409353,3.60933262416055,0,0,-2.94535667429005E-06,-3.84594307398611E-06,1.57219847517504E-06
2013-01-24 21:00:00,23.9164171786478,13.5187871028105,2.60384676961125,15.2336815272623,2.16112429061123E-05,8.13523450554393,-70.5253827231309,2.60270159544616,0.983181941554938,0.262804063797557,3.26868827112733,0,0,-3.05434824016303E-06,-4.01048716089925E-06,1.60509363128575E-06
2013-01-24 22:00:00,23.916415398878,13.5187868099573,1.44042777640505,15.2336805367256,-3.2086822031367E-06,8.13523160318023,-68.5295107756704,2.6020168605625,0.697413999496358,0.262799942963384,2.72272566363606,0,0,-3.51384958694348E-06,-4.79536423086913E-06,1.79412379508029E-06
2013-01-24 23:00:00,23.9164140875467,13.5187865950309,-0.67955977987438,15.2336798659335,-3.88410641487584E-06,8.13522953986393,-66.4431481682804,2.60134005558909,1.02422776560583,0.262796449195332,2.43022483931077,0,0,-3.83620512058814E-06,-6.03930190856916E-06,1.91927333086541E-06
2013-01-25 00:00:00,23.9164127907644,13.5187863813417,-2.81992746135577,15.2336791611224,-0.0501702028853586,8.13522749363213,-64.2211318650515,2.48034165727948,1.347532354748,0.262792039461727,2.19644737141403,0,0,-4.13810316686266E-06,-6.7901234073986E-06,2.03502886585284E-06
2013-01-25 01:00:00,23.9164128234577,13.518786391825,-2.65519403088818,15.2336791992988,-0.0514655957902276,8.13522756522536,-63.0385971599947,1.11898855986333,1.56346357452861,0.262792052374343,1.99589689165597,0,0,-4.16248180234135E-06,-7.3802587436782E-06,2.01703762041454E-06
2013-01-25 02:00:00,23.9164128586769,13.5187863967173,-2.69700268116557,15.233679236755,-0.0530359876562449,8.13522763103943,-62.2579975400226,-0.0235365787936612,2.11471572487955,0.262792106078368,1.84994877021962,0,0,-4.17204401865068E-06,-7.08569790452884E-06,2.00738394848468E-06
2013-01-25 03:00:00,23.916412816513,13.5187863860105,-2.41494017395731,15.2336792503779,-0.0633572468546783,8.13522758683645,-61.8991883013607,-1.52098907037663,3.1596994111781,0.262792043696108,1.67186686886241,0,0,-4.22326483989654E-06,-6.62550410302387E-06,2.01718006326576E-06
2013-01-25 04:00:00,23.9164141549579,13.5187868058012,-1.52882616536456,15.2336801326342,-1.19558237032216E-05,8.1352298513987,-68.3045315616873,2.59795618788019,4.59830218536313,0.262797367305757,1.57018999166811,0,0,-3.97573528194869E-06,-5.64073771255869E-06,1.91617961444964E-06
2013-01-25 05:00:00,23.9164167347232,13.5187871531426,1.95629851440427,15.2336814785614,5.6335295485107E-05,8.13523396549414,-73.2931287133643,2.59727786495919,5.76840828067322,0.262803391313735,1.90414682323464,0,0,-3.29614593034486E-06,-4.52291863062904E-06,2.72411004177512E-06
2013-01-25 06:00:00,23.9164175433123,13.5187872678545,3.06895240599259,15.2336818680139,0.104638296175387,8.13523525770209,-79.922665903727,6.69505411437507,6.77207834672113,0.262804846650929,2.21499506993825,0,0,-3.04907413749578E-06,-4.20243473288551E-06,4.10311879589134E-06
2013-01-25 07:00:00,23.9164176685554,13.5187872720757,2.96585243492452,15.2336818875081,0.104631247441679,8.13523532725094,-82.3581080044962,7.42507675922102,8.50938405884099,0.26280485048885,2.28621927941431,0,0,-3.02157899809353E-06,-4.11553183608238E-06,2.68662088582383E-07
2013-01-25 08:00:00,23.9163236125813,13.5187782966989,-2.03164217770033,10.2613556845557,-0.000144330861497169,8.13507805363898,-75.039607573208,2.59517755534412,11.4437381252022,2.37754111705202E-05,2.3102306033941,4.89074786430072,-1.63955318182317E-05,-1.06276934042943E-05,-1.4429124187318E-05,7.02142868608038E-06
2013-01-25 09:00:00,23.9163252840242,13.5187788383452,0.953974184625577,4.13044311040707,0.000132115917569847,8.13508021319208,-74.8053378544449,2.59452771861326,13.2782382315048,2.38021076686018E-05,2.11627277234387,6.161600932542,-1.52019629609489E-05,-1.03965618912963E-05,-1.43423413368691E-05,5.65363095807578E-06
2013-01-25 10:00:00,23.9152072361944,13.5187701581507,0.26666666045997,4.77666643902592E-05,-0.104363447818274,8.13201603457053,-74.7299556940499,2.11594451858558,18.227520914947,1.7066099748484E-05,1.35576543125165,7.30244937415029,-2.22027068918271E-05,-1.49222118343969E-05,-1.98082861497237E-05,7.73780834683692E-06
2013-01-25 11:00:00,23.9152710946456,13.5187708756694,0.209084787342132,4.79428058286196E-05,-0.104330403097505,8.13219730572712,-74.5655160580965,2.11122676425004,17.9310693769246,1.71178232454434E-05,1.00045850422667,7.85179166569763,-2.47667722090108E-05,-1.56872183284802E-05,-1.98756638245694E-05,7.83190617528564E-06
2013-01-25 12:00:00,23.9153627823575,13.5187704520303,1.74606399408889,4.79286339537511E-05,-0.00935438522326923,8.13282470134227,-74.5859029779235,2.59197855750745,16.3606042768926,1.7042765366751E-05,0.979267817966741,7.35041000036789,-2.56180632267396E-05,-1.58149341829064E-05,-2.01200464279054E-05,7.92396951299802E-06
2013-01-25 13:00:00,23.9163275937637,13.5187796477303,2.55259205483155,0.00218467384522198,0.00108885760262412,8.13507994917315,-74.7337909072359,2.59218781582774,16.2722509608104,2.36636718500746E-05,1.20839068657104,6.53494902364581,-1.92597260514905E-05,-1.10421574541502E-05,-1.43275221749963E-05,5.78532493490998E-06
2013-01-25 14:00:00,23.9163274702153,13.5187794472972,4.35916473288518,0.00225628173130507,0.000555342753721559,8.13507985405528,-75.8662742146818,2.5915884502128,17.488874880455,2.36812453722864E-05,1.82111718515157,4.03256905070665,-1.86191623017959E-05,-1.04251789425258E-05,-1.36788764809967E-05,5.84691313430551E-06
2013-01-25 15:00:00,23.9163286580623,13.5187796108693,4.00665610532951,3.91554221631647,0.103784257145927,8.13508215690326,-77.9866709015095,2.84591893188467,18.761014220891,2.38255238312386E-05,2.78358292849092,0,0,-9.99504215815889E-06,-1.30799621118136E-05,6.23318955541157E-06
2013-01-25 16:00:00,23.9163313828503,13.5187797196019,4.64073378901094,1.3599037743784,0.103890048971583,8.13508439728202,-79.7292188749751,3.05336024806538,21.2692230917917,2.39018629611246E-05,3.73192730230242,0,0,-9.62922671105236E-06,-1.23357786111633E-05,7.92251889635356E-06
2013-01-25 17:00:00,23.9141496012856,13.5187706146857,4.69975272527127,4.5670510311804E-05,-9.94018373604435E-05,7.01877330636045,-80.8468509770864,2.58892338221356,23.5007059759424,1.68698924034845E-05,5.60586185287126,0,0,-1.28821101441743E-05,-1.6387079989677E-05,1.63739670209026E-05
2013-01-25 18:00:00,20.1172725130183,13.5187705859331,5.72656769381033,4.29946967701735E-05,-0.000195212527047024,5.30898167870249,-80.0552985082735,2.58825503343554,24.5730815309922,1.66812223879405E-05,8.22255670026008,0,0,-1.24849540418652E-05,-1.61692039537158E-05,1.42697578935448E-05
2013-01-25 19:00:00,11.3605530642493,13.5187716072294,7.46358549133516,4.2982721981839E-05,-5.79555167220885E-05,5.30906646670334,-75.7191047176666,2.58756352428396,25.3717193886269,1.66976722623608E-05,10.1079001368182,0,0,-1.2144043183615E-05,-1.58318279602909E-05,8.44350212556068E-06
2013-01-25 20:00:00,3.33265833593804,13.5187720053904,8.88879647252761,4.28054791509095E-05,-8.86960261143902E-06,5.30911022699378,-71.2934530307511,2.58686182596218,26.200071110695,1.67089976013709E-05,11.457189131219,0,0,-1.19873564692103E-05,-1.55640975528755E-05,7.91725879246914E-06
2013-01-25 21:00:00,0.271529710566999,13.5187071704124,10.1183698648619,4.26452860131474E-05,3.78971770514772E-05,5.30885971388574,-70.7839784192375,2.5861545000008,26.5912641458346,1.67074212089483E-05,12.3890527213674,0,0,-1.18649081624438E-05,-1.54624361358771E-05,7.66604765888554E-06
2013-01-25 22:00:00,2.47640374594414,13.5187000662551,6.87859132535274,4.25528646635901E-05,0.00011941920624571,5.30913699430727,-69.2495267592437,2.58545009804568,26.3556388509668,1.67148299083144E-05,12.1254834594817,0,0,-1.19191626110158E-05,-1.55628788656301E-05,7.67433411050663E-06
2013-01-25 23:00:00,0.00641537730895946,13.5186695540218,8.69495123624616,4.13339312857074E-05,0.00011320798532214,1.06145272706927,-67.0891086722179,2.58474388624791,27.2304931237282,1.6603944673075E-05,13.9922682427081,0,0,-1.17992728112764E-05,-1.54257704172025E-05,7.72625190527539E-06
2013-01-26 00:00:00,0.00149917783055664,10.5438126980865,8.56233884187766,3.85740756784432E-05,5.33235296715916E-05,0.00255554065127593,-64.7767857802521,2.58403657775351,28.0516103701744,1.6275960679691E-05,15.030882506641,0,0,-1.2026439015957E-05,-1.55949070990999E-05,7.91160450354846E-06
2013-01-26 01:00:00,0.000229689258097901,6.96320170579153,11.4666645760087,2.752033980481E-05,-2.20637624389173E-05,0.000385232735991179,-64.7895972357598,2.5832842044947,28.5606918284326,1.45631092981151E-05,15.2151904530989,0,0,-1.4517736391914E-05,-1.86858747522436E-05,9.50678015411543E-06
2013-01-26 02:00:00,0.000164615762828812,5.45890019264985,11.229976545041,2.43909895262041E-05,-0.00232972771975519,0.000276219290711504,-64.0078376625512,2.58247219997519,29.5741830751625,1.3924624582288E-05,15.1642332805778,0,0,-1.59075825570797E-05,-2.0337128697804E-05,1.03865845531759E-05
2013-01-26 03:00:00,0.000166138237720621,8.69881371521155,9.52597896167194,2.43970155386106E-05,-0.00114100477243503,0.00027707317424425,-65.3208031892722,2.5818149525686,29.9896660738077,1.39305039465136E-05,14.5252656026808,0,0,-1.59572238222673E-05,-2.012873374089E-05,1.03427799783709E-05
2013-01-26 04:00:00,0.000166961984692863,9.15927964395259,6.48673814824071,2.43877234372486E-05,-0.000844239711526015,0.000277482566570595,-63.0573114654664,2.58112336344481,30.0233496128023,1.3932189679192E-05,14.8072584199576,0,0,-1.58904403810478E-05,-2.01024331655191E-05,1.03753223739015E-05
2013-01-26 05:00:00,0.000167346329394798,8.77559356317045,5.48271348114379,2.43759677151138E-05,-0.00071595061294074,0.000277539138219757,-62.1071525801767,2.58041818926564,29.9075558117696,1.39321245060143E-05,15.3611803497787,0,0,-1.58031551495296E-05,-2.01546437242115E-05,1.04618223367876E-05
2013-01-26 06:00:00,0.000166987622598691,10.32805873841,6.28489445777211,2.43475763577377E-05,-0.000645435194972918,0.000277039408909633,-65.211278247074,2.57971492556408,29.8094825540464,1.39267487920624E-05,16.2093663834737,0,0,-1.5699083967485E-05,-2.02166026915478E-05,1.05737091302919E-05
2013-01-26 07:00:00,0.000166688211595526,12.5455614725021,6.52021286259684,2.43181654704605E-05,-0.000582495531187651,0.000276649257300107,-68.532419965047,2.57900830961151,29.9381653923913,1.39194565628521E-05,16.9496477543421,0,0,-1.56120570555321E-05,-2.01853041692885E-05,1.06942083001299E-05
2013-01-26 08:00:00,0.000168703246726848,6.75071791283653,6.90598244520518,2.43061994817531E-05,-0.000531644562861215,0.000278242475763887,-68.8132344437165,2.5783022280778,30.0743020815545,1.39360174562046E-05,17.0534963720755,5.45058437516239,-2.99242559500048E-05,-1.55382344610381E-05,-2.01281537383409E-05,1.10820417209347E-05
2013-01-26 09:00:00,0.000170083205538632,3.37834679419222,9.63492137438061,2.42593644121228E-05,-0.000451371568377775,0.000279008021409293,-69.8481051036106,2.5775929556846,30.0650655174911,1.39320149538249E-05,15.9796920675874,8.21255315520351,-2.82205212646653E-05,-1.56877205754478E-05,-2.01363905760843E-05,1.13534628694646E-05
2013-01-26 10:00:00,0.000168596064595081,5.77592835967523,11.0147137194022,2.42114917146933E-05,-0.000459714601791192,0.000277748153040456,-70.1109011831388,2.57686380030171,29.7158379073879,1.39135271994743E-05,11.3804877443168,9.64715350101414,-3.35044214021446E-05,-1.64802062323983E-05,-2.03287132409002E-05,1.153348579857E-05
2013-01-26 11:00:00,0.000169473295206694,4.21799724453876,11.4408559577154,2.41903220654169E-05,-0.000421823432872747,0.000278295884265454,-69.6953962690507,2.57614861917736,29.8981971747558,1.39121036012919E-05,11.1547872244293,10.4074562075225,-3.53999941885915E-05,-1.65106638966832E-05,-2.02505199078473E-05,1.15750967537408E-05
2013-01-26 12:00:00,0.000160242557810954,2.27651599465708,11.8035084207209,2.3599927244558E-05,-0.104430610507801,0.000262405372437328,-68.6506705130692,2.57542279833965,29.8647954014584,1.37798991966388E-05,11.6636318157343,10.5708792003204,-3.62130278939565E-05,-1.67614063367933E-05,-2.07070976637596E-05,1.18449959223265E-05
2013-01-26 13:00:00,0.000166520372375159,2.27682090063922,11.6518081515392,2.39697444810515E-05,-0.102969526371636,0.000272423440819974,-68.1699042993561,2.57470795945232,29.7565689343702,1.38689608184716E-05,12.2700874577527,9.74251490672012,-3.5793519866486E-05,-1.64358779686043E-05,-2.04753328346072E-05,1.16589707488716E-05
2013-01-26 14:00:00,0.000167626071332302,9.08994106341762,7.98460201808774,2.41977934714757E-05,-0.000768243847001721,0.000276884521871741,-69.2154485981555,2.57398973327735,29.8694718193597,1.39101687793945E-05,13.0558040085071,6.64203625080874,-3.5412153898084E-05,-1.62473387066352E-05,-2.03345841292588E-05,1.14763498319608E-05
2013-01-26 15:00:00,0.000182979486706634,13.5186591599399,6.97344222797035,2.51165493552468E-05,0.000114142592275064,0.000303938136849272,-71.8610118766038,2.57328224153249,30.2511896707059,1.41133700859112E-05,16.9456731744986,1.59823148870795,-3.43155700904997E-05,-1.52530461104607E-05,-1.9549802005784E-05,1.09339727633039E-05
2013-01-26 16:00:00,0.000236925342353977,13.5187475219003,6.56037914137709,2.74444139769746E-05,0.104600158198586,0.000391741928111275,-72.8452335783584,2.57260753731324,30.3548312480196,1.4596547044276E-05,19.7334640824312,0,0,-1.39955163480147E-05,-1.8231256537689E-05,1.06986488647715E-05
2013-01-26 17:00:00,0.000193807423430435,13.518704386371,7.71556600808931,2.56458216215429E-05,0.10279561483631,0.000320919373336281,-75.9680038172161,2.57184240688887,30.3853437518677,1.42286212335893E-05,21.6732676532547,0,0,-1.46018147738877E-05,-1.92534177365502E-05,1.12693041873534E-05
2013-01-26 18:00:00,0.000168381232072553,13.4178763110506,4.51979117814245,2.42329690745709E-05,-9.7411714280399E-05,0.000276902541388728,-73.8320528462762,2.5711047409995,30.4046066889225,1.3929765493896E-05,22.9183627132408,0,0,-1.52180458376539E-05,-2.02036554421596E-05,1.12823546340799E-05
2013-01-26 19:00:00,0.000169781944987292,7.62712543651996,5.80291675469707,2.41872274261481E-05,-8.55136804343658E-06,0.000275885781011332,-70.4244419966613,2.5703813204145,30.37824041723,1.3920356456496E-05,24.0453782810946,0,0,-1.51682413202062E-05,-2.02910152148377E-05,1.08385093671039E-05
2013-01-26 20:00:00,0.000165710726336237,2.27657337611327,9.21638644741119,2.37469872900148E-05,-8.2460337089701E-05,0.000265544022765995,-69.0661085354396,2.56965697775923,30.4055033490358,1.38451446970676E-05,24.5976783793348,0,0,-1.52992457908237E-05,-2.05413031086579E-05,1.0974262594366E-05
2013-01-26 21:00:00,0.000167506002236416,2.2765857916943,10.1528644919469,2.37867797722991E-05,1.33926555039397E-05,0.000266344449272006,-69.3666283555099,2.56894011549745,30.3561193544335,1.38512496189752E-05,24.011710436259,0,0,-1.5319558454292E-05,-2.05138297029208E-05,1.09017842742273E-05
2013-01-26 22:00:00,0.000171618279470054,2.27660157676364,11.1793729001672,2.38739982536569E-05,0.000178734049023178,0.000269866601683747,-69.1402809603474,2.56822992127076,30.2399543494199,1.39014236337774E-05,22.8755405313649,0,0,-1.52638825809822E-05,-2.03303146432887E-05,1.07760037007018E-05
2013-01-26 23:00:00,0.000161484722414412,2.27641756975266,9.16448322649403,2.31904715148984E-05,8.09249035855848E-05,0.000252001309109026,-66.6514432924162,2.56749088316702,30.2191386324378,1.37690620255702E-05,22.4234594398775,0,0,-1.55869821345983E-05,-2.07223293223109E-05,1.091164061977E-05
2013-01-27 00:00:00,9.53431767217863E-05,2.27637047226241,9.04034172681121,1.81599052599909E-05,-0.0756295771357115,0.000149732456387183,-62.8314467336376,0.620794744460634,29.8394995782122,1.2346347048247E-05,21.1298986204463,0,0,-2.1196243441188E-05,-2.83518121031534E-05,1.46262586516608E-05
2013-01-27 01:00:00,9.57356406898063E-05,2.27637068441343,9.32108055115975,1.81919951006436E-05,-0.0691239285987432,0.000149804011175969,-61.7292950095906,-0.785760489887501,29.4094174941152,1.23402558956862E-05,21.5771385753168,0,0,-2.10851096139743E-05,-2.82567135011362E-05,1.43811855637945E-05
2013-01-27 02:00:00,9.59724534501503E-05,2.2763707803908,9.2060615525648,1.82342100687222E-05,-0.0732941415465399,0.000149788074032097,-61.6510821115653,-0.037244809662631,29.1451154393721,1.2335883056418E-05,21.133901077985,0,0,-2.10810154006574E-05,-2.83746501336779E-05,1.4215202989085E-05
2013-01-27 03:00:00,0.000175353654792438,2.27673651057101,9.23201363188494,2.41491329866196E-05,0.0131425566244083,0.000270712853816083,-64.0100836079331,2.57182041086637,28.9041268054039,1.38732089108513E-05,21.0118353372654,0,0,-1.52199381334444E-05,-2.04932892741283E-05,1.01835103114319E-05
2013-01-27 04:00:00,0.000174823155294123,2.27675288053102,9.13214718745665,2.41946637905774E-05,0.0139770943284038,0.000270136518112858,-63.6743855458454,2.57691489207195,28.6419377594514,1.38572008962154E-05,21.0322485224936,0,0,-1.51748375865442E-05,-2.05963169567198E-05,1.01771683924648E-05
2013-01-27 05:00:00,0.000174862120862069,2.27678645230257,9.30348831279964,2.42476314119787E-05,0.0258574451039656,0.000270803421149617,-64.6748959456357,2.5932581670342,28.49545944809,1.38618996785176E-05,21.9796378152955,0,0,-1.49902517469312E-05,-2.05911720787597E-05,1.01733776594724E-05
2013-01-27 06:00:00,0.000175000073508886,2.27681975491402,9.81159906166916,2.42917522403554E-05,0.0745928522997432,0.000271505899225845,-69.1645792526547,4.74324379708535,28.5387536496504,1.38684562473514E-05,23.7191604125828,0,0,-1.47490703790648E-05,-2.05295123362248E-05,1.02144573875517E-05
2013-01-27 07:00:00,0.000176275932254908,2.27683607636792,9.76231387717809,2.43107896464675E-05,0.0817342368205192,0.000272227341839598,-72.7840838881581,5.5089426522961,28.5458804326691,1.38761214610156E-05,26.6079642253365,0,0,-1.44129819261391E-05,-2.0437203250161E-05,1.03085324087495E-05
2013-01-27 08:00:00,9.80856681645128E-05,2.27637188246861,9.14834348347618,1.8434251677834E-05,-0.000462507576592976,0.000152037891015892,-72.0042089573797,-0.924791288820054,28.6828511212741,1.23807285014624E-05,29.1000907432907,3.72166832886445,-4.30646914508533E-05,-1.9333921611899E-05,-2.79535615458215E-05,1.44969174922379E-05
2013-01-27 09:00:00,9.86445036337687E-05,2.27637205017254,8.53341827342673,1.84377820357701E-05,-6.81954091476501E-05,0.000152595809634204,-72.8572641452365,-3.58067720012069,28.9884410306051,1.23900914469651E-05,31.6158814285284,5.02375481496935,-4.10827704084494E-05,-1.89195687911765E-05,-2.75714753111131E-05,1.47020945284465E-05
2013-01-27 10:00:00,9.86476228382599E-05,2.2763720331123,9.11615170522211,1.84347012296385E-05,5.33588885533629E-05,0.000152618752876863,-74.5507260644547,-1.31439668427114,29.0158725062289,1.23899085463544E-05,29.4161020474618,6.04042764394565,-3.9952098552115E-05,-1.90587489639606E-05,-2.75148972861885E-05,1.49220045314131E-05
2013-01-27 11:00:00,9.88393040900181E-05,2.27637210120822,9.53194604019789,1.84299988656193E-05,0.00026614605219091,0.000152952994296421,-74.7957389541152,-3.81336408789406,29.5858394476069,1.23995857880283E-05,31.2964239693714,5.91811155105952,-4.13465884787567E-05,-1.87821225518508E-05,-2.74472292564951E-05,1.4950751473992E-05
2013-01-27 12:00:00,9.28374862837891E-05,2.27637039211288,9.78029147267373,1.78147234582988E-05,-0.0785924401951942,0.000143746865678693,-74.1985824582048,-4.971681580632,30.0419622935231,1.22110065471853E-05,32.3152740272665,4.83483917058066,-4.53831861721103E-05,-1.96900658873096E-05,-2.87197460394992E-05,1.58120962472287E-05
2013-01-27 13:00:00,9.29476398472139E-05,2.27637040328902,7.72487567163657,1.78185910105481E-05,-0.0354403961975176,0.000143834513791242,-74.0269255260219,-4.97216425488763,30.4047700712234,1.22138014485699E-05,34.947039542713,3.68135389708072,-4.49858979349259E-05,-1.94339417207609E-05,-2.85311011505911E-05,1.58191474903773E-05
2013-01-27 14:00:00,9.25082412668971E-05,2.27637028578518,8.29980377687961,1.77791192465893E-05,-0.103678259162301,0.000143002769455934,-74.3085986758709,-4.97289842815338,30.4065536528099,1.21954042547386E-05,36.0473380434056,2.35499332931672,-4.76833530731027E-05,-1.94473127072996E-05,-2.86894497282191E-05,1.58338989666186E-05
2013-01-27 15:00:00,9.86236398117105E-05,2.27637205035727,9.88897797893133,1.84565462426478E-05,9.45234620353696E-05,0.000152390320768963,-76.1009395716684,-2.45445892932977,30.4065684001519,1.23852587341098E-05,35.9831999581722,0,0,-1.84429597173477E-05,-2.7139370963539E-05,1.50476946176224E-05
2013-01-27 16:00:00,9.82539951295318E-05,2.27637186063502,9.16125476466753,1.84752943030012E-05,-0.000257936174264794,0.000151929838413984,-79.4498806168887,2.45485943109744,30.4065684001519,1.23736795935799E-05,35.1508999291346,0,0,-1.8574079837738E-05,-2.72452229603459E-05,1.52458340864997E-05
2013-01-27 17:00:00,0.000179914209940707,2.27690703995287,10.9680580642273,2.44649826024372E-05,0.0683018969053046,0.000275123540381035,-81.2790217161542,3.58036299270589,30.4065684001519,1.39176221780605E-05,33.978400928551,0,0,-1.35438091629148E-05,-1.96408618153612E-05,1.09684667543614E-05
2013-01-27 18:00:00,0.000178567041641062,2.27689235722643,11.2482593621278,2.44636108533254E-05,0.0425878772186368,0.000273469522874029,-80.3635598008604,5.08952884910551,30.4065684001519,1.39002251553727E-05,31.299304611904,0,0,-1.38375603983623E-05,-1.97629481452424E-05,1.08969671704351E-05
2013-01-27 19:00:00,0.000177309789813507,2.27688600266158,11.568075750952,2.44626079889138E-05,0.0343206975123736,0.000272693042816177,-77.8867300056632,5.48584343611955,30.4065382554532,1.38927792025822E-05,28.1146506204407,0,0,-1.41795212701553E-05,-1.98508110087516E-05,1.07509186244251E-05
2013-01-27 20:00:00,0.000176736818248083,2.27688583955101,11.8649438299169,2.44596419406261E-05,0.0360368588456577,0.000272607776174704,-75.1533904943855,4.81086998888313,30.4060028556699,1.38937279288816E-05,25.7582372472238,0,0,-1.44504813345115E-05,-1.98988127425963E-05,1.0665567339967E-05
