,CCGT,CHP,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,load shedding,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,9.46741024617968E-06,0.00013311021636901,6.44512459853931,9.2630043301282E-07,-2.43520751868069,-15.5017296479202,0.0585192858894305,5.75018904628562E-08,1.59200520164902,5.31299836421527,4.68137183539558,-0.153116402463866,0,0,-3.67200192549717E-05,-2.74351436038103E-05,1.12181332993077E-05
2013-01-01 01:00:00,9.46720599181996E-06,0.000140875714106202,5.90116535568994,9.26557407973617E-07,-1.83911605854665,-15.4638469082912,0.0583965116122562,5.75063697378124E-08,1.59200518983523,5.31299836421527,4.59141663629103,-0.153072420468963,0,0,-3.68961242376429E-05,-2.74648646372952E-05,2.26957456911007E-05
2013-01-01 02:00:00,9.46322984740091E-06,0.000145523657442324,5.77937841531287,9.26118721653419E-07,-1.51422507652712,-15.5017296979849,0.0581588778631845,5.75042597580371E-08,1.59200517640023,5.31299836421527,4.42645187716851,-0.153083703119769,0,0,-3.72142388766576E-05,-2.74836344330254E-05,1.08010563196426E-05
2013-01-01 03:00:00,9.64065895184258E-06,0.00077864468288996,4.32985963902748,9.36959217866074E-07,-1.95792904564717E-05,-15.5017215174339,0.058958265972918,5.75788444030081E-08,1.59200587232859,5.31268234048173,4.21666916593413,-0.00912054804794868,0,0,-3.49047423418085E-05,-2.55130933091436E-05,9.61819211830819E-06
2013-01-01 04:00:00,9.8504120737492E-06,0.542395771149421,3.24243353123567,9.49673990788079E-07,0.746722307618061,-15.5017089357244,0.059017274065709,5.76436328926642E-08,1.59200657790837,5.29100580761223,4.03720331157991,-0.00899947194842879,0,0,-3.25539938390307E-05,-2.35763086736256E-05,1.69629937887913E-05
2013-01-01 05:00:00,9.83084460252592E-06,0.542398402827259,3.5110789648202,9.47133173395824E-07,1.0155263703922,-15.5017247696473,0.0590135406235357,5.76555612244198E-08,1.592006524128,5.02460621078745,3.76617762464313,-0.00899974262390695,0,0,-3.32383667335989E-05,-2.39257066542109E-05,1.10786569595345E-05
2013-01-01 06:00:00,9.72674415316221E-06,0.54223039622553,4.77795275496271,9.39377107035961E-07,-0.000317312552767916,-15.5017305726711,0.05898873344524,5.76832826528674E-08,1.59200619158336,5.07900854637981,3.46097267515935,-0.00902471784498781,0,0,-3.5222828906825E-05,-2.47939931384451E-05,1.21679824710095E-05
2013-01-01 07:00:00,9.73596931042003E-06,0.542241850484292,4.78331397036394,9.39319044144979E-07,-0.000302603350870012,-15.5017307133183,0.0589854874044029,5.77830356627167E-08,1.59200622447305,5.2901147756608,3.24448212293128,-0.00902462352770016,0,0,-3.57562808320182E-05,-2.46133995620141E-05,1.26455368037693E-05
2013-01-01 08:00:00,9.81100300314403E-06,0.542340938687724,4.61994209240315,9.44715402582451E-07,-6.13670971899233E-06,-15.5017305193734,0.0589917555520975,5.80955237968317E-08,1.59200645228183,5.30750595428782,3.14156012898173,-0.00901292189626917,0.248545384878005,-5.79785766153798E-05,-3.54619685963371E-05,-2.44723284232862E-05,1.27437109485023E-05
2013-01-01 09:00:00,9.95592103705794E-06,0.542411143346298,3.66842395986188,9.57038927484916E-07,0.35270271190786,-15.50173035993,0.0590034307577477,5.86258359198607E-08,1.59200682495848,5.31185789606714,2.94647061385785,-0.00899882282334412,1.0379725941908,-3.68768206797085E-05,-3.50164127588357E-05,-2.43904545736768E-05,1.29207294199516E-05
2013-01-01 10:00:00,9.97368514602043E-06,0.542413929063581,3.86410681005085,9.57849650051752E-07,0.297861580926001,-15.5017304231963,0.059000444785368,5.88401496754021E-08,1.59200661481735,5.29939352280019,2.48430847935386,-0.00899864886123274,1.37175680349993,-3.42164918504721E-05,-3.67018526656437E-05,-2.46341101515668E-05,1.29787639384086E-05
2013-01-01 11:00:00,9.92503818273259E-06,0.542360452027692,3.13267390471188,9.55219455532669E-07,6.16271961583976E-05,-15.5017307186142,0.0589822471300677,5.89292115961257E-08,1.59200604142335,5.30435275441724,3.12661545313478,-0.00901116302504319,1.75380621156211,-3.25910058196541E-05,-3.49941838534136E-05,-2.50893385135384E-05,1.3123008334832E-05
2013-01-01 12:00:00,9.88622609731987E-06,0.542294973893146,2.86564870753027,9.52784915665659E-07,-0.000200644107297192,-15.5017306997424,0.0589628732942314,5.88951721086608E-08,1.59200596127918,5.30903382482839,3.17136438928939,-0.00902305432807403,1.97176310327204,-3.43159607595665E-05,-3.5302171586693E-05,-2.52096580927912E-05,1.31639165078026E-05
2013-01-01 13:00:00,9.87683372512957E-06,0.542291868455935,3.07194825124886,9.52432095580527E-07,-0.00026183143507144,-15.5017307776155,0.0589527857739644,5.88360582097872E-08,1.59200616353684,5.30117230611602,2.65126824441199,-0.00902505149372936,2.29350006648967,-3.49578496247246E-05,-3.7265789748929E-05,-2.52225281003859E-05,1.32851622017728E-05
2013-01-01 14:00:00,9.78592512471016E-06,0.542218044259294,6.51316247220329,9.43008068015645E-07,-2.23968925841004,-15.5017310631166,0.0589181774385398,5.84708318854913E-08,1.59200635466438,5.29930063886573,1.95418233451023,-0.00903596009037597,1.79079465646226,-3.60201683818417E-05,-3.93424026429798E-05,-2.5655431381125E-05,1.33340967007281E-05
2013-01-01 15:00:00,9.68216360613918E-06,0.542230428536576,6.3234280268919,9.31752066844738E-07,-0.144713165664007,-15.5017312557804,0.0588924824794444,5.79363819077899E-08,1.59200589660978,5.22096809739436,1.64433162879093,-0.00903719132158183,0.273776446494268,-5.79878045502902E-05,-4.21649636063748E-05,-2.51707515924409E-05,1.30124905568418E-05
2013-01-01 16:00:00,9.67668159469349E-06,0.542363079503183,6.55478447513592,9.28995896379684E-07,-5.12525954662162E-05,-15.501731256161,0.0589278375997421,5.7691730979082E-08,1.59200595209453,5.30572806935793,1.4570831900216,-0.00901712426935598,0,0,-4.31151187630832E-05,-2.45019408180269E-05,1.30193297089018E-05
2013-01-01 17:00:00,9.72851030351267E-06,0.542424518241121,6.63447667341125,9.32684817345514E-07,0.021563014185402,-15.5017308760012,0.0589562760978333,5.76325766567699E-08,1.59200616610627,5.30944906660361,1.35194802101046,-0.00900152303001417,0,0,-4.30881330191326E-05,-2.39124074198287E-05,1.28655074345317E-05
2013-01-01 18:00:00,9.59150206808141E-06,0.542271773564607,6.67554823087198,9.24785308039015E-07,-0.150312904919585,-15.5017309034792,0.0586876129187265,5.75647286928461E-08,1.59200574047651,5.30887267937623,1.48379188689323,-0.0090377981582813,0,0,-4.40721358648091E-05,-2.50659578023544E-05,1.24658145565233E-05
2013-01-01 19:00:00,9.72798922898146E-06,0.542436620819417,6.48277381331204,9.34419801189315E-07,-8.97189480295343E-05,-15.5017301342655,0.0589217026953417,5.75806501451548E-08,1.59200621939294,5.31247224657181,1.52229882747799,-0.00899914857306053,0,0,-4.16267658253844E-05,-2.38231344308133E-05,1.20533038130026E-05
