,CCGT,CHP,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,load shedding,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 20:00:00,1.00051521545351E-05,0.542502129452592,6.41066067138961,9.52757692154649E-07,0.00105558935687079,-15.501728821179,0.0590059111176907,5.76386289427655E-08,1.59200702430201,5.31263812819635,1.59290988352813,-0.00897047356665728,0,0,-3.74907403254667E-05,-2.1744498956366E-05,1.17458679239417E-05
2013-01-01 21:00:00,9.86972481155484E-06,0.542485429934081,6.23639987762048,9.45350326849581E-07,-0.000725793793411317,-15.5017290190758,0.0589578973961673,5.76036495339923E-08,1.59200669404058,5.31278351687675,1.76888349907654,-0.00897889061531193,0,0,-3.78126289362441E-05,-2.26383093495315E-05,1.15905633676661E-05
2013-01-01 22:00:00,9.94733508218447E-06,0.54249914956146,5.92359027422829,9.5123436479602E-07,-3.85666402218613E-05,-15.5017290621735,0.0589661034525744,5.76232643788444E-08,1.59200692965173,5.31280904735181,2.08094714756477,-0.00897235122558613,0,0,-3.49818004640383E-05,-2.20651589723673E-05,1.14076711060873E-05
2013-01-01 23:00:00,9.93011000313311E-06,0.542498835330254,6.02837564734093,9.50839554968673E-07,-0.000357162283305745,-15.5017292218948,0.0589125488212622,5.7626402300614E-08,1.5920068991191,5.31249516624579,1.97684972067977,-0.00897273176701011,0,0,-3.56813348106684E-05,-2.21473827767795E-05,1.12724509636905E-05
2013-01-02 00:00:00,1.01853263467557E-05,0.542530412505254,6.29668364943926,9.67021309731352E-07,-3.67462200641186E-05,-15.501728245461,0.0589768073520353,5.76977906384132E-08,1.59200752901826,5.30703640712645,1.71356307121594,-0.00895978034746981,0,0,-3.44815851312674E-05,-2.04820001935673E-05,1.12253759420411E-05
2013-01-02 01:00:00,1.09129914991309E-05,0.543160770648216,6.19207275520709,1.01076081791262E-06,0.119232618472624,-15.5017219545666,0.0590410253931355,5.78411743091345E-08,1.59200880589247,5.31263257804291,1.69257603525648,-0.00894589704810647,0,0,-2.89884771341136E-05,-1.71779825582803E-05,1.11670991642843E-05
2013-01-02 02:00:00,1.06578295811653E-05,0.542660893770607,6.45303729121742,9.95959609746754E-07,-0.124212636970208,-15.5017242288523,0.0589797313555391,5.78088685945093E-08,1.59200842843292,5.31256539465114,1.67569532402166,-0.00894879477004326,0,0,-3.06558989515295E-05,-1.81153171479025E-05,1.12236243685124E-05
2013-01-02 03:00:00,1.19044847294671E-05,0.544660888834366,4.45851166092833,1.06725691402935E-06,-2.1203174077407E-06,-13.4494626138848,0.0590584183011491,5.80480322737207E-08,1.59200990132277,5.30524306099806,1.49896129053573,-0.00893771090248433,0,0,-2.5090757751002E-05,-1.44031388979329E-05,1.13363691955369E-05
2013-01-02 04:00:00,1.31029412546666E-05,0.544685615700023,4.95946359902813,1.13039305376245E-06,-4.36257751618582E-06,-13.8131171904181,0.0592947191374573,5.82404429456435E-08,1.59201072717346,5.29754397136361,1.36908638647772,-0.00893036270374247,0,0,-2.20045847316257E-05,-1.23653854128918E-05,9.96269879152243E-06
2013-01-02 05:00:00,1.49569051841768E-05,0.544691191969921,4.56677700048078,1.21966043868605E-06,1.04822735266293,-14.4222286976001,0.0733407768530267,5.848336527968E-08,1.59201149756416,5.29446019041165,1.31166829407184,-0.00892477065545182,0,0,-1.88562745793348E-05,-1.05015641103421E-05,8.82506276053771E-06
2013-01-02 06:00:00,1.47357972533344E-05,0.544691015862857,4.10259525302896,1.19741389907325E-06,2.72342126757869,-14.8017080136014,0.0724903612883916,5.79934400682236E-08,1.59201129599477,4.60992907421816,1.16551769666675,-0.0089248972521495,0,0,-1.86207581685878E-05,-1.09178861427779E-05,9.28567845548038E-06
2013-01-02 07:00:00,1.46096056371786E-05,0.544690949216008,7.18251762785045,1.18645040725194E-06,1.48666679429433,-15.2470490586369,0.0722372320120911,5.79394775668572E-08,1.59201123872267,3.4218643256706,0.956010898586784,-0.00892493125716575,0,0,-1.98227538260802E-05,-1.16947628478243E-05,9.51633491407922E-06
2013-01-02 08:00:00,1.52997372511812E-05,0.544692137218707,4.96067194564516,1.21129106292994E-06,3.53907146063993,-15.3345487820948,1.37964788566627,5.81405426189801E-08,1.59201143565469,2.29416099278787,0.761314857577944,-0.00892334094428803,0.271949624067176,-2.41969082339537E-05,-2.01169544046493E-05,-1.20302543747783E-05,9.11903960103236E-06
2013-01-02 09:00:00,1.52983972605142E-05,0.544691965449525,3.49433472669253,1.22368800093109E-06,3.53905888174015,-14.9914205876554,1.37961395159438,5.85840828730429E-08,1.59201186044771,1.47966249351454,0.546148199416124,-0.00892369594842451,2.42486422179171,-1.45823051474565E-05,-2.25177278681095E-05,-1.33299894021164E-05,9.59128100010789E-06
2013-01-02 10:00:00,1.47220790349068E-05,0.544691129113273,4.57549374745683,1.19503056328665E-06,2.69708294900408,-14.8909881649449,0.0721774102108524,5.85521471157197E-08,1.59201138983508,1.7682916308425,0.583375158019401,-0.00892474080502349,3.0668334477946,-1.48280970013275E-05,-2.29691702951271E-05,-1.35295670791891E-05,9.97832123368021E-06
2013-01-02 11:00:00,1.47299019018331E-05,0.544691167513119,6.1479225452748,1.19494438534953E-06,1.40625287344784,-14.9471291675717,0.0721801982710289,5.85700577368294E-08,1.59201154373137,1.5669593727863,0.556445746580068,-0.00892472651654832,3.06963789719034,-1.76595399053524E-05,-2.32916190667183E-05,-1.37230072427954E-05,9.91941956175229E-06
2013-01-02 12:00:00,1.48017655139032E-05,0.544691244929379,6.32376706359523,1.20165216971701E-06,1.2041679412594,-15.0001492497624,0.0721906861476664,5.85601369323168E-08,1.59201181054732,2.08737095784159,0.639597385206444,-0.00892472215282944,2.54532261507378,-1.78800685469759E-05,-2.22759661699001E-05,-1.27282151610757E-05,9.91421238934151E-06
2013-01-02 13:00:00,1.47946268384155E-05,0.544691267569892,8.00975660919986,1.1984994978625E-06,0.0516018353628946,-15.1787053064734,0.0721893950777639,5.82966832967593E-08,1.59201180030997,2.49188943647902,0.913190226336172,-0.00892476810104891,1.51234135690239,-1.67489999253547E-05,-1.9885496927408E-05,-1.22139510833961E-05,9.78264263355836E-06
2013-01-02 14:00:00,1.27116076276625E-05,0.544684188097962,8.88005223223609,1.09954378934445E-06,-1.28537327300319,-15.3921825016122,0.0591461318716239,5.79694406100598E-08,1.59201076143903,3.84869766263583,1.00649573695043,-0.00893155898704841,0.755461544252519,-2.3956262301688E-05,-2.34438870860529E-05,-1.37519676290623E-05,1.17322061706771E-05
2013-01-02 15:00:00,1.26757139004967E-05,0.544690401969616,7.60281274061326,1.09370144436199E-06,-0.000594560778189209,-15.5017261671343,0.0591541161298134,5.77282173932328E-08,1.59201047694466,4.82430722581096,0.888314445489458,-0.00892864524571653,0,0,-2.43749143244862E-05,-1.30392199993423E-05,8.84126496443447E-06
2013-01-02 16:00:00,1.3084267274153E-05,0.544690726802826,6.35540241256434,1.11505425412591E-06,1.16941398624968,-15.5017243604748,0.0595667437471118,5.77691255349543E-08,1.59201068150722,4.84847574227326,0.941127736658403,-0.0089275118922523,0,0,-2.28928099186021E-05,-1.24943430363942E-05,8.98502647506622E-06
2013-01-02 17:00:00,1.27731139986007E-05,0.544690348600133,7.12747120470012,1.10072000092416E-06,-0.00016472443328821,-15.5017252964978,0.0591803285714654,5.77233153526807E-08,1.59201048634068,5.13798725986029,1.04951669838419,-0.0089284365832638,0,0,-2.29835011074897E-05,-1.2758171831365E-05,8.8988954959612E-06
2013-01-02 18:00:00,1.33194444548278E-05,0.544690923464045,6.56525749867483,1.14101350159612E-06,0.0652551846101921,-15.5017238664434,0.0595716010534998,5.82858865839753E-08,1.59201085879959,5.31057666771303,1.37332243778415,-0.00892733491669906,0,0,-2.14485907717261E-05,-1.20797043632592E-05,8.60467632546559E-06
2013-01-02 19:00:00,1.24601889105699E-05,0.54469010380424,6.23112114537812,1.09756607874567E-06,-1.61451400237263E-05,-15.5017264439645,0.0590569597024792,5.81609926134048E-08,1.59201037216879,5.31285361091285,1.77098043939676,-0.0089300154157209,0,0,-2.20746767359614E-05,-1.33346524937679E-05,8.23860295947004E-06
2013-01-02 20:00:00,1.19704878191984E-05,0.544663162442577,6.20488131798047,1.07181413496729E-06,-0.61801200483065,-15.1019168412241,-0.0730739986428869,5.80574828862587E-08,1.59201002957859,5.31299544765602,2.14742920209238,-0.00893729482427214,0,0,-2.22798361702985E-05,-1.42740879429368E-05,1.20367895703687E-05
2013-01-02 21:00:00,1.19760979526555E-05,0.544663109536006,6.20289220660809,1.07182418653687E-06,-0.912084780493843,-14.9910400031608,-0.0949227625752687,5.80431247632356E-08,1.59201005192581,5.31297135530638,2.35448778982273,-0.00893728245129683,0,0,-2.17027236360252E-05,-1.42626781508284E-05,1.18369577535576E-05
2013-01-02 22:00:00,1.20393556739665E-05,0.544663517671973,8.24673492892103,1.0814789512745E-06,-3.36914823284953,-14.8653618217556,-0.352550513487973,5.81213848127348E-08,1.5920101681597,5.31297725076295,2.8996503938788,-0.00893721933743306,0,0,-2.15874901099369E-05,-1.42672445961125E-05,1.15986042961349E-05
2013-01-02 23:00:00,1.20483811717052E-05,0.544663624701308,6.3929126020918,1.08152065692166E-06,-2.18256289953012,-14.2817228373825,-0.126571366221183,5.81118904589571E-08,1.59201018947982,5.31259606659523,2.75765073048078,-0.00893721333688478,0,0,-2.18699544139866E-05,-1.42598586259339E-05,1.13956189213192E-05
2013-01-03 00:00:00,1.2053724271206E-05,0.544663696639539,6.27270659382647,1.08073595487284E-06,-3.22183909909246,-12.9189345893751,-0.228805963022298,5.81458029925392E-08,1.59201019696653,5.30527645158715,2.66389916981291,-0.00893719775146021,0,0,-2.20621239085972E-05,-1.42589005005504E-05,1.12098689207192E-05
2013-01-03 01:00:00,1.20524586420876E-05,0.544663718897451,5.06026666498556,1.079984957894E-06,-0.0909638926258471,-14.9852677198379,-0.0296072061580345,5.81436750864779E-08,1.59201019785195,5.30660873854725,2.61126613944695,-0.00893718851544338,0,0,-2.21797073353258E-05,-1.42572986471805E-05,1.11288176682925E-05
2013-01-03 02:00:00,1.20515862774216E-05,0.544663801323965,4.37601682314887,1.07920837271028E-06,-0.00664189225158667,-14.5008109228329,0.0467999857935853,5.81448331154669E-08,1.59201019786246,5.30852201935429,2.64841651251608,-0.00893716543581562,0,0,-2.20840664800903E-05,-1.42511856021485E-05,1.11071550701139E-05
2013-01-03 03:00:00,1.20394669940041E-05,0.544663801344251,4.31553257366684,1.07774302434122E-06,-0.0036559402983181,-14.5209157115241,0.0517375489655561,5.81464230637776E-08,1.59201018768114,5.31076024199956,2.71884356905249,-0.0089371511158,0,0,-2.19446757692481E-05,-1.42645309711043E-05,1.12357999883551E-05
2013-01-03 04:00:00,1.19992190844363E-05,0.544663536135356,5.46435409246433,1.0745568880233E-06,-0.0530418236569365,-15.4944929509555,-0.00937667246693506,5.81473163505785E-08,1.59201015184225,5.31125541906719,2.65360471545043,-0.00893720639651821,0,0,-2.21833265817395E-05,-1.43255804796922E-05,1.15061107720785E-05
2013-01-03 05:00:00,1.19668982838152E-05,0.544663481070403,6.12173065955378,1.07176083071765E-06,-0.512045659386174,-15.4976774235367,-0.124250290186712,5.81523420321985E-08,1.59201012434178,5.31174394434079,2.57280148850579,-0.00893722220044393,0,0,-2.24333978780464E-05,-1.43649708659836E-05,1.2029383764252E-05
2013-01-03 06:00:00,1.19275180793874E-05,0.544663331141763,5.89088139291329,1.06832323425744E-06,-0.197794237762641,-15.4984420368389,-0.0848314105605185,5.81398749507996E-08,1.59201008880168,5.30802537032536,2.45446379588885,-0.00893724871376674,0,0,-2.28049513745958E-05,-1.4413140143887E-05,1.26159525640816E-05
2013-01-03 07:00:00,1.21961253864594E-05,0.54467036719031,4.42320454963415,1.07643921275932E-06,1.35962813704855,-15.5017273726948,0.0590006466843632,5.80710689545602E-08,1.59201027860429,5.30545104575295,2.22673698911871,-0.00893553031224892,0,0,-2.11764909494718E-05,-1.37526059947675E-05,8.66606995302488E-06
2013-01-03 08:00:00,1.21825884603944E-05,0.544669422161501,5.66681283925034,1.07824776995873E-06,0.00126369696752064,-15.5017274757445,0.0588963573533071,5.82915125011868E-08,1.59201034214974,5.30803506156478,2.12582269971799,-0.00893578702400778,0.213226336734084,-3.36874278463313E-05,-2.15535378567182E-05,-1.38899779833537E-05,8.75556376530797E-06
2013-01-03 09:00:00,1.1966238429207E-05,0.544663363148033,6.65011579964651,1.06872143307163E-06,-1.03851622309663,-15.5017141734808,-0.211601580857604,5.84157182504967E-08,1.5920102465872,5.30862219586217,2.1630647043894,-0.00893717440707554,0.502361916266886,-2.95232883566285E-05,-2.21842404326509E-05,-1.44625909291278E-05,1.16200477547372E-05
2013-01-03 10:00:00,1.19853933232399E-05,0.544663456460792,9.52612199833427,1.07057443722094E-06,-3.10844952883008,-15.5017147495307,-0.430102631669868,5.8533536530857E-08,1.5920104274341,5.09597221705731,1.69650172864222,-0.00893714400553846,0.594003657238787,-2.8224739832055E-05,-2.38480613082928E-05,-1.46209032282059E-05,1.16485475190176E-05
2013-01-03 11:00:00,1.20001922493809E-05,0.544663503852102,8.38385371371164,1.07234203093802E-06,-2.42570508052855,-15.5017144893765,-0.3870540574405,5.86033314214851E-08,1.59201045759948,5.28219285126515,1.76639743854054,-0.00893713001152125,0.754359765470235,-2.61761249667032E-05,-2.35336149423659E-05,-1.45699834052095E-05,1.16696599758797E-05
2013-01-03 12:00:00,1.19844760601665E-05,0.544663504154687,7.90352907643591,1.07149766254209E-06,-2.11000059772009,-15.5017148606172,-0.554101081566521,5.85819399446792E-08,1.59201044389455,5.31043083170609,2.15853137772696,-0.00893715079624078,0.665655154810864,-2.7207580904161E-05,-2.21847192739659E-05,-1.45611233360228E-05,1.16668412397515E-05
2013-01-03 13:00:00,1.27152759325031E-05,0.544676089954357,5.45519309862062,1.11050472674288E-06,-2.84628150860153E-05,-15.4743516078408,0.059087911642808,5.86446850957804E-08,1.59201090496264,5.30756438920314,1.94513660405918,-0.00893343098048682,0.579703376291221,-2.6183206599157E-05,-2.07325346139058E-05,-1.31696274099511E-05,1.17666326240057E-05
2013-01-03 14:00:00,1.61703403374525E-05,0.544687365200809,5.04430759649492,1.27152256491717E-06,0.118049501303735,-14.7515935797121,0.0717722680734097,5.88724727927963E-08,1.59201201155182,5.3070624763899,1.59173283344831,-0.00892492834044493,0.49093109710232,-2.01021731918232E-05,-1.65195009012251E-05,-9.80427010361495E-06,8.87494138548364E-06
2013-01-03 15:00:00,1.59878658277967E-05,0.544687211476742,5.80689220348363,1.25801326097217E-06,0.0452181340737239,-14.9299928651611,0.0717401716287311,5.85752333385821E-08,1.59201182829066,5.30063340745001,1.57775187795686,-0.00892500165496586,0,0,-1.67158983551516E-05,-9.81327985195435E-06,8.94271991677153E-06
2013-01-03 16:00:00,1.59422045095535E-05,0.544687169968451,5.82185456691265,1.2567093032892E-06,0.0500682576423314,-15.1203203800328,0.0717295186006037,5.85551820173574E-08,1.59201178468992,5.27386374000892,1.77504679536007,-0.00892500908163283,0,0,-1.61935767733468E-05,-9.83896627801073E-06,9.0270633686011E-06
2013-01-03 17:00:00,1.59307128873435E-05,0.544687165424512,5.8173128530928,1.25711985078333E-06,0.0597405876482177,-15.0091578903361,0.0717235554544875,5.85466358023212E-08,1.59201175875462,5.17338655540313,1.75923698468266,-0.00892501080092217,0,0,-1.62529801317888E-05,-9.86985138553109E-06,8.9669840251491E-06
2013-01-03 18:00:00,1.59366934171871E-05,0.544687182833769,5.79382663171718,1.25835291780936E-06,0.0361660144120717,-14.7139756890082,0.0717195158240462,5.85439601561304E-08,1.59201173943762,5.0480157861453,1.63649094092098,-0.00892501311131383,0,0,-1.66018810632806E-05,-9.90365862128328E-06,8.74842832982772E-06
2013-01-03 19:00:00,1.59504393369799E-05,0.544687214691421,5.78710347421667,1.25969064986137E-06,0.0218508203568961,-14.4702033713909,0.0717164435432068,5.85458375254565E-08,1.59201172668605,4.9173069005193,1.54446940590886,-0.00892501532409227,0,0,-1.68675131598164E-05,-9.9368033783378E-06,8.50438502359647E-06
2013-01-03 20:00:00,1.5965746678252E-05,0.544687260590815,6.13478505398278,1.26130069338538E-06,0.000798488618403505,-14.8770151530826,0.0717134105435088,5.8559766318217E-08,1.59201173082586,5.05491976041916,1.48704239572584,-0.0089250517152901,0,0,-1.7032672505799E-05,-9.88927633437697E-06,8.29204092973898E-06
2013-01-03 21:00:00,1.52703635357297E-05,0.544686315487685,5.61012477174247,1.23169640915544E-06,-0.34561592847589,-14.1895047393681,0.0716897727320087,5.85143069944239E-08,1.59201154481485,5.25961720281672,1.4659378660256,-0.00892611106092318,0,0,-1.78695866172731E-05,-1.02529343669175E-05,8.51609850526319E-06
2013-01-03 22:00:00,1.59671656849119E-05,0.544687326414222,4.84316109503576,1.26322354524533E-06,4.02110349471635E-05,-13.5201666945892,0.0717080899961125,5.85945056606893E-08,1.59201172091332,5.19604702700271,1.28145510282587,-0.00892510751299527,0,0,-1.7708366238061E-05,-9.83860217920096E-06,8.02712935789693E-06
2013-01-03 23:00:00,1.63957033044288E-05,0.544687830675635,4.40206215796518,1.28229922113374E-06,0.000356967446716202,-12.8203341416124,0.0717149071764626,5.86427671547261E-08,1.5920118131585,4.96816721534229,1.25027536769597,-0.00892457580943544,0,0,-1.73905459605237E-05,-9.68680962500912E-06,7.7301777024761E-06
2013-01-04 00:00:00,1.63630081006007E-05,0.54468780266756,3.90085592437509,1.28158390041564E-06,0.000134890962470658,-12.4946836308576,0.0717118666735716,5.86562935032103E-08,1.59201180418473,5.11019568401639,1.28402786706161,-0.00892462469306044,0,0,-1.73121679814159E-05,-9.65368598696159E-06,7.66204399138544E-06
2013-01-04 01:00:00,1.61690933231178E-05,0.544687686944455,3.682257454187,1.25831015511711E-06,8.86348240965678E-05,-12.2276157801796,0.0717096438915643,5.80688867106903E-08,1.59201168925054,5.16399303593473,1.18181006434616,-0.00892474291592741,0,0,-1.68751550596369E-05,-9.68912509694064E-06,7.60228292967746E-06
2013-01-04 02:00:00,1.61742114767897E-05,0.544687712679973,3.69338093163263,1.25819226517044E-06,6.37414443251378E-05,-12.1754748603843,0.0717077548767584,5.80628597684737E-08,1.59201169538914,5.13567630665813,1.14688929292671,-0.00892473784631265,0,0,-1.70111399936417E-05,-9.69360042114431E-06,7.58239930844584E-06
2013-01-04 03:00:00,1.61931237373513E-05,0.544687725922126,4.11032876330004,1.25902111190529E-06,5.41109233941922E-05,-12.3231526979731,0.0717060214235836,5.80836620508576E-08,1.59201168735158,4.97233293565775,1.04097443290813,-0.00892470742257637,0,0,-1.74681341659309E-05,-9.75187852793624E-06,7.61180916155574E-06
2013-01-04 04:00:00,1.58972540112072E-05,0.544687339187257,4.58515984794044,1.24569913772156E-06,-7.73565396861909E-05,-13.0624995365031,0.0716957774019649,5.80578495424015E-08,1.59201163705165,5.16699419995222,1.11097191047777,-0.00892505943193154,0,0,-1.74325609285972E-05,-9.82736529309136E-06,7.89035894029464E-06
2013-01-04 05:00:00,1.58123077111898E-05,0.544687242359851,5.71745088486533,1.24114465327885E-06,-0.000159044077351494,-14.2788683266888,0.0716900325596178,5.80626309728901E-08,1.59201163453583,5.27035755465177,1.09177388606633,-0.00892507543125272,0,0,-1.75971259664251E-05,-9.82539508225955E-06,8.22779639457281E-06
2013-01-04 06:00:00,1.57664615339824E-05,0.54468001110013,6.59071082253151,1.23833562759221E-06,-0.000400245296884107,-14.9205385077372,0.0716836338908819,5.8091934184505E-08,1.59201163406631,5.1447766043012,0.986020954958745,-0.00892470438855018,0,0,-1.81548920535945E-05,-9.90187617000515E-06,8.57595690536958E-06
2013-01-04 07:00:00,1.58880384395157E-05,0.544648049665445,6.41577181485054,1.24216807601895E-06,-0.000159862571372432,-14.0036757915518,0.0716837835978014,5.81140942326369E-08,1.59201165658199,4.46407077360803,0.924593810665516,-0.00892350459663349,0,0,-1.83395698283348E-05,-1.01219281419844E-05,8.64281484968862E-06
2013-01-04 08:00:00,1.67269818986455E-05,0.544668676481352,6.61552061932636,1.27447541240633E-06,1.08694093182652,-14.2337142386567,0.0717069503871745,5.82089832775724E-08,1.59201183916585,3.47217326997909,0.859632633978703,-0.00892186952410027,0,0,-1.7878751919767E-05,-1.01684151436388E-05,8.27294561706277E-06
2013-01-04 09:00:00,1.67304119028722E-05,0.544668748008856,7.65708080608721,1.27461252411206E-06,0.197558690304912,-14.2255829729732,0.0717018193005909,5.83316983822415E-08,1.59201197024036,2.95648685918085,0.802248182975061,-0.00892183848929805,0.412787395747041,-2.01380810207112E-05,-1.82558748790243E-05,-1.05155616921735E-05,8.33129182969973E-06
