,CCGT,CHP,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,nuclear,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 00:00:00,0.0000447078273668999,0.569386851380443,-10.0357078428984,3.28145569379E-06,0.797906991847972,-51.5593499356191,1.38712932704411,6.98638031704827,11.81852746061,45.9643615753543,-5.91656868761458,0,0,-8.47392803890029E-05,-9.86380915812801E-05,7.01156130000564E-05
2013-01-01 01:00:00,4.49539689667591E-05,0.569387092051039,-10.6539187050435,3.31791527452006E-06,0.690304506971261,-50.7792091577497,1.38838039088818,6.98638038372348,12.1132424092814,45.6627949425724,-5.96529638993342,0,0,-8.31271360493294E-05,-9.68649655757784E-05,6.69664250035774E-05
2013-01-01 02:00:00,4.36467737683633E-05,0.569384435516192,-12.8941558021355,3.27006066521802E-06,3.48307505536397E-05,-48.7887812194004,1.38885299543891,6.9863785411089,11.9407500740905,46.7891962666787,-5.97958786742413,0,0,-8.52905027156177E-05,-9.92414391988339E-05,6.83633984041027E-05
2013-01-01 03:00:00,4.38164390017812E-05,0.56938439460348,-14.1580207734086,3.28623399359586E-06,0.000527925960498957,-46.8673526599418,1.39006624982293,6.98637845039053,11.8161425925015,46.0427970241183,-5.76785455577953,0,0,-8.25246369913523E-05,-9.5849699321854E-05,6.56319385776597E-05
2013-01-01 04:00:00,3.8174099329369E-05,0.569368326238187,-15.7960469876665,2.84273792392725E-06,-0.000758392846828737,-46.2670392410954,0.992945314071293,6.98637366223409,12.0808840075379,47.5393731437467,-6.03043688921303,0,0,-0.0386814420421826,-0.0400290384924687,0.0160158225343451
2013-01-01 05:00:00,3.83582258447779E-05,0.569368792421209,-15.7960326513319,2.84619301701252E-06,-0.000180370899020316,-46.5023028927261,1.0355347699912,6.98637421171854,12.2149729832763,47.8455047532589,-6.03043525473063,0,0,-0.163390030713571,-0.164698720246182,0.0172523354173933
2013-01-01 06:00:00,3.85676593001421E-05,0.569369798666967,-15.7960213719033,2.83658700106582E-06,0.000486263439148026,-48.6677949811732,1.20848199584134,6.98637519616477,12.3078953096081,50.0035359331242,-6.03043355146451,0,0,-0.286426683902385,-0.298210408098589,0.0147099456599984
2013-01-01 07:00:00,2.75737290941773E-05,4.18410928155032E-05,-15.7962828528881,2.424911930377E-06,-0.312773148106984,-50.5061143976865,0.958572051418681,6.07847566004323,12.3141350148113,54.2641995653201,-6.03045784175775,0,0,-0.45109427403354,-0.519882644746014,0.013334769434253
2013-01-01 08:00:00,2.75381674243869E-05,4.21595148395898E-05,-15.7962816063206,2.40695925909681E-06,-0.155070565154424,-52.0127764014442,0.961396078668021,6.10287517773584,12.2974346523641,55.4902262677013,-6.03045744541412,0,0,-0.405477615799203,-0.452386185960928,0.0126287331975289
2013-01-01 09:00:00,2.75717673096315E-05,4.29244198225379E-05,-15.796280561651,2.38961967467663E-06,-0.346370564699451,-50.9587805452527,0.963905673288441,2.96137916328926,12.2758003846409,56.0643637388171,-6.03045787760027,1.39018517392778,-0.000312385342977466,-0.257735621555156,-0.265730400764868,0.0121430764846044
2013-01-01 10:00:00,2.75093328168998E-05,4.32638872634897E-05,-15.7962806368584,2.37489232307489E-06,-0.237408671319843,-49.6575967844754,0.965888994294106,3.09397092007184,12.1440291284559,52.990709504667,-6.03045858784452,4.18633319787975,-0.136034742460539,-0.620862581049422,-0.890394213970245,0.000212374340621441
2013-01-01 11:00:00,2.74695151368868E-05,4.34776109968709E-05,-15.7962808664906,2.35861349473276E-06,-0.255825971831178,-50.7080002387504,0.967274761307783,3.0283545586864,12.1261128507752,54.1420930396635,-6.03045838602991,4.7559383582537,-0.149303973528385,-0.761694161754379,-1.30632100274391,0.000217966042396169
2013-01-01 12:00:00,2.74771050630801E-05,4.35773886524833E-05,-15.7962804066217,2.35589936007347E-06,-0.401939477354506,-52.3555705861962,0.968671584574926,2.60985749807692,12.1545916833979,56.5377656811437,-6.03045854742623,4.80506760593858,-0.154946018723731,-0.816983647554185,-1.50788850602165,0.000219049059608771
2013-01-01 13:00:00,2.74370302315427E-05,4.30659597279394E-05,-15.796281416407,2.36538072398207E-06,-0.297612746982538,-54.3197448453055,0.970240985862184,5.67171441176553,12.1284619052589,56.0692764805746,-6.03045833771634,4.22302807667644,-0.157341711625263,-0.84880642721877,-1.60059398912163,0.000224429886006724
2013-01-01 14:00:00,3.8000419941274E-05,0.569369723123089,-15.7960233031053,2.77610486756939E-06,-0.000146472889516454,-54.7775097912058,1.39655719214428,6.98637444369208,12.1514602159983,54.6913034948081,-6.0304315346868,2.70638217589463,-0.140779179306295,-0.695056467645248,-1.04963867738873,0.000105576902567055
2013-01-01 15:00:00,4.52344279773817E-05,0.569389314842429,-11.5038760134023,3.0161879285172E-06,-0.00014941279296174,-56.0557713351172,1.41252926989324,6.98638398217116,12.1937786106708,52.2964538047314,-6.03039861411702,0.521182119894861,-0.0451221668992798,-0.165461885357983,-0.167088033448656,9.8259760349604E-05
2013-01-01 16:00:00,4.97286769828171E-05,0.569394266203443,-7.79325717796605,3.43372427981493E-06,0.000628902809915562,-57.2657572980586,1.41310196952116,6.98638505906093,12.2507329159619,49.2863493680665,-5.43550893779344,0,0,-8.32089371538924E-05,-9.59064821418461E-05,5.00440257229996E-05
2013-01-01 17:00:00,5.31204544208372E-05,0.569392429197842,-9.06956506139097,3.78748623574877E-06,0.000360129820173076,-56.367998646303,1.41366186327858,6.98638521689035,12.2839897523449,48.6542038964709,-4.45971801598512,0,0,-6.3043341960974E-05,-7.23991887818146E-05,4.61479533659284E-05
2013-01-01 18:00:00,5.32800713771635E-05,0.56939253457809,-9.48346373292237,3.84466250352462E-06,0.000127789834490037,-54.0156122942882,1.41429425959332,6.9863851688391,12.2500454188991,46.5508123060191,-4.26217547707624,0,0,-6.35692307671406E-05,-7.25342494792847E-05,4.56688117601806E-05
2013-01-01 19:00:00,5.35082627447473E-05,0.569392655701874,-8.798100667442,3.89548966547818E-06,-2.39054392191436E-05,-53.8352012233525,1.4148013972287,6.98638521369828,12.2909613810302,45.5096796216472,-4.12872664525432,0,0,-6.39938132194881E-05,-7.24827963780056E-05,4.78131166850848E-05
2013-01-01 20:00:00,5.36041051195645E-05,0.569392705458804,-5.00205237333762,3.90754351859317E-06,-0.00016382611623783,-55.4272577305994,1.41524636366498,6.98638523708081,12.0114940454413,42.469717493061,-3.0145840298299,0,0,-6.61729083994788E-05,-7.22466697883745E-05,4.66233293991322E-05
2013-01-01 21:00:00,5.34611043067703E-05,0.569392744016752,-7.88948936364053,3.94041369205365E-06,-0.000555107475751177,-47.7677221168948,1.41561969618349,6.98638506768671,11.5295954614931,37.2873720532684,-2.12182978801885,0,0,-6.84914529819431E-05,-7.27975176561515E-05,4.61335108113612E-05
2013-01-01 22:00:00,5.48392239548576E-05,0.5693937748204,-6.47360613730871,3.996698888999E-06,2.80144942995054E-05,-42.7222126641041,1.41589386233711,6.98638578915139,11.0507112043063,30.9008759866008,-1.71817727279911,0,0,-6.85117302880411E-05,-7.16447732813409E-05,4.54117309617233E-05
2013-01-01 23:00:00,5.4861395338057E-05,0.569393890778875,-7.09215662813166,4.02667764581775E-06,-0.000326037529065872,-40.3683124640416,1.41610683051151,6.98638571940296,10.4495171913664,29.1470091967138,-1.09788059805622,0,0,-6.94473713380838E-05,-7.24358850213025E-05,4.5323606386947E-05
2013-01-02 00:00:00,5.68323376712291E-05,0.569394448971603,-5.71970642328401,4.10011114795526E-06,-0.00025092044944195,-39.5671360824023,1.41631900570002,6.98638685989321,10.1804294489782,26.854097511767,-0.70938800747633,0,0,-7.0960278491328E-05,-7.14751089480732E-05,4.47455830436662E-05
2013-01-02 01:00:00,6.7800467120044E-05,0.569397573445065,-2.76459824795882,4.59975886822932E-06,0.00113281359933397,-38.6196256314229,1.41658870803405,6.98638958390918,8.74758738267275,23.7852408960155,-0.122035575860232,0,0,-5.78927432479508E-05,-5.99625340798835E-05,3.52225300402604E-05
2013-01-02 02:00:00,6.47247460510478E-05,0.56939693744956,-1.47282270077803,4.53391688992891E-06,-0.000393248169706209,-37.6659018861274,1.41686534077798,6.98638873947049,8.47872667116337,21.8098715563025,-0.122037654011551,0,0,-5.73472654151277E-05,-6.20065206890288E-05,3.63228759860293E-05
2013-01-02 03:00:00,7.32054964442373E-05,0.569397908731948,0.911448130969188,4.52482032695881E-06,-0.000178570627622652,-36.8652725685812,1.41739393660129,6.9863919283834,8.48220629687442,19.0994314091594,-0.590272360355883,0,0,-6.18014156736392E-05,-6.7835385389472E-05,4.20811031267486E-05
2013-01-02 04:00:00,0.00010877934431041,0.56940395633203,1.03981573101186,5.06524971566093E-06,-8.59228262638489E-05,-35.4533814225653,1.8577512227477,6.98639504054927,8.64022102638207,18.2250606684601,-1.8547049807642,0,0,-5.64245555120208E-05,-6.26810906498972E-05,3.99383657493207E-05
2013-01-02 05:00:00,0.000172736429645594,0.569416898646985,2.49061294897897,5.61106536960346E-06,-4.09843331579412E-05,-35.1065515983875,1.85971448038712,6.98639666853116,9.54828966984349,17.5062058091344,-3.84366015465989,0,0,-5.35565096373622E-05,-5.84440084699956E-05,3.8899540187739E-05
2013-01-02 06:00:00,0.00035365365609466,0.569485463214578,3.21967221498035,6.219117599917E-06,0.50696589957719,-39.0577150281889,1.86165196780775,6.98639779028833,10.1378854830369,20.4514773917087,-4.66564372219781,0,0,-5.09527335819333E-05,-5.64523600372249E-05,3.89807824890567E-05
2013-01-02 07:00:00,0.000617312704067568,1.22626942802749,3.21894932670838,6.43806945827904E-06,0.948810832806479,-44.2956759790831,1.86620989627412,6.98639812565534,10.2291890488391,24.2530363393404,-4.42329695228255,0,0,-4.99274947547796E-05,-5.58593167000713E-05,4.01591459017886E-05
2013-01-02 08:00:00,0.000323981154054138,0.569471754785221,3.0875988676913,6.04331041011562E-06,0.470446260804802,-48.0792025370769,1.87051902619118,6.98639767536907,10.3800958749682,29.3121786907112,-4.58733763408285,0,0,-4.97473976227651E-05,-5.63675009640154E-05,3.61312590739189E-05
2013-01-02 09:00:00,0.000145695732697025,0.569411034907634,0.914377150219165,5.33818342172626E-06,-7.13033656178848E-05,-50.0972810041863,1.87264416667709,6.98639639522632,10.3778646140968,33.9492157003608,-4.85958162917157,0.297381794744437,-2.83667141419152E-05,-5.079091845852E-05,-5.8366997691796E-05,3.68811880090436E-05
2013-01-02 10:00:00,0.000128843187900768,0.56940777282542,1.20215712879196,5.17645863028022E-06,-7.42340077154338E-05,-51.2385491893434,1.87365619549822,6.98639608588601,10.7824650183507,33.8748712672718,-4.8213574224027,0.781423602481127,-7.80852731323759E-05,-5.15856477724844E-05,-5.85606331569811E-05,3.75536321048172E-05
2013-01-02 11:00:00,0.000122868328942603,0.569406466568976,-1.37065503009236,5.07421788696199E-06,-3.74980262551238E-05,-52.1416715044564,1.87437431035892,6.98639591916664,10.7643119645374,37.779684673803,-5.15437928494802,0.702941507018618,-7.98300335155211E-05,-5.10337512624187E-05,-5.8773853180113E-05,3.79269922740087E-05
2013-01-02 12:00:00,0.000110753381883733,0.569404145323479,-2.41799520056396,4.91004332348048E-06,-0.836193679132541,-52.9200285578673,1.87580703951779,6.98639547675744,10.6650161837611,40.6156072715747,-5.22374640823621,0.696081836307185,-8.08656128710661E-05,-5.12818848708299E-05,-5.94900461315041E-05,3.87758025994087E-05
2013-01-02 13:00:00,9.4087521736841E-05,0.569401087318119,-5.87187154696773,4.656642257628E-06,-0.948869340398654,-53.0734722115695,1.4378108174846,6.98639451775418,10.6969322452055,44.7288820090251,-5.21946189540975,0.704577802467296,-8.23586652742288E-05,-5.21925251867121E-05,-6.08528807990411E-05,3.99048994269482E-05
2013-01-02 14:00:00,0.000125491483267228,0.569405936841739,-10.4717331485113,4.93145022497442E-06,0.000187972546868303,-53.3434133309386,1.87818313293568,6.98639600216567,11.475572985499,47.7553642193789,-5.30863118037265,0.468900908194523,-8.51972604841344E-05,-5.00385285521707E-05,-5.81275696889056E-05,3.89878961687858E-05
2013-01-02 15:00:00,0.000129372437111501,0.569406187361642,-12.8255765459282,4.88813511146479E-06,0.827768031768933,-54.53944863533,1.87877575500598,6.98639607155251,11.9105404479436,50.60268507846,-5.4004686198351,0,0,-4.95791294203605E-05,-5.78806424169546E-05,3.9682608870281E-05
2013-01-02 16:00:00,0.000130317912002128,0.569406004813199,-13.4079515113053,4.864842736648E-06,0.885824017060844,-57.3107412336752,1.87924627968562,6.98639625077048,12.30157045149,53.4282158550624,-5.32197268488051,0,0,-4.93683335052669E-05,-5.7764762650919E-05,4.3587711780465E-05
2013-01-02 17:00:00,0.000107067030681124,0.56940199731759,-13.3452921896658,4.61149634799252E-06,-6.13318523019279E-05,-57.6254906615329,1.44075331582527,6.98639554435511,12.3126839562522,54.8345369623438,-5.16300397680405,0,0,-5.02999859654174E-05,-5.88545039986543E-05,3.93612064338023E-05
2013-01-02 18:00:00,0.000110501380038912,0.569402364367846,-15.2177863377762,4.63380099247452E-06,0.000240699179579705,-57.2004627527585,1.44154291218945,6.98639604868321,12.3091452082268,56.6902526699428,-5.56893923058307,0,0,-4.88242299321814E-05,-5.76612890034929E-05,4.32970106571837E-05
2013-01-02 19:00:00,5.0898234354884E-05,0.569391364833137,-15.795371107304,3.66248179725393E-06,0.000187009618979342,-57.6254632873634,1.00099733512272,6.98638361859337,12.2979354691339,58.5245216325211,-5.94872026794312,0,0,-5.73643907623491E-05,-6.84295927452055E-05,4.62525005707449E-05
2013-01-02 20:00:00,2.76897752595724E-05,0.569378101885653,-15.7933456554141,2.49885956764406E-06,-0.228900166737355,-57.6255234815802,1.00144402930965,5.80234922305389,12.2874292730196,60.0307840751696,-6.03046099419876,0,0,-0.000501907990926367,-0.000549967746540435,4.34864303232002E-05
2013-01-02 21:00:00,2.77189301958021E-05,0.569378523709425,-15.7932051904486,2.49935144642254E-06,-0.226144081580027,-57.625523968353,1.00183485387573,4.83020821349084,12.2770920582015,61.0099603674186,-6.03046063086372,0,0,-0.00049483407316069,-0.000543390630925703,4.42045011361455E-05
2013-01-02 22:00:00,2.77416780301466E-05,0.142283586438589,-15.7810631786686,2.50511463499284E-06,-0.170551930318955,-57.6255386632325,1.00202678885861,4.85493222300157,12.3158484349049,61.3056355318888,-6.03046036275446,0,0,-0.000492133211614101,-0.000536632680196828,6.19541500178947E-05
2013-01-02 23:00:00,2.77502274147937E-05,4.29184202714073E-05,-15.775290792497,2.509410851366E-06,-0.147179750968715,-57.6188015943037,1.00216747962334,4.9536599672097,12.2020021875051,61.4268243338212,-6.0304603048909,0,0,-0.000493289068187319,-0.000536569720380526,0.000211067072987764
2013-01-03 00:00:00,2.7780175450315E-05,4.30597298634715E-05,-15.7747512641168,2.51541725298157E-06,-0.150979933541882,-57.4533952677149,1.0024133763185,4.70796231107581,12.1504169726127,61.5616366261563,-6.03046041250584,0,0,-0.000494435961430235,-0.000536341229648081,0.000291062955781802
2013-01-03 01:00:00,2.77989057133615E-05,4.31578920730756E-05,-15.771975811768,2.52239854839139E-06,-0.14723766431325,-57.4353322934283,1.00282972564017,4.78715192153171,12.1641832761836,61.4436646026602,-6.03046052314568,0,0,-0.000496153912255929,-0.000536705494754825,0.000312382467409367
