00:00 - 01:00,5,,169,,n/e,n/e,23,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,203,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
01:00 - 02:00,5,,168,,n/e,n/e,24,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
02:00 - 03:00,5,,168,,n/e,n/e,26,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,287,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,2,
03:00 - 04:00,5,,167,,n/e,n/e,26,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,366,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
04:00 - 05:00,5,,168,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,503,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
05:00 - 06:00,5,,168,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,551,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
06:00 - 07:00,5,,168,,n/e,n/e,28,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,486,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
07:00 - 08:00,5,,167,,n/e,n/e,28,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,573,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,5,,8,,n/e,n/e,1,
08:00 - 09:00,5,,166,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,768,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,15,,8,,n/e,n/e,1,
09:00 - 10:00,5,,168,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,721,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,22,,8,,n/e,n/e,1,
10:00 - 11:00,5,,166,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,719,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,20,,8,,n/e,n/e,1,
11:00 - 12:00,5,,168,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,692,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,17,,8,,n/e,n/e,1,
12:00 - 13:00,5,,169,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,754,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,14,,8,,n/e,n/e,1,
13:00 - 14:00,5,,167,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,820,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,11,,8,,n/e,n/e,1,
14:00 - 15:00,5,,169,,n/e,n/e,26,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,863,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,4,,8,,n/e,n/e,1,
15:00 - 16:00,5,,169,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,878,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,1,
16:00 - 17:00,5,,167,,n/e,n/e,26,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,92,,876,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
17:00 - 18:00,5,,171,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,119,,878,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
18:00 - 19:00,5,,169,,n/e,n/e,28,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,1,,878,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
19:00 - 20:00,5,,168,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,885,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
20:00 - 21:00,5,,169,,n/e,n/e,27,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,878,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
21:00 - 22:00,5,,167,,n/e,n/e,20,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,870,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,0,
22:00 - 23:00,5,,167,,n/e,n/e,20,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,843,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,0,
23:00 - 00:00,5,,169,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,769,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
00:00 - 01:00,5,,172,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,752,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
01:00 - 02:00,5,,170,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,607,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
02:00 - 03:00,5,,173,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,556,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
03:00 - 04:00,5,,169,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,536,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
04:00 - 05:00,5,,165,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,650,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
05:00 - 06:00,5,,167,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,818,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
06:00 - 07:00,5,,169,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,114,,839,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
07:00 - 08:00,5,,170,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,152,,838,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
08:00 - 09:00,5,,161,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,174,,785,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,1,,8,,n/e,n/e,0,
09:00 - 10:00,5,,158,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,174,,765,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,1,,8,,n/e,n/e,0,
10:00 - 11:00,5,,164,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,169,,746,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,1,,8,,n/e,n/e,0,
11:00 - 12:00,5,,183,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,169,,770,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,1,,8,,n/e,n/e,0,
12:00 - 13:00,5,,180,,n/e,n/e,0,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,158,,798,,n/e,n/e,n/e,n/e,698,,n/e,n/e,n/e,n/e,2,,8,,n/e,n/e,0,
