index,DE -> SE,DE -> CZ,DE -> FR,DE -> AT,DE -> DK,DE -> CH,DE -> PL,DE -> NL
2016-01-02 07:00:00+0000,4.0,1349.0,0.0,3232.0,452.0,3330.0,1724.0,1955.0
2016-01-02 08:00:00+0000,2.0,1434.0,0.0,3243.0,474.0,3324.0,1782.0,2240.0
2016-01-02 09:00:00+0000,2.0,1461.0,0.0,3169.0,412.0,3293.0,1721.0,2337.0
2016-01-02 10:00:00+0000,2.0,1495.0,0.0,3045.0,404.0,3171.0,1788.0,2218.0
2016-01-02 11:00:00+0000,2.0,1348.0,0.0,2776.0,384.0,3022.0,1746.0,2199.0
2016-01-02 12:00:00+0000,2.0,1421.0,0.0,2923.0,398.0,3059.0,1805.0,2123.0
2016-01-02 13:00:00+0000,2.0,1357.0,0.0,2808.0,397.0,2917.0,1782.0,1998.0
2016-01-02 14:00:00+0000,3.0,1376.0,0.0,2781.0,390.0,2736.0,1739.0,1857.0
2016-01-02 15:00:00+0000,3.0,1460.0,0.0,2521.0,383.0,2788.0,1671.0,1881.0
2016-01-02 16:00:00+0000,3.0,1169.0,0.0,2012.0,398.0,2838.0,1553.0,2023.0
2016-01-02 17:00:00+0000,3.0,1093.0,0.0,1932.0,390.0,3051.0,1587.0,1935.0
2016-01-02 18:00:00+0000,3.0,1120.0,0.0,2285.0,398.0,3552.0,1677.0,1694.0
2016-01-02 19:00:00+0000,2.0,1346.0,0.0,2763.0,388.0,3882.0,1775.0,1590.0
2016-01-02 20:00:00+0000,2.0,1323.0,0.0,2903.0,383.0,4011.0,1740.0,1480.0
2016-01-02 21:00:00+0000,2.0,1339.0,0.0,3016.0,399.0,3843.0,1803.0,1477.0
2016-01-02 22:00:00+0000,2.0,1288.0,0.0,3004.0,408.0,3370.0,1734.0,1615.0
2016-01-02 23:00:00+0000,75.0,1137.0,0.0,3060.0,986.0,3301.0,1815.0,1520.0
2016-01-03 00:00:00+0000,69.0,1180.0,0.0,3221.0,1585.0,3348.0,1812.0,1309.0
2016-01-03 01:00:00+0000,66.0,1000.0,0.0,3156.0,1125.0,3417.0,1630.0,1562.0
2016-01-03 02:00:00+0000,66.0,1020.0,0.0,3150.0,748.0,3395.0,1688.0,1841.0
2016-01-03 03:00:00+0000,61.0,978.0,0.0,3121.0,1018.0,2927.0,1650.0,2101.0
2016-01-03 04:00:00+0000,61.0,1011.0,0.0,3233.0,960.0,2903.0,1644.0,2140.0
2016-01-03 05:00:00+0000,61.0,988.0,0.0,3310.0,1271.0,3137.0,1650.0,2492.0
2016-01-03 06:00:00+0000,61.0,1273.0,0.0,3300.0,1506.0,2942.0,1703.0,2297.0
2016-01-03 07:00:00+0000,61.0,1387.0,0.0,3294.0,1412.0,2787.0,1766.0,2113.0
2016-01-03 08:00:00+0000,61.0,1552.0,0.0,3215.0,816.0,2892.0,1859.0,2087.0
2016-01-03 09:00:00+0000,2.0,1597.0,0.0,3032.0,406.0,2969.0,1607.0,2386.0
2016-01-03 10:00:00+0000,2.0,1519.0,0.0,2799.0,388.0,2537.0,1645.0,2093.0
2016-01-03 11:00:00+0000,2.0,1306.0,0.0,2688.0,397.0,2371.0,1521.0,2311.0
2016-01-03 12:00:00+0000,2.0,1425.0,0.0,2965.0,393.0,2603.0,1677.0,2322.0
2016-01-03 13:00:00+0000,2.0,1419.0,0.0,2937.0,406.0,2968.0,1662.0,2772.0
2016-01-03 14:00:00+0000,61.0,1577.0,0.0,2786.0,390.0,2561.0,1865.0,2583.0
2016-01-03 15:00:00+0000,3.0,1562.0,0.0,2744.0,393.0,2482.0,1778.0,3011.0
2016-01-03 16:00:00+0000,2.0,1352.0,0.0,1794.0,383.0,2443.0,1515.0,3767.0
2016-01-03 17:00:00+0000,2.0,1164.0,0.0,1474.0,380.0,2070.0,1485.0,3334.0
2016-01-03 18:00:00+0000,2.0,1112.0,0.0,1819.0,383.0,2783.0,1564.0,3610.0
2016-01-03 19:00:00+0000,2.0,1088.0,0.0,2465.0,352.0,3199.0,1534.0,3795.0
2016-01-03 20:00:00+0000,2.0,1052.0,0.0,2498.0,389.0,3506.0,1467.0,3562.0
2016-01-03 21:00:00+0000,2.0,1060.0,0.0,2510.0,402.0,3569.0,1574.0,2918.0
2016-01-03 22:00:00+0000,2.0,1015.0,0.0,2570.0,903.0,3359.0,1649.0,3070.0
2016-01-03 23:00:00+0000,75.0,1144.0,0.0,2773.0,1085.0,2642.0,1783.0,2648.0
2016-01-04 00:00:00+0000,76.0,846.0,0.0,2596.0,1139.0,2424.0,1501.0,2625.0
2016-01-04 01:00:00+0000,76.0,634.0,0.0,2468.0,1149.0,2290.0,1387.0,2445.0
2016-01-04 02:00:00+0000,76.0,593.0,0.0,2415.0,1299.0,2001.0,1275.0,2111.0
2016-01-04 03:00:00+0000,76.0,842.0,0.0,2705.0,1218.0,2452.0,1641.0,1991.0
2016-01-04 04:00:00+0000,76.0,1023.0,0.0,2829.0,1370.0,2838.0,1607.0,2258.0
2016-01-04 05:00:00+0000,3.0,1023.0,0.0,2347.0,538.0,3239.0,1534.0,2575.0
2016-01-04 06:00:00+0000,2.0,1041.0,0.0,2043.0,481.0,3853.0,1493.0,3107.0
2016-01-04 07:00:00+0000,2.0,925.0,0.0,1865.0,475.0,3798.0,1318.0,3711.0
2016-01-04 08:00:00+0000,2.0,1087.0,0.0,2370.0,494.0,3922.0,1591.0,3675.0
2016-01-04 09:00:00+0000,2.0,1180.0,0.0,2455.0,465.0,3739.0,1683.0,3524.0
2016-01-04 10:00:00+0000,2.0,1150.0,0.0,2341.0,241.0,3151.0,1718.0,3084.0
2016-01-04 11:00:00+0000,2.0,1085.0,0.0,2161.0,242.0,3088.0,1702.0,3246.0
2016-01-04 12:00:00+0000,2.0,1060.0,0.0,2404.0,245.0,3176.0,1690.0,3382.0
2016-01-04 13:00:00+0000,2.0,1098.0,0.0,2291.0,248.0,3053.0,1673.0,3141.0
2016-01-04 14:00:00+0000,2.0,1263.0,0.0,2374.0,281.0,3112.0,1811.0,3061.0
2016-01-04 15:00:00+0000,2.0,1260.0,0.0,1977.0,265.0,2878.0,1797.0,2907.0
2016-01-04 16:00:00+0000,2.0,1292.0,0.0,1916.0,251.0,2548.0,1728.0,2682.0
2016-01-04 17:00:00+0000,2.0,1113.0,0.0,2067.0,241.0,2774.0,1617.0,2420.0
2016-01-04 18:00:00+0000,2.0,1116.0,0.0,2369.0,244.0,3052.0,1680.0,2154.0
2016-01-04 19:00:00+0000,2.0,1233.0,0.0,2773.0,244.0,3737.0,1944.0,2652.0
2016-01-04 20:00:00+0000,2.0,1263.0,0.0,3138.0,244.0,4417.0,1994.0,2740.0
2016-01-04 21:00:00+0000,2.0,1176.0,0.0,3041.0,244.0,4010.0,1936.0,2688.0
2016-01-04 22:00:00+0000,2.0,1084.0,0.0,3281.0,239.0,3544.0,1811.0,2653.0
2016-01-04 23:00:00+0000,2.0,977.0,0.0,3273.0,245.0,3005.0,1908.0,2134.0
2016-01-05 00:00:00+0000,2.0,1169.0,0.0,3197.0,234.0,2945.0,1971.0,2180.0
2016-01-05 01:00:00+0000,2.0,1015.0,0.0,3033.0,255.0,2461.0,1713.0,1928.0
2016-01-05 02:00:00+0000,2.0,948.0,0.0,2970.0,421.0,2338.0,1657.0,1556.0
2016-01-05 03:00:00+0000,2.0,1148.0,0.0,3199.0,382.0,2453.0,1849.0,1330.0
2016-01-05 04:00:00+0000,2.0,1384.0,0.0,3217.0,394.0,3124.0,2093.0,1329.0
2016-01-05 05:00:00+0000,2.0,1392.0,0.0,2800.0,333.0,3252.0,2231.0,1489.0
2016-01-05 06:00:00+0000,2.0,1213.0,0.0,2415.0,352.0,3110.0,2078.0,1358.0
2016-01-05 07:00:00+0000,2.0,1198.0,0.0,2325.0,393.0,3098.0,2093.0,1553.0
2016-01-05 08:00:00+0000,2.0,1278.0,0.0,2560.0,391.0,2920.0,2108.0,1515.0
2016-01-05 09:00:00+0000,2.0,1143.0,0.0,2558.0,372.0,3062.0,2009.0,1520.0
2016-01-05 10:00:00+0000,2.0,1112.0,0.0,2471.0,363.0,2974.0,2026.0,1257.0
2016-01-05 11:00:00+0000,2.0,1176.0,0.0,2389.0,457.0,2721.0,2102.0,1127.0
2016-01-05 12:00:00+0000,2.0,1229.0,0.0,2399.0,389.0,2778.0,2122.0,1280.0
2016-01-05 13:00:00+0000,2.0,1517.0,0.0,2667.0,405.0,2983.0,2124.0,1217.0
2016-01-05 14:00:00+0000,2.0,1393.0,0.0,2523.0,605.0,3016.0,1925.0,1236.0
2016-01-05 15:00:00+0000,2.0,1417.0,0.0,2284.0,608.0,2744.0,2091.0,1287.0
2016-01-05 16:00:00+0000,2.0,1130.0,0.0,1589.0,604.0,2126.0,1928.0,1240.0
2016-01-05 17:00:00+0000,2.0,1060.0,0.0,1656.0,588.0,2013.0,1896.0,1026.0
2016-01-05 18:00:00+0000,2.0,1218.0,0.0,1961.0,596.0,2770.0,2058.0,667.0
2016-01-05 19:00:00+0000,2.0,1068.0,0.0,2359.0,613.0,3224.0,1768.0,661.0
2016-01-05 20:00:00+0000,2.0,1175.0,0.0,2984.0,310.0,3759.0,1847.0,988.0
2016-01-05 21:00:00+0000,2.0,1230.0,0.0,2893.0,313.0,3609.0,1763.0,1586.0
2016-01-05 22:00:00+0000,2.0,1099.0,0.0,2784.0,290.0,3227.0,1584.0,2858.0
2016-01-05 23:00:00+0000,2.0,1047.0,0.0,2740.0,299.0,2798.0,1696.0,2197.0
2016-01-06 00:00:00+0000,2.0,1039.0,0.0,2940.0,300.0,2824.0,1695.0,1857.0
2016-01-06 01:00:00+0000,2.0,907.0,0.0,2906.0,296.0,2658.0,1719.0,1273.0
2016-01-06 02:00:00+0000,2.0,847.0,0.0,2959.0,289.0,2122.0,1742.0,831.0
2016-01-06 03:00:00+0000,2.0,877.0,0.0,2956.0,298.0,2349.0,1787.0,693.0
2016-01-06 04:00:00+0000,2.0,873.0,0.0,2919.0,293.0,2999.0,1765.0,822.0
2016-01-06 05:00:00+0000,2.0,881.0,0.0,2771.0,313.0,3184.0,1736.0,1684.0
2016-01-06 06:00:00+0000,2.0,881.0,0.0,2858.0,261.0,2739.0,1556.0,2230.0
2016-01-06 07:00:00+0000,2.0,1072.0,0.0,3244.0,283.0,2260.0,1501.0,1703.0
2016-01-06 08:00:00+0000,2.0,1248.0,0.0,3373.0,333.0,2315.0,1598.0,1649.0
2016-01-06 09:00:00+0000,2.0,1325.0,0.0,3477.0,485.0,2292.0,1629.0,1420.0
2016-01-06 10:00:00+0000,0.0,1238.0,0.0,3174.0,456.0,2125.0,1565.0,1391.0
2016-01-06 11:00:00+0000,0.0,1370.0,0.0,2997.0,485.0,2078.0,1614.0,1479.0
2016-01-06 12:00:00+0000,0.0,1321.0,0.0,2905.0,464.0,1938.0,1670.0,1564.0
2016-01-06 13:00:00+0000,0.0,1369.0,0.0,2943.0,202.0,2170.0,1808.0,1631.0
2016-01-06 14:00:00+0000,0.0,1405.0,0.0,2713.0,359.0,2637.0,1851.0,1423.0
2016-01-06 15:00:00+0000,70.0,1199.0,0.0,2142.0,717.0,2310.0,1756.0,904.0
2016-01-06 16:00:00+0000,3.0,1058.0,0.0,1785.0,740.0,2389.0,1483.0,1463.0
2016-01-06 17:00:00+0000,2.0,1070.0,0.0,1764.0,748.0,3142.0,1453.0,1340.0
2016-01-06 18:00:00+0000,0.0,1219.0,0.0,2491.0,500.0,3670.0,1637.0,1071.0
2016-01-06 19:00:00+0000,0.0,1306.0,0.0,3164.0,198.0,4104.0,1790.0,554.0
2016-01-06 20:00:00+0000,0.0,1231.0,0.0,3206.0,205.0,4329.0,1812.0,809.0
2016-01-06 21:00:00+0000,0.0,1083.0,0.0,3023.0,288.0,4025.0,1642.0,1149.0
2016-01-06 22:00:00+0000,3.0,934.0,0.0,2957.0,321.0,3306.0,1493.0,1942.0
2016-01-06 23:00:00+0000,0.0,944.0,0.0,2891.0,391.0,3107.0,1674.0,1456.0
2016-01-07 00:00:00+0000,1.0,965.0,0.0,2697.0,628.0,3096.0,1679.0,1087.0
2016-01-07 01:00:00+0000,2.0,917.0,0.0,2700.0,913.0,3135.0,1662.0,632.0
2016-01-07 02:00:00+0000,2.0,781.0,0.0,2765.0,851.0,2593.0,1570.0,0.0
2016-01-07 03:00:00+0000,2.0,887.0,0.0,2965.0,972.0,2539.0,1693.0,0.0
2016-01-07 04:00:00+0000,2.0,1196.0,0.0,2882.0,1136.0,2910.0,1860.0,0.0
2016-01-07 05:00:00+0000,2.0,1137.0,0.0,2731.0,891.0,4002.0,1746.0,0.0
2016-01-07 06:00:00+0000,75.0,949.0,0.0,1920.0,985.0,3758.0,1888.0,0.0
2016-01-07 07:00:00+0000,76.0,916.0,0.0,1897.0,985.0,3859.0,1874.0,0.0
2016-01-07 08:00:00+0000,76.0,895.0,0.0,1841.0,990.0,3507.0,1960.0,0.0
2016-01-07 09:00:00+0000,76.0,836.0,0.0,1855.0,1098.0,3410.0,1959.0,0.0
2016-01-07 10:00:00+0000,76.0,820.0,0.0,2368.0,1083.0,3640.0,1899.0,0.0
2016-01-07 11:00:00+0000,76.0,865.0,0.0,2250.0,881.0,3798.0,1905.0,0.0
2016-01-07 12:00:00+0000,76.0,893.0,0.0,2085.0,561.0,3959.0,1886.0,0.0
2016-01-07 13:00:00+0000,76.0,1038.0,0.0,2183.0,637.0,3738.0,1985.0,0.0
2016-01-07 14:00:00+0000,76.0,1135.0,0.0,2129.0,1066.0,3599.0,2103.0,0.0
2016-01-07 15:00:00+0000,76.0,1152.0,0.0,2049.0,1011.0,3865.0,2111.0,123.0
2016-01-07 16:00:00+0000,76.0,971.0,0.0,1826.0,981.0,3599.0,1853.0,432.0
2016-01-07 17:00:00+0000,76.0,928.0,0.0,1812.0,1048.0,4197.0,1703.0,1050.0
2016-01-07 18:00:00+0000,76.0,1057.0,0.0,2118.0,1150.0,4121.0,1799.0,1069.0
2016-01-07 19:00:00+0000,3.0,1214.0,0.0,2458.0,906.0,4530.0,1969.0,1806.0
2016-01-07 20:00:00+0000,2.0,1319.0,0.0,2918.0,969.0,4557.0,1888.0,1890.0
2016-01-07 21:00:00+0000,2.0,1305.0,0.0,2797.0,812.0,4053.0,1771.0,1468.0
2016-01-07 22:00:00+0000,1.0,1211.0,0.0,2973.0,468.0,4262.0,1853.0,1467.0
2016-01-07 23:00:00+0000,75.0,1390.0,0.0,3565.0,621.0,4240.0,1953.0,1906.0
2016-01-08 00:00:00+0000,172.0,1350.0,0.0,3738.0,1599.0,4392.0,1812.0,1859.0
2016-01-08 01:00:00+0000,223.0,1175.0,0.0,3400.0,1643.0,3897.0,1682.0,1880.0
2016-01-08 02:00:00+0000,150.0,1146.0,0.0,3150.0,1549.0,3531.0,1644.0,1942.0
2016-01-08 03:00:00+0000,77.0,1046.0,0.0,3095.0,1932.0,3190.0,1629.0,1959.0
2016-01-08 04:00:00+0000,76.0,1321.0,0.0,3072.0,1673.0,3318.0,1818.0,1905.0
2016-01-08 05:00:00+0000,2.0,1463.0,0.0,3010.0,1073.0,3415.0,1882.0,2346.0
2016-01-08 06:00:00+0000,75.0,1424.0,0.0,2450.0,1071.0,3531.0,1808.0,2557.0
2016-01-08 07:00:00+0000,76.0,1486.0,0.0,2721.0,1110.0,3700.0,1871.0,2369.0
2016-01-08 08:00:00+0000,76.0,1402.0,0.0,2884.0,1101.0,3802.0,1736.0,2797.0
2016-01-08 09:00:00+0000,76.0,1408.0,0.0,3235.0,1318.0,3902.0,1845.0,2874.0
2016-01-08 10:00:00+0000,76.0,1382.0,0.0,3222.0,1139.0,3964.0,1836.0,2910.0
2016-01-08 11:00:00+0000,74.0,1385.0,0.0,3219.0,1223.0,4077.0,1747.0,2598.0
2016-01-08 12:00:00+0000,62.0,1410.0,0.0,3182.0,1229.0,4502.0,1758.0,2692.0
2016-01-08 13:00:00+0000,3.0,1440.0,0.0,2794.0,538.0,4206.0,1756.0,3245.0
2016-01-08 14:00:00+0000,0.0,1344.0,0.0,2570.0,551.0,4128.0,1661.0,2370.0
2016-01-08 15:00:00+0000,59.0,1205.0,0.0,2158.0,478.0,3667.0,1616.0,2069.0
2016-01-08 16:00:00+0000,61.0,1072.0,0.0,1143.0,311.0,2787.0,1468.0,1892.0
2016-01-08 17:00:00+0000,3.0,1078.0,0.0,1397.0,180.0,3305.0,1649.0,2029.0
2016-01-08 18:00:00+0000,2.0,1174.0,0.0,1865.0,165.0,3439.0,1978.0,1708.0
2016-01-08 19:00:00+0000,2.0,1138.0,0.0,2286.0,150.0,3837.0,2050.0,1861.0
2016-01-08 20:00:00+0000,2.0,1083.0,0.0,2496.0,131.0,4274.0,2005.0,1847.0
2016-01-08 21:00:00+0000,2.0,1070.0,0.0,2568.0,146.0,4148.0,1759.0,2463.0
2016-01-08 22:00:00+0000,2.0,1034.0,0.0,2387.0,158.0,3981.0,1780.0,2333.0
2016-01-08 23:00:00+0000,0.0,899.0,0.0,2349.0,193.0,3837.0,1679.0,2898.0
2016-01-09 00:00:00+0000,0.0,838.0,0.0,2625.0,209.0,3972.0,1575.0,2778.0
2016-01-09 01:00:00+0000,0.0,884.0,0.0,2869.0,207.0,4094.0,1599.0,2446.0
2016-01-09 02:00:00+0000,0.0,958.0,0.0,2885.0,222.0,3355.0,1673.0,2331.0
2016-01-09 03:00:00+0000,0.0,1024.0,0.0,2812.0,222.0,2554.0,1824.0,1959.0
2016-01-09 04:00:00+0000,3.0,1237.0,0.0,3087.0,226.0,2884.0,2139.0,2287.0
2016-01-09 05:00:00+0000,0.0,1265.0,0.0,2875.0,295.0,3146.0,1967.0,2662.0
2016-01-09 06:00:00+0000,0.0,1224.0,0.0,2822.0,147.0,3435.0,2020.0,2724.0
2016-01-09 07:00:00+0000,0.0,1295.0,0.0,2743.0,114.0,3660.0,2042.0,3136.0
2016-01-09 08:00:00+0000,0.0,1366.0,0.0,2908.0,101.0,3680.0,2044.0,3277.0
2016-01-09 09:00:00+0000,0.0,1416.0,0.0,2799.0,102.0,3609.0,2073.0,3474.0
2016-01-09 10:00:00+0000,0.0,1338.0,0.0,2752.0,103.0,3294.0,1944.0,3227.0
2016-01-09 11:00:00+0000,0.0,1593.0,0.0,2883.0,99.0,3428.0,2107.0,3252.0
2016-01-09 12:00:00+0000,0.0,1618.0,0.0,2840.0,113.0,3546.0,2067.0,3120.0
2016-01-09 13:00:00+0000,0.0,1621.0,0.0,2844.0,62.0,3477.0,1958.0,2744.0
2016-01-09 14:00:00+0000,0.0,1589.0,0.0,2824.0,57.0,3289.0,1950.0,2763.0
2016-01-09 15:00:00+0000,0.0,1515.0,0.0,2657.0,49.0,3254.0,2033.0,2753.0
2016-01-09 16:00:00+0000,0.0,1284.0,0.0,2333.0,77.0,3221.0,1936.0,3066.0
2016-01-09 17:00:00+0000,0.0,1297.0,0.0,2408.0,79.0,3353.0,1996.0,3213.0
2016-01-09 18:00:00+0000,0.0,1243.0,0.0,2625.0,84.0,3641.0,1869.0,2858.0
2016-01-09 19:00:00+0000,0.0,1187.0,0.0,2624.0,59.0,3943.0,1875.0,2995.0
2016-01-09 20:00:00+0000,0.0,1224.0,0.0,2751.0,59.0,3877.0,1783.0,2151.0
2016-01-09 21:00:00+0000,0.0,1300.0,0.0,2628.0,44.0,3759.0,1896.0,1767.0
2016-01-09 22:00:00+0000,2.0,1243.0,0.0,2692.0,95.0,3272.0,1869.0,1744.0
2016-01-09 23:00:00+0000,254.0,1471.0,0.0,2929.0,1493.0,2652.0,1871.0,1506.0
2016-01-10 00:00:00+0000,248.0,1520.0,0.0,3018.0,1991.0,2605.0,2051.0,1532.0
2016-01-10 01:00:00+0000,223.0,1596.0,0.0,3073.0,2090.0,2627.0,2031.0,1393.0
2016-01-10 02:00:00+0000,223.0,1399.0,0.0,2951.0,2098.0,2323.0,1901.0,1141.0
2016-01-10 03:00:00+0000,199.0,1367.0,0.0,2813.0,2089.0,2218.0,1865.0,689.0
2016-01-10 04:00:00+0000,199.0,1380.0,0.0,2918.0,2085.0,2214.0,1887.0,928.0
2016-01-10 05:00:00+0000,174.0,1495.0,0.0,3012.0,2063.0,1938.0,1964.0,1486.0
2016-01-10 06:00:00+0000,174.0,1552.0,0.0,3145.0,2043.0,2345.0,1876.0,1554.0
2016-01-10 07:00:00+0000,174.0,1789.0,0.0,3392.0,2048.0,2459.0,2000.0,1770.0
2016-01-10 08:00:00+0000,199.0,2021.0,0.0,3431.0,2063.0,2831.0,1966.0,1707.0
2016-01-10 09:00:00+0000,130.0,1987.0,0.0,3134.0,1390.0,2765.0,1920.0,1518.0
2016-01-10 10:00:00+0000,5.0,2011.0,0.0,2892.0,359.0,2664.0,1963.0,1663.0
2016-01-10 11:00:00+0000,0.0,2040.0,0.0,2735.0,167.0,2706.0,2028.0,1786.0
2016-01-10 12:00:00+0000,0.0,2085.0,0.0,2891.0,1152.0,2716.0,2040.0,1486.0
2016-01-10 13:00:00+0000,357.0,1959.0,0.0,2950.0,1162.0,2762.0,2006.0,1304.0
2016-01-10 14:00:00+0000,361.0,1917.0,0.0,2880.0,693.0,2613.0,1941.0,1238.0
2016-01-10 15:00:00+0000,34.0,1925.0,0.0,2682.0,97.0,2256.0,2088.0,1764.0
2016-01-10 16:00:00+0000,0.0,1699.0,0.0,2108.0,88.0,2299.0,1985.0,2175.0
2016-01-10 17:00:00+0000,0.0,1433.0,0.0,2099.0,105.0,2540.0,1934.0,2085.0
2016-01-10 18:00:00+0000,0.0,1409.0,0.0,2231.0,121.0,2881.0,1957.0,2077.0
2016-01-10 19:00:00+0000,0.0,1402.0,0.0,2374.0,106.0,3062.0,1915.0,1495.0
2016-01-10 20:00:00+0000,0.0,1237.0,0.0,2475.0,107.0,3133.0,1879.0,1099.0
2016-01-10 21:00:00+0000,0.0,1247.0,0.0,2595.0,115.0,3406.0,1933.0,1595.0
2016-01-10 22:00:00+0000,0.0,1096.0,0.0,2717.0,126.0,3612.0,1787.0,1911.0
2016-01-10 23:00:00+0000,0.0,829.0,0.0,2480.0,112.0,3095.0,1680.0,2490.0
2016-01-11 00:00:00+0000,0.0,783.0,0.0,2882.0,385.0,2969.0,1689.0,2215.0
2016-01-11 01:00:00+0000,3.0,510.0,0.0,2511.0,816.0,2382.0,1484.0,2113.0
2016-01-11 02:00:00+0000,60.0,298.0,0.0,2364.0,1825.0,2195.0,1297.0,1354.0
2016-01-11 03:00:00+0000,75.0,383.0,0.0,2449.0,1692.0,2118.0,1420.0,1092.0
2016-01-11 04:00:00+0000,3.0,831.0,0.0,2849.0,161.0,2889.0,1934.0,958.0
2016-01-11 05:00:00+0000,0.0,1102.0,0.0,2762.0,66.0,3197.0,2022.0,27.0
2016-01-11 06:00:00+0000,0.0,1354.0,0.0,2500.0,44.0,3214.0,1988.0,0.0
2016-01-11 07:00:00+0000,0.0,1212.0,0.0,2161.0,18.0,3194.0,2006.0,151.0
2016-01-11 08:00:00+0000,2.0,1214.0,0.0,2232.0,45.0,3223.0,1919.0,408.0
2016-01-11 09:00:00+0000,2.0,1230.0,0.0,2411.0,55.0,3326.0,1966.0,301.0
2016-01-11 10:00:00+0000,0.0,1119.0,0.0,2442.0,61.0,3166.0,1831.0,246.0
2016-01-11 11:00:00+0000,0.0,1106.0,0.0,2343.0,58.0,3144.0,1803.0,110.0
2016-01-11 12:00:00+0000,0.0,1097.0,0.0,2288.0,39.0,3171.0,1834.0,209.0
2016-01-11 13:00:00+0000,0.0,1132.0,0.0,2502.0,48.0,3231.0,1847.0,426.0
2016-01-11 14:00:00+0000,0.0,1208.0,0.0,2632.0,39.0,3251.0,1987.0,605.0
2016-01-11 15:00:00+0000,2.0,1171.0,0.0,2454.0,297.0,3114.0,2006.0,666.0
2016-01-11 16:00:00+0000,2.0,992.0,0.0,2282.0,83.0,3328.0,1874.0,1625.0
2016-01-11 17:00:00+0000,2.0,963.0,0.0,2496.0,52.0,3758.0,1801.0,1110.0
2016-01-11 18:00:00+0000,0.0,1017.0,0.0,2576.0,41.0,4007.0,1829.0,745.0
2016-01-11 19:00:00+0000,0.0,1084.0,0.0,2747.0,86.0,4444.0,1912.0,1590.0
2016-01-11 20:00:00+0000,0.0,852.0,0.0,2606.0,88.0,4239.0,1756.0,2083.0
2016-01-11 21:00:00+0000,0.0,748.0,0.0,2623.0,73.0,4237.0,1773.0,2204.0
2016-01-11 22:00:00+0000,0.0,388.0,0.0,2409.0,336.0,3616.0,1322.0,2080.0
2016-01-11 23:00:00+0000,0.0,358.0,0.0,2688.0,71.0,3370.0,1349.0,2446.0
2016-01-12 00:00:00+0000,2.0,351.0,0.0,2493.0,1035.0,2915.0,1257.0,2336.0
2016-01-12 01:00:00+0000,2.0,155.0,0.0,2411.0,1394.0,2872.0,1288.0,2273.0
