00:00 - 01:00,34,,3035,,n/e,n/e,336,,54,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,,53,,40,,n/e,n/e,2047,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,427,
01:00 - 02:00,33,,2787,,n/e,n/e,336,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,54,,9,,n/e,n/e,2045,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,397,
02:00 - 03:00,34,,2601,,n/e,n/e,336,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,54,,8,,n/e,n/e,2046,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,380,
03:00 - 04:00,33,,2556,,n/e,n/e,335,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,53,,8,,n/e,n/e,2046,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,427,
04:00 - 05:00,34,,2642,,n/e,n/e,336,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,54,,8,,n/e,n/e,2048,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,450,
05:00 - 06:00,34,,2598,,n/e,n/e,334,,53,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,54,,7,,n/e,n/e,2047,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,446,
06:00 - 07:00,34,,2599,,n/e,n/e,335,,54,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,66,,8,,n/e,n/e,2047,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,415,
07:00 - 08:00,34,,2616,,n/e,n/e,335,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,90,,8,,n/e,n/e,2047,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,439,
08:00 - 09:00,34,,2509,,n/e,n/e,333,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,96,,8,,n/e,n/e,2049,,n/e,n/e,n/e,n/e,33,,5,,n/e,n/e,446,
09:00 - 10:00,33,,2523,,n/e,n/e,336,,54,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,87,,8,,n/e,n/e,2050,,n/e,n/e,n/e,n/e,123,,5,,n/e,n/e,389,
10:00 - 11:00,33,,2666,,n/e,n/e,336,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,84,,8,,n/e,n/e,2050,,n/e,n/e,n/e,n/e,230,,5,,n/e,n/e,268,
11:00 - 12:00,33,,2652,,n/e,n/e,334,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,82,,7,,n/e,n/e,2049,,n/e,n/e,n/e,n/e,324,,5,,n/e,n/e,231,
12:00 - 13:00,33,,2751,,n/e,n/e,332,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,76,,8,,n/e,n/e,2048,,n/e,n/e,n/e,n/e,355,,5,,n/e,n/e,210,
13:00 - 14:00,34,,2736,,n/e,n/e,334,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,60,,8,,n/e,n/e,2049,,n/e,n/e,n/e,n/e,340,,5,,n/e,n/e,198,
14:00 - 15:00,33,,2614,,n/e,n/e,334,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,47,,8,,n/e,n/e,2048,,n/e,n/e,n/e,n/e,286,,5,,n/e,n/e,211,
15:00 - 16:00,32,,2670,,n/e,n/e,335,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,53,,8,,n/e,n/e,2048,,n/e,n/e,n/e,n/e,139,,5,,n/e,n/e,198,
16:00 - 17:00,34,,2721,,n/e,n/e,336,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,43,,67,,61,,n/e,n/e,2048,,n/e,n/e,n/e,n/e,22,,5,,n/e,n/e,192,
17:00 - 18:00,34,,2807,,n/e,n/e,337,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,534,,89,,149,,n/e,n/e,2046,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,173,
18:00 - 19:00,35,,2819,,n/e,n/e,338,,58,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,712,,104,,129,,n/e,n/e,2045,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,200,
19:00 - 20:00,34,,2773,,n/e,n/e,339,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,621,,105,,172,,n/e,n/e,2046,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,219,
20:00 - 21:00,32,,2769,,n/e,n/e,340,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,421,,88,,228,,n/e,n/e,2045,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,211,
21:00 - 22:00,34,,2734,,n/e,n/e,339,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,237,,74,,229,,n/e,n/e,2045,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,220,
22:00 - 23:00,33,,2854,,n/e,n/e,340,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,199,,54,,233,,n/e,n/e,2044,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,213,
23:00 - 00:00,34,,2751,,n/e,n/e,338,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,38,,53,,230,,n/e,n/e,2046,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,207,
00:00 - 01:00,30,,2906,,n/e,n/e,326,,56,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,28,,18,,n/e,n/e,2047,,n/e,n/e,n/e,n/e,0,,4,,n/e,n/e,158,
01:00 - 02:00,32,,2926,,n/e,n/e,326,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,28,,8,,n/e,n/e,2047,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,132,
02:00 - 03:00,30,,2919,,n/e,n/e,327,,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,27,,8,,n/e,n/e,2046,,n/e,n/e,n/e,n/e,0,,5,,n/e,n/e,138,
