name,bus0,bus1,bus2,bus3,bus4,type,carrier,efficiency,efficiency2,efficiency3,efficiency4,active,build_year,lifetime,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_set,p_init,p_min_pu,p_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,marginal_cost,marginal_cost_quadratic,stand_by_cost,length,terrain_factor,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,delay,delay2,delay3,delay4,cyclic_delay,cyclic_delay2,cyclic_delay3,cyclic_delay4,p_nom_opt,geometry,tags,under_construction,underground,underwater_fraction,length_original,reversed
BE1 0 residential urban decentral water tanks charger,BE1 0 residential urban decentral heat,BE1 0 residential urban decentral water tanks,,,,,residential urban decentral water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009004183802366455,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,46.27980261794043,,,,,,0.0,False
BE1 0 residential urban decentral water tanks discharger,BE1 0 residential urban decentral water tanks,BE1 0 residential urban decentral heat,,,,,residential urban decentral water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009764740424837503,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,38.71735543987717,,,,,,0.0,False
BE1 0 residential urban decentral resistive heater-2030,BE1 0 low voltage,BE1 0 residential urban decentral heat,,,,,residential urban decentral resistive heater,0.9,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79054.77447986482,,,0.0,0.009933699420426777,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.1718516504053854,,,,,,0.0,False
BE1 0 residential urban decentral gas boiler-2030,BE1 0 gas,BE1 0 residential urban decentral heat,co2 atmosphere,,,,residential urban decentral gas boiler,0.98,0.198,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,97846.11056504669,,,0.0,0.009413566297793418,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.22317955234374817,,,,,,0.0,False
BE1 0 services urban decentral air heat pump-2030,BE1 0 low voltage,BE1 0 services urban decentral heat,,,,,services urban decentral air heat pump,1.0,1.0,1.0,1.0,True,2030,18.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,464475.86492974695,,,0.0,0.010740741008886907,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1543.0067256816408,,,,,,0.0,False
BE1 0 services urban decentral water tanks charger,BE1 0 services urban decentral heat,BE1 0 services urban decentral water tanks,,,,,services urban decentral water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009580172850096762,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,43.12106900283293,,,,,,0.0,False
BE1 0 services urban decentral water tanks discharger,BE1 0 services urban decentral water tanks,BE1 0 services urban decentral heat,,,,,services urban decentral water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010989220773735318,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,36.0421966106014,,,,,,0.0,False
BE1 0 services urban decentral resistive heater-2030,BE1 0 low voltage,BE1 0 services urban decentral heat,,,,,services urban decentral resistive heater,0.9,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79054.77447986482,,,0.0,0.009345223484345803,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.24670946931690188,,,,,,0.0,False
BE1 0 services urban decentral gas boiler-2030,BE1 0 gas,BE1 0 services urban decentral heat,co2 atmosphere,,,,services urban decentral gas boiler,0.98,0.198,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,97846.11056504669,,,0.0,0.00905468156263891,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.2833568558374407,,,,,,0.0,False
BE1 0 urban central air heat pump-2030,BE1 0 low voltage,BE1 0 urban central heat,,,,,urban central air heat pump,1.0,1.0,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,316283.0357721848,,,0.0,0.01042015044891594,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.11399431487909086,,,,,,0.0,False
BE1 0 urban central water tanks charger,BE1 0 urban central heat,BE1 0 urban central water tanks,,,,,urban central water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010388629772352716,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2643.1893265923413,,,,,,0.0,False
BE1 0 urban central water tanks discharger,BE1 0 urban central water tanks,BE1 0 urban central heat,,,,,urban central water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009419183918229561,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2363.4707545623273,,,,,,0.0,False
BE1 0 urban central resistive heater-2030,BE1 0 low voltage,BE1 0 urban central heat,,,,,urban central resistive heater,0.99,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,7702.175148330644,,,0.0,0.010194250679680484,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2217.9252645449187,,,,,,0.0,False
BE1 0 urban central gas boiler-2030,BE1 0 gas,BE1 0 urban central heat,co2 atmosphere,,,,urban central gas boiler,1.04,0.198,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,7494.287552425229,,,0.0,0.010509036680120045,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.8864385061575555,,,,,,0.0,False
BE1 0 urban central gas CHP-2030,BE1 0 gas,BE1 0,BE1 0 urban central heat,co2 atmosphere,,,urban central gas CHP,0.41,0.41,0.198,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,28919.11093124968,,,0.0,4.455008783209808,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,745.5090403202969,,,,,,0.0,False
BE1 0 urban central gas CHP CC-2030,BE1 0 gas,BE1 0,BE1 0 urban central heat,co2 atmosphere,BE1 0 co2 stored,,urban central gas CHP CC,0.38821999999999995,0.43772,0.019799999999999998,0.17820000000000003,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,90831.4134374175,,,0.0,4.454749928906417,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.11334086908588978,,,,,,0.0,False
BE1 0 biogas to gas,BE1 0 biogas,BE1 0 gas,co2 atmosphere,,,,biogas to gas,1.0,-0.198,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,209515.79321695745,,,0.0,3.6812082284337,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.13247696098002812,,,,,,0.0,False
BE1 0 biogas to gas CC,BE1 0 biogas,BE1 0 gas,BE1 0 co2 stored,co2 atmosphere,,,biogas to gas CC,1.0,0.07812000000000001,-0.27612000000000003,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,236657.14603279263,,,0.0,3.681103637820844,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1527.639810736589,,,,,,0.0,False
BE1 0 urban central solid biomass CHP-2030,BE1 0 solid biomass,BE1 0,BE1 0 urban central heat,,,,urban central solid biomass CHP,0.2699,0.8245,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,109510.43714662264,,,0.0,4.86082101748359,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,81.98009294168544,,,,,,0.0,False
BE1 0 urban central solid biomass CHP CC-2030,BE1 0 solid biomass,BE1 0,BE1 0 urban central heat,co2 atmosphere,BE1 0 co2 stored,,urban central solid biomass CHP CC,0.22956299999999996,0.875838,-0.33003000000000005,0.33003000000000005,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,224173.27214163146,,,0.0,4.861301059380918,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,624.2308796648961,,,,,,0.0,False
BE1 0 residential rural biomass boiler-2030,BE1 0 solid biomass,BE1 0 residential rural heat,,,,,residential rural biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.009868618129317,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.21216241742729874,,,,,,0.0,False
BE1 0 services rural biomass boiler-2030,BE1 0 solid biomass,BE1 0 services rural heat,,,,,services rural biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.009587948264455,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,17.823446369597367,,,,,,0.0,False
BE1 0 residential urban decentral biomass boiler-2030,BE1 0 solid biomass,BE1 0 residential urban decentral heat,,,,,residential urban decentral biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.01095405770012,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2862.1493406311997,,,,,,0.0,False
BE1 0 services urban decentral biomass boiler-2030,BE1 0 solid biomass,BE1 0 services urban decentral heat,,,,,services urban decentral biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.010836319836576,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2058.234615537094,,,,,,0.0,False
BE1 0 solid biomass biomass to liquid-2030,BE1 0 solid biomass,BE1 0 oil,co2 atmosphere,,,,biomass to liquid,0.3833,-0.09860000000000002,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,350753.63520224707,,,0.0,0.4425901624066222,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.024236058124629676,,,,,,0.0,False
BE1 0 solid biomass biomass to liquid CC-2030,BE1 0 solid biomass,BE1 0 oil,co2 atmosphere,BE1 0 co2 stored,,,biomass to liquid,0.3833,-0.33989,0.24129,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,434585.39430277026,,,0.0,0.44303865376266127,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.025690423481114326,,,,,,0.0,False
BE1 0 solid biomass solid biomass to gas-2030,BE1 0 solid biomass,BE1 0 gas,,co2 atmosphere,,,BioSNG,0.63,1.0,-0.12480000000000002,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,173862.5264199293,,,0.0,1.1479443953183275,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.05490687770612416,,,,,,0.0,False
BE1 0 solid biomass solid biomass to gas CC-2030,BE1 0 solid biomass,BE1 0 gas,BE1 0 co2 stored,co2 atmosphere,,,BioSNG,0.63,0.21771000000000001,-0.34251000000000004,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,249501.8495322626,,,0.0,1.148092191935827,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.09885039410516604,,,,,,0.0,False
BE1 0 Haber-Bosch-2030,BE1 0,EU NH3,BE1 0 H2,,,,Haber-Bosch,4.043671653861707,-4.643752527294784,1.0,1.0,True,2030,30.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,652881.6904272938,,,0.0,0.10172526481888733,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.00965156613833525,,,,,,0.0,False
BE1 0 ammonia cracker-2030,EU NH3,BE1 0 H2,,,,,ammonia cracker,0.684931506849315,1.0,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,99161.63412037324,,,0.0,0.0103453970279951,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.06710697638977348,,,,,,0.0,False
BE1 0 solid biomass for industry,BE1 0 solid biomass,BE1 0 solid biomass for industry,,,,,solid biomass for industry,1.0,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010188934237445367,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.013838700375247549,,,,,,0.0,False
BE1 0 solid biomass for industry CC-2030,BE1 0 solid biomass,BE1 0 solid biomass for industry,co2 atmosphere,BE1 0 co2 stored,,,solid biomass for industry CC,0.9,-0.33003000000000005,0.33003000000000005,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110416.063328527,,,0.0,0.009658558266974586,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1723.7737174361437,,,,,,0.0,False
BE1 0 gas for industry,BE1 0 gas,BE1 0 gas for industry,co2 atmosphere,,,,gas for industry,1.0,0.198,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010032331913943888,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,4253.66022955363,,,,,,0.0,False
BE1 0 gas for industry CC-2030,BE1 0 gas,BE1 0 gas for industry,co2 atmosphere,BE1 0 co2 stored,,,gas for industry CC,0.9,0.019799999999999998,0.17820000000000003,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,59619.25426519865,,,0.0,0.01046553498479726,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1123.6143572567767,,,,,,0.0,False
BE1 0 methanolisation-2030,BE1 0 H2,EU methanol,BE1 0,BE1 0 co2 stored,,,methanolisation,0.8787,-0.23808491614056954,-0.21792614270479405,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.3,1.0,76920.16040879975,,,0.0,0.009163166580899745,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,315.7218739781594,,,,,,0.0,False
