name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
BE1 0 solar rooftop-2030,BE1 0 low voltage,PQ,,0.0,0.0,True,0.0,2000.0,,0.0,1.0,,,-inf,inf,0.0,1.0,solar rooftop,0.02062968740578682,0.0,True,2030,40.0,45519.755319603464,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1999.9963678420588
BE1 0  onwind-2005,BE1 0,PQ,,153.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02425726239501876,0.0,True,2005,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,153.0
BE1 0  offwind-ac-2010,BE1 0,PQ,,196.5,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02562328869656804,0.0,True,2010,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,196.5
BE1 0  onwind-2010,BE1 0,PQ,,548.5,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02586386429615336,0.0,True,2010,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,548.5
BE1 0  solar-2010,BE1 0,PQ,,1004.6,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01905863944578754,0.0,True,2010,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1004.6
BE1 0  offwind-ac-2015,BE1 0,PQ,,515.5,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02508527185157701,0.0,True,2015,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,515.5
BE1 0  onwind-2015,BE1 0,PQ,,753.8,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02514754822731765,0.0,True,2015,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,753.8
BE1 0  solar-2015,BE1 0,PQ,,2125.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.020037433181781007,0.0,True,2015,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2125.0
BE1 0  offwind-ac-2020,BE1 0,PQ,,1549.8000000000002,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.024642637799012858,0.0,True,2020,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1549.8000000000002
BE1 0  onwind-2020,BE1 0,PQ,,941.6000000000001,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02447319962341104,0.0,True,2020,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,941.6000000000001
BE1 0  solar-2020,BE1 0,PQ,,2441.2000000000003,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019627337900104257,0.0,True,2020,40.0,52359.07912260138,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2441.2000000000003
BE1 0  onwind-2025,BE1 0,PQ,,578.6999999999998,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025252618723419717,0.0,True,2025,30.0,115719.82225714704,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,578.6999999999998
BE1 0  solar-2025,BE1 0,PQ,,1325.5999999999995,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.0199238175231369,0.0,True,2025,40.0,52359.07912260137,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1325.5999999999995
BE1 0 load,BE1 0,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0098867354036,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 oil load,BE1 0 oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.00953381163,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 co2 stored load,BE1 0 co2 stored,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009601220271,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 co2 sequestered load,BE1 0 co2 sequestered,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0100677719633,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 gas load,BE1 0 gas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010775186921,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 H2 load,BE1 0 H2,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010942092281,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 battery load,BE1 0 battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009711915336,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 EV battery load,BE1 0 EV battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0092478460197,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 land transport oil load,BE1 0 land transport oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0094509968208,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 residential rural heat load,BE1 0 residential rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010144293536,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 residential rural water tanks load,BE1 0 residential rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010174987495,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 services rural heat load,BE1 0 services rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108549099973,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 services rural water tanks load,BE1 0 services rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009053222231,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 residential urban decentral heat load,BE1 0 residential urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009671087747,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 residential urban decentral water tanks load,BE1 0 residential urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108753367135,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 services urban decentral heat load,BE1 0 services urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009672679058,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 services urban decentral water tanks load,BE1 0 services urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0098450867063,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 urban central heat load,BE1 0 urban central heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0102058643934,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 urban central water tanks load,BE1 0 urban central water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095560471873,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 biogas load,BE1 0 biogas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108242642427,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 solid biomass load,BE1 0 solid biomass,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106411484394,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 solid biomass for industry load,BE1 0 solid biomass for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010545755661,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 gas for industry load,BE1 0 gas for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009012055771,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 shipping methanol load,BE1 0 shipping methanol,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0094213052553,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 shipping oil load,BE1 0 shipping oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010865783296,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 naphtha for industry load,BE1 0 naphtha for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0098884421227,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 kerosene for aviation load,BE1 0 kerosene for aviation,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009737749683,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 process emissions load,BE1 0 process emissions,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010018803455,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 coal for industry load,BE1 0 coal for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0109747021957,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 agriculture machinery oil load,BE1 0 agriculture machinery oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095272206922,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
BE1 0 low voltage load,BE1 0 low voltage,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0102504170663,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
