name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,q_set,p_dispatch_set,p_store_set,sign,carrier,spill_cost,marginal_cost,marginal_cost_quadratic,marginal_cost_storage,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge,cyclic_state_of_charge_per_period,max_hours,efficiency_store,efficiency_dispatch,standing_loss,inflow,p_nom_opt
BE1 0 PHS,BE1 0,,,1308.0,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,PHS,0.0,0.010850264979227973,0.0,0.0,182698.73459185107,,,0.0,True,0,inf,0.0,False,,True,False,4.365443425076453,0.8660254037844386,0.8660254037844386,0.0,0.0,1308.0
BE1 0 hydro,BE1 0,,,12.73566878980889,0.0,False,0.0,inf,,0.0,1.0,,0.0,,,1.0,hydro,0.0,0.010683339993825433,0.0,0.0,182698.73459185107,,,0.0,True,0,inf,0.0,False,,True,False,15703.925981495406,0.0,0.9,0.0,0.0,12.73566878980889
