name,bus,bus0,bus1,bus2,bus3,bus4,efficiency,efficiency2,efficiency3,efficiency4,carrier,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,urban central heat_fraction,services urban decentral heat_fraction,services rural heat_fraction,residential rural heat_fraction,residential urban decentral heat_fraction
BE1 0 services rural gas boiler-2015,,BE1 0 gas,BE1 0 services rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,105.08845844809626,0.0,0.0,0.0,0.0,0.0
BE1 0 services rural oil boiler-2015,,BE1 0 oil,BE1 0 services rural heat,co2 atmosphere,,,0.9,0.2571,1.0,1.0,services rural oil boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,83.51470399842133,0.0,0.0,0.0,0.0,0.0
BE1 0 services rural resistive heater-2019,,BE1 0 low voltage,BE1 0 services rural heat,,,,0.9,1.0,1.0,1.0,services rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,10.12494867007888,0.0,0.0,0.028892271613786925,0.0,0.0
BE1 0 services rural gas boiler-2019,,BE1 0 gas,BE1 0 services rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,84.07076675847702,0.0,0.0,0.0,0.0,0.0
BE1 0 services rural oil boiler-2019,,BE1 0 oil,BE1 0 services rural heat,co2 atmosphere,,,0.9,0.2571,1.0,1.0,services rural oil boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,66.81176319873707,0.0,0.0,0.0,0.0,0.0
BE1 0 services urban decentral resistive heater-2015,,BE1 0 low voltage,BE1 0 services urban decentral heat,,,,0.9,1.0,1.0,1.0,services urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,271.8247469479142,0.0,0.1337366138633034,0.0,0.0,0.0
BE1 0 services urban decentral gas boiler-2015,,BE1 0 gas,BE1 0 services urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2257.0499510159093,0.0,0.0,0.0,0.0,0.0
BE1 0 services urban decentral oil boiler-2015,,BE1 0 oil,BE1 0 services urban decentral heat,co2 atmosphere,,,0.9,0.2571,1.0,1.0,services urban decentral oil boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1793.697056293243,0.0,0.0,0.0,0.0,0.0
BE1 0 services urban decentral resistive heater-2019,,BE1 0 low voltage,BE1 0 services urban decentral heat,,,,0.9,1.0,1.0,1.0,services urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,217.4597975583314,0.0,0.10698929109064273,0.0,0.0,0.0
BE1 0 services urban decentral gas boiler-2019,,BE1 0 gas,BE1 0 services urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1805.639960812728,0.0,0.0,0.0,0.0,0.0
BE1 0 services urban decentral oil boiler-2019,,BE1 0 oil,BE1 0 services urban decentral heat,co2 atmosphere,,,0.9,0.2571,1.0,1.0,services urban decentral oil boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1434.9576450345942,0.0,0.0,0.0,0.0,0.0
BE1 0 PHS,BE1 0,,,,,,,,,,PHS,,,,,,,,,,,,1308.0,0.0,0.0,0.0,0.0,0.0
BE1 0 hydro,BE1 0,,,,,,,,,,hydro,,,,,,,,,,,,12.73566878980889,0.0,0.0,0.0,0.0,0.0
