avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
0,NO,Planned maintenance,A03,Cancelled,2021-08-13 15:00:00+02:00,3Akw3QO3_LH7vpLBEGd9Cw,310.0,Hydro Water Reservoir,50WP00000000389I,Kvilldal,Kvilldal,Kvilldalg4 Hydro,1,MAW,PT60M,2,2021-04-26 07:00:00+02:00
0,NO,Planned maintenance,A03,,2021-04-09 15:00:00+02:00,_7BSCd8yQ5nDSyVrBUigTw,290.0,Hydro Water Reservoir,50WP000000008783,Lang Sima,Lang Sima,Sima G3 Hydro,1,MAW,PT60M,1,2021-04-06 07:00:00+02:00
0,NO,Planned maintenance,A03,,2021-07-02 15:00:00+02:00,8dialMj7cTT0yTotgXdqgQ,310.0,Hydro Water Reservoir,50WP00000000389I,Kvilldal,Kvilldal,Kvilldalg1 Hydro,1,MAW,PT60M,1,2021-06-28 07:00:00+02:00
0,NO,Planned maintenance,A03,,2021-06-25 15:00:00+02:00,dr9QK9fko3tdPX8UeK69Ag,310.0,Hydro Water Reservoir,50WP00000000389I,Kvilldal,Kvilldal,Kvilldalg2 Hydro,1,MAW,PT60M,1,2021-06-21 07:00:00+02:00
0,NO,Planned maintenance,A03,,2021-04-16 15:00:00+02:00,qryb3tAsUBQEubVZkVymRg,160.0,Hydro Water Reservoir,50WP00000000607Y,Saurdal,Saurdal,Saurdal G3 Hydro,1,MAW,PT60M,1,2021-04-12 07:00:00+02:00
0,NO,Planned maintenance,A03,Cancelled,2021-06-04 15:00:00+02:00,DN6gBVx781lodE9dtVVNmg,160.0,Hydro Water Reservoir,50WP00000000607Y,Saurdal,Saurdal,Saurdal G1 Hydro,1,MAW,PT60M,4,2021-05-10 07:00:00+02:00
0,NO,Planned maintenance,A03,Cancelled,2021-06-04 15:00:00+02:00,-ojqhLtv76gXpG0_AB8YpQ,160.0,Hydro Water Reservoir,50WP00000000607Y,Saurdal,Saurdal,Saurdal G2 Hydro,1,MAW,PT60M,3,2021-05-10 07:00:00+02:00
0,NO,Planned maintenance,A03,Cancelled,2021-06-11 15:00:00+02:00,U8qrqqsKx4cuU5et073mkw,290.0,Hydro Water Reservoir,50WP000000003281,Jostedal,Jostedal,Jostedalg1 Hydro,1,MAW,PT60M,2,2021-05-31 07:00:00+02:00
0,NO,Planned maintenance,A03,Cancelled,2021-09-24 15:00:00+02:00,GFa7sbWoQbXXyMvwgoz3Hg,115.0,Hydro Water Reservoir,50WP000000000827,Brokke,Brokke,Brokke G4 Hydro,1,MAW,PT60M,4,2021-08-02 08:00:00+02:00
0,NO,Planned maintenance,A03,,2021-03-04 23:00:00+01:00,2mV0NCdIB92tJ80YWwiI2Q,310.0,Hydro Water Reservoir,50WP00000000389I,Kvilldal,Kvilldal,Kvilldalg4 Hydro,1,MAW,PT60M,10,2020-06-25 08:00:00+02:00
0,NO,Planned maintenance,A03,,2021-01-06 13:00:00+01:00,MGkUttvrmBgYHRUvpxOpng,195.0,Hydro Water Reservoir,50WP00000000771L,Tyin,Tyin,Tyin G2 Hydro,1,MAW,PT60M,2,2021-01-06 08:00:00+01:00
0,NO,Planned maintenance,A03,,2021-01-06 13:30:00+01:00,MGkUttvrmBgYHRUvpxOpng,195.0,Hydro Water Reservoir,50WP00000000771L,Tyin,Tyin,Tyin G2 Hydro,1,MAW,PT30M,2,2021-01-06 13:00:00+01:00
