avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
0,CZ,Planned maintenance,A03,Cancelled,2022-01-24 00:00:00+01:00,vriOxfOu4RndYoNTx7NgBg,187.0,Fossil Hard coal,27W-PU-EDET----M,Dětmarovice,EDET_______,EDET_G1____,1,MAW,PT15M,2,2022-01-21 00:00:00+01:00
0,CZ,Planned maintenance,A03,Cancelled,2022-02-07 00:00:00+01:00,ocPah4NMJFiBRsN0ChpCMA,118.0,Hydro Pumped Storage,27W-PU-EDAL----O,Dalešice,EDAL_______,EDAL_G2____,1,MAW,PT15M,2,2022-01-17 00:00:00+01:00
0,CZ,Planned maintenance,A03,Cancelled,2022-01-21 00:00:00+01:00,l9IL92RMbvl1968QTUleLQ,187.0,Fossil Hard coal,27W-PU-EDET----M,Dětmarovice,EDET_______,EDET_G1____,1,MAW,PT15M,4,2021-12-13 00:00:00+01:00
0,CZ,Planned maintenance,A03,Cancelled,2022-01-18 17:00:00+01:00,r61KlTUNFLJC5K8A4dn83w,470.0,Nuclear,27W-PU-EDUK----1,Dukovany,EDUK_______,EDUK_B1____,1,MAW,PT15M,3,2021-12-24 17:00:00+01:00
0,CZ,Planned maintenance,A03,Cancelled,2022-03-04 00:00:00+01:00,zWWhT4gI1P4hlFJFKalY6w,187.0,Fossil Hard coal,27W-PU-EDET----M,Dětmarovice,EDET_______,EDET_G1____,1,MAW,PT15M,2,2022-01-24 00:00:00+01:00
0,CZ,Planned maintenance,A03,Cancelled,2022-01-21 00:00:00+01:00,-FbaXFrlCtQanMwI8uuXqQ,186.0,Fossil Hard coal,27W-PU-EDET----M,Dětmarovice,EDET_______,EDET_G2____,1,MAW,PT15M,4,2021-12-13 00:00:00+01:00
223.5,CZ,Planned maintenance,A03,Cancelled,2022-01-21 00:00:00+01:00,Q0E1HZKZnCmB1tIjcEuYwQ,470.0,Nuclear,27W-PU-EDUK----1,Dukovany,EDUK_______,EDUK_B1____,1,MAW,PT15M,2,2022-01-18 17:00:00+01:00
0,CZ,Planned maintenance,A03,Cancelled,2022-01-24 00:00:00+01:00,IcidJ-SPkqmB2ww1TylgPA,186.0,Fossil Hard coal,27W-PU-EDET----M,Dětmarovice,EDET_______,EDET_G2____,1,MAW,PT15M,2,2022-01-21 00:00:00+01:00
0,CZ,Planned maintenance,A03,,2022-01-01 00:00:00+01:00,yGF5_FD5Xlxy_srvmkBgEw,470.0,Nuclear,27W-PU-EDUK----1,Dukovany,EDUK_______,EDUK_B2____,1,MAW,PT15M,1,2021-11-26 17:00:00+01:00
0,CZ,Planned maintenance,A03,,2022-01-17 17:00:00+01:00,57jbJeN75hwuVIfUQ96yow,470.0,Nuclear,27W-PU-EDUK----1,Dukovany,EDUK_______,EDUK_B2____,1,MAW,PT15M,1,2021-11-26 17:00:00+01:00
0,CZ,Planned maintenance,A03,,2022-12-31 23:00:00+01:00,XHMg6bFMLV1a5WtN4aKzMg,415.0,Fossil Brown coal/Lignite,27W-PU-EME3----W,Mělník 3,EME3_______,EME3_G11___,1,MAW,PT15M,8,2021-09-10 00:00:00+02:00
0,CZ,Planned maintenance,A03,Cancelled,2023-12-31 23:00:00+01:00,sZYpMej2IDNq5kGYUG1DWg,186.0,Fossil Hard coal,27W-PU-EDET----M,Dětmarovice,EDET_______,EDET_G2____,1,MAW,PT15M,4,2021-08-04 00:00:00+02:00
0,CZ,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,zeNJulmmVoK7lvsJo7dGhg,185.0,Fossil Brown coal/Lignite,27W-PU-EPC1----Y,Počerady,EPC1_______,EPC1_G6____,1,MAW,PT15M,11,2021-08-01 00:00:00+02:00
0,CZ,Planned maintenance,A03,Cancelled,2022-01-19 00:00:00+01:00,yGuS_nMigkMV9gmCLxcUaA,185.0,Fossil Brown coal/Lignite,27W-PU-EPC1----Y,Počerady,EPC1_______,EPC1_G5____,1,MAW,PT15M,3,2022-01-15 00:00:00+01:00
