index,PL -> SE,PL -> SK,PL -> CZ,PL -> LT,PL -> DE
2021-01-01 03:00:00+0000,0.0,459.0,1262.0,0.0,0.0
2021-01-01 04:00:00+0000,0.0,360.0,1124.0,0.0,0.0
2021-01-01 05:00:00+0000,0.0,314.0,1059.0,0.0,0.0
2021-01-01 06:00:00+0000,0.0,260.0,897.0,0.0,0.0
2021-01-01 07:00:00+0000,0.0,231.0,845.0,0.0,0.0
2021-01-01 08:00:00+0000,0.0,181.0,959.0,0.0,0.0
2021-01-01 09:00:00+0000,0.0,181.0,949.0,0.0,0.0
2021-01-01 10:00:00+0000,0.0,81.0,812.0,0.0,0.0
2021-01-01 11:00:00+0000,0.0,65.0,677.0,0.0,0.0
2021-01-01 12:00:00+0000,0.0,55.0,710.0,0.0,0.0
2021-01-01 13:00:00+0000,0.0,154.0,834.0,0.0,0.0
2021-01-01 14:00:00+0000,0.0,141.0,893.0,0.0,0.0
2021-01-01 15:00:00+0000,0.0,229.0,966.0,1.0,0.0
2021-01-01 16:00:00+0000,0.0,307.0,1071.0,177.0,0.0
2021-01-01 17:00:00+0000,0.0,303.0,1091.0,73.0,0.0
2021-01-01 18:00:00+0000,0.0,368.0,1163.0,49.0,0.0
2021-01-01 19:00:00+0000,0.0,409.0,1232.0,0.0,0.0
2021-01-01 20:00:00+0000,0.0,364.0,1136.0,0.0,0.0
2021-01-01 21:00:00+0000,0.0,499.0,1239.0,0.0,0.0
2021-01-01 22:00:00+0000,0.0,535.0,1221.0,0.0,0.0
2021-01-01 23:00:00+0000,0.0,591.0,1455.0,0.0,0.0
2021-01-02 00:00:00+0000,0.0,567.0,1484.0,0.0,0.0
2021-01-02 01:00:00+0000,0.0,548.0,1462.0,0.0,0.0
2021-01-02 02:00:00+0000,0.0,528.0,1397.0,0.0,0.0
2021-01-02 03:00:00+0000,0.0,492.0,1328.0,0.0,0.0
2021-01-02 04:00:00+0000,0.0,452.0,1289.0,0.0,0.0
2021-01-02 05:00:00+0000,0.0,407.0,1215.0,0.0,0.0
2021-01-02 06:00:00+0000,0.0,368.0,1202.0,0.0,0.0
2021-01-02 07:00:00+0000,0.0,416.0,1303.0,0.0,0.0
2021-01-02 08:00:00+0000,0.0,337.0,1144.0,49.0,0.0
2021-01-02 09:00:00+0000,0.0,305.0,1150.0,0.0,0.0
2021-01-02 10:00:00+0000,0.0,312.0,1157.0,0.0,0.0
2021-01-02 11:00:00+0000,0.0,299.0,1098.0,0.0,0.0
2021-01-02 12:00:00+0000,0.0,328.0,1249.0,0.0,0.0
2021-01-02 13:00:00+0000,0.0,363.0,1280.0,0.0,0.0
2021-01-02 14:00:00+0000,0.0,283.0,1229.0,0.0,0.0
2021-01-02 15:00:00+0000,0.0,317.0,1265.0,0.0,0.0
2021-01-02 16:00:00+0000,0.0,369.0,1238.0,0.0,0.0
2021-01-02 17:00:00+0000,0.0,336.0,1092.0,0.0,0.0
2021-01-02 18:00:00+0000,0.0,457.0,1321.0,0.0,0.0
2021-01-02 19:00:00+0000,0.0,546.0,1340.0,0.0,0.0
2021-01-02 20:00:00+0000,0.0,500.0,1286.0,0.0,0.0
2021-01-02 21:00:00+0000,0.0,401.0,1271.0,0.0,0.0
2021-01-02 22:00:00+0000,0.0,345.0,1246.0,0.0,0.0
2021-01-02 23:00:00+0000,0.0,382.0,1234.0,0.0,0.0
2021-01-03 00:00:00+0000,0.0,549.0,1497.0,0.0,0.0
2021-01-03 01:00:00+0000,0.0,560.0,1613.0,0.0,0.0
2021-01-03 02:00:00+0000,0.0,570.0,1593.0,0.0,0.0
2021-01-03 03:00:00+0000,0.0,645.0,1726.0,0.0,0.0
2021-01-03 04:00:00+0000,0.0,646.0,1708.0,0.0,0.0
2021-01-03 05:00:00+0000,0.0,600.0,1629.0,0.0,0.0
2021-01-03 06:00:00+0000,0.0,610.0,1541.0,0.0,0.0
2021-01-03 07:00:00+0000,0.0,583.0,1404.0,0.0,0.0
2021-01-03 08:00:00+0000,0.0,683.0,1602.0,0.0,0.0
2021-01-03 09:00:00+0000,0.0,503.0,1185.0,0.0,0.0
2021-01-03 10:00:00+0000,0.0,497.0,1146.0,0.0,0.0
2021-01-03 11:00:00+0000,0.0,424.0,1012.0,0.0,0.0
2021-01-03 12:00:00+0000,0.0,558.0,1221.0,0.0,0.0
2021-01-03 13:00:00+0000,0.0,577.0,1311.0,0.0,0.0
2021-01-03 14:00:00+0000,0.0,610.0,1284.0,0.0,0.0
2021-01-03 15:00:00+0000,0.0,631.0,1189.0,0.0,0.0
2021-01-03 16:00:00+0000,0.0,749.0,1431.0,0.0,0.0
2021-01-03 17:00:00+0000,0.0,787.0,1532.0,0.0,0.0
2021-01-03 18:00:00+0000,0.0,694.0,1369.0,0.0,0.0
2021-01-03 19:00:00+0000,0.0,617.0,1134.0,0.0,0.0
