index,NO -> SE,NO -> FI,NO -> DK,NO -> NL
2019-01-01 03:00:00+0000,0.0,4.0,0.0,0.0
2019-01-01 04:00:00+0000,0.0,3.0,0.0,2.0
2019-01-01 05:00:00+0000,0.0,0.0,0.0,150.0
2019-01-01 06:00:00+0000,0.0,0.0,0.0,572.0
2019-01-01 07:00:00+0000,0.0,0.0,0.0,32.0
2019-01-01 08:00:00+0000,0.0,0.0,0.0,261.0
2019-01-01 09:00:00+0000,0.0,0.0,0.0,625.0
2019-01-01 10:00:00+0000,0.0,0.0,0.0,671.0
2019-01-01 11:00:00+0000,0.0,0.0,0.0,703.0
2019-01-01 12:00:00+0000,0.0,0.0,0.0,694.0
2019-01-01 13:00:00+0000,0.0,0.0,0.0,336.0
2019-01-01 14:00:00+0000,0.0,0.0,0.0,229.0
2019-01-01 15:00:00+0000,0.0,0.0,0.0,477.0
2019-01-01 16:00:00+0000,0.0,0.0,0.0,665.0
2019-01-01 17:00:00+0000,0.0,0.0,0.0,404.0
2019-01-01 18:00:00+0000,0.0,0.0,0.0,0.0
2019-01-01 19:00:00+0000,0.0,0.0,0.0,0.0
2019-01-01 20:00:00+0000,0.0,0.0,0.0,0.0
2019-01-01 21:00:00+0000,0.0,0.0,0.0,0.0
2019-01-01 22:00:00+0000,0.0,0.0,0.0,0.0
2019-01-01 23:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 00:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 01:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 02:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 03:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 04:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 05:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 06:00:00+0000,0.0,0.0,0.0,0.0
2019-01-02 07:00:00+0000,0.0,0.0,0.0,292.0
2019-01-02 08:00:00+0000,0.0,0.0,0.0,586.0
2019-01-02 09:00:00+0000,0.0,0.0,0.0,484.0
2019-01-02 10:00:00+0000,0.0,0.0,0.0,230.0
2019-01-02 11:00:00+0000,0.0,0.0,0.0,117.0
2019-01-02 12:00:00+0000,0.0,0.0,0.0,386.0
