index,SE -> NO,SE -> LT,SE -> FI,SE -> DE,SE -> DK,SE -> PL
2022-01-01 03:00:00+0000,1074.0,734.0,1091.0,94.0,302.0,498.0
2022-01-01 04:00:00+0000,971.0,726.0,1036.0,0.0,165.0,501.0
2022-01-01 05:00:00+0000,1195.0,412.0,1047.0,0.0,111.0,598.0
2022-01-01 06:00:00+0000,1333.0,429.0,1022.0,0.0,219.0,598.0
2022-01-01 07:00:00+0000,1112.0,231.0,1258.0,0.0,229.0,587.0
2022-01-01 08:00:00+0000,669.0,95.0,1287.0,0.0,349.0,414.0
2022-01-01 09:00:00+0000,488.0,0.0,1364.0,0.0,1011.0,16.0
2022-01-01 10:00:00+0000,452.0,62.0,1462.0,0.0,717.0,0.0
2022-01-01 11:00:00+0000,587.0,0.0,1448.0,0.0,945.0,0.0
2022-01-01 12:00:00+0000,784.0,0.0,1422.0,0.0,844.0,0.0
2022-01-01 13:00:00+0000,696.0,0.0,1466.0,0.0,594.0,0.0
2022-01-01 14:00:00+0000,605.0,218.0,1744.0,0.0,247.0,0.0
2022-01-01 15:00:00+0000,882.0,249.0,1820.0,0.0,227.0,0.0
2022-01-01 16:00:00+0000,1035.0,448.0,2059.0,0.0,4.0,103.0
2022-01-01 17:00:00+0000,1174.0,527.0,2100.0,0.0,0.0,575.0
2022-01-01 18:00:00+0000,1548.0,730.0,2443.0,0.0,0.0,598.0
2022-01-01 19:00:00+0000,1514.0,733.0,2624.0,0.0,190.0,598.0
2022-01-01 20:00:00+0000,1510.0,734.0,2641.0,0.0,241.0,598.0
2022-01-01 21:00:00+0000,1439.0,734.0,2644.0,231.0,384.0,598.0
2022-01-01 22:00:00+0000,1034.0,734.0,2452.0,465.0,698.0,598.0
2022-01-01 23:00:00+0000,1291.0,734.0,2248.0,550.0,830.0,598.0
2022-01-02 00:00:00+0000,1253.0,734.0,2427.0,604.0,778.0,597.0
2022-01-02 01:00:00+0000,1362.0,734.0,2409.0,604.0,521.0,582.0
2022-01-02 02:00:00+0000,1581.0,734.0,2540.0,372.0,8.0,598.0
2022-01-02 03:00:00+0000,1819.0,734.0,2486.0,39.0,0.0,597.0
2022-01-02 04:00:00+0000,2027.0,734.0,2427.0,0.0,0.0,586.0
2022-01-02 05:00:00+0000,2070.0,734.0,2335.0,0.0,0.0,589.0
2022-01-02 06:00:00+0000,1631.0,734.0,2389.0,0.0,0.0,598.0
2022-01-02 07:00:00+0000,1597.0,734.0,2336.0,0.0,0.0,598.0
