02:30 - 02:45,240,0,n/e,n/e,n/e,n/e,36,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1692,2151,0,85,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,820,0
02:45 - 03:00,240,0,n/e,n/e,n/e,n/e,50,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1708,2128,0,66,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,780,0
03:00 - 03:15,240,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1718,2175,0,75,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,672,0
03:15 - 03:30,240,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1701,2165,0,127,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,560,0
03:30 - 03:45,244,0,n/e,n/e,n/e,n/e,50,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1624,2154,0,110,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,520,0
03:45 - 04:00,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1619,2164,0,128,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,436,0
04:00 - 04:15,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1552,2189,0,101,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,320,0
04:15 - 04:30,244,0,n/e,n/e,n/e,n/e,50,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1546,2178,0,112,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,316,0
04:30 - 04:45,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1545,2185,0,116,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,332,0
04:45 - 05:00,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1518,2177,0,108,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,436,0
05:00 - 05:15,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1161,2186,0,120,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,444,0
05:15 - 05:30,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1078,2255,0,76,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,368,0
05:30 - 05:45,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1010,2269,0,94,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,240,0
05:45 - 06:00,244,0,n/e,n/e,n/e,n/e,54,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,983,2270,0,86,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,224,0
06:00 - 06:15,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1087,2280,0,122,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,216,0
06:15 - 06:30,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1057,2302,0,126,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,224,0
06:30 - 06:45,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1068,2357,0,151,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,192,0
06:45 - 07:00,244,0,n/e,n/e,n/e,n/e,51,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1060,2370,0,166,0,n/e,n/e,n/e,n/e,22,0,0,0,8,0,100,0,n/e,n/e,196,0
07:00 - 07:15,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,871,2368,0,125,0,n/e,n/e,n/e,n/e,22,0,0,0,16,0,100,0,n/e,n/e,268,0
07:15 - 07:30,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,834,2394,0,104,0,n/e,n/e,n/e,n/e,22,0,0,0,20,0,100,0,n/e,n/e,308,0
07:30 - 07:45,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,829,2418,0,113,0,n/e,n/e,n/e,n/e,22,0,0,0,24,0,100,0,n/e,n/e,296,0
07:45 - 08:00,244,0,n/e,n/e,n/e,n/e,52,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,830,2448,0,110,0,n/e,n/e,n/e,n/e,22,0,0,0,32,0,100,0,n/e,n/e,216,0
08:00 - 08:15,244,0,n/e,n/e,n/e,n/e,54,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,910,2500,0,149,0,n/e,n/e,n/e,n/e,22,0,0,0,40,0,100,0,n/e,n/e,160,0
08:15 - 08:30,244,0,n/e,n/e,n/e,n/e,57,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,934,2527,0,151,0,n/e,n/e,n/e,n/e,22,0,0,0,56,0,100,0,n/e,n/e,172,0
08:30 - 08:45,244,0,n/e,n/e,n/e,n/e,56,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,986,2563,0,156,0,n/e,n/e,n/e,n/e,22,0,0,0,64,0,100,0,n/e,n/e,228,0
08:45 - 09:00,244,0,n/e,n/e,n/e,n/e,55,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,976,2575,0,154,0,n/e,n/e,n/e,n/e,22,0,0,0,84,0,100,0,n/e,n/e,312,0
09:00 - 09:15,244,0,n/e,n/e,n/e,n/e,56,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,968,2619,0,136,0,n/e,n/e,n/e,n/e,22,0,0,0,96,0,100,0,n/e,n/e,336,0
09:15 - 09:30,244,0,n/e,n/e,n/e,n/e,39,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,996,2613,0,136,0,n/e,n/e,n/e,n/e,22,0,0,0,112,0,100,0,n/e,n/e,348,0
09:30 - 09:45,244,0,n/e,n/e,n/e,n/e,31,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1052,2634,0,142,0,n/e,n/e,n/e,n/e,22,0,0,0,124,0,100,0,n/e,n/e,300,0
09:45 - 10:00,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1044,2673,0,146,0,n/e,n/e,n/e,n/e,22,0,0,0,132,0,100,0,n/e,n/e,232,0
10:00 - 10:15,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1024,2762,0,157,0,n/e,n/e,n/e,n/e,22,0,0,0,144,0,100,0,n/e,n/e,216,0
10:15 - 10:30,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,1005,2735,0,158,0,n/e,n/e,n/e,n/e,22,0,0,0,160,0,100,0,n/e,n/e,240,0
10:30 - 10:45,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,996,2729,0,157,0,n/e,n/e,n/e,n/e,22,0,0,0,168,0,100,0,n/e,n/e,232,0
10:45 - 11:00,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,980,2707,0,168,0,n/e,n/e,n/e,n/e,22,0,0,0,168,0,100,0,n/e,n/e,220,0
11:00 - 11:15,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,806,2721,0,172,0,n/e,n/e,n/e,n/e,22,0,0,0,172,0,100,0,n/e,n/e,200,0
11:15 - 11:30,244,0,n/e,n/e,n/e,n/e,32,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,824,2710,0,203,0,n/e,n/e,n/e,n/e,22,0,0,0,180,0,100,0,n/e,n/e,192,0
11:30 - 11:45,244,0,n/e,n/e,n/e,n/e,31,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,771,2713,0,192,0,n/e,n/e,n/e,n/e,22,0,0,0,180,0,100,0,n/e,n/e,164,0
11:45 - 12:00,244,0,n/e,n/e,n/e,n/e,31,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,829,2683,0,182,0,n/e,n/e,n/e,n/e,22,0,0,0,172,0,100,0,n/e,n/e,136,0
12:00 - 12:15,244,0,n/e,n/e,n/e,n/e,31,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,894,2738,0,152,0,n/e,n/e,n/e,n/e,22,0,0,0,168,0,100,0,n/e,n/e,100,0
12:15 - 12:30,244,0,n/e,n/e,n/e,n/e,30,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,908,2692,0,142,0,n/e,n/e,n/e,n/e,22,0,0,0,168,0,100,0,n/e,n/e,88,0
12:30 - 12:45,244,0,n/e,n/e,n/e,n/e,30,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,904,2694,0,153,0,n/e,n/e,n/e,n/e,22,0,0,0,160,0,100,0,n/e,n/e,84,0
12:45 - 13:00,244,0,n/e,n/e,n/e,n/e,30,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,887,2703,0,190,0,n/e,n/e,n/e,n/e,22,0,0,0,144,0,100,0,n/e,n/e,92,0
13:00 - 13:15,244,0,n/e,n/e,n/e,n/e,30,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,648,2618,0,207,0,n/e,n/e,n/e,n/e,22,0,0,0,132,0,100,0,n/e,n/e,104,0
13:15 - 13:30,244,0,n/e,n/e,n/e,n/e,29,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,536,2600,0,141,0,n/e,n/e,n/e,n/e,22,0,0,0,124,0,100,0,n/e,n/e,104,0
13:30 - 13:45,244,0,n/e,n/e,n/e,n/e,29,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,463,2603,0,131,0,n/e,n/e,n/e,n/e,22,0,0,0,108,0,100,0,n/e,n/e,116,0
13:45 - 14:00,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,439,2566,0,170,0,n/e,n/e,n/e,n/e,22,0,0,0,92,0,100,0,n/e,n/e,116,0
14:00 - 14:15,244,0,n/e,n/e,n/e,n/e,29,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,345,2475,0,152,0,n/e,n/e,n/e,n/e,22,0,0,0,76,0,100,0,n/e,n/e,140,0
14:15 - 14:30,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,314,2444,0,173,0,n/e,n/e,n/e,n/e,22,0,0,0,60,0,100,0,n/e,n/e,148,0
14:30 - 14:45,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,293,2430,0,178,0,n/e,n/e,n/e,n/e,22,0,0,0,44,0,100,0,n/e,n/e,160,0
14:45 - 15:00,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,219,2409,0,192,0,n/e,n/e,n/e,n/e,22,0,0,0,28,0,100,0,n/e,n/e,176,0
15:00 - 15:15,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,242,0,2346,0,219,0,n/e,n/e,n/e,n/e,22,0,0,0,20,0,100,0,n/e,n/e,204,0
15:15 - 15:30,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,331,0,2340,0,161,0,n/e,n/e,n/e,n/e,22,0,0,0,4,0,100,0,n/e,n/e,256,0
15:30 - 15:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,380,0,2357,0,184,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,308,0
15:45 - 16:00,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,454,0,2361,0,216,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,368,0
16:00 - 16:15,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,874,0,2355,0,225,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,440,0
16:15 - 16:30,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,876,0,2330,0,220,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,540,0
16:30 - 16:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,856,0,2344,0,234,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,624,0
16:45 - 17:00,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,810,0,2331,0,233,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,636,0
17:00 - 17:15,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,875,0,2318,0,200,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,604,0
17:15 - 17:30,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,888,0,2359,0,203,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,548,0
17:30 - 17:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,942,0,2383,0,206,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,496,0
17:45 - 18:00,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,992,0,2390,0,212,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,492,0
18:00 - 18:15,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,1238,0,2397,0,219,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,552,0
18:15 - 18:30,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,1216,0,2388,0,212,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,636,0
18:30 - 18:45,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,1182,0,2384,0,201,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,692,0
18:45 - 19:00,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,1112,0,2388,0,196,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,704,0
19:00 - 19:15,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,633,0,2354,0,198,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,708,0
19:15 - 19:30,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,576,0,2327,0,177,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,700,0
19:30 - 19:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,604,0,2291,0,176,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,688,0
19:45 - 20:00,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,585,0,2264,0,177,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,688,0
20:00 - 20:15,244,0,n/e,n/e,n/e,n/e,26,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,226,0,2296,0,131,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,704,0
20:15 - 20:30,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,206,0,2279,0,130,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,712,0
20:30 - 20:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,176,0,2278,0,130,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,724,0
20:45 - 21:00,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,176,0,2270,0,133,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,688,0
21:00 - 21:15,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,213,0,2283,0,130,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,628,0
21:15 - 21:30,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,247,0,2285,0,140,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,548,0
21:30 - 21:45,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,264,0,2288,0,131,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,540,0
21:45 - 22:00,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,204,0,2288,0,133,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,588,0
22:00 - 22:15,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,55,2262,0,195,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,616,0
22:15 - 22:30,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,72,2254,0,183,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,620,0
22:30 - 22:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,80,2215,0,156,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,600,0
22:45 - 23:00,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,143,2179,0,150,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,572,0
23:00 - 23:15,244,0,n/e,n/e,n/e,n/e,28,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,569,2201,0,115,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,556,0
23:15 - 23:30,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,680,2165,0,132,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,588,0
23:30 - 23:45,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,783,2179,0,196,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,668,0
23:45 - 00:00,244,0,n/e,n/e,n/e,n/e,27,0,0,0,0,0,n/e,n/e,n/e,n/e,0,0,0,876,2176,0,180,0,n/e,n/e,n/e,n/e,22,0,0,0,0,0,100,0,n/e,n/e,744,0
