15:00 - 16:00,96,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,765,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,
16:00 - 17:00,96,,n/e,n/e,n/e,n/e,437,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,675,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11,
17:00 - 18:00,96,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,660,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,15,
18:00 - 19:00,96,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,871,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,16,
19:00 - 20:00,96,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,910,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,14,
20:00 - 21:00,97,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,734,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,19,
21:00 - 22:00,97,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,449,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,25,
22:00 - 23:00,97,,n/e,n/e,n/e,n/e,437,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,299,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,17,
23:00 - 00:00,96,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,243,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,22,
00:00 - 01:00,95,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,36,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,18,
01:00 - 02:00,95,,n/e,n/e,n/e,n/e,436,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,35,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,28,
02:00 - 03:00,96,,n/e,n/e,n/e,n/e,437,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,35,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13,
03:00 - 04:00,96,,n/e,n/e,n/e,n/e,437,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,54,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,14,
04:00 - 05:00,97,,n/e,n/e,n/e,n/e,458,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,347,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,17,
05:00 - 06:00,98,,n/e,n/e,n/e,n/e,504,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,468,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,
06:00 - 07:00,98,,n/e,n/e,n/e,n/e,506,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,804,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,20,
07:00 - 08:00,97,,n/e,n/e,n/e,n/e,506,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,826,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,19,
08:00 - 09:00,95,,n/e,n/e,n/e,n/e,506,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,818,,n/e,n/e,n/e,n/e,n/e,n/e,97,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,15,
09:00 - 10:00,95,,n/e,n/e,n/e,n/e,507,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,905,,n/e,n/e,n/e,n/e,n/e,n/e,97,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13,
10:00 - 11:00,95,,n/e,n/e,n/e,n/e,507,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,889,,n/e,n/e,n/e,n/e,n/e,n/e,97,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11,
11:00 - 12:00,95,,n/e,n/e,n/e,n/e,506,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,889,,n/e,n/e,n/e,n/e,n/e,n/e,97,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7,
12:00 - 13:00,96,,n/e,n/e,n/e,n/e,507,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,885,,n/e,n/e,n/e,n/e,n/e,n/e,98,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3,
13:00 - 14:00,98,,n/e,n/e,n/e,n/e,507,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,742,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,
14:00 - 15:00,99,,n/e,n/e,n/e,n/e,507,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,746,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,
15:00 - 16:00,100,,n/e,n/e,n/e,n/e,399,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,811,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6,
16:00 - 17:00,100,,n/e,n/e,n/e,n/e,386,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,759,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,15,
17:00 - 18:00,100,,n/e,n/e,n/e,n/e,386,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,753,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,27,
18:00 - 19:00,100,,n/e,n/e,n/e,n/e,386,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,667,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,28,
19:00 - 20:00,100,,n/e,n/e,n/e,n/e,386,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,568,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,31,
20:00 - 21:00,100,,n/e,n/e,n/e,n/e,387,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,285,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,37,
21:00 - 22:00,99,,n/e,n/e,n/e,n/e,387,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,180,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,44,
22:00 - 23:00,99,,n/e,n/e,n/e,n/e,386,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,131,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,46,
23:00 - 00:00,98,,n/e,n/e,n/e,n/e,385,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,47,
00:00 - 01:00,97,,n/e,n/e,n/e,n/e,384,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,42,
01:00 - 02:00,97,,n/e,n/e,n/e,n/e,384,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,86,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,24,
02:00 - 03:00,97,,n/e,n/e,n/e,n/e,383,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,30,
03:00 - 04:00,98,,n/e,n/e,n/e,n/e,383,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,32,
04:00 - 05:00,98,,n/e,n/e,n/e,n/e,384,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,35,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,27,
05:00 - 06:00,98,,n/e,n/e,n/e,n/e,388,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,224,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,
06:00 - 07:00,99,,n/e,n/e,n/e,n/e,432,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,572,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,
07:00 - 08:00,99,,n/e,n/e,n/e,n/e,432,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,630,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,
08:00 - 09:00,99,,n/e,n/e,n/e,n/e,433,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,728,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,26,
09:00 - 10:00,98,,n/e,n/e,n/e,n/e,433,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,804,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,35,
10:00 - 11:00,98,,n/e,n/e,n/e,n/e,433,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,813,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,46,
11:00 - 12:00,98,,n/e,n/e,n/e,n/e,433,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,818,,n/e,n/e,n/e,n/e,n/e,n/e,100,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,48,
12:00 - 13:00,100,,n/e,n/e,n/e,n/e,435,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,899,,n/e,n/e,n/e,n/e,n/e,n/e,101,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,50,
13:00 - 14:00,102,,n/e,n/e,n/e,n/e,437,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,907,,n/e,n/e,n/e,n/e,n/e,n/e,103,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,50,
14:00 - 15:00,104,,n/e,n/e,n/e,n/e,440,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,908,,n/e,n/e,n/e,n/e,n/e,n/e,104,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,47,
15:00 - 16:00,105,,n/e,n/e,n/e,n/e,517,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,908,,n/e,n/e,n/e,n/e,n/e,n/e,104,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,48,
16:00 - 17:00,105,,n/e,n/e,n/e,n/e,518,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,877,,n/e,n/e,n/e,n/e,n/e,n/e,104,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,48,
17:00 - 18:00,105,,n/e,n/e,n/e,n/e,519,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,904,,n/e,n/e,n/e,n/e,n/e,n/e,105,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,47,
18:00 - 19:00,105,,n/e,n/e,n/e,n/e,520,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,907,,n/e,n/e,n/e,n/e,n/e,n/e,105,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,49,
19:00 - 20:00,108,,n/e,n/e,n/e,n/e,520,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,818,,n/e,n/e,n/e,n/e,n/e,n/e,108,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,49,
20:00 - 21:00,109,,n/e,n/e,n/e,n/e,520,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,655,,n/e,n/e,n/e,n/e,n/e,n/e,108,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,45,
21:00 - 22:00,109,,n/e,n/e,n/e,n/e,520,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,485,,n/e,n/e,n/e,n/e,n/e,n/e,109,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,48,
22:00 - 23:00,101,,n/e,n/e,n/e,n/e,509,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,65,,n/e,n/e,n/e,n/e,n/e,n/e,99,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,43,
23:00 - 00:00,108,,n/e,n/e,n/e,n/e,499,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,108,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,44,
