index,HU -> SI,HU -> RO,HU -> SK,HU -> AT,HU -> HR
2023-03-06 06:30:00+0000,0.0,32.0,,13.0,
2023-03-06 06:45:00+0000,0.0,42.0,,37.0,
2023-03-06 07:00:00+0000,0.0,0.0,0.0,135.0,0.0
2023-03-06 07:15:00+0000,0.0,0.0,,113.0,
2023-03-06 07:30:00+0000,2.0,0.0,,98.0,
2023-03-06 07:45:00+0000,15.0,0.0,,116.0,
2023-03-06 08:00:00+0000,43.0,0.0,0.0,154.0,0.0
2023-03-06 08:15:00+0000,54.0,0.0,,166.0,
2023-03-06 08:30:00+0000,79.0,0.0,,201.0,
2023-03-06 08:45:00+0000,71.0,0.0,,186.0,
2023-03-06 09:00:00+0000,151.0,0.0,0.0,369.0,0.0
2023-03-06 09:15:00+0000,162.0,0.0,,424.0,
2023-03-06 09:30:00+0000,144.0,0.0,,384.0,
2023-03-06 09:45:00+0000,172.0,0.0,,462.0,
2023-03-06 10:00:00+0000,166.0,0.0,0.0,360.0,0.0
2023-03-06 10:15:00+0000,157.0,0.0,,324.0,
2023-03-06 10:30:00+0000,168.0,0.0,,331.0,
2023-03-06 10:45:00+0000,176.0,0.0,,344.0,
2023-03-06 11:00:00+0000,214.0,0.0,0.0,344.0,0.0
2023-03-06 11:15:00+0000,245.0,0.0,,320.0,
2023-03-06 11:30:00+0000,235.0,0.0,,313.0,
2023-03-06 11:45:00+0000,247.0,0.0,,337.0,
2023-03-06 12:00:00+0000,243.0,0.0,0.0,230.0,0.0
2023-03-06 12:15:00+0000,267.0,0.0,,249.0,
2023-03-06 12:30:00+0000,281.0,0.0,,255.0,
2023-03-06 12:45:00+0000,344.0,0.0,,351.0,
2023-03-06 13:00:00+0000,322.0,0.0,0.0,331.0,0.0
2023-03-06 13:15:00+0000,289.0,0.0,,266.0,
2023-03-06 13:30:00+0000,273.0,0.0,,233.0,
2023-03-06 13:45:00+0000,235.0,0.0,,187.0,
2023-03-06 14:00:00+0000,156.0,0.0,0.0,218.0,0.0
2023-03-06 14:15:00+0000,79.0,0.0,,184.0,
2023-03-06 14:30:00+0000,50.0,0.0,,195.0,
2023-03-06 14:45:00+0000,31.0,0.0,,179.0,
2023-03-06 15:00:00+0000,8.0,0.0,0.0,260.0,0.0
2023-03-06 15:15:00+0000,0.0,0.0,,88.0,
2023-03-06 15:30:00+0000,0.0,0.0,,77.0,
2023-03-06 15:45:00+0000,0.0,0.0,,44.0,
2023-03-06 16:00:00+0000,0.0,0.0,0.0,5.0,0.0
2023-03-06 16:15:00+0000,0.0,6.0,,0.0,
2023-03-06 16:30:00+0000,0.0,17.0,,0.0,
2023-03-06 16:45:00+0000,0.0,0.0,,0.0,
2023-03-06 17:00:00+0000,0.0,6.0,0.0,0.0,0.0
2023-03-06 17:15:00+0000,0.0,0.0,,0.0,
2023-03-06 17:30:00+0000,0.0,5.0,,0.0,
2023-03-06 17:45:00+0000,0.0,0.0,,0.0,
2023-03-06 18:00:00+0000,0.0,3.0,0.0,0.0,0.0
2023-03-06 18:15:00+0000,2.0,0.0,,0.0,
2023-03-06 18:30:00+0000,1.0,0.0,,0.0,
2023-03-06 18:45:00+0000,7.0,1.0,,0.0,
2023-03-06 19:00:00+0000,2.0,21.0,0.0,0.0,1.0
2023-03-06 19:15:00+0000,4.0,25.0,,0.0,
2023-03-06 19:30:00+0000,16.0,0.0,,0.0,
2023-03-06 19:45:00+0000,9.0,27.0,,0.0,
2023-03-06 20:00:00+0000,91.0,33.0,0.0,0.0,117.0
2023-03-06 20:15:00+0000,140.0,0.0,,0.0,
2023-03-06 20:30:00+0000,136.0,0.0,,0.0,
2023-03-06 20:45:00+0000,147.0,1.0,,0.0,
2023-03-06 21:00:00+0000,174.0,8.0,0.0,0.0,242.0
2023-03-06 21:15:00+0000,201.0,0.0,,0.0,
2023-03-06 21:30:00+0000,201.0,0.0,,0.0,
2023-03-06 21:45:00+0000,200.0,0.0,,0.0,
2023-03-06 22:00:00+0000,216.0,5.0,0.0,0.0,214.0
2023-03-06 22:15:00+0000,232.0,0.0,,0.0,
2023-03-06 22:30:00+0000,225.0,0.0,,0.0,
2023-03-06 22:45:00+0000,210.0,0.0,,0.0,
2023-03-06 23:00:00+0000,275.0,0.0,0.0,0.0,286.0
2023-03-06 23:15:00+0000,256.0,0.0,,0.0,
2023-03-06 23:30:00+0000,259.0,0.0,,0.0,
2023-03-06 23:45:00+0000,254.0,0.0,,0.0,
2023-03-07 00:00:00+0000,282.0,0.0,0.0,0.0,184.0
2023-03-07 00:15:00+0000,268.0,0.0,,0.0,
2023-03-07 00:30:00+0000,279.0,0.0,,0.0,
2023-03-07 00:45:00+0000,278.0,0.0,,0.0,
2023-03-07 01:00:00+0000,290.0,0.0,0.0,0.0,167.0
2023-03-07 01:15:00+0000,276.0,0.0,,0.0,
2023-03-07 01:30:00+0000,280.0,0.0,,0.0,
2023-03-07 01:45:00+0000,291.0,0.0,,0.0,
2023-03-07 02:00:00+0000,300.0,0.0,0.0,0.0,124.0
2023-03-07 02:15:00+0000,292.0,0.0,,0.0,
2023-03-07 02:30:00+0000,304.0,0.0,,0.0,
2023-03-07 02:45:00+0000,298.0,0.0,,0.0,
2023-03-07 03:00:00+0000,273.0,0.0,0.0,0.0,64.0
2023-03-07 03:15:00+0000,254.0,0.0,,0.0,
2023-03-07 03:30:00+0000,234.0,0.0,,0.0,
2023-03-07 03:45:00+0000,220.0,0.0,,0.0,
2023-03-07 04:00:00+0000,252.0,0.0,0.0,0.0,161.0
2023-03-07 04:15:00+0000,243.0,0.0,,0.0,
2023-03-07 04:30:00+0000,239.0,0.0,,0.0,
2023-03-07 04:45:00+0000,228.0,1.0,,0.0,
2023-03-07 05:00:00+0000,152.0,0.0,0.0,0.0,3.0
2023-03-07 05:15:00+0000,104.0,0.0,,0.0,
2023-03-07 05:30:00+0000,92.0,1.0,,0.0,
2023-03-07 05:45:00+0000,101.0,0.0,,0.0,
2023-03-07 06:00:00+0000,53.0,0.0,0.0,0.0,0.0
2023-03-07 06:15:00+0000,64.0,0.0,,0.0,
2023-03-07 06:30:00+0000,70.0,0.0,,0.0,
2023-03-07 06:45:00+0000,76.0,0.0,,0.0,
2023-03-07 07:00:00+0000,149.0,0.0,0.0,92.0,0.0
2023-03-07 07:15:00+0000,147.0,0.0,,45.0,
2023-03-07 07:30:00+0000,145.0,0.0,,20.0,
2023-03-07 07:45:00+0000,141.0,0.0,,37.0,
2023-03-07 08:00:00+0000,151.0,0.0,0.0,6.0,0.0
2023-03-07 08:15:00+0000,149.0,0.0,,0.0,
2023-03-07 08:30:00+0000,149.0,0.0,,0.0,
2023-03-07 08:45:00+0000,186.0,0.0,,0.0,
2023-03-07 09:00:00+0000,298.0,0.0,0.0,85.0,0.0
2023-03-07 09:15:00+0000,326.0,0.0,,127.0,
2023-03-07 09:30:00+0000,305.0,0.0,,59.0,
2023-03-07 09:45:00+0000,296.0,0.0,,5.0,
2023-03-07 10:00:00+0000,318.0,0.0,0.0,1.0,0.0
2023-03-07 10:15:00+0000,367.0,0.0,,4.0,
2023-03-07 10:30:00+0000,372.0,0.0,,6.0,
2023-03-07 10:45:00+0000,360.0,0.0,,0.0,
2023-03-07 11:00:00+0000,380.0,0.0,0.0,0.0,0.0
2023-03-07 11:15:00+0000,413.0,0.0,,0.0,
2023-03-07 11:30:00+0000,376.0,0.0,,0.0,
2023-03-07 11:45:00+0000,370.0,0.0,,0.0,
2023-03-07 12:00:00+0000,400.0,0.0,0.0,0.0,0.0
2023-03-07 12:15:00+0000,405.0,0.0,,0.0,
2023-03-07 12:30:00+0000,381.0,0.0,,0.0,
2023-03-07 12:45:00+0000,399.0,0.0,,0.0,
2023-03-07 13:00:00+0000,385.0,0.0,0.0,0.0,0.0
2023-03-07 13:15:00+0000,357.0,0.0,,0.0,
2023-03-07 13:30:00+0000,341.0,0.0,,0.0,
2023-03-07 13:45:00+0000,347.0,0.0,,0.0,
2023-03-07 14:00:00+0000,341.0,0.0,0.0,0.0,0.0
2023-03-07 14:15:00+0000,347.0,0.0,,0.0,
2023-03-07 14:30:00+0000,349.0,0.0,,0.0,
2023-03-07 14:45:00+0000,315.0,0.0,,0.0,
2023-03-07 15:00:00+0000,262.0,0.0,0.0,0.0,0.0
2023-03-07 15:15:00+0000,213.0,0.0,,0.0,
2023-03-07 15:30:00+0000,201.0,0.0,,0.0,
2023-03-07 15:45:00+0000,203.0,0.0,,0.0,
2023-03-07 16:00:00+0000,160.0,0.0,0.0,0.0,0.0
2023-03-07 16:15:00+0000,126.0,0.0,,0.0,
2023-03-07 16:30:00+0000,106.0,8.0,,0.0,
2023-03-07 16:45:00+0000,80.0,8.0,,0.0,
2023-03-07 17:00:00+0000,32.0,109.0,0.0,0.0,0.0
2023-03-07 17:15:00+0000,67.0,130.0,,0.0,
2023-03-07 17:30:00+0000,73.0,70.0,,0.0,
2023-03-07 17:45:00+0000,70.0,50.0,,0.0,
2023-03-07 18:00:00+0000,45.0,15.0,0.0,0.0,0.0
2023-03-07 18:15:00+0000,60.0,6.0,,0.0,
2023-03-07 18:30:00+0000,69.0,19.0,,0.0,
2023-03-07 18:45:00+0000,84.0,5.0,,0.0,
2023-03-07 19:00:00+0000,115.0,57.0,0.0,0.0,0.0
2023-03-07 19:15:00+0000,128.0,51.0,,0.0,
2023-03-07 19:30:00+0000,133.0,62.0,,0.0,
2023-03-07 19:45:00+0000,122.0,27.0,,0.0,
2023-03-07 20:00:00+0000,187.0,8.0,0.0,0.0,39.0
2023-03-07 20:15:00+0000,197.0,1.0,,0.0,
2023-03-07 20:30:00+0000,204.0,0.0,,0.0,
2023-03-07 20:45:00+0000,196.0,0.0,,0.0,
2023-03-07 21:00:00+0000,238.0,0.0,0.0,0.0,34.0
2023-03-07 21:15:00+0000,265.0,0.0,,17.0,
2023-03-07 21:30:00+0000,273.0,0.0,,89.0,
2023-03-07 21:45:00+0000,279.0,0.0,,132.0,
2023-03-07 22:00:00+0000,346.0,0.0,0.0,70.0,147.0
2023-03-07 22:15:00+0000,358.0,0.0,,123.0,
2023-03-07 22:30:00+0000,339.0,0.0,,121.0,
2023-03-07 22:45:00+0000,324.0,0.0,,38.0,
2023-03-07 23:00:00+0000,318.0,0.0,0.0,152.0,55.0
2023-03-07 23:15:00+0000,312.0,4.0,,154.0,
2023-03-07 23:30:00+0000,315.0,15.0,,104.0,
2023-03-07 23:45:00+0000,323.0,12.0,,84.0,
2023-03-08 00:00:00+0000,352.0,2.0,0.0,131.0,58.0
2023-03-08 00:15:00+0000,364.0,0.0,,153.0,
2023-03-08 00:30:00+0000,376.0,0.0,,147.0,
2023-03-08 00:45:00+0000,366.0,0.0,,91.0,
2023-03-08 01:00:00+0000,383.0,0.0,0.0,79.0,28.0
2023-03-08 01:15:00+0000,389.0,1.0,,24.0,
2023-03-08 01:30:00+0000,377.0,0.0,,25.0,
2023-03-08 01:45:00+0000,361.0,3.0,,64.0,
2023-03-08 02:00:00+0000,347.0,1.0,0.0,123.0,0.0
2023-03-08 02:15:00+0000,317.0,4.0,,92.0,
2023-03-08 02:30:00+0000,322.0,15.0,,67.0,
2023-03-08 02:45:00+0000,327.0,4.0,,76.0,
2023-03-08 03:00:00+0000,343.0,9.0,0.0,38.0,1.0
2023-03-08 03:15:00+0000,335.0,22.0,,1.0,
2023-03-08 03:30:00+0000,329.0,14.0,,0.0,
2023-03-08 03:45:00+0000,307.0,24.0,,0.0,
2023-03-08 04:00:00+0000,280.0,23.0,0.0,0.0,2.0
2023-03-08 04:15:00+0000,272.0,68.0,,0.0,
2023-03-08 04:30:00+0000,267.0,91.0,,0.0,
2023-03-08 04:45:00+0000,241.0,96.0,,0.0,
2023-03-08 05:00:00+0000,119.0,148.0,0.0,0.0,0.0
2023-03-08 05:15:00+0000,76.0,188.0,,0.0,
2023-03-08 05:30:00+0000,74.0,183.0,,0.0,
2023-03-08 05:45:00+0000,67.0,155.0,,0.0,
2023-03-08 06:00:00+0000,2.0,119.0,0.0,0.0,0.0
2023-03-08 06:15:00+0000,0.0,100.0,,0.0,
2023-03-08 06:30:00+0000,0.0,106.0,,0.0,
2023-03-08 06:45:00+0000,0.0,90.0,,0.0,
2023-03-08 07:00:00+0000,0.0,60.0,0.0,0.0,0.0
2023-03-08 07:15:00+0000,0.0,36.0,,0.0,
2023-03-08 07:30:00+0000,0.0,31.0,,0.0,
2023-03-08 07:45:00+0000,6.0,8.0,,4.0,
2023-03-08 08:00:00+0000,61.0,0.0,0.0,247.0,0.0
2023-03-08 08:15:00+0000,57.0,0.0,,306.0,
2023-03-08 08:30:00+0000,55.0,0.0,,381.0,
2023-03-08 08:45:00+0000,45.0,0.0,,412.0,
2023-03-08 09:00:00+0000,173.0,0.0,0.0,677.0,0.0
2023-03-08 09:15:00+0000,167.0,0.0,,647.0,
2023-03-08 09:30:00+0000,187.0,0.0,,724.0,
2023-03-08 09:45:00+0000,200.0,0.0,,734.0,
2023-03-08 10:00:00+0000,281.0,0.0,0.0,851.0,0.0
2023-03-08 10:15:00+0000,305.0,0.0,,868.0,
2023-03-08 10:30:00+0000,292.0,0.0,,779.0,
2023-03-08 10:45:00+0000,279.0,0.0,,713.0,
2023-03-08 11:00:00+0000,275.0,0.0,0.0,649.0,0.0
2023-03-08 11:15:00+0000,281.0,0.0,,510.0,
2023-03-08 11:30:00+0000,267.0,0.0,,404.0,
2023-03-08 11:45:00+0000,286.0,0.0,,333.0,
2023-03-08 12:00:00+0000,292.0,0.0,2.0,180.0,0.0
2023-03-08 12:15:00+0000,290.0,0.0,,122.0,
2023-03-08 12:30:00+0000,310.0,0.0,,126.0,
2023-03-08 12:45:00+0000,297.0,0.0,,144.0,
2023-03-08 13:00:00+0000,267.0,0.0,6.0,83.0,0.0
2023-03-08 13:15:00+0000,242.0,0.0,,67.0,
2023-03-08 13:30:00+0000,238.0,0.0,,125.0,
2023-03-08 13:45:00+0000,209.0,0.0,,179.0,
2023-03-08 14:00:00+0000,131.0,0.0,71.0,96.0,0.0
2023-03-08 14:15:00+0000,115.0,0.0,,22.0,
2023-03-08 14:30:00+0000,88.0,0.0,,1.0,
2023-03-08 14:45:00+0000,73.0,0.0,,0.0,
2023-03-08 15:00:00+0000,36.0,0.0,1.0,0.0,0.0
2023-03-08 15:15:00+0000,6.0,2.0,,0.0,
2023-03-08 15:30:00+0000,0.0,3.0,,0.0,
2023-03-08 15:45:00+0000,0.0,0.0,,0.0,
2023-03-08 16:00:00+0000,0.0,1.0,0.0,0.0,0.0
2023-03-08 16:15:00+0000,0.0,6.0,,0.0,
2023-03-08 16:30:00+0000,0.0,0.0,,0.0,
2023-03-08 16:45:00+0000,0.0,6.0,,0.0,
2023-03-08 17:00:00+0000,0.0,78.0,0.0,0.0,0.0
2023-03-08 17:15:00+0000,0.0,36.0,,0.0,
2023-03-08 17:30:00+0000,0.0,29.0,,0.0,
2023-03-08 17:45:00+0000,0.0,23.0,,0.0,
2023-03-08 18:00:00+0000,0.0,14.0,0.0,0.0,0.0
2023-03-08 18:15:00+0000,0.0,28.0,,0.0,
2023-03-08 18:30:00+0000,0.0,25.0,,0.0,
2023-03-08 18:45:00+0000,0.0,37.0,,0.0,
2023-03-08 19:00:00+0000,0.0,24.0,0.0,0.0,0.0
2023-03-08 19:15:00+0000,0.0,43.0,,0.0,
2023-03-08 19:30:00+0000,15.0,7.0,,0.0,
2023-03-08 19:45:00+0000,39.0,0.0,,0.0,
2023-03-08 20:00:00+0000,99.0,3.0,0.0,0.0,0.0
2023-03-08 20:15:00+0000,118.0,10.0,,0.0,
2023-03-08 20:30:00+0000,133.0,5.0,,0.0,
2023-03-08 20:45:00+0000,146.0,13.0,,0.0,
2023-03-08 21:00:00+0000,156.0,57.0,0.0,0.0,0.0
2023-03-08 21:15:00+0000,171.0,77.0,,0.0,
2023-03-08 21:30:00+0000,177.0,23.0,,0.0,
2023-03-08 21:45:00+0000,207.0,12.0,,0.0,
2023-03-08 22:00:00+0000,228.0,4.0,0.0,0.0,0.0
2023-03-08 22:15:00+0000,222.0,2.0,,0.0,
2023-03-08 22:30:00+0000,196.0,0.0,,0.0,
2023-03-08 22:45:00+0000,201.0,0.0,,0.0,
2023-03-08 23:00:00+0000,256.0,6.0,0.0,0.0,3.0
2023-03-08 23:15:00+0000,286.0,0.0,,1.0,
2023-03-08 23:30:00+0000,269.0,0.0,,5.0,
2023-03-08 23:45:00+0000,286.0,0.0,,79.0,
2023-03-09 00:00:00+0000,307.0,0.0,0.0,195.0,0.0
2023-03-09 00:15:00+0000,294.0,0.0,,167.0,
2023-03-09 00:30:00+0000,306.0,0.0,,159.0,
2023-03-09 00:45:00+0000,315.0,0.0,,200.0,
2023-03-09 01:00:00+0000,315.0,0.0,0.0,311.0,0.0
2023-03-09 01:15:00+0000,297.0,0.0,,356.0,
2023-03-09 01:30:00+0000,299.0,0.0,,392.0,
2023-03-09 01:45:00+0000,305.0,0.0,,268.0,
2023-03-09 02:00:00+0000,293.0,0.0,0.0,120.0,0.0
2023-03-09 02:15:00+0000,274.0,0.0,,89.0,
2023-03-09 02:30:00+0000,300.0,0.0,,38.0,
2023-03-09 02:45:00+0000,298.0,0.0,,70.0,
2023-03-09 03:00:00+0000,277.0,0.0,0.0,14.0,0.0
2023-03-09 03:15:00+0000,265.0,0.0,,0.0,
2023-03-09 03:30:00+0000,262.0,0.0,,0.0,
2023-03-09 03:45:00+0000,252.0,0.0,,0.0,
2023-03-09 04:00:00+0000,217.0,0.0,0.0,0.0,0.0
2023-03-09 04:15:00+0000,180.0,7.0,,0.0,
2023-03-09 04:30:00+0000,185.0,19.0,,0.0,
2023-03-09 04:45:00+0000,191.0,16.0,,0.0,
2023-03-09 05:00:00+0000,74.0,16.0,0.0,0.0,0.0
2023-03-09 05:15:00+0000,32.0,12.0,,0.0,
2023-03-09 05:30:00+0000,56.0,10.0,,0.0,
2023-03-09 05:45:00+0000,68.0,4.0,,0.0,
2023-03-09 06:00:00+0000,1.0,0.0,0.0,0.0,0.0
2023-03-09 06:15:00+0000,0.0,0.0,,0.0,
2023-03-09 06:30:00+0000,0.0,0.0,,0.0,
2023-03-09 06:45:00+0000,0.0,0.0,,0.0,
2023-03-09 07:00:00+0000,0.0,0.0,8.0,0.0,0.0
2023-03-09 07:15:00+0000,0.0,0.0,,0.0,
2023-03-09 07:30:00+0000,0.0,0.0,,0.0,
2023-03-09 07:45:00+0000,0.0,0.0,,0.0,
2023-03-09 08:00:00+0000,0.0,0.0,24.0,0.0,0.0
2023-03-09 08:15:00+0000,0.0,0.0,,0.0,
2023-03-09 08:30:00+0000,0.0,0.0,,0.0,
2023-03-09 08:45:00+0000,0.0,0.0,,5.0,
2023-03-09 09:00:00+0000,21.0,0.0,142.0,76.0,0.0
2023-03-09 09:15:00+0000,27.0,0.0,,75.0,
2023-03-09 09:30:00+0000,32.0,0.0,,17.0,
2023-03-09 09:45:00+0000,50.0,0.0,,0.0,
2023-03-09 10:00:00+0000,72.0,0.0,209.0,0.0,0.0
2023-03-09 10:15:00+0000,81.0,0.0,,0.0,
2023-03-09 10:30:00+0000,80.0,0.0,,0.0,
2023-03-09 10:45:00+0000,99.0,0.0,,0.0,
2023-03-09 11:00:00+0000,122.0,0.0,420.0,0.0,0.0
2023-03-09 11:15:00+0000,143.0,0.0,,0.0,
2023-03-09 11:30:00+0000,123.0,0.0,,0.0,
2023-03-09 11:45:00+0000,134.0,0.0,,0.0,
2023-03-09 12:00:00+0000,134.0,0.0,480.0,0.0,0.0
2023-03-09 12:15:00+0000,141.0,0.0,,0.0,
2023-03-09 12:30:00+0000,147.0,0.0,,0.0,
2023-03-09 12:45:00+0000,170.0,0.0,,0.0,
2023-03-09 13:00:00+0000,192.0,0.0,237.0,0.0,0.0
2023-03-09 13:15:00+0000,179.0,0.0,,0.0,
2023-03-09 13:30:00+0000,167.0,0.0,,0.0,
2023-03-09 13:45:00+0000,140.0,0.0,,0.0,
2023-03-09 14:00:00+0000,163.0,0.0,211.0,0.0,0.0
2023-03-09 14:15:00+0000,142.0,0.0,,0.0,
2023-03-09 14:30:00+0000,146.0,0.0,,0.0,
2023-03-09 14:45:00+0000,113.0,0.0,,0.0,
2023-03-09 15:00:00+0000,53.0,0.0,12.0,0.0,0.0
2023-03-09 15:15:00+0000,31.0,0.0,,0.0,
2023-03-09 15:30:00+0000,16.0,0.0,,0.0,
2023-03-09 15:45:00+0000,5.0,0.0,,0.0,
2023-03-09 16:00:00+0000,0.0,4.0,0.0,0.0,0.0
2023-03-09 16:15:00+0000,0.0,3.0,,0.0,
2023-03-09 16:30:00+0000,0.0,2.0,,0.0,
2023-03-09 16:45:00+0000,0.0,4.0,,0.0,
2023-03-09 17:00:00+0000,0.0,99.0,0.0,0.0,0.0
2023-03-09 17:15:00+0000,0.0,17.0,,0.0,
2023-03-09 17:30:00+0000,0.0,0.0,,0.0,
2023-03-09 17:45:00+0000,0.0,0.0,,0.0,
2023-03-09 18:00:00+0000,0.0,3.0,0.0,0.0,0.0
2023-03-09 18:15:00+0000,0.0,1.0,,0.0,
2023-03-09 18:30:00+0000,0.0,0.0,,0.0,
2023-03-09 18:45:00+0000,0.0,4.0,,0.0,
2023-03-09 19:00:00+0000,0.0,0.0,0.0,0.0,0.0
2023-03-09 19:15:00+0000,0.0,1.0,,0.0,
2023-03-09 19:30:00+0000,0.0,0.0,,0.0,
2023-03-09 19:45:00+0000,0.0,0.0,,0.0,
2023-03-09 20:00:00+0000,44.0,0.0,0.0,0.0,0.0
2023-03-09 20:15:00+0000,78.0,0.0,,0.0,
2023-03-09 20:30:00+0000,73.0,0.0,,0.0,
2023-03-09 20:45:00+0000,102.0,0.0,,10.0,
2023-03-09 21:00:00+0000,136.0,0.0,0.0,9.0,0.0
2023-03-09 21:15:00+0000,136.0,0.0,,0.0,
2023-03-09 21:30:00+0000,155.0,0.0,,21.0,
2023-03-09 21:45:00+0000,162.0,0.0,,45.0,
2023-03-09 22:00:00+0000,164.0,0.0,0.0,3.0,0.0
2023-03-09 22:15:00+0000,213.0,0.0,,38.0,
2023-03-09 22:30:00+0000,232.0,0.0,,125.0,
2023-03-09 22:45:00+0000,236.0,0.0,,142.0,
2023-03-09 23:00:00+0000,275.0,0.0,0.0,128.0,0.0
2023-03-09 23:15:00+0000,295.0,0.0,,118.0,
2023-03-09 23:30:00+0000,261.0,0.0,,33.0,
2023-03-09 23:45:00+0000,280.0,0.0,,86.0,
2023-03-10 00:00:00+0000,287.0,0.0,0.0,136.0,0.0
2023-03-10 00:15:00+0000,274.0,0.0,,114.0,
2023-03-10 00:30:00+0000,294.0,0.0,,138.0,
2023-03-10 00:45:00+0000,296.0,0.0,,143.0,
2023-03-10 01:00:00+0000,310.0,0.0,0.0,192.0,0.0
2023-03-10 01:15:00+0000,277.0,0.0,,140.0,
2023-03-10 01:30:00+0000,291.0,0.0,,203.0,
2023-03-10 01:45:00+0000,282.0,0.0,,216.0,
2023-03-10 02:00:00+0000,253.0,0.0,0.0,139.0,0.0
2023-03-10 02:15:00+0000,274.0,0.0,,167.0,
2023-03-10 02:30:00+0000,262.0,0.0,,143.0,
2023-03-10 02:45:00+0000,253.0,9.0,,111.0,
2023-03-10 03:00:00+0000,229.0,54.0,0.0,11.0,0.0
2023-03-10 03:15:00+0000,255.0,58.0,,2.0,
2023-03-10 03:30:00+0000,236.0,53.0,,0.0,
2023-03-10 03:45:00+0000,211.0,84.0,,0.0,
2023-03-10 04:00:00+0000,214.0,78.0,0.0,0.0,32.0
2023-03-10 04:15:00+0000,219.0,170.0,,0.0,
2023-03-10 04:30:00+0000,224.0,178.0,,0.0,
2023-03-10 04:45:00+0000,227.0,210.0,,0.0,
2023-03-10 05:00:00+0000,205.0,217.0,0.0,0.0,0.0
2023-03-10 05:15:00+0000,195.0,214.0,,0.0,
2023-03-10 05:30:00+0000,205.0,209.0,,0.0,
2023-03-10 05:45:00+0000,181.0,238.0,,0.0,
2023-03-10 06:00:00+0000,66.0,305.0,0.0,0.0,0.0
2023-03-10 06:15:00+0000,43.0,284.0,,0.0,
2023-03-10 06:30:00+0000,74.0,268.0,,0.0,
2023-03-10 06:45:00+0000,80.0,255.0,,0.0,
2023-03-10 07:00:00+0000,67.0,207.0,0.0,0.0,0.0
2023-03-10 07:15:00+0000,45.0,184.0,,0.0,
2023-03-10 07:30:00+0000,36.0,153.0,,0.0,
2023-03-10 07:45:00+0000,49.0,137.0,,0.0,
2023-03-10 08:00:00+0000,151.0,20.0,0.0,110.0,0.0
2023-03-10 08:15:00+0000,198.0,0.0,,226.0,
2023-03-10 08:30:00+0000,186.0,1.0,,188.0,
2023-03-10 08:45:00+0000,195.0,7.0,,181.0,
2023-03-10 09:00:00+0000,316.0,0.0,0.0,442.0,0.0
2023-03-10 09:15:00+0000,324.0,0.0,,471.0,
2023-03-10 09:30:00+0000,298.0,0.0,,452.0,
2023-03-10 09:45:00+0000,324.0,0.0,,518.0,
2023-03-10 10:00:00+0000,387.0,0.0,0.0,579.0,0.0
2023-03-10 10:15:00+0000,384.0,0.0,,551.0,
2023-03-10 10:30:00+0000,396.0,0.0,,582.0,
2023-03-10 10:45:00+0000,371.0,0.0,,577.0,
2023-03-10 11:00:00+0000,348.0,0.0,0.0,614.0,0.0
2023-03-10 11:15:00+0000,310.0,0.0,,591.0,
2023-03-10 11:30:00+0000,304.0,0.0,,583.0,
2023-03-10 11:45:00+0000,292.0,0.0,,602.0,
2023-03-10 12:00:00+0000,269.0,0.0,0.0,503.0,0.0
2023-03-10 12:15:00+0000,256.0,0.0,,432.0,
2023-03-10 12:30:00+0000,254.0,0.0,,324.0,
2023-03-10 12:45:00+0000,262.0,0.0,,239.0,
2023-03-10 13:00:00+0000,229.0,0.0,0.0,142.0,0.0
2023-03-10 13:15:00+0000,198.0,0.0,,53.0,
2023-03-10 13:30:00+0000,215.0,0.0,,124.0,
2023-03-10 13:45:00+0000,226.0,0.0,,222.0,
2023-03-10 14:00:00+0000,227.0,0.0,0.0,330.0,0.0
2023-03-10 14:15:00+0000,205.0,0.0,,345.0,
2023-03-10 14:30:00+0000,207.0,0.0,,342.0,
2023-03-10 14:45:00+0000,171.0,0.0,,271.0,
2023-03-10 15:00:00+0000,131.0,0.0,0.0,260.0,0.0
2023-03-10 15:15:00+0000,81.0,0.0,,24.0,
2023-03-10 15:30:00+0000,83.0,0.0,,47.0,
2023-03-10 15:45:00+0000,72.0,0.0,,96.0,
2023-03-10 16:00:00+0000,2.0,0.0,0.0,8.0,0.0
2023-03-10 16:15:00+0000,0.0,0.0,,0.0,
2023-03-10 16:30:00+0000,1.0,0.0,,0.0,
2023-03-10 16:45:00+0000,0.0,0.0,,0.0,
2023-03-10 17:00:00+0000,0.0,0.0,0.0,0.0,0.0
2023-03-10 17:15:00+0000,6.0,0.0,,0.0,
2023-03-10 17:30:00+0000,18.0,0.0,,0.0,
2023-03-10 17:45:00+0000,46.0,0.0,,0.0,
2023-03-10 18:00:00+0000,3.0,0.0,0.0,0.0,0.0
2023-03-10 18:15:00+0000,4.0,0.0,,0.0,
2023-03-10 18:30:00+0000,20.0,0.0,,0.0,
2023-03-10 18:45:00+0000,46.0,0.0,,0.0,
2023-03-10 19:00:00+0000,107.0,0.0,0.0,0.0,0.0
2023-03-10 19:15:00+0000,130.0,0.0,,0.0,
2023-03-10 19:30:00+0000,139.0,0.0,,0.0,
2023-03-10 19:45:00+0000,152.0,0.0,,0.0,
2023-03-10 20:00:00+0000,170.0,0.0,0.0,0.0,0.0
2023-03-10 20:15:00+0000,196.0,0.0,,0.0,
2023-03-10 20:30:00+0000,233.0,0.0,,0.0,
2023-03-10 20:45:00+0000,256.0,0.0,,0.0,
2023-03-10 21:00:00+0000,238.0,0.0,0.0,0.0,0.0
