19:00 - 20:00,195,,2413,,48,,548,,6022,,295,,n/e,n/e,n/e,n/e,n/e,n/e,758,,263,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4240
20:00 - 21:00,195,,2353,,49,,561,,6051,,300,,n/e,n/e,n/e,n/e,n/e,n/e,588,,235,,7,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3943
21:00 - 22:00,195,,2405,,47,,580,,5814,,302,,n/e,n/e,n/e,n/e,n/e,n/e,346,,228,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3451
22:00 - 23:00,213,,2421,,49,,583,,5788,,302,,n/e,n/e,n/e,n/e,n/e,n/e,75,,228,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3009
23:00 - 00:00,242,,2534,,51,,616,,5947,,302,,n/e,n/e,n/e,n/e,n/e,n/e,30,,222,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2742
00:00 - 01:00,243,,2452,,53,,665,,5882,,303,,n/e,n/e,n/e,n/e,n/e,n/e,10,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2457
01:00 - 02:00,242,,2483,,52,,739,,5858,,302,,n/e,n/e,n/e,n/e,n/e,n/e,0,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2099
02:00 - 03:00,241,,2515,,50,,768,,5759,,301,,n/e,n/e,n/e,n/e,n/e,n/e,0,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2216
03:00 - 04:00,242,,2645,,49,,785,,6166,,302,,n/e,n/e,n/e,n/e,n/e,n/e,0,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2476
04:00 - 05:00,242,,2806,,51,,798,,6604,,303,,n/e,n/e,n/e,n/e,n/e,n/e,0,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2981
05:00 - 06:00,243,,3005,,51,,963,,7386,,304,,n/e,n/e,n/e,n/e,n/e,n/e,3,,220,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3611
06:00 - 07:00,249,,3171,,51,,955,,7537,,298,,n/e,n/e,n/e,n/e,n/e,n/e,19,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,15,,n/e,n/e,n/e,n/e,4418
07:00 - 08:00,248,,3282,,50,,1042,,7340,,299,,n/e,n/e,n/e,n/e,n/e,n/e,822,,227,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,252,,n/e,n/e,n/e,n/e,5153
08:00 - 09:00,249,,3436,,47,,1094,,7339,,300,,n/e,n/e,n/e,n/e,n/e,n/e,536,,236,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,900,,n/e,n/e,n/e,n/e,5317
09:00 - 10:00,249,,3742,,46,,1013,,7018,,297,,n/e,n/e,n/e,n/e,n/e,n/e,8,,237,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1535,,n/e,n/e,n/e,n/e,5311
10:00 - 11:00,249,,3891,,43,,1057,,6629,,299,,n/e,n/e,n/e,n/e,n/e,n/e,0,,237,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1887,,n/e,n/e,n/e,n/e,5125
11:00 - 12:00,249,,4029,,39,,1168,,6803,,297,,n/e,n/e,n/e,n/e,n/e,n/e,0,,233,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1851,,n/e,n/e,n/e,n/e,4957
12:00 - 13:00,250,,4049,,42,,1372,,6862,,295,,n/e,n/e,n/e,n/e,n/e,n/e,0,,233,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1404,,n/e,n/e,n/e,n/e,4922
13:00 - 14:00,249,,4222,,43,,1423,,6802,,297,,n/e,n/e,n/e,n/e,n/e,n/e,134,,239,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,772,,n/e,n/e,n/e,n/e,5303
14:00 - 15:00,250,,4166,,43,,1489,,6934,,296,,n/e,n/e,n/e,n/e,n/e,n/e,393,,268,,50,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,201,,n/e,n/e,n/e,n/e,5647
15:00 - 16:00,249,,4134,,44,,1634,,7335,,295,,n/e,n/e,n/e,n/e,n/e,n/e,856,,276,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11,,n/e,n/e,n/e,n/e,6006
16:00 - 17:00,249,,4205,,43,,1591,,7239,,294,,n/e,n/e,n/e,n/e,n/e,n/e,746,,275,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6217
17:00 - 18:00,249,,4174,,43,,1433,,6936,,292,,n/e,n/e,n/e,n/e,n/e,n/e,627,,274,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6492
18:00 - 19:00,249,,4118,,44,,1427,,6745,,292,,n/e,n/e,n/e,n/e,n/e,n/e,576,,273,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6544
19:00 - 20:00,241,,4036,,44,,1429,,6618,,290,,n/e,n/e,n/e,n/e,n/e,n/e,356,,273,,7,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6465
20:00 - 21:00,249,,3776,,44,,1437,,6647,,287,,n/e,n/e,n/e,n/e,n/e,n/e,53,,243,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6230
21:00 - 22:00,243,,2798,,47,,1380,,6314,,285,,n/e,n/e,n/e,n/e,n/e,n/e,0,,230,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6040
22:00 - 23:00,241,,2730,,50,,1365,,6347,,286,,n/e,n/e,n/e,n/e,n/e,n/e,0,,222,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5700
23:00 - 00:00,244,,3063,,52,,1234,,6367,,285,,n/e,n/e,n/e,n/e,n/e,n/e,0,,213,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5690
00:00 - 01:00,243,,3352,,52,,1212,,6420,,287,,n/e,n/e,n/e,n/e,n/e,n/e,0,,212,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5630
01:00 - 02:00,242,,3314,,52,,1218,,6322,,288,,n/e,n/e,n/e,n/e,n/e,n/e,0,,212,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5492
02:00 - 03:00,241,,3029,,52,,1216,,6262,,283,,n/e,n/e,n/e,n/e,n/e,n/e,0,,212,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5513
03:00 - 04:00,242,,3333,,52,,1215,,6474,,285,,n/e,n/e,n/e,n/e,n/e,n/e,0,,211,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5673
04:00 - 05:00,243,,3445,,53,,1219,,6600,,288,,n/e,n/e,n/e,n/e,n/e,n/e,0,,211,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5502
05:00 - 06:00,243,,3955,,53,,1236,,6807,,289,,n/e,n/e,n/e,n/e,n/e,n/e,0,,211,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5436
06:00 - 07:00,250,,4718,,53,,1408,,7567,,288,,n/e,n/e,n/e,n/e,n/e,n/e,0,,212,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,,n/e,n/e,n/e,n/e,5493
07:00 - 08:00,250,,4951,,53,,1334,,7587,,279,,n/e,n/e,n/e,n/e,n/e,n/e,0,,230,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,287,,n/e,n/e,n/e,n/e,5326
08:00 - 09:00,250,,4954,,54,,1397,,7255,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,235,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1157,,n/e,n/e,n/e,n/e,5436
09:00 - 10:00,249,,4713,,53,,1503,,6966,,277,,n/e,n/e,n/e,n/e,n/e,n/e,105,,237,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2021,,n/e,n/e,n/e,n/e,5416
10:00 - 11:00,250,,4597,,49,,1516,,6954,,280,,n/e,n/e,n/e,n/e,n/e,n/e,68,,238,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2329,,n/e,n/e,n/e,n/e,5422
11:00 - 12:00,249,,4609,,48,,1563,,7022,,287,,n/e,n/e,n/e,n/e,n/e,n/e,8,,246,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2157,,n/e,n/e,n/e,n/e,5241
12:00 - 13:00,250,,4802,,48,,1578,,7174,,282,,n/e,n/e,n/e,n/e,n/e,n/e,0,,246,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1647,,n/e,n/e,n/e,n/e,4892
13:00 - 14:00,250,,5470,,48,,1607,,7347,,285,,n/e,n/e,n/e,n/e,n/e,n/e,0,,260,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,792,,n/e,n/e,n/e,n/e,4493
14:00 - 15:00,249,,6012,,47,,1700,,7925,,286,,n/e,n/e,n/e,n/e,n/e,n/e,95,,260,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,168,,n/e,n/e,n/e,n/e,3983
15:00 - 16:00,248,,6116,,48,,1835,,8312,,284,,n/e,n/e,n/e,n/e,n/e,n/e,682,,263,,50,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8,,n/e,n/e,n/e,n/e,3721
16:00 - 17:00,249,,6115,,48,,1826,,8325,,286,,n/e,n/e,n/e,n/e,n/e,n/e,1036,,276,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3571
17:00 - 18:00,250,,6079,,46,,1751,,8477,,290,,n/e,n/e,n/e,n/e,n/e,n/e,697,,281,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3497
18:00 - 19:00,250,,6089,,44,,1723,,8443,,290,,n/e,n/e,n/e,n/e,n/e,n/e,341,,274,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3274
19:00 - 20:00,250,,6088,,46,,1659,,7923,,287,,n/e,n/e,n/e,n/e,n/e,n/e,111,,270,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2919
20:00 - 21:00,249,,5734,,47,,1648,,7422,,289,,n/e,n/e,n/e,n/e,n/e,n/e,6,,252,,7,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2826
21:00 - 22:00,244,,4973,,51,,1518,,7127,,297,,n/e,n/e,n/e,n/e,n/e,n/e,0,,217,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2539
22:00 - 23:00,242,,4271,,54,,1502,,6977,,294,,n/e,n/e,n/e,n/e,n/e,n/e,1,,214,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2456
23:00 - 00:00,243,,4062,,50,,1456,,7059,,290,,n/e,n/e,n/e,n/e,n/e,n/e,50,,206,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2275
00:00 - 01:00,242,,3770,,50,,1483,,7008,,291,,n/e,n/e,n/e,n/e,n/e,n/e,10,,201,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2123
01:00 - 02:00,188,,3520,,51,,1569,,6964,,293,,n/e,n/e,n/e,n/e,n/e,n/e,0,,199,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2155
02:00 - 03:00,182,,3445,,51,,1594,,6997,,291,,n/e,n/e,n/e,n/e,n/e,n/e,0,,199,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2238
03:00 - 04:00,206,,3506,,52,,1589,,7018,,290,,n/e,n/e,n/e,n/e,n/e,n/e,0,,199,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2763
04:00 - 05:00,244,,3607,,51,,1589,,6991,,291,,n/e,n/e,n/e,n/e,n/e,n/e,0,,199,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3143
05:00 - 06:00,242,,4732,,49,,1618,,7368,,294,,n/e,n/e,n/e,n/e,n/e,n/e,203,,200,,50,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3655
06:00 - 07:00,250,,4931,,50,,1651,,8162,,292,,n/e,n/e,n/e,n/e,n/e,n/e,827,,200,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12,,n/e,n/e,n/e,n/e,4379
07:00 - 08:00,250,,4846,,49,,1607,,8129,,295,,n/e,n/e,n/e,n/e,n/e,n/e,517,,230,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,413,,n/e,n/e,n/e,n/e,5127
08:00 - 09:00,251,,4357,,49,,1575,,7830,,297,,n/e,n/e,n/e,n/e,n/e,n/e,179,,243,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1390,,n/e,n/e,n/e,n/e,5435
09:00 - 10:00,248,,3693,,46,,1549,,7540,,299,,n/e,n/e,n/e,n/e,n/e,n/e,164,,241,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1990,,n/e,n/e,n/e,n/e,5676
10:00 - 11:00,249,,3943,,46,,1567,,7041,,293,,n/e,n/e,n/e,n/e,n/e,n/e,152,,235,,7,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1996,,n/e,n/e,n/e,n/e,5836
11:00 - 12:00,249,,4471,,46,,1499,,6992,,285,,n/e,n/e,n/e,n/e,n/e,n/e,152,,239,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1613,,n/e,n/e,n/e,n/e,6283
12:00 - 13:00,249,,4595,,45,,1502,,7127,,285,,n/e,n/e,n/e,n/e,n/e,n/e,132,,237,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,875,,n/e,n/e,n/e,n/e,6634
13:00 - 14:00,249,,4650,,45,,1522,,7202,,276,,n/e,n/e,n/e,n/e,n/e,n/e,46,,229,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,387,,n/e,n/e,n/e,n/e,6868
14:00 - 15:00,249,,4715,,46,,1512,,7173,,273,,n/e,n/e,n/e,n/e,n/e,n/e,132,,236,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,143,,n/e,n/e,n/e,n/e,7088
15:00 - 16:00,259,,4914,,47,,1524,,7658,,262,,n/e,n/e,n/e,n/e,n/e,n/e,340,,241,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,,n/e,n/e,n/e,n/e,7335
16:00 - 17:00,256,,4726,,46,,1503,,7376,,263,,n/e,n/e,n/e,n/e,n/e,n/e,559,,246,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7456
17:00 - 18:00,248,,4421,,48,,1509,,7307,,264,,n/e,n/e,n/e,n/e,n/e,n/e,455,,246,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7576
18:00 - 19:00,248,,4441,,49,,1507,,7369,,269,,n/e,n/e,n/e,n/e,n/e,n/e,75,,246,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7551
19:00 - 20:00,249,,4265,,50,,1517,,7260,,271,,n/e,n/e,n/e,n/e,n/e,n/e,236,,241,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7452
20:00 - 21:00,250,,3490,,51,,1491,,7170,,266,,n/e,n/e,n/e,n/e,n/e,n/e,131,,225,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7315
21:00 - 22:00,244,,3087,,52,,1483,,6753,,267,,n/e,n/e,n/e,n/e,n/e,n/e,37,,208,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7177
22:00 - 23:00,241,,1792,,52,,1504,,6288,,270,,n/e,n/e,n/e,n/e,n/e,n/e,7,,197,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7220
23:00 - 00:00,192,,1710,,52,,1468,,6413,,267,,n/e,n/e,n/e,n/e,n/e,n/e,0,,206,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7262
00:00 - 01:00,167,,1679,,52,,1404,,6343,,266,,n/e,n/e,n/e,n/e,n/e,n/e,0,,206,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7246
01:00 - 02:00,175,,1458,,52,,1373,,6179,,266,,n/e,n/e,n/e,n/e,n/e,n/e,0,,206,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7319
02:00 - 03:00,182,,1606,,52,,1423,,6317,,263,,n/e,n/e,n/e,n/e,n/e,n/e,0,,206,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7286
03:00 - 04:00,177,,1668,,53,,1402,,6169,,265,,n/e,n/e,n/e,n/e,n/e,n/e,0,,206,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7356
04:00 - 05:00,170,,2214,,54,,1433,,6262,,266,,n/e,n/e,n/e,n/e,n/e,n/e,3,,205,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7305
05:00 - 06:00,181,,3096,,55,,1538,,6593,,262,,n/e,n/e,n/e,n/e,n/e,n/e,177,,204,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,7469
06:00 - 07:00,115,,3470,,52,,1516,,7338,,265,,n/e,n/e,n/e,n/e,n/e,n/e,424,,205,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8,,n/e,n/e,n/e,n/e,7420
07:00 - 08:00,165,,4045,,49,,1536,,7503,,263,,n/e,n/e,n/e,n/e,n/e,n/e,265,,211,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,122,,n/e,n/e,n/e,n/e,7346
08:00 - 09:00,235,,4238,,45,,1467,,7367,,263,,n/e,n/e,n/e,n/e,n/e,n/e,15,,218,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,479,,n/e,n/e,n/e,n/e,7353
09:00 - 10:00,250,,4011,,44,,1447,,6933,,262,,n/e,n/e,n/e,n/e,n/e,n/e,0,,222,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,959,,n/e,n/e,n/e,n/e,7393
10:00 - 11:00,251,,4079,,44,,1454,,6956,,260,,n/e,n/e,n/e,n/e,n/e,n/e,0,,222,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1132,,n/e,n/e,n/e,n/e,7360
11:00 - 12:00,258,,4241,,42,,1449,,7072,,257,,n/e,n/e,n/e,n/e,n/e,n/e,0,,229,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,921,,n/e,n/e,n/e,n/e,7292
12:00 - 13:00,258,,4503,,41,,1393,,7180,,258,,n/e,n/e,n/e,n/e,n/e,n/e,0,,221,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,7087
13:00 - 14:00,253,,4665,,42,,1364,,7163,,264,,n/e,n/e,n/e,n/e,n/e,n/e,71,,239,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,335,,n/e,n/e,n/e,n/e,6812
14:00 - 15:00,250,,4924,,46,,1408,,7233,,269,,n/e,n/e,n/e,n/e,n/e,n/e,127,,250,,50,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,86,,n/e,n/e,n/e,n/e,6544
15:00 - 16:00,248,,5055,,46,,1414,,7498,,271,,n/e,n/e,n/e,n/e,n/e,n/e,673,,250,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3,,n/e,n/e,n/e,n/e,6341
16:00 - 17:00,248,,5121,,46,,1449,,7691,,277,,n/e,n/e,n/e,n/e,n/e,n/e,263,,251,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,6147
17:00 - 18:00,248,,5089,,47,,1445,,7710,,271,,n/e,n/e,n/e,n/e,n/e,n/e,336,,259,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5849
18:00 - 19:00,248,,5098,,47,,1444,,7656,,267,,n/e,n/e,n/e,n/e,n/e,n/e,449,,262,,57,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5573
19:00 - 20:00,250,,5139,,47,,1445,,7642,,270,,n/e,n/e,n/e,n/e,n/e,n/e,331,,259,,7,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5044
20:00 - 21:00,251,,4869,,47,,1449,,7250,,281,,n/e,n/e,n/e,n/e,n/e,n/e,148,,258,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4557
21:00 - 22:00,243,,4638,,48,,1451,,7053,,293,,n/e,n/e,n/e,n/e,n/e,n/e,62,,258,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3802
