00:00 - 01:00,231,,2432,,63,,1903,,8318,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,171,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,474,
01:00 - 02:00,232,,2499,,62,,1900,,8120,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,170,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,429,
02:00 - 03:00,230,,2543,,63,,1889,,8058,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,171,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,438,
03:00 - 04:00,233,,2525,,62,,1870,,8099,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,170,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,432,
04:00 - 05:00,241,,2366,,63,,1863,,8137,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,170,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,427,
05:00 - 06:00,243,,2423,,61,,1885,,8266,,272,,n/e,n/e,n/e,n/e,n/e,n/e,0,,171,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,428,
06:00 - 07:00,243,,2457,,61,,1886,,8177,,273,,n/e,n/e,n/e,n/e,n/e,n/e,0,,170,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,,n/e,n/e,n/e,n/e,407,
07:00 - 08:00,244,,2461,,61,,1886,,8248,,274,,n/e,n/e,n/e,n/e,n/e,n/e,0,,170,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,44,,n/e,n/e,n/e,n/e,377,
08:00 - 09:00,242,,2715,,61,,1869,,8193,,276,,n/e,n/e,n/e,n/e,n/e,n/e,0,,177,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,142,,n/e,n/e,n/e,n/e,347,
09:00 - 10:00,241,,3123,,61,,1882,,8171,,275,,n/e,n/e,n/e,n/e,n/e,n/e,11,,180,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,307,,n/e,n/e,n/e,n/e,283,
10:00 - 11:00,242,,3425,,62,,1886,,8198,,275,,n/e,n/e,n/e,n/e,n/e,n/e,77,,179,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,273,,n/e,n/e,n/e,n/e,225,
11:00 - 12:00,244,,3552,,62,,1870,,8166,,277,,n/e,n/e,n/e,n/e,n/e,n/e,171,,171,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,240,,n/e,n/e,n/e,n/e,204,
12:00 - 13:00,243,,3701,,63,,1870,,8299,,277,,n/e,n/e,n/e,n/e,n/e,n/e,224,,171,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,175,,n/e,n/e,n/e,n/e,182,
13:00 - 14:00,243,,3727,,64,,1877,,8397,,278,,n/e,n/e,n/e,n/e,n/e,n/e,280,,174,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,233,
14:00 - 15:00,242,,3801,,62,,1891,,8489,,279,,n/e,n/e,n/e,n/e,n/e,n/e,291,,174,,38,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11,,n/e,n/e,n/e,n/e,288,
15:00 - 16:00,242,,4132,,63,,1920,,8912,,279,,n/e,n/e,n/e,n/e,n/e,n/e,258,,174,,43,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,306,
16:00 - 17:00,241,,4383,,63,,1931,,9306,,280,,n/e,n/e,n/e,n/e,n/e,n/e,217,,189,,43,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,311,
17:00 - 18:00,243,,4426,,64,,1910,,9284,,279,,n/e,n/e,n/e,n/e,n/e,n/e,117,,210,,43,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,317,
18:00 - 19:00,242,,4434,,64,,1926,,9328,,279,,n/e,n/e,n/e,n/e,n/e,n/e,23,,210,,43,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,343,
19:00 - 20:00,243,,4316,,65,,1900,,8939,,278,,n/e,n/e,n/e,n/e,n/e,n/e,0,,184,,43,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,384,
20:00 - 21:00,244,,4123,,66,,1884,,8523,,277,,n/e,n/e,n/e,n/e,n/e,n/e,0,,175,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,431,
21:00 - 22:00,243,,3696,,66,,1882,,8376,,277,,n/e,n/e,n/e,n/e,n/e,n/e,0,,176,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,428,
22:00 - 23:00,241,,2964,,65,,1863,,8319,,276,,n/e,n/e,n/e,n/e,n/e,n/e,0,,174,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,471,
23:00 - 00:00,232,,2961,,65,,1878,,8007,,276,,n/e,n/e,n/e,n/e,n/e,n/e,0,,166,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,485,
00:00 - 01:00,230,,2924,,64,,1861,,7973,,275,,n/e,n/e,n/e,n/e,n/e,n/e,0,,166,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,508,
01:00 - 02:00,232,,2818,,65,,1855,,7910,,274,,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,578,
