Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,IM_S01ENTRUP_ETQCHIOTAS_1,1064.0,1.0,IT,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03RNCVUP_RONCOVALG_1,1000.0,1.0,IT,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S15PRSNUP_PRESENZAN_1,985.0,1.0,IT,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03EDLOUP_EDOLO_1,950.0,1.0,IT,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S08PLCNUP_PIACENZA_4,806.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S18SCMRUP_SMRICRICHI_1,885.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S06TRVCUP_TORVISCOSA_1,867.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CCGT_CASSANO_UP_OEAEMAE_31922,0.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03SRMDUP_SERMIDE_4,766.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03ACMNUP_CASSANO_2,748.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S01CHVSUP_CHIVASSO_1,820.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S05PMARUP_LEVANTE_5,817.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S16CDMNUP_SRGNPGLCNT_1,810.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S18EADSUP_ALTOMONTE_1,808.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03CDTLUP_CNTRLDTRNL_1,800.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03TRBGUP_TURBIGO_4,800.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S12TRRVUP_TRRVLDLIGA_5,790.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_0300653UP_CCGTPRILIA_1,787.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S07VTDRUP_VADOTERM_5,760.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S01ECLFUP_NCTLVRNFRR_1,776.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S14TERMUP_NRGAMOLISE_1,769.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03TVZZUP_TAVAZZANO_5,740.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S19TCRMUP_TERMINI_I_6,756.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_1129698UP_CNTRLFLVCR_7,525.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S03OSTGUP_OSTIGLIA_12,751.0,1.0,IT,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IMAI_PREM-GROSIO_1,737.0,1.0,IT,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S12TRRLUP_TORREVALN_3,625.0,1.0,IT,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IM_S12TRRLUP_TORREVALN_2,625.0,1.0,IT,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
