00:00 - 01:00,873,,n/e,n/e,n/e,n/e,568,,671,,1,,n/e,n/e,435,,n/e,n/e,n/e,n/e,1377,,n/e,n/e,n/e,n/e,2791,,87,,43,,n/e,n/e,7,,n/e,n/e,904,
01:00 - 02:00,856,,n/e,n/e,n/e,n/e,573,,664,,1,,n/e,n/e,445,,n/e,n/e,n/e,n/e,1277,,n/e,n/e,n/e,n/e,2791,,87,,43,,n/e,n/e,7,,n/e,n/e,923,
02:00 - 03:00,858,,n/e,n/e,n/e,n/e,583,,657,,1,,n/e,n/e,440,,n/e,n/e,n/e,n/e,1199,,n/e,n/e,n/e,n/e,2791,,87,,43,,n/e,n/e,7,,n/e,n/e,911,
03:00 - 04:00,874,,n/e,n/e,n/e,n/e,598,,655,,1,,n/e,n/e,445,,n/e,n/e,n/e,n/e,1175,,n/e,n/e,n/e,n/e,2792,,87,,43,,n/e,n/e,7,,n/e,n/e,924,
04:00 - 05:00,870,,n/e,n/e,n/e,n/e,606,,653,,1,,n/e,n/e,453,,n/e,n/e,n/e,n/e,1195,,n/e,n/e,n/e,n/e,2792,,87,,43,,n/e,n/e,7,,n/e,n/e,867,
05:00 - 06:00,861,,n/e,n/e,n/e,n/e,597,,653,,1,,n/e,n/e,458,,n/e,n/e,n/e,n/e,1231,,n/e,n/e,n/e,n/e,2792,,88,,43,,n/e,n/e,7,,n/e,n/e,863,
06:00 - 07:00,850,,n/e,n/e,n/e,n/e,591,,647,,1,,n/e,n/e,455,,n/e,n/e,n/e,n/e,1321,,n/e,n/e,n/e,n/e,2792,,89,,43,,n/e,n/e,7,,n/e,n/e,829,
07:00 - 08:00,863,,n/e,n/e,n/e,n/e,595,,643,,1,,n/e,n/e,444,,n/e,n/e,n/e,n/e,1399,,n/e,n/e,n/e,n/e,2792,,89,,43,,n/e,n/e,7,,n/e,n/e,798,
08:00 - 09:00,885,,n/e,n/e,n/e,n/e,589,,645,,1,,n/e,n/e,447,,n/e,n/e,n/e,n/e,1389,,n/e,n/e,n/e,n/e,2792,,88,,43,,n/e,n/e,7,,n/e,n/e,792,
09:00 - 10:00,883,,n/e,n/e,n/e,n/e,579,,643,,1,,n/e,n/e,449,,n/e,n/e,n/e,n/e,1300,,n/e,n/e,n/e,n/e,2792,,87,,43,,n/e,n/e,7,,n/e,n/e,760,
10:00 - 11:00,874,,n/e,n/e,n/e,n/e,567,,631,,1,,n/e,n/e,449,,n/e,n/e,n/e,n/e,1355,,n/e,n/e,n/e,n/e,2792,,86,,43,,n/e,n/e,7,,n/e,n/e,728,
11:00 - 12:00,867,,n/e,n/e,n/e,n/e,571,,626,,1,,n/e,n/e,449,,n/e,n/e,n/e,n/e,1410,,n/e,n/e,n/e,n/e,2792,,85,,43,,n/e,n/e,7,,n/e,n/e,670,
12:00 - 13:00,888,,n/e,n/e,n/e,n/e,575,,629,,1,,n/e,n/e,455,,n/e,n/e,n/e,n/e,1432,,n/e,n/e,n/e,n/e,2792,,85,,43,,n/e,n/e,7,,n/e,n/e,646,
13:00 - 14:00,867,,n/e,n/e,n/e,n/e,585,,631,,1,,n/e,n/e,461,,n/e,n/e,n/e,n/e,1547,,n/e,n/e,n/e,n/e,2792,,83,,43,,n/e,n/e,7,,n/e,n/e,593,
14:00 - 15:00,868,,n/e,n/e,n/e,n/e,607,,638,,1,,n/e,n/e,469,,n/e,n/e,n/e,n/e,1702,,n/e,n/e,n/e,n/e,2793,,83,,43,,n/e,n/e,7,,n/e,n/e,582,
15:00 - 16:00,875,,n/e,n/e,n/e,n/e,600,,637,,1,,n/e,n/e,469,,n/e,n/e,n/e,n/e,1774,,n/e,n/e,n/e,n/e,2792,,83,,43,,n/e,n/e,7,,n/e,n/e,600,
16:00 - 17:00,884,,n/e,n/e,n/e,n/e,587,,642,,1,,n/e,n/e,473,,n/e,n/e,n/e,n/e,1895,,n/e,n/e,n/e,n/e,2792,,83,,43,,n/e,n/e,7,,n/e,n/e,555,
17:00 - 18:00,879,,n/e,n/e,n/e,n/e,583,,647,,1,,n/e,n/e,461,,n/e,n/e,n/e,n/e,1947,,n/e,n/e,n/e,n/e,2793,,83,,43,,n/e,n/e,7,,n/e,n/e,521,
18:00 - 19:00,873,,n/e,n/e,n/e,n/e,596,,658,,1,,n/e,n/e,458,,n/e,n/e,n/e,n/e,1968,,n/e,n/e,n/e,n/e,2792,,83,,43,,n/e,n/e,7,,n/e,n/e,499,
19:00 - 20:00,873,,n/e,n/e,n/e,n/e,609,,661,,1,,n/e,n/e,455,,n/e,n/e,n/e,n/e,1875,,n/e,n/e,n/e,n/e,2791,,83,,43,,n/e,n/e,7,,n/e,n/e,474,
20:00 - 21:00,863,,n/e,n/e,n/e,n/e,627,,654,,1,,n/e,n/e,453,,n/e,n/e,n/e,n/e,1676,,n/e,n/e,n/e,n/e,2791,,83,,43,,n/e,n/e,7,,n/e,n/e,466,
21:00 - 22:00,862,,n/e,n/e,n/e,n/e,630,,649,,1,,n/e,n/e,451,,n/e,n/e,n/e,n/e,1690,,n/e,n/e,n/e,n/e,2792,,82,,43,,n/e,n/e,7,,n/e,n/e,430,
22:00 - 23:00,857,,n/e,n/e,n/e,n/e,627,,645,,1,,n/e,n/e,438,,n/e,n/e,n/e,n/e,1531,,n/e,n/e,n/e,n/e,2792,,80,,43,,n/e,n/e,7,,n/e,n/e,402,
23:00 - 00:00,842,,n/e,n/e,n/e,n/e,624,,641,,1,,n/e,n/e,423,,n/e,n/e,n/e,n/e,1244,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,385,
00:00 - 01:00,837,,n/e,n/e,n/e,n/e,608,,638,,1,,n/e,n/e,403,,n/e,n/e,n/e,n/e,1072,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,352,
01:00 - 02:00,823,,n/e,n/e,n/e,n/e,609,,631,,1,,n/e,n/e,404,,n/e,n/e,n/e,n/e,1042,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,315,
02:00 - 03:00,820,,n/e,n/e,n/e,n/e,608,,623,,1,,n/e,n/e,408,,n/e,n/e,n/e,n/e,1077,,n/e,n/e,n/e,n/e,2791,,76,,43,,n/e,n/e,7,,n/e,n/e,255,
03:00 - 04:00,817,,n/e,n/e,n/e,n/e,603,,622,,1,,n/e,n/e,410,,n/e,n/e,n/e,n/e,1116,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,237,
04:00 - 05:00,839,,n/e,n/e,n/e,n/e,605,,622,,1,,n/e,n/e,412,,n/e,n/e,n/e,n/e,1246,,n/e,n/e,n/e,n/e,2791,,76,,43,,n/e,n/e,7,,n/e,n/e,225,
05:00 - 06:00,845,,n/e,n/e,n/e,n/e,606,,640,,1,,n/e,n/e,436,,n/e,n/e,n/e,n/e,1286,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,215,
06:00 - 07:00,864,,n/e,n/e,n/e,n/e,601,,656,,1,,n/e,n/e,463,,n/e,n/e,n/e,n/e,1548,,n/e,n/e,n/e,n/e,2793,,76,,43,,n/e,n/e,7,,n/e,n/e,189,
07:00 - 08:00,887,,n/e,n/e,n/e,n/e,602,,705,,1,,n/e,n/e,474,,n/e,n/e,n/e,n/e,1830,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,179,
08:00 - 09:00,892,,n/e,n/e,n/e,n/e,610,,765,,1,,n/e,n/e,476,,n/e,n/e,n/e,n/e,2020,,n/e,n/e,n/e,n/e,2795,,76,,43,,n/e,n/e,7,,n/e,n/e,157,
09:00 - 10:00,882,,n/e,n/e,n/e,n/e,588,,776,,63,,n/e,n/e,487,,n/e,n/e,n/e,n/e,1989,,n/e,n/e,n/e,n/e,2792,,76,,43,,n/e,n/e,7,,n/e,n/e,140,
10:00 - 11:00,885,,n/e,n/e,n/e,n/e,600,,761,,1,,n/e,n/e,489,,n/e,n/e,n/e,n/e,2029,,n/e,n/e,n/e,n/e,2791,,76,,43,,n/e,n/e,7,,n/e,n/e,129,
11:00 - 12:00,887,,n/e,n/e,n/e,n/e,598,,758,,1,,n/e,n/e,487,,n/e,n/e,n/e,n/e,2056,,n/e,n/e,n/e,n/e,2791,,76,,43,,n/e,n/e,7,,n/e,n/e,119,
12:00 - 13:00,893,,n/e,n/e,n/e,n/e,596,,760,,1,,n/e,n/e,492,,n/e,n/e,n/e,n/e,2019,,n/e,n/e,n/e,n/e,2791,,76,,43,,n/e,n/e,7,,n/e,n/e,110,
13:00 - 14:00,891,,n/e,n/e,n/e,n/e,591,,753,,1,,n/e,n/e,487,,n/e,n/e,n/e,n/e,2016,,n/e,n/e,n/e,n/e,2790,,76,,43,,n/e,n/e,7,,n/e,n/e,96,
14:00 - 15:00,898,,n/e,n/e,n/e,n/e,580,,754,,1,,n/e,n/e,481,,n/e,n/e,n/e,n/e,2048,,n/e,n/e,n/e,n/e,2791,,76,,43,,n/e,n/e,7,,n/e,n/e,128,
