00:00 - 01:00,78,,n/e,n/e,n/e,n/e,850,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,537,49,,n/e,n/e,n/e,n/e,4949,,412,,n/e,n/e,0,,222,,1983,,2192,
01:00 - 02:00,78,,n/e,n/e,n/e,n/e,865,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,601,49,,n/e,n/e,n/e,n/e,4948,,419,,n/e,n/e,0,,220,,1976,,2191,
02:00 - 03:00,75,,n/e,n/e,n/e,n/e,832,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,649,49,,n/e,n/e,n/e,n/e,4951,,416,,n/e,n/e,0,,217,,1923,,2164,
03:00 - 04:00,78,,n/e,n/e,n/e,n/e,858,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,640,49,,n/e,n/e,n/e,n/e,4948,,424,,n/e,n/e,0,,223,,1992,,2113,
04:00 - 05:00,78,,n/e,n/e,n/e,n/e,844,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,472,49,,n/e,n/e,n/e,n/e,4948,,418,,n/e,n/e,0,,225,,1961,,2009,
05:00 - 06:00,78,,n/e,n/e,n/e,n/e,861,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,5,20,49,,n/e,n/e,n/e,n/e,4946,,428,,n/e,n/e,0,,222,,1985,,1985,
06:00 - 07:00,80,,n/e,n/e,n/e,n/e,863,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,73,2,49,,n/e,n/e,n/e,n/e,4949,,443,,n/e,n/e,0,,223,,1985,,1904,
07:00 - 08:00,81,,n/e,n/e,n/e,n/e,857,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,101,2,49,,n/e,n/e,n/e,n/e,4949,,462,,n/e,n/e,0,,225,,2091,,1738,
08:00 - 09:00,77,,n/e,n/e,n/e,n/e,876,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,4,95,49,,n/e,n/e,n/e,n/e,4951,,509,,n/e,n/e,75,,219,,2027,,1676,
09:00 - 10:00,78,,n/e,n/e,n/e,n/e,820,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,206,49,,n/e,n/e,n/e,n/e,4952,,487,,n/e,n/e,284,,222,,1927,,1582,
10:00 - 11:00,76,,n/e,n/e,n/e,n/e,844,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,268,50,,n/e,n/e,n/e,n/e,4955,,471,,n/e,n/e,709,,219,,1420,,1538,
11:00 - 12:00,75,,n/e,n/e,n/e,n/e,851,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,46,51,,n/e,n/e,n/e,n/e,4955,,461,,n/e,n/e,767,,222,,1553,,1445,
12:00 - 13:00,75,,n/e,n/e,n/e,n/e,847,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,233,10,51,,n/e,n/e,n/e,n/e,4953,,494,,n/e,n/e,521,,223,,1681,,1335,
