index,CZ -> SK,CZ -> AT,CZ -> DE,CZ -> PL
2019-01-01 03:00:00+0000,1315.0,1666.0,108.0,0.0
2019-01-01 04:00:00+0000,1347.0,1731.0,136.0,0.0
2019-01-01 05:00:00+0000,1282.0,1739.0,130.0,0.0
2019-01-01 06:00:00+0000,1425.0,1865.0,153.0,0.0
2019-01-01 07:00:00+0000,1370.0,1860.0,177.0,0.0
2019-01-01 08:00:00+0000,1427.0,1921.0,244.0,0.0
2019-01-01 09:00:00+0000,1351.0,1828.0,219.0,0.0
2019-01-01 10:00:00+0000,1477.0,1844.0,196.0,0.0
2019-01-01 11:00:00+0000,1473.0,1786.0,205.0,0.0
2019-01-01 12:00:00+0000,1284.0,1618.0,222.0,0.0
2019-01-01 13:00:00+0000,1377.0,1641.0,228.0,0.0
2019-01-01 14:00:00+0000,1350.0,1530.0,177.0,0.0
2019-01-01 15:00:00+0000,1621.0,1534.0,145.0,0.0
2019-01-01 16:00:00+0000,1496.0,1477.0,227.0,0.0
2019-01-01 17:00:00+0000,1445.0,1478.0,282.0,0.0
2019-01-01 18:00:00+0000,1356.0,1509.0,314.0,0.0
2019-01-01 19:00:00+0000,1485.0,1453.0,307.0,0.0
2019-01-01 20:00:00+0000,1415.0,1398.0,295.0,0.0
2019-01-01 21:00:00+0000,1388.0,1423.0,272.0,0.0
2019-01-01 22:00:00+0000,1350.0,1354.0,267.0,0.0
2019-01-01 23:00:00+0000,1301.0,1430.0,292.0,0.0
2019-01-02 00:00:00+0000,1178.0,1316.0,425.0,0.0
2019-01-02 01:00:00+0000,1112.0,1248.0,390.0,0.0
2019-01-02 02:00:00+0000,1109.0,1320.0,447.0,0.0
2019-01-02 03:00:00+0000,1126.0,1384.0,519.0,0.0
2019-01-02 04:00:00+0000,1161.0,1334.0,513.0,0.0
2019-01-02 05:00:00+0000,1268.0,1328.0,487.0,0.0
2019-01-02 06:00:00+0000,1323.0,1220.0,664.0,0.0
2019-01-02 07:00:00+0000,1206.0,1132.0,893.0,0.0
2019-01-02 08:00:00+0000,1210.0,1104.0,1153.0,0.0
2019-01-02 09:00:00+0000,1254.0,1093.0,1080.0,0.0
2019-01-02 10:00:00+0000,1401.0,1204.0,1107.0,0.0
2019-01-02 11:00:00+0000,1301.0,1153.0,997.0,0.0
2019-01-02 12:00:00+0000,1290.0,1103.0,1015.0,0.0
2019-01-02 13:00:00+0000,1330.0,1209.0,1205.0,0.0
2019-01-02 14:00:00+0000,1301.0,1219.0,1345.0,0.0
2019-01-02 15:00:00+0000,1311.0,1258.0,1301.0,0.0
2019-01-02 16:00:00+0000,1069.0,1286.0,1549.0,0.0
2019-01-02 17:00:00+0000,1054.0,1325.0,1719.0,0.0
2019-01-02 18:00:00+0000,1003.0,1222.0,1707.0,0.0
2019-01-02 19:00:00+0000,1186.0,1015.0,1372.0,0.0
2019-01-02 20:00:00+0000,1263.0,1096.0,1483.0,0.0
2019-01-02 21:00:00+0000,1317.0,1174.0,1616.0,0.0
2019-01-02 22:00:00+0000,1137.0,1168.0,1782.0,0.0
2019-01-02 23:00:00+0000,1190.0,1389.0,2016.0,0.0
2019-01-03 00:00:00+0000,863.0,1192.0,2118.0,0.0
2019-01-03 01:00:00+0000,663.0,1043.0,2146.0,0.0
2019-01-03 02:00:00+0000,548.0,882.0,2060.0,0.0
2019-01-03 03:00:00+0000,626.0,929.0,1937.0,0.0
2019-01-03 04:00:00+0000,1007.0,1266.0,1970.0,0.0
2019-01-03 05:00:00+0000,1366.0,1154.0,1445.0,0.0
2019-01-03 06:00:00+0000,1306.0,1134.0,1447.0,0.0
2019-01-03 07:00:00+0000,1336.0,1120.0,1442.0,0.0
2019-01-03 08:00:00+0000,1401.0,1151.0,1217.0,0.0
2019-01-03 09:00:00+0000,1339.0,1104.0,1112.0,0.0
2019-01-03 10:00:00+0000,1418.0,1079.0,1097.0,0.0
2019-01-03 11:00:00+0000,1393.0,906.0,839.0,0.0
2019-01-03 12:00:00+0000,1416.0,862.0,843.0,0.0
2019-01-03 13:00:00+0000,1407.0,933.0,891.0,0.0
2019-01-03 14:00:00+0000,1357.0,972.0,996.0,0.0
2019-01-03 15:00:00+0000,1474.0,1150.0,1033.0,0.0
2019-01-03 16:00:00+0000,1255.0,1120.0,1205.0,0.0
2019-01-03 17:00:00+0000,1168.0,1174.0,1368.0,0.0
2019-01-03 18:00:00+0000,1209.0,1115.0,1386.0,0.0
2019-01-03 19:00:00+0000,1449.0,1114.0,1352.0,0.0
2019-01-03 20:00:00+0000,1540.0,1126.0,1365.0,0.0
2019-01-03 21:00:00+0000,1318.0,1257.0,1714.0,0.0
2019-01-03 22:00:00+0000,1059.0,1134.0,1732.0,0.0
2019-01-03 23:00:00+0000,1054.0,1203.0,1593.0,0.0
2019-01-04 00:00:00+0000,909.0,1129.0,1623.0,0.0
2019-01-04 01:00:00+0000,941.0,1114.0,1542.0,0.0
2019-01-04 02:00:00+0000,865.0,984.0,1399.0,0.0
2019-01-04 03:00:00+0000,945.0,956.0,1189.0,0.0
2019-01-04 04:00:00+0000,1236.0,1151.0,1164.0,0.0
2019-01-04 05:00:00+0000,1385.0,979.0,663.0,0.0
2019-01-04 06:00:00+0000,1299.0,1020.0,591.0,0.0
2019-01-04 07:00:00+0000,1233.0,1085.0,694.0,0.0
2019-01-04 08:00:00+0000,1376.0,1144.0,470.0,0.0
2019-01-04 09:00:00+0000,1420.0,1225.0,412.0,0.0
2019-01-04 10:00:00+0000,1496.0,1306.0,400.0,0.0
2019-01-04 11:00:00+0000,1482.0,1251.0,348.0,0.0
2019-01-04 12:00:00+0000,1604.0,1318.0,237.0,0.0
