00:00 - 01:00,290,,3422,,251,,314,,194,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,148,,11,,n/e,n/e,3466,,52,,270,,0,,23,,n/e,n/e,65,
01:00 - 02:00,285,,3293,,253,,314,,194,,8,,n/e,n/e,n/e,n/e,n/e,n/e,0,503,147,,11,,n/e,n/e,3464,,52,,271,,0,,23,,n/e,n/e,57,
02:00 - 03:00,291,,3272,,248,,316,,193,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,765,146,,11,,n/e,n/e,3467,,52,,270,,0,,23,,n/e,n/e,76,
03:00 - 04:00,292,,3320,,253,,316,,197,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,952,145,,11,,n/e,n/e,3471,,52,,270,,0,,24,,n/e,n/e,70,
04:00 - 05:00,292,,3359,,254,,320,,197,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,946,145,,12,,n/e,n/e,3472,,53,,268,,0,,23,,n/e,n/e,58,
05:00 - 06:00,292,,3381,,253,,334,,198,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,1048,145,,17,,n/e,n/e,3473,,71,,274,,0,,23,,n/e,n/e,46,
06:00 - 07:00,293,,3480,,238,,336,,203,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,993,143,,46,,n/e,n/e,3476,,75,,276,,2,,23,,n/e,n/e,59,
07:00 - 08:00,293,,3366,,203,,336,,202,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,623,142,,45,,n/e,n/e,3479,,78,,278,,29,,23,,n/e,n/e,63,
08:00 - 09:00,292,,3430,,241,,336,,199,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,698,145,,27,,n/e,n/e,3479,,76,,280,,142,,23,,n/e,n/e,61,
09:00 - 10:00,292,,3368,,248,,334,,202,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,35,140,,99,,n/e,n/e,3479,,77,,282,,235,,23,,n/e,n/e,51,
10:00 - 11:00,291,,3449,,252,,338,,204,,7,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,139,,102,,n/e,n/e,3479,,81,,285,,292,,23,,n/e,n/e,45,
