index,CZ -> SK,CZ -> AT,CZ -> DE,CZ -> PL
2018-01-01 03:00:00+0000,1088.0,1205.0,88.0,0.0
2018-01-01 04:00:00+0000,1120.0,1206.0,36.0,0.0
2018-01-01 05:00:00+0000,1207.0,1170.0,2.0,0.0
2018-01-01 06:00:00+0000,1240.0,1280.0,5.0,0.0
2018-01-01 07:00:00+0000,1386.0,1322.0,14.0,0.0
2018-01-01 08:00:00+0000,1313.0,1332.0,2.0,0.0
2018-01-01 09:00:00+0000,1254.0,1381.0,1.0,0.0
2018-01-01 10:00:00+0000,1297.0,1399.0,0.0,0.0
2018-01-01 11:00:00+0000,1157.0,1269.0,1.0,0.0
2018-01-01 12:00:00+0000,1055.0,1142.0,3.0,0.0
2018-01-01 13:00:00+0000,929.0,1030.0,44.0,0.0
2018-01-01 14:00:00+0000,821.0,872.0,51.0,0.0
2018-01-01 15:00:00+0000,886.0,894.0,40.0,0.0
2018-01-01 16:00:00+0000,788.0,969.0,142.0,0.0
2018-01-01 17:00:00+0000,815.0,1026.0,127.0,0.0
2018-01-01 18:00:00+0000,817.0,1057.0,139.0,0.0
2018-01-01 19:00:00+0000,847.0,1157.0,160.0,0.0
2018-01-01 20:00:00+0000,735.0,1141.0,230.0,0.0
2018-01-01 21:00:00+0000,608.0,1000.0,309.0,0.0
2018-01-01 22:00:00+0000,511.0,972.0,299.0,0.0
2018-01-01 23:00:00+0000,212.0,827.0,166.0,0.0
2018-01-02 00:00:00+0000,2.0,605.0,131.0,0.0
2018-01-02 01:00:00+0000,0.0,557.0,133.0,0.0
2018-01-02 02:00:00+0000,0.0,545.0,149.0,0.0
2018-01-02 03:00:00+0000,4.0,721.0,150.0,0.0
2018-01-02 04:00:00+0000,212.0,992.0,176.0,0.0
2018-01-02 05:00:00+0000,505.0,977.0,98.0,0.0
2018-01-02 06:00:00+0000,592.0,841.0,148.0,0.0
2018-01-02 07:00:00+0000,582.0,679.0,296.0,0.0
2018-01-02 08:00:00+0000,490.0,588.0,418.0,0.0
2018-01-02 09:00:00+0000,459.0,530.0,545.0,0.0
2018-01-02 10:00:00+0000,631.0,651.0,590.0,0.0
2018-01-02 11:00:00+0000,530.0,413.0,414.0,0.0
2018-01-02 12:00:00+0000,543.0,398.0,446.0,0.0
2018-01-02 13:00:00+0000,546.0,390.0,431.0,0.0
2018-01-02 14:00:00+0000,342.0,489.0,506.0,0.0
2018-01-02 15:00:00+0000,557.0,711.0,464.0,0.0
2018-01-02 16:00:00+0000,606.0,882.0,682.0,0.0
2018-01-02 17:00:00+0000,689.0,945.0,809.0,0.0
2018-01-02 18:00:00+0000,638.0,761.0,637.0,0.0
2018-01-02 19:00:00+0000,662.0,789.0,472.0,0.0
2018-01-02 20:00:00+0000,660.0,715.0,398.0,0.0
2018-01-02 21:00:00+0000,782.0,976.0,298.0,0.0
2018-01-02 22:00:00+0000,671.0,1007.0,219.0,0.0
2018-01-02 23:00:00+0000,640.0,910.0,99.0,0.0
2018-01-03 00:00:00+0000,502.0,939.0,40.0,0.0
2018-01-03 01:00:00+0000,738.0,996.0,0.0,0.0
2018-01-03 02:00:00+0000,839.0,1092.0,1.0,0.0
2018-01-03 03:00:00+0000,849.0,1061.0,0.0,0.0
2018-01-03 04:00:00+0000,930.0,1183.0,2.0,0.0
2018-01-03 05:00:00+0000,1087.0,1218.0,11.0,0.0
2018-01-03 06:00:00+0000,1149.0,1271.0,1.0,0.0
2018-01-03 07:00:00+0000,1155.0,1269.0,97.0,0.0
2018-01-03 08:00:00+0000,1115.0,1115.0,131.0,0.0
2018-01-03 09:00:00+0000,1086.0,1080.0,148.0,0.0
2018-01-03 10:00:00+0000,1149.0,1021.0,109.0,0.0
2018-01-03 11:00:00+0000,1177.0,968.0,83.0,0.0
2018-01-03 12:00:00+0000,1216.0,989.0,55.0,0.0
2018-01-03 13:00:00+0000,1268.0,1072.0,13.0,0.0
2018-01-03 14:00:00+0000,1306.0,1054.0,35.0,0.0
2018-01-03 15:00:00+0000,1514.0,1057.0,25.0,0.0
2018-01-03 16:00:00+0000,1434.0,1183.0,32.0,0.0
2018-01-03 17:00:00+0000,1418.0,1229.0,74.0,0.0
2018-01-03 18:00:00+0000,1313.0,1248.0,106.0,0.0
2018-01-03 19:00:00+0000,1326.0,1199.0,111.0,0.0
