Unnamed: 0,Sector,STOCapacity,STOSelfDischarge,STOMinSOC,MaxFlexDemand,MaxFlexSupply,CostXNotServed,STOMaxPower
,DHW_VPP,72399.89768314484,0.007001791213068849,0.2,,,10000,19128.756664153996
