tech,2019,2030,2040,2050
AC Transmission lines,7700.0,10394.998842339095,13797.10658716155,16311.117788319441
BioSNG,0.0,0.1537572718112902,2615.231751823949,2615.2576258410086
CCGT,4267.7,6279.540143902495,3037.5641831611088,2651.3863684205
CCS,0.0,2003776.6914670854,7009281.891399721,7698088.486010226
CHP,2408.7200000000003,1578.4658835519838,2603.78581745287,2490.387213439492
DAC,0.0,0.0072540360157565,300.00352154110834,599.9999390834301
DC Transmission lines,2000.0,2699.9996696977687,3644.9993806614384,4920.748723293184
EV charger,0.0,18557.8107,37115.6214,52580.46365
H2,0.0,2.92009579891371,1.2891388686216287,0.8016029555091198
H2 turbine,0.0,0.7740542703089518,1.7127837389946623,1.7577919192024414
OCGT,3907.7392,7406.010419693173,7506.756640656059,7506.8053932282355
SMR,0.0,0.0826058819231774,0.1136441303104271,0.1299057558876763
V2G,0.0,18557.8107,37115.6214,52580.46365
agriculture machinery oil,0.0,235.57367425817247,235.57365347917224,235.5736870748028
ammonia cracker,0.0,0.0671069763897734,0.0972438691154375,0.1206724229936168
battery,0.0,26624.26340264496,82145.93889394827,90725.5536171144
battery storage,0.0,9220.405274280762,21540.611478421204,28037.539786150144
biogas,0.0,13384431.439835934,14259967.030008597,15496321.445538327
biomass,0.0,20944781.4700113,23383533.55223582,26476318.328968465
biomass boiler,2911.688399999999,4938.4195649553185,4938.755925034331,4938.804420157794
biomass to liquid,0.0,0.049926481605744,0.0745860131871623,0.0876152544925898
coal for industry,0.0,2391.728256143479,0.0,0.0
coal powerplants,47.5,0.0,0.0,0.0
distribution network,11403.621637506158,18115.732619487688,20560.17402393744,21356.515105591323
gas,7595598.6,7635371.443356731,7634576.53047833,7634572.401200212
gas boiler,24006.45351527577,13038.089505132093,13915.162674712104,13915.351692804497
gas for industry,0.0,4253.66022955363,0.006230727175838,0.002158526413027
hydroelectricity,1419.7408,1379.7510085323881,1379.7510085323881,1379.7510085323881
kerosene for aviation,0.0,2253.5833406005463,2253.5833083469515,2253.583346266506
land transport oil,0.0,18778.161933169533,8047.783617749563,0.0
load shedding,0.0,31000000.0,30000000.0,28000000.0
naphtha for industry,0.0,9634.70314081124,9634.703101587507,9634.703147813509
nuclear,6207.0,2240.8594147410304,240.91695378981876,240.93496200060093
offshore wind,1548.2,5999.998820060365,7999.999880712869,7999.999900565941
oil,0.0,6268859239.132693,4313494102.422579,4432189688.685815
oil boiler,14433.400399999999,10360.0,0.0,0.0
oil powerplants,313.347,0.0,0.0,0.0
onshore wind,2309.865,5999.998849192292,14419.224761388794,14419.225493654934
power-to-gas,0.0,465.8141711580636,7029.027013123362,9649.001332977134
power-to-heat,4748.382038027308,8936.319444355344,10777.636869291553,17251.62555815485
power-to-liquid,0.0,5834.511960087762,15700.422133822016,17587.039923715765
shipping methanol,0.0,19.700174024203832,157.60285685677923,197.0036188845172
shipping oil,0.0,407.7975319471079,181.24329655750657,0.0
solar,4637.284133672715,14000.619472079969,48727.850268236,81745.6956227378
solid biomass powerplants,1634.212,0.0,0.0,0.0
thermal energy storage,0.0,720232.6829790324,723746.144261124,1357948.7710138105
