00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2563,,n/e,n/e,5800,,659,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5928,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2535,,n/e,n/e,5799,,658,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5990,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2503,,n/e,n/e,5799,,659,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6039,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2511,,n/e,n/e,5800,,670,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5970,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2596,,n/e,n/e,5800,,671,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5961,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2690,,n/e,n/e,5799,,668,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5942,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2752,,n/e,n/e,5799,,677,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6030,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2789,,n/e,n/e,5798,,720,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6162,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2810,,n/e,n/e,5798,,746,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6284,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2916,,n/e,n/e,5798,,761,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6373,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2963,,n/e,n/e,5798,,751,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6205,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2986,,n/e,n/e,5798,,797,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6194,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3099,,n/e,n/e,5799,,829,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6047,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3725,,n/e,n/e,5799,,904,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6140,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4399,,n/e,n/e,5799,,1026,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6170,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5681,,n/e,n/e,5800,,1065,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6174,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6427,,n/e,n/e,5800,,1074,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6122,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7041,,n/e,n/e,5798,,955,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6179,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7097,,n/e,n/e,5797,,953,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5977,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6916,,n/e,n/e,5797,,891,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5799,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6584,,n/e,n/e,5798,,888,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5763,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6436,,n/e,n/e,5798,,895,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5550,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5828,,n/e,n/e,5798,,880,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5399,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5403,,n/e,n/e,5798,,882,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5112,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4982,,n/e,n/e,5797,,906,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5086,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4941,,n/e,n/e,5796,,900,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4960,
