00:00 - 01:00,1044,,n/e,n/e,n/e,n/e,550,,850,,1,,n/e,n/e,472,,n/e,n/e,n/e,n/e,1240,,n/e,n/e,n/e,n/e,2773,,231,,48,,n/e,n/e,40,,n/e,n/e,552,
01:00 - 02:00,1036,,n/e,n/e,n/e,n/e,551,,851,,1,,n/e,n/e,476,,n/e,n/e,n/e,n/e,1144,,n/e,n/e,n/e,n/e,2774,,232,,47,,n/e,n/e,42,,n/e,n/e,548,
02:00 - 03:00,1046,,n/e,n/e,n/e,n/e,558,,851,,1,,n/e,n/e,485,,n/e,n/e,n/e,n/e,1210,,n/e,n/e,n/e,n/e,2774,,234,,47,,n/e,n/e,42,,n/e,n/e,573,
03:00 - 04:00,1047,,n/e,n/e,n/e,n/e,555,,851,,1,,n/e,n/e,491,,n/e,n/e,n/e,n/e,1143,,n/e,n/e,n/e,n/e,2774,,236,,47,,n/e,n/e,42,,n/e,n/e,567,
04:00 - 05:00,1056,,n/e,n/e,n/e,n/e,554,,852,,1,,n/e,n/e,500,,n/e,n/e,n/e,n/e,1153,,n/e,n/e,n/e,n/e,2774,,237,,47,,n/e,n/e,42,,n/e,n/e,543,
05:00 - 06:00,1044,,n/e,n/e,n/e,n/e,557,,861,,1,,n/e,n/e,512,,n/e,n/e,n/e,n/e,1137,,n/e,n/e,n/e,n/e,2774,,239,,47,,n/e,n/e,42,,n/e,n/e,537,
06:00 - 07:00,1046,,n/e,n/e,n/e,n/e,558,,876,,1,,n/e,n/e,513,,n/e,n/e,n/e,n/e,1291,,n/e,n/e,n/e,n/e,2773,,242,,47,,n/e,n/e,42,,n/e,n/e,527,
07:00 - 08:00,1044,,n/e,n/e,n/e,n/e,558,,896,,1,,n/e,n/e,527,,n/e,n/e,n/e,n/e,1373,,n/e,n/e,n/e,n/e,2773,,244,,47,,n/e,n/e,42,,n/e,n/e,532,
08:00 - 09:00,1048,,n/e,n/e,n/e,n/e,562,,885,,1,,n/e,n/e,531,,n/e,n/e,n/e,n/e,1357,,n/e,n/e,n/e,n/e,2774,,246,,47,,n/e,n/e,42,,n/e,n/e,538,
09:00 - 10:00,1053,,n/e,n/e,n/e,n/e,555,,863,,1,,n/e,n/e,540,,n/e,n/e,n/e,n/e,1329,,n/e,n/e,n/e,n/e,2774,,248,,47,,n/e,n/e,42,,n/e,n/e,535,
10:00 - 11:00,1054,,n/e,n/e,n/e,n/e,556,,872,,1,,n/e,n/e,546,,n/e,n/e,n/e,n/e,1413,,n/e,n/e,n/e,n/e,2774,,249,,47,,n/e,n/e,42,,n/e,n/e,497,
11:00 - 12:00,1053,,n/e,n/e,n/e,n/e,558,,899,,1,,n/e,n/e,551,,n/e,n/e,n/e,n/e,1576,,n/e,n/e,n/e,n/e,2774,,249,,47,,n/e,n/e,42,,n/e,n/e,479,
12:00 - 13:00,1057,,n/e,n/e,n/e,n/e,559,,900,,1,,n/e,n/e,553,,n/e,n/e,n/e,n/e,1641,,n/e,n/e,n/e,n/e,2773,,250,,47,,n/e,n/e,42,,n/e,n/e,455,
