00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7015,,n/e,n/e,5842,,1265,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4045,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7086,,n/e,n/e,5839,,1273,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4021,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7088,,n/e,n/e,5839,,1277,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3948,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6746,,n/e,n/e,5840,,1277,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3763,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7173,,n/e,n/e,5839,,1301,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3597,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7497,,n/e,n/e,5839,,1334,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3355,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7973,,n/e,n/e,5840,,1423,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3135,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8820,,n/e,n/e,5840,,1469,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2937,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9060,,n/e,n/e,5840,,1480,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2713,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9220,,n/e,n/e,5840,,1535,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2441,
