,CCGT,CHP,H2 turbine,Imports_Exports,OCGT,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-01 10:00:00,2.97629005541297E-06,6.96622623284836E-06,1.86735664087542E-06,-2.31448258197573,6.33964950625589E-07,0.000705708507778683,-26.1587812708972,43.1939822877348,14.9496236198968,-31.0231204355585,1.35213385029838,-2.93582747613431E-05,-1.7264296827733E-05,-2.39037269601227E-05,1.37092568329948E-05
2013-01-01 11:00:00,2.99921342195668E-06,7.0883413761213E-06,1.89886769157958E-06,-2.40565940461178,6.35940273022582E-07,0.000731358643895342,-27.0709276876853,43.5451927851624,14.9163289319233,-31.0231085660225,2.03750350276854,-2.96690210610416E-05,-1.71105851705136E-05,-2.38054688613782E-05,1.3843909682456E-05
2013-01-01 12:00:00,3.00693493386297E-06,7.20967646500269E-06,1.92743422940789E-06,-2.5366647795672,6.36873114684408E-07,0.000827646562209538,-31.7107150935638,43.8952990901204,18.7071776479766,-31.0230847207522,2.66722307469198,-3.19447162407174E-05,-1.7144650437956E-05,-2.3787275715366E-05,1.39406611296562E-05
2013-01-01 13:00:00,3.00241520996074E-06,7.10912415661611E-06,1.90846686812668E-06,-3.69214523370757,6.36260691547462E-07,0.000177933857514045,-33.775087339903,43.9370645673686,21.8981835915846,-31.023301181741,2.65517489264269,-3.54378115523998E-05,-1.73614922015304E-05,-2.40605244424518E-05,1.4086704573416E-05
2013-01-01 14:00:00,2.97400422232637E-06,6.99943279356486E-06,1.86256325725152E-06,-13.747626390173,6.34009813298115E-07,0.0562829816636112,-25.4235823921713,43.9510715857826,21.6626742469394,-28.0754531369957,1.57669444693322,-2.95362421917226E-05,-1.72741643362429E-05,-2.38953526712577E-05,1.35534317474961E-05
2013-01-01 15:00:00,2.92132422251596E-06,6.73774539756229E-06,1.80319533812443E-06,-20.3728944715158,6.29334103895422E-07,0.050874796152722,-28.6631807739341,43.9580389123074,22.057640627232,-17.0304447260047,0,0,-1.75542223072966E-05,-2.41794299850348E-05,1.33946073781607E-05
2013-01-01 16:00:00,2.91952832179984E-06,6.72133153571805E-06,1.80134649367392E-06,-20.690781578051,6.29338059771127E-07,0.0479496301772335,-30.4119289992688,43.9655226585994,23.3742575555011,-16.284984854274,0,0,-1.76103892951005E-05,-2.42201691389753E-05,1.34490408853814E-05
2013-01-01 17:00:00,2.91641667937926E-06,6.7049466200855E-06,1.79958117210514E-06,-20.4843553970804,6.29224798234118E-07,0.0457222875365133,-30.8611354040907,43.9730747506797,26.049785749769,-18.7230573618221,0,0,-1.77317505405199E-05,-2.42746688181385E-05,1.34282091868574E-05
2013-01-01 18:00:00,2.91506492627057E-06,6.69630473025927E-06,1.79972409994366E-06,-20.9248728033591,6.29230995344525E-07,0.0436910372929207,-30.5904409572168,43.9721519850113,27.490070472618,-19.9905648600727,0,0,-1.78109243936433E-05,-2.43076787359088E-05,1.33060648277157E-05
2013-01-01 19:00:00,2.91369677100059E-06,6.68976486239342E-06,1.79999647054145E-06,-20.7937100505292,6.29200502428656E-07,0.0419490128221997,-29.7637179576731,43.9762816243596,27.7423247839371,-21.2030923270609,0,0,-1.78396152531945E-05,-2.43353813636421E-05,1.31705195948218E-05
2013-01-01 20:00:00,2.91222845096795E-06,6.68260191539388E-06,1.7998330927104E-06,-20.7256714071181,6.29133636450873E-07,0.0402780815869732,-28.2640411768921,43.9769708082932,29.9689774410482,-24.9964783956539,0,0,-1.79644386485052E-05,-2.43585408702439E-05,1.3080033422408E-05
2013-01-01 21:00:00,2.91135298702082E-06,6.67724324487293E-06,1.79955880451457E-06,-21.027440238108,6.29094783528353E-07,0.0387427879427393,-26.4356024881249,43.9774645753041,32.4016115378822,-28.9547405430187,0,0,-1.81251954186337E-05,-2.43732653643892E-05,1.30390592887468E-05
2013-01-01 22:00:00,2.902850536171E-06,6.60727476985809E-06,1.78986318398091E-06,-21.376461014229,6.28349866365566E-07,0.001146756704328,-26.6469025558544,43.9776038394773,35.0676366248635,-31.0229874265446,0,0,-1.83061061645731E-05,-2.45950865357462E-05,1.30935935438143E-05
2013-01-01 23:00:00,2.9064633407853E-06,6.62196626262954E-06,1.79355528716175E-06,-21.5330724284751,6.28627563051115E-07,0.00130452822273815,-24.2461813539263,43.9771280961868,32.8238000218444,-31.0229427237651,0,0,-1.82757406905694E-05,-2.45324440573112E-05,1.30765339194618E-05
2013-01-02 00:00:00,2.90831792077389E-06,6.66160759809624E-06,1.7958528173095E-06,-21.3715999160956,6.28892371003743E-07,0.0351834202207286,-22.9900527673071,43.9718745767166,27.8379752079328,-27.4833449390061,0,0,-1.79027184864253E-05,-2.4418146210438E-05,1.29826450782074E-05
2013-01-02 01:00:00,2.90921780519392E-06,6.6614284020124E-06,1.79542026025834E-06,-21.4837677051719,6.28969676817089E-07,0.0341451707021848,-22.7821117721885,43.9622574591275,27.4459325849236,-27.1764201436765,0,0,-1.78865326751065E-05,-2.44159723828516E-05,1.29569038496764E-05
2013-01-02 02:00:00,2.91100337299696E-06,6.66383212886746E-06,1.79521277382604E-06,-21.4310830242671,6.29110725258876E-07,0.0332419469495894,-23.1160817426288,43.9422493938593,25.7791473849877,-25.207438448,0,0,-1.78158668299488E-05,-2.44041987853315E-05,1.29517605502463E-05
2013-01-02 03:00:00,2.91339960441692E-06,6.66964146205648E-06,1.79529927784402E-06,-21.1016401443348,6.29293131489857E-07,0.0326155166523836,-24.5469809012025,43.8596100497941,22.262324916184,-20.505894120063,0,0,-1.77020548362634E-05,-2.4369369277433E-05,1.29817157286924E-05
2013-01-02 04:00:00,2.91712473372192E-06,6.67985855265519E-06,1.79598756493909E-06,-20.9802394951081,6.29569431586136E-07,0.0319953320881101,-27.3914190421667,43.7783656006302,22.0886128564898,-17.5272800522036,0,0,-1.768013600838E-05,-2.43221390987586E-05,1.30020870437051E-05
2013-01-02 05:00:00,2.9211212461054E-06,6.69286919972912E-06,1.79656399522641E-06,-25.1154919712145,6.29848786386847E-07,0.0312571489297664,-29.9693001391172,43.6357662144573,23.0486560210425,-11.6308521967902,0,0,-1.76817037621504E-05,-2.4260784909774E-05,1.30318704741892E-05
2013-01-02 06:00:00,2.92681490121946E-06,6.71500777102808E-06,1.79860923149836E-06,-25.0155865424743,6.30232144863662E-07,0.030243654175697,-31.0991416684717,42.5272968108366,21.5644899632117,-8.00726761500757,0,0,-1.76250606760391E-05,-2.40732461573284E-05,1.32256357118941E-05
2013-01-02 07:00:00,2.93669264151162E-06,6.76184434783596E-06,1.80546112930726E-06,-24.7714936300499,6.30915281352243E-07,0.0293573827432871,-32.2259868521434,39.3229754611087,20.1211995673174,-2.47601819199604,0,0,-1.75533731190853E-05,-2.35823976003486E-05,1.3493089995669E-05
2013-01-02 08:00:00,2.95226083216362E-06,6.82918506905383E-06,1.81813585289655E-06,-20.7063330829409,6.32107347810495E-07,0.0385061141940786,-32.5727695633955,35.3354261395877,18.0102633992744,-0.105060195103097,0,0,-1.74731071518863E-05,-2.30183548623977E-05,1.36498294980362E-05
2013-01-02 09:00:00,3.0034650109247E-06,7.38753736897534E-06,1.93368384112264E-06,-20.2584640289461,6.37393358043587E-07,0.0339442628264618,-24.963266265069,31.3681913251714,15.4552563737404,-6.20514034670082,4.56953813189218,-3.06147912449277E-05,-1.70620274183193E-05,-2.20685527638175E-05,1.49788699376751E-05
2013-01-02 10:00:00,3.00618514624967E-06,7.46636255842996E-06,1.9440570423138E-06,-19.6369305250809,6.37591270537693E-07,0.0343865383812335,-22.6915264104663,35.1633997519997,12.832880553007,-11.4492327637686,5.74708415880203,-3.30124119269544E-05,-1.69804461550882E-05,-2.21313740559871E-05,1.51494371356757E-05
2013-01-02 11:00:00,3.00603337829023E-06,7.44007066672281E-06,1.93531839093653E-06,-19.3657008211798,6.37502229523984E-07,0.0327528829698167,-22.7709438737718,32.1632055098368,11.2700065134151,-6.88135960184567,5.55210993052694,-4.1732587524314E-05,-1.69922010440473E-05,-2.22829050505207E-05,1.51465370092074E-05
2013-01-02 12:00:00,3.00783537451618E-06,7.42504656530129E-06,1.93549762187776E-06,-19.4335278168125,6.37674506273745E-07,0.032401499088368,-23.1301457208092,35.0896109043194,14.2520642407691,-12.0541008308993,5.24377468384021,-4.76761829214289E-05,-1.69838824309352E-05,-2.26356014511766E-05,1.50493138573466E-05
2013-01-02 13:00:00,3.00730213005734E-06,7.27969269088135E-06,1.91184072393941E-06,-19.9139328558824,6.37598778304284E-07,0.0295599629376895,-26.2812543706305,42.0713943413399,15.4208944259061,-14.6371529799675,3.31055856284038,-3.59290670263416E-05,-1.70411365602376E-05,-2.3402550734201E-05,1.45015222799215E-05
2013-01-02 14:00:00,2.98256956807961E-06,7.01387837967644E-06,1.8539185656905E-06,-19.3855596940372,6.35220290083715E-07,0.0258924932263387,-29.3678185383842,43.3020447892211,16.6107826677937,-12.6783510530448,1.49307173357002,-2.94096305757509E-05,-1.72912490539261E-05,-2.38529381859336E-05,1.38407336551079E-05
2013-01-02 15:00:00,2.93489126303402E-06,6.79191360254425E-06,1.80175079597832E-06,-19.4933942830355,6.30883422772885E-07,0.0247084569042631,-32.5173928833899,43.5647272106218,18.6733781830514,-10.2519924428844,0,0,-1.75572535209199E-05,-2.42031367775666E-05,1.35918978960144E-05
2013-01-02 16:00:00,2.93049428649561E-06,6.76509696593933E-06,1.80026915030432E-06,-19.5683458400085,6.30598692795137E-07,0.0246383537144048,-33.7589022113567,43.866139015773,20.9568374105149,-11.5203323247955,0,0,-1.76089791025333E-05,-2.42896244417423E-05,1.35958734942339E-05
2013-01-02 17:00:00,2.92359795638549E-06,6.74052263214301E-06,1.79796769431995E-06,-19.6478248541397,6.30112836791837E-07,0.0249320849897327,-33.2986211430857,43.9323744790808,23.4466244669861,-14.4574503531758,0,0,-1.77004589851322E-05,-2.43513391762531E-05,1.35345444495112E-05
2013-01-02 18:00:00,2.91786021418429E-06,6.72409775620036E-06,1.79678435164164E-06,-19.7651783216075,6.29704316700297E-07,0.0250455955487736,-32.6579304974271,43.9740232333355,26.1522500425672,-17.7281750120427,0,0,-1.78197688982209E-05,-2.44004888646743E-05,1.33991472698855E-05
2013-01-02 19:00:00,2.9140970178449E-06,6.72082420141397E-06,1.79922577647557E-06,-19.1281139362419,6.29437008300022E-07,0.0248244529437706,-31.5003937792893,43.9777457567623,29.3451725506378,-22.7191996439412,0,0,-1.79818093138238E-05,-2.44325479321559E-05,1.32480236091244E-05
2013-01-02 20:00:00,2.91170690647251E-06,6.72148571484529E-06,1.80217933229128E-06,-16.800348988931,6.29274933472332E-07,0.024374018090765,-30.5211364991743,43.9783584098931,32.2138157170705,-28.8950269366108,0,0,-1.81679094472429E-05,-2.44532397470006E-05,1.31432341334058E-05
2013-01-02 21:00:00,2.90873265333224E-06,6.71543186239265E-06,1.80270991297607E-06,-15.8488275462976,6.29069658975653E-07,0.0237272135452531,-35.2984414403151,43.9784380960567,35.2334742832537,-28.0883346941911,0,0,-1.82386858980408E-05,-2.45021408896377E-05,1.30643465664092E-05
2013-01-02 22:00:00,2.90922302446563E-06,6.72461920669957E-06,1.80569789628033E-06,-16.6250598140902,6.2913132534189E-07,0.0229249830164741,-35.366476917928,43.9784429819323,38.7461630888796,-30.7559583290326,0,0,-1.83384096752661E-05,-2.44826348565981E-05,1.30354557965602E-05
2013-01-02 23:00:00,2.90809967438256E-06,6.73094013705738E-06,1.80691698448282E-06,-16.7498714597123,6.29068893618798E-07,0.0204654364841638,-35.0728883537006,43.9784259707482,38.7831958176254,-30.9592914354274,0,0,-1.83262618680828E-05,-2.44687887234826E-05,1.3000681242265E-05
2013-01-03 00:00:00,2.89321470736276E-06,6.54963255038608E-06,1.78399589425519E-06,-17.1807947892565,6.2689707084966E-07,-0.890716424278123,-33.5379899861082,43.9780354709245,38.6549164309917,-31.0234118394365,0,0,-1.91926412727525E-05,-2.56027410491532E-05,1.35726189745881E-05
2013-01-03 01:00:00,2.89181106557671E-06,6.54975777269203E-06,1.78356185771961E-06,-17.4116449083963,6.26781211195104E-07,-0.839190921315283,-33.1440574253717,43.9777663126549,38.4405779461869,-31.0234120951238,0,0,-1.91925723444228E-05,-2.56129775070556E-05,1.35413248457912E-05
2013-01-03 02:00:00,2.89129084884025E-06,6.55039267830151E-06,1.78318911118005E-06,-17.4512441395065,6.26726554051712E-07,-0.252654992874426,-33.1706485751976,43.9776187739717,37.9203812879296,-31.0234134387051,0,0,-1.9181377490213E-05,-2.56212872348329E-05,1.35351971046269E-05
2013-01-03 03:00:00,2.90497150434303E-06,6.73132379032162E-06,1.80588166537384E-06,-17.587303520962,6.28770266760444E-07,0.000592655381091872,-33.7360628395997,43.9774715643391,37.3570302730551,-30.0116920312883,0,0,-1.83211768128331E-05,-2.45215520461291E-05,1.29644702332037E-05
2013-01-03 04:00:00,2.90526692935243E-06,6.73305617638775E-06,1.80488683996913E-06,-17.5841201986852,6.28776015243972E-07,0.000279814591680714,-35.0344588723174,43.9774196512447,36.2836869561015,-27.6427713207914,0,0,-1.82833489815266E-05,-2.45171818248325E-05,1.29810463114605E-05
2013-01-03 05:00:00,2.90540361099674E-06,6.73376122932856E-06,1.80320015129374E-06,-17.5556934966769,6.2876796898886E-07,0.00012991349951987,-35.3919646095527,43.9774610495221,35.8535673495969,-26.8834641965683,0,0,-1.82699510194197E-05,-2.45155683276242E-05,1.29730845065039E-05
2013-01-03 06:00:00,2.90649207051478E-06,6.73779925145815E-06,1.80184249673135E-06,-17.4913361009746,6.28819806761794E-07,2.29715060720078E-05,-35.3921799213226,43.9774731687652,35.8237090653005,-26.9176533662838,0,0,-1.82611821841192E-05,-2.45029579110474E-05,1.31250912671532E-05
2013-01-03 07:00:00,2.90918097682786E-06,6.75021819562114E-06,1.80151092490217E-06,-21.3357417246655,6.28988254841725E-07,-5.88212848767453E-05,-35.392350620462,43.9771368641637,35.2421333577499,-22.4910835464148,0,0,-1.82151470074814E-05,-2.44663006936371E-05,1.33149983947648E-05
2013-01-03 08:00:00,2.91103532597265E-06,6.76337323738368E-06,1.8013584949195E-06,-21.1381321647615,6.29091265433623E-07,-0.000168692725237547,-35.392560654729,43.9768721957908,33.6054730916075,-21.0514484279269,0,0,-1.81549435401394E-05,-2.44496808182039E-05,1.33998366587497E-05
2013-01-03 09:00:00,2.96667988323052E-06,6.98211400426918E-06,1.85689271905232E-06,-20.9880359919642,6.3406497014066E-07,-0.000294014390814789,-35.3928557002777,43.9772269460623,32.9141939245238,-21.7458304801056,1.23565885172421,-2.93366870295564E-05,-1.7889052857754E-05,-2.40557500959701E-05,1.34864689561467E-05
2013-01-03 10:00:00,2.97204817010696E-06,6.98968300182575E-06,1.85734378157071E-06,-20.7061984347609,6.34649284085273E-07,-0.000396761988036356,-30.4548174503217,43.9494860351227,31.1688248131726,-25.4371883841063,1.48035346641447,-2.95027839219811E-05,-1.76959276452635E-05,-2.396387651243E-05,1.35331713322361E-05
2013-01-03 11:00:00,2.97952661003657E-06,7.00669813573681E-06,1.85413570212467E-06,-19.7199063037268,6.35479790172156E-07,-0.000428040169060325,-27.3476487211707,43.9132340085127,30.6133486861488,-29.2067673874764,1.7482304770712,-2.95007369449509E-05,-1.7510783008106E-05,-2.37612203682258E-05,1.34964970207174E-05
2013-01-03 12:00:00,2.98421327638116E-06,6.4418925861504E-06,1.72922213785852E-06,-17.8790135000758,6.36435331449773E-07,-6.34671579307689E-06,-27.5891371675012,43.9151883694333,31.0220037944489,-31.0233941475564,1.55441997178544,-2.85962868558001E-05,-1.70822747081729E-05,-2.31421571340607E-05,1.31115938275417E-05
2013-01-03 13:00:00,2.99137834730263E-06,6.67285024525424E-06,1.73991653887227E-06,-17.1147248449493,6.37680804030324E-07,0.000982508988382149,-27.8152177276969,43.9128398276024,30.798142012709,-31.0226722630173,1.24070842238394,-2.74397860531863E-05,-1.65433099224401E-05,-2.24224126264316E-05,1.26431134220989E-05
2013-01-03 14:00:00,2.97749067500163E-06,6.63546513212838E-06,1.72785716944169E-06,-17.2416037122567,6.36514169131752E-07,0.000697917732024247,-28.3530347271799,43.9690703164197,31.5216037921359,-30.6239137467477,0.7272375799601,-2.6730310168417E-05,-1.66468496424841E-05,-2.24841884007617E-05,1.26137427778128E-05
2013-01-03 15:00:00,2.93240237264783E-06,6.47138610423888E-06,1.68619618818409E-06,-19.4731465250689,6.32522487270746E-07,0.000430178511007237,-30.1448650970024,43.9677121800608,32.0003911936015,-26.3504903651815,0,0,-1.69197885035146E-05,-2.27801243333582E-05,1.26089603931247E-05
2013-01-03 16:00:00,2.93023252082898E-06,6.46524366798941E-06,1.68649465825897E-06,-23.3587533926165,6.3241179519585E-07,0.000299281978784021,-31.1049896926519,43.859109184008,28.4763187207758,-17.8719527341423,0,0,-1.67610072933258E-05,-2.2799365384232E-05,1.26637491518089E-05
2013-01-03 17:00:00,2.927965554928E-06,6.45979310633119E-06,1.68684581837421E-06,-20.5288943624118,6.32296609888243E-07,0.00020966125671279,-30.69414132821,43.7381386521381,24.5720786037148,-17.0873599456282,0,0,-1.66450943423797E-05,-2.28170706957791E-05,1.26542099204684E-05
2013-01-03 18:00:00,2.9268399966835E-06,6.46000186301984E-06,1.68839431366362E-06,-20.3449110105067,6.32259363081731E-07,0.000143165804938542,-30.1274701076272,43.6011795511389,21.7294560128885,-14.8583662886396,0,0,-1.65926357652779E-05,-2.28173232560738E-05,1.25605598703346E-05
2013-01-03 19:00:00,2.92559022221035E-06,6.46124999845698E-06,1.68992932872697E-06,-20.2912396538404,6.32193644564542E-07,8.98559479740461E-05,-29.0594628867213,43.4414937035206,20.1983793857566,-14.2892289725736,0,0,-1.65824652636388E-05,-2.28065438999372E-05,1.24361324430303E-05
2013-01-03 20:00:00,2.92498452827681E-06,6.46468241289361E-06,1.69195429147314E-06,-20.2741988416184,6.32179211952706E-07,4.20253269709063E-05,-27.4504945043887,43.162231276164,18.3466982498072,-13.7842466758577,0,0,-1.65686480731324E-05,-2.28056511701241E-05,1.23308654758564E-05
2013-01-03 21:00:00,2.92432701035734E-06,6.46732743435998E-06,1.69339029969808E-06,-20.191981770028,6.3214203048608E-07,-5.96359161153637E-07,-25.6596769113653,43.0624443058533,18.2242237552076,-15.4349771285773,0,0,-1.65722420396719E-05,-2.28717469155026E-05,1.22753700073079E-05
2013-01-03 22:00:00,2.92399450990944E-06,6.47129180923769E-06,1.69493421967766E-06,-19.9768817433114,6.32119496815143E-07,-4.23788577569115E-05,-24.0042596711246,42.0493204021457,18.6986935120298,-16.7667984877732,0,0,-1.657678023264E-05,-2.28321385634563E-05,1.22628408492533E-05
2013-01-03 23:00:00,2.9235655071854E-06,6.47380889235391E-06,1.69582402895349E-06,-20.0035986089591,6.32088181276411E-07,-8.44769743258441E-05,-22.6805344804238,43.4053911366242,17.8669269539749,-18.5880688077836,0,0,-1.6573102097027E-05,-2.29096356031154E-05,1.22500513027852E-05
2013-01-04 00:00:00,2.92333395315444E-06,6.47756095759023E-06,1.6968315695465E-06,-19.7444013840593,6.32063858883312E-07,-0.000130077317846591,-22.1712828489884,43.8790865645599,16.7004375737725,-18.663678086291,0,0,-1.6574430994865E-05,-2.29210512370668E-05,1.22308882274017E-05
2013-01-04 01:00:00,2.92258682118246E-06,6.47963966746023E-06,1.69730060658087E-06,-19.7843213435128,6.31993598096987E-07,-0.000181435356400615,-21.8692814051902,43.9297541989128,17.6239587404977,-19.8998969918789,0,0,-1.65719508676148E-05,-2.29282575088762E-05,1.22078156293479E-05
2013-01-04 02:00:00,2.92162900427029E-06,6.48048820387015E-06,1.69717010918755E-06,-19.6514725977898,6.31903510864805E-07,-0.000241585512172599,-22.0098027228844,43.9732615209382,21.0622961625902,-23.374008972065,0,0,-1.66044902369436E-05,-2.29323888754736E-05,1.21938432866954E-05
2013-01-04 03:00:00,2.92097344489605E-06,6.48232359021847E-06,1.69688863093436E-06,-19.7903362644248,6.31832368724048E-07,-0.000320384290963583,-22.9327669216987,43.9748768029848,24.1339435041894,-25.3853648827738,0,0,-1.66754092117003E-05,-2.29259648155109E-05,1.22013018188548E-05
2013-01-04 04:00:00,2.92100652604034E-06,6.48685910904232E-06,1.69630143457514E-06,-20.6003952533847,6.31809753048686E-07,-0.000439399422357948,-25.864394408635,43.964772082729,24.1932977338388,-21.6928089311423,0,0,-1.66720924778474E-05,-2.29149202339683E-05,1.21982487376583E-05
2013-01-04 05:00:00,2.92079262290873E-06,6.48666203137719E-06,1.69468703279934E-06,-20.5180950207023,6.31753109650813E-07,-0.000650126632598323,-29.1468525515414,43.9523857771672,26.1922485778224,-20.4790045098189,0,0,-1.67311850790384E-05,-2.28991543437979E-05,1.21910635440478E-05
2013-01-04 06:00:00,2.92148056143134E-06,6.48166799271282E-06,1.69271779852725E-06,-20.5542147722672,6.31762116910622E-07,-0.00130481654685195,-35.2905483031307,43.8307625236481,28.5826276046543,-16.5672901918675,0,0,-1.68142068056341E-05,-2.2852350194636E-05,1.2311583450774E-05
2013-01-04 07:00:00,2.94438219720145E-06,6.26439378861672E-06,1.60294010754928E-06,-20.4908914189231,6.35068651029121E-07,-8.54003063652472E-05,-30.3495558453872,43.544994507079,27.6283421978671,-20.3327751121736,0,0,-1.57784123834404E-05,-2.14594290514724E-05,1.17677581301814E-05
2013-01-04 08:00:00,3.02261767440911E-06,5.73089665361847E-06,1.36157519610193E-06,-20.4612778741956,6.46434814728131E-07,0.000524543763300705,-30.2793204092438,43.4108939370414,26.2323544487277,-18.9031538840408,0,0,-1.30963750728483E-05,-1.78962156129853E-05,9.86785357784375E-06
2013-01-04 09:00:00,3.0534186135098E-06,5.80933706927885E-06,1.38086727837496E-06,-20.3174980932712,6.49065882184747E-07,0.000173248188681758,-29.2770196259354,43.1877392100957,26.1543220475522,-20.3921590981952,0.644483663053888,-2.11254423051469E-05,-1.29738170286942E-05,-1.77064007956815E-05,9.89027687983766E-06
2013-01-04 10:00:00,3.07121670326945E-06,5.85888214440652E-06,1.3930069827031E-06,-20.120702531074,6.50609031886164E-07,4.89088588690394E-05,-29.0488182849379,43.5071910075875,24.2758571897715,-19.3848139048719,0.771278880814305,-2.13464268383135E-05,-1.28475949333051E-05,-1.76611536844468E-05,9.91552636751743E-06
2013-01-04 11:00:00,3.07017097773692E-06,5.85878896581104E-06,1.39277782365275E-06,-20.3634447097075,6.50457871837464E-07,-5.5173476430339E-05,-29.0079221724395,43.0108354811944,26.5373702552134,-20.9278206007707,0.751078088078009,-2.13024063277867E-05,-1.29028938071656E-05,-1.75845327417171E-05,9.96038544145088E-06
2013-01-04 12:00:00,3.07078845569105E-06,5.86053645627126E-06,1.39427959164384E-06,-20.0805723987873,6.50480611655962E-07,-0.000186072525173758,-29.1305773891476,42.6471760127764,24.3550608045609,-18.6028858357529,0.812025918398314,-2.13786647696077E-05,-1.28363106978782E-05,-1.75171246744192E-05,1.00183453062391E-05
2013-01-04 13:00:00,3.07641391229245E-06,5.8657547675618E-06,1.3975073617356E-06,-16.5242453351335,6.50929501265505E-07,-0.000524689217181401,-32.1506918040354,42.7802342090161,26.0253798006896,-21.0994168597163,0.969305825557846,-2.15493910339761E-05,-1.28460447584757E-05,-1.75041616410375E-05,1.00468369075595E-05
2013-01-04 14:00:00,3.10261587585939E-06,5.72475268387507E-06,1.32672683333922E-06,-15.6379347677393,6.5483410482968E-07,-6.27906663680804E-05,-29.3552384736993,42.7512715838343,26.4402679101915,-25.133336476874,0.935066642314247,-2.04102901154375E-05,-1.21608427267006E-05,-1.65649086271481E-05,9.51322406383239E-06
2013-01-04 15:00:00,3.14402361834212E-06,5.34848517499966E-06,1.11258703153482E-06,-19.9761695563805,6.63955011714187E-07,0.00074252716670782,-30.7638080617857,42.5615026082272,24.6893375340552,-16.5115971259005,0,0,-1.04360216112127E-05,-1.42455886137807E-05,8.04673098540365E-06
2013-01-04 16:00:00,3.14066417030101E-06,5.34386386773271E-06,1.1126550279089E-06,-20.5036403677259,6.63743332220317E-07,0.000325195309587999,-31.4729842632841,42.6339471803267,25.6710807711005,-16.3287205261678,0,0,-1.0466896829314E-05,-1.42707085900242E-05,8.0319826427073E-06
2013-01-04 17:00:00,3.13888739030388E-06,5.34497330714403E-06,1.11394402140297E-06,-22.6136475816536,6.63672273233634E-07,0.000201618453624259,-31.0018271037903,42.6516003672614,26.6366837335663,-15.673002974674,0,0,-1.04984552552878E-05,-1.42849921542176E-05,7.99369965321778E-06
