index,DE -> SE,DE -> CZ,DE -> FR,DE -> AT,DE -> DK,DE -> LU,DE -> CH,DE -> PL,DE -> NL
2018-01-03 03:00:00+0000,48.0,2347.0,0.0,2936.0,2056.0,311.0,3189.0,1136.0,1771.0
2018-01-03 04:00:00+0000,2.0,2162.0,0.0,3082.0,2089.0,351.0,3059.0,1126.0,1739.0
2018-01-03 05:00:00+0000,2.0,1825.0,0.0,2946.0,2045.0,364.0,2986.0,1046.0,1682.0
2018-01-03 06:00:00+0000,2.0,1774.0,0.0,2862.0,2141.0,426.0,3387.0,1044.0,1572.0
2018-01-03 07:00:00+0000,65.0,1702.0,0.0,2554.0,2054.0,467.0,3088.0,945.0,1839.0
2018-01-03 08:00:00+0000,66.0,1666.0,0.0,2276.0,2127.0,485.0,2936.0,948.0,1887.0
2018-01-03 09:00:00+0000,67.0,1768.0,0.0,2261.0,2095.0,483.0,3426.0,1034.0,2123.0
2018-01-03 10:00:00+0000,67.0,1799.0,0.0,2111.0,1995.0,495.0,3551.0,1065.0,2074.0
2018-01-03 11:00:00+0000,67.0,1787.0,0.0,2044.0,2050.0,479.0,3458.0,1077.0,1967.0
2018-01-03 12:00:00+0000,67.0,1818.0,0.0,2263.0,2116.0,474.0,3272.0,1105.0,1895.0
2018-01-03 13:00:00+0000,67.0,1855.0,0.0,2301.0,2112.0,467.0,3287.0,1164.0,1768.0
2018-01-03 14:00:00+0000,67.0,1852.0,0.0,2212.0,2104.0,457.0,3373.0,1116.0,1809.0
2018-01-03 15:00:00+0000,67.0,1974.0,0.0,2307.0,2097.0,465.0,3245.0,1075.0,1634.0
2018-01-03 16:00:00+0000,67.0,1881.0,0.0,2122.0,2092.0,511.0,3113.0,1213.0,2006.0
2018-01-03 17:00:00+0000,67.0,1783.0,0.0,2206.0,2075.0,520.0,2705.0,1274.0,1712.0
2018-01-03 18:00:00+0000,67.0,1688.0,0.0,2341.0,2095.0,494.0,3073.0,1190.0,1791.0
2018-01-03 19:00:00+0000,67.0,1692.0,0.0,2681.0,2089.0,454.0,3274.0,1148.0,1707.0
2018-01-03 20:00:00+0000,67.0,1750.0,0.0,2682.0,2090.0,417.0,3218.0,1086.0,1705.0
2018-01-03 21:00:00+0000,67.0,1842.0,0.0,2898.0,2055.0,448.0,3235.0,1118.0,1791.0
2018-01-03 22:00:00+0000,67.0,1924.0,100.0,3095.0,2045.0,412.0,3833.0,1012.0,1965.0
2018-01-03 23:00:00+0000,67.0,2146.0,286.0,3185.0,2103.0,388.0,3825.0,991.0,1809.0
2018-01-04 00:00:00+0000,67.0,2145.0,614.0,3308.0,2019.0,367.0,3981.0,1026.0,2002.0
2018-01-04 01:00:00+0000,67.0,2100.0,562.0,3638.0,2057.0,362.0,4117.0,1045.0,1976.0
2018-01-04 02:00:00+0000,67.0,2111.0,0.0,3281.0,2094.0,362.0,3854.0,927.0,1749.0
2018-01-04 03:00:00+0000,67.0,2059.0,0.0,3271.0,2051.0,382.0,3307.0,854.0,1827.0
2018-01-04 04:00:00+0000,67.0,1928.0,0.0,2790.0,2070.0,418.0,2741.0,844.0,2263.0
2018-01-04 05:00:00+0000,4.0,1854.0,0.0,2154.0,1798.0,445.0,2512.0,861.0,2237.0
2018-01-04 06:00:00+0000,0.0,1747.0,0.0,1652.0,580.0,508.0,3129.0,909.0,2755.0
2018-01-04 07:00:00+0000,0.0,1455.0,0.0,1447.0,49.0,567.0,3131.0,1097.0,3003.0
2018-01-04 08:00:00+0000,0.0,1374.0,0.0,1478.0,22.0,583.0,2878.0,1018.0,3280.0
2018-01-04 09:00:00+0000,0.0,1366.0,0.0,1723.0,8.0,587.0,2790.0,961.0,3042.0
2018-01-04 10:00:00+0000,0.0,1272.0,0.0,1399.0,0.0,591.0,2740.0,895.0,2999.0
2018-01-04 11:00:00+0000,0.0,1349.0,0.0,1178.0,0.0,561.0,2744.0,934.0,2495.0
2018-01-04 12:00:00+0000,0.0,1455.0,0.0,1309.0,0.0,527.0,2547.0,876.0,2036.0
2018-01-04 13:00:00+0000,0.0,1577.0,0.0,1470.0,0.0,494.0,2213.0,987.0,1250.0
2018-01-04 14:00:00+0000,0.0,1641.0,0.0,1271.0,0.0,483.0,2210.0,987.0,573.0
2018-01-04 15:00:00+0000,0.0,1375.0,0.0,1173.0,74.0,491.0,2627.0,988.0,675.0
2018-01-04 16:00:00+0000,0.0,1114.0,0.0,720.0,412.0,516.0,2581.0,806.0,704.0
2018-01-04 17:00:00+0000,0.0,1023.0,0.0,839.0,304.0,521.0,3086.0,817.0,910.0
2018-01-04 18:00:00+0000,0.0,1327.0,0.0,1461.0,8.0,496.0,3382.0,1072.0,984.0
2018-01-04 19:00:00+0000,0.0,1398.0,0.0,1882.0,136.0,458.0,3695.0,1221.0,1629.0
2018-01-04 20:00:00+0000,0.0,1351.0,0.0,2154.0,578.0,415.0,3802.0,1087.0,2093.0
2018-01-04 21:00:00+0000,0.0,1516.0,0.0,2556.0,237.0,436.0,3568.0,1154.0,2447.0
2018-01-04 22:00:00+0000,6.0,1597.0,0.0,2828.0,1317.0,409.0,3588.0,1150.0,2774.0
2018-01-04 23:00:00+0000,240.0,2074.0,0.0,3018.0,2032.0,420.0,3483.0,1302.0,2858.0
2018-01-05 00:00:00+0000,200.0,2312.0,0.0,3021.0,2093.0,415.0,3620.0,1361.0,3072.0
2018-01-05 01:00:00+0000,151.0,2347.0,0.0,3168.0,2076.0,416.0,3923.0,1396.0,3337.0
2018-01-05 02:00:00+0000,74.0,2341.0,0.0,3297.0,2091.0,369.0,3796.0,1272.0,2907.0
2018-01-05 03:00:00+0000,65.0,2404.0,0.0,3121.0,2086.0,316.0,3351.0,1253.0,1763.0
2018-01-05 04:00:00+0000,65.0,2168.0,0.0,2909.0,2089.0,308.0,2899.0,1113.0,2076.0
2018-01-05 05:00:00+0000,146.0,2156.0,0.0,2661.0,2058.0,383.0,2979.0,1183.0,2277.0
2018-01-05 06:00:00+0000,11.0,1915.0,0.0,1776.0,786.0,503.0,3185.0,1172.0,2048.0
2018-01-05 07:00:00+0000,0.0,1761.0,0.0,1855.0,490.0,608.0,3299.0,1298.0,3037.0
2018-01-05 08:00:00+0000,0.0,1759.0,0.0,2065.0,116.0,639.0,3071.0,1236.0,3498.0
2018-01-05 09:00:00+0000,0.0,1484.0,0.0,1978.0,8.0,637.0,3102.0,1273.0,3514.0
2018-01-05 10:00:00+0000,0.0,1600.0,0.0,2085.0,0.0,675.0,3058.0,1316.0,3434.0
2018-01-05 11:00:00+0000,0.0,1602.0,0.0,2002.0,0.0,699.0,3574.0,1299.0,3073.0
2018-01-05 12:00:00+0000,0.0,1370.0,0.0,1486.0,0.0,647.0,3408.0,1261.0,3019.0
2018-01-05 13:00:00+0000,0.0,997.0,0.0,852.0,0.0,588.0,3111.0,1050.0,2509.0
2018-01-05 14:00:00+0000,0.0,768.0,0.0,580.0,0.0,529.0,2780.0,806.0,1955.0
2018-01-05 15:00:00+0000,0.0,777.0,0.0,574.0,0.0,542.0,2726.0,807.0,1840.0
2018-01-05 16:00:00+0000,0.0,581.0,0.0,85.0,77.0,570.0,2213.0,575.0,2097.0
2018-01-05 17:00:00+0000,0.0,427.0,0.0,2.0,0.0,679.0,2381.0,399.0,1973.0
2018-01-05 18:00:00+0000,0.0,477.0,0.0,257.0,0.0,687.0,3099.0,464.0,1954.0
2018-01-05 19:00:00+0000,0.0,585.0,0.0,776.0,0.0,626.0,3769.0,642.0,1714.0
2018-01-05 20:00:00+0000,0.0,649.0,0.0,1426.0,0.0,476.0,3892.0,749.0,1287.0
2018-01-05 21:00:00+0000,0.0,551.0,0.0,1273.0,0.0,597.0,3697.0,375.0,1837.0
2018-01-05 22:00:00+0000,0.0,613.0,0.0,1469.0,0.0,554.0,3461.0,781.0,2482.0
2018-01-05 23:00:00+0000,0.0,511.0,0.0,1420.0,0.0,425.0,3052.0,913.0,3338.0
2018-01-06 00:00:00+0000,2.0,502.0,0.0,1361.0,60.0,405.0,2599.0,876.0,3377.0
2018-01-06 01:00:00+0000,2.0,489.0,0.0,1383.0,994.0,372.0,2518.0,871.0,3144.0
2018-01-06 02:00:00+0000,58.0,539.0,0.0,1540.0,1999.0,319.0,2256.0,929.0,2314.0
2018-01-06 03:00:00+0000,318.0,500.0,0.0,1424.0,1391.0,257.0,2000.0,902.0,1986.0
2018-01-06 04:00:00+0000,40.0,676.0,0.0,1907.0,332.0,284.0,2562.0,1090.0,2218.0
2018-01-06 05:00:00+0000,3.0,725.0,0.0,2000.0,3.0,305.0,2702.0,1100.0,3044.0
2018-01-06 06:00:00+0000,0.0,683.0,0.0,1728.0,0.0,407.0,3236.0,923.0,3747.0
2018-01-06 07:00:00+0000,0.0,664.0,0.0,1452.0,0.0,463.0,2953.0,795.0,3507.0
2018-01-06 08:00:00+0000,0.0,483.0,0.0,1466.0,0.0,497.0,2606.0,370.0,3453.0
2018-01-06 09:00:00+0000,0.0,371.0,0.0,1526.0,0.0,539.0,2391.0,217.0,3682.0
2018-01-06 10:00:00+0000,0.0,285.0,0.0,1605.0,0.0,612.0,2500.0,124.0,3647.0
2018-01-06 11:00:00+0000,0.0,158.0,0.0,1573.0,0.0,663.0,2567.0,60.0,3605.0
2018-01-06 12:00:00+0000,0.0,117.0,0.0,1272.0,0.0,559.0,2033.0,49.0,3265.0
2018-01-06 13:00:00+0000,0.0,58.0,0.0,1019.0,0.0,521.0,1933.0,1.0,2887.0
2018-01-06 14:00:00+0000,0.0,128.0,0.0,850.0,0.0,469.0,1870.0,19.0,2355.0
2018-01-06 15:00:00+0000,0.0,230.0,0.0,582.0,0.0,388.0,1524.0,303.0,2080.0
2018-01-06 16:00:00+0000,0.0,113.0,0.0,346.0,0.0,478.0,2314.0,26.0,2346.0
2018-01-06 17:00:00+0000,0.0,4.0,0.0,0.0,0.0,580.0,2747.0,0.0,2530.0
2018-01-06 18:00:00+0000,0.0,164.0,0.0,632.0,0.0,619.0,3592.0,96.0,2323.0
2018-01-06 19:00:00+0000,0.0,292.0,0.0,896.0,0.0,519.0,3477.0,439.0,2035.0
2018-01-06 20:00:00+0000,0.0,285.0,0.0,885.0,0.0,410.0,3179.0,637.0,2121.0
2018-01-06 21:00:00+0000,0.0,382.0,0.0,1460.0,249.0,480.0,3576.0,692.0,2362.0
2018-01-06 22:00:00+0000,0.0,353.0,0.0,1477.0,589.0,451.0,3477.0,738.0,3310.0
2018-01-06 23:00:00+0000,227.0,536.0,0.0,1679.0,661.0,432.0,2935.0,959.0,3179.0
2018-01-07 00:00:00+0000,248.0,567.0,0.0,1868.0,1255.0,390.0,2912.0,971.0,2965.0
2018-01-07 01:00:00+0000,249.0,661.0,0.0,1972.0,1852.0,314.0,2707.0,994.0,2311.0
2018-01-07 02:00:00+0000,249.0,405.0,0.0,1711.0,2076.0,193.0,1998.0,812.0,1518.0
2018-01-07 03:00:00+0000,249.0,376.0,0.0,1693.0,2080.0,132.0,1660.0,786.0,985.0
2018-01-07 04:00:00+0000,272.0,663.0,0.0,2095.0,2092.0,117.0,2054.0,975.0,1067.0
2018-01-07 05:00:00+0000,298.0,793.0,0.0,2072.0,2092.0,60.0,2299.0,1024.0,1176.0
2018-01-07 06:00:00+0000,298.0,682.0,0.0,2126.0,2086.0,143.0,2243.0,1045.0,1475.0
2018-01-07 07:00:00+0000,298.0,499.0,0.0,2175.0,2077.0,173.0,2523.0,1063.0,1868.0
2018-01-07 08:00:00+0000,392.0,1003.0,0.0,2395.0,2017.0,247.0,2500.0,1259.0,1769.0
2018-01-07 09:00:00+0000,492.0,1209.0,0.0,2329.0,1990.0,266.0,1974.0,1169.0,1760.0
2018-01-07 10:00:00+0000,122.0,1057.0,0.0,2186.0,1571.0,286.0,1748.0,1275.0,1722.0
2018-01-07 11:00:00+0000,5.0,812.0,0.0,2089.0,1062.0,287.0,1852.0,1327.0,2154.0
2018-01-07 12:00:00+0000,479.0,886.0,0.0,1992.0,1582.0,262.0,1993.0,1288.0,1998.0
2018-01-07 13:00:00+0000,594.0,761.0,0.0,1827.0,2073.0,261.0,2063.0,1173.0,1701.0
2018-01-07 14:00:00+0000,594.0,820.0,0.0,1815.0,2078.0,245.0,1996.0,1212.0,1356.0
2018-01-07 15:00:00+0000,581.0,1190.0,0.0,1824.0,1499.0,268.0,2259.0,1274.0,1308.0
2018-01-07 16:00:00+0000,103.0,1185.0,0.0,2049.0,48.0,383.0,2963.0,1284.0,2375.0
2018-01-07 17:00:00+0000,0.0,1224.0,0.0,2214.0,3.0,523.0,3610.0,1242.0,2369.0
2018-01-07 18:00:00+0000,0.0,1169.0,0.0,2211.0,0.0,504.0,4049.0,1214.0,2595.0
2018-01-07 19:00:00+0000,0.0,1112.0,0.0,2232.0,26.0,450.0,3920.0,1206.0,2660.0
2018-01-07 20:00:00+0000,0.0,893.0,0.0,2032.0,519.0,410.0,3578.0,1182.0,2556.0
2018-01-07 21:00:00+0000,0.0,870.0,0.0,2120.0,47.0,507.0,3791.0,1252.0,2663.0
2018-01-07 22:00:00+0000,0.0,668.0,0.0,2115.0,621.0,488.0,3670.0,1151.0,2819.0
2018-01-07 23:00:00+0000,313.0,695.0,0.0,2157.0,1258.0,371.0,2739.0,1103.0,2970.0
2018-01-08 00:00:00+0000,333.0,666.0,0.0,2139.0,1982.0,303.0,2478.0,1087.0,2915.0
2018-01-08 01:00:00+0000,357.0,645.0,0.0,2296.0,2089.0,277.0,2519.0,1083.0,2434.0
2018-01-08 02:00:00+0000,357.0,564.0,0.0,2016.0,2089.0,256.0,2219.0,1053.0,2024.0
2018-01-08 03:00:00+0000,375.0,633.0,0.0,2081.0,2082.0,242.0,2358.0,1111.0,2007.0
2018-01-08 04:00:00+0000,503.0,1241.0,0.0,2446.0,1927.0,292.0,2691.0,1175.0,2080.0
2018-01-08 05:00:00+0000,82.0,1407.0,0.0,2042.0,381.0,495.0,3260.0,1292.0,2395.0
2018-01-08 06:00:00+0000,0.0,1275.0,0.0,1445.0,65.0,631.0,2740.0,1164.0,2240.0
2018-01-08 07:00:00+0000,0.0,1227.0,0.0,1204.0,0.0,708.0,2988.0,1061.0,2307.0
2018-01-08 08:00:00+0000,0.0,1348.0,0.0,1494.0,0.0,684.0,3074.0,1133.0,2317.0
2018-01-08 09:00:00+0000,0.0,1392.0,0.0,1658.0,0.0,673.0,3315.0,1175.0,2188.0
2018-01-08 10:00:00+0000,0.0,1359.0,0.0,1750.0,0.0,687.0,3431.0,1195.0,2352.0
2018-01-08 11:00:00+0000,0.0,1369.0,0.0,1790.0,0.0,710.0,3438.0,1205.0,2361.0
2018-01-08 12:00:00+0000,0.0,1306.0,0.0,1846.0,0.0,710.0,3495.0,1172.0,2331.0
2018-01-08 13:00:00+0000,0.0,1209.0,0.0,1759.0,19.0,676.0,3843.0,1124.0,2009.0
2018-01-08 14:00:00+0000,0.0,1311.0,0.0,1717.0,47.0,631.0,3983.0,1171.0,2056.0
2018-01-08 15:00:00+0000,0.0,1589.0,0.0,1406.0,109.0,621.0,3692.0,1259.0,2183.0
2018-01-08 16:00:00+0000,0.0,1514.0,0.0,1078.0,129.0,648.0,3255.0,1179.0,2372.0
2018-01-08 17:00:00+0000,0.0,1442.0,0.0,1280.0,52.0,671.0,2989.0,1149.0,2690.0
2018-01-08 18:00:00+0000,0.0,1481.0,0.0,1616.0,154.0,658.0,3001.0,1166.0,2432.0
2018-01-08 19:00:00+0000,70.0,1515.0,0.0,2160.0,1338.0,604.0,3417.0,1165.0,1976.0
2018-01-08 20:00:00+0000,76.0,1346.0,0.0,2456.0,1467.0,574.0,3603.0,1070.0,1979.0
2018-01-08 21:00:00+0000,75.0,1108.0,0.0,2268.0,1518.0,583.0,3762.0,1208.0,1925.0
2018-01-08 22:00:00+0000,76.0,986.0,0.0,1930.0,2055.0,530.0,2253.0,1065.0,2192.0
2018-01-08 23:00:00+0000,76.0,1190.0,367.0,2483.0,2042.0,525.0,4041.0,1250.0,2375.0
2018-01-09 00:00:00+0000,76.0,1066.0,838.0,2474.0,2073.0,464.0,4282.0,1183.0,2254.0
2018-01-09 01:00:00+0000,76.0,966.0,793.0,2237.0,1849.0,421.0,4076.0,1020.0,2243.0
2018-01-09 02:00:00+0000,76.0,883.0,258.0,2170.0,1790.0,376.0,3790.0,937.0,2195.0
2018-01-09 03:00:00+0000,71.0,958.0,0.0,2049.0,1501.0,371.0,3555.0,1016.0,2363.0
2018-01-09 04:00:00+0000,66.0,1128.0,9.0,2563.0,1571.0,451.0,3681.0,1016.0,2413.0
2018-01-09 05:00:00+0000,66.0,1177.0,0.0,2011.0,1112.0,507.0,3915.0,980.0,2130.0
2018-01-09 06:00:00+0000,0.0,1194.0,0.0,1011.0,348.0,591.0,3327.0,925.0,2155.0
2018-01-09 07:00:00+0000,0.0,1136.0,0.0,810.0,343.0,574.0,3018.0,920.0,1954.0
2018-01-09 08:00:00+0000,0.0,1161.0,0.0,1350.0,585.0,581.0,2975.0,962.0,2163.0
2018-01-09 09:00:00+0000,0.0,1221.0,0.0,1618.0,569.0,600.0,3130.0,977.0,2085.0
2018-01-09 10:00:00+0000,0.0,1165.0,0.0,1567.0,519.0,570.0,3403.0,989.0,1927.0
2018-01-09 11:00:00+0000,0.0,1076.0,0.0,1583.0,522.0,571.0,3250.0,986.0,1836.0
2018-01-09 12:00:00+0000,0.0,868.0,0.0,1392.0,372.0,565.0,3688.0,751.0,1933.0
2018-01-09 13:00:00+0000,0.0,857.0,0.0,1022.0,313.0,539.0,3324.0,898.0,1740.0
2018-01-09 14:00:00+0000,0.0,944.0,0.0,763.0,200.0,533.0,3406.0,897.0,1660.0
2018-01-09 15:00:00+0000,0.0,1140.0,0.0,918.0,95.0,529.0,3278.0,986.0,1688.0
2018-01-09 16:00:00+0000,0.0,908.0,0.0,212.0,69.0,601.0,3062.0,1026.0,2008.0
2018-01-09 17:00:00+0000,0.0,797.0,0.0,458.0,11.0,647.0,2903.0,944.0,1989.0
2018-01-09 18:00:00+0000,0.0,773.0,0.0,642.0,26.0,604.0,3384.0,931.0,1717.0
2018-01-09 19:00:00+0000,0.0,718.0,0.0,931.0,48.0,563.0,3640.0,860.0,1722.0
2018-01-09 20:00:00+0000,0.0,515.0,0.0,745.0,1.0,508.0,3531.0,487.0,1761.0
2018-01-09 21:00:00+0000,0.0,411.0,151.0,864.0,0.0,588.0,4045.0,298.0,1759.0
2018-01-09 22:00:00+0000,0.0,316.0,0.0,702.0,0.0,512.0,3772.0,399.0,1448.0
2018-01-09 23:00:00+0000,0.0,376.0,0.0,1041.0,0.0,433.0,3723.0,529.0,1925.0
2018-01-10 00:00:00+0000,0.0,170.0,0.0,791.0,0.0,423.0,3378.0,394.0,2099.0
2018-01-10 01:00:00+0000,2.0,88.0,0.0,626.0,108.0,357.0,3301.0,390.0,1963.0
2018-01-10 02:00:00+0000,2.0,38.0,0.0,542.0,267.0,281.0,2867.0,373.0,1707.0
2018-01-10 03:00:00+0000,187.0,85.0,0.0,804.0,173.0,241.0,2778.0,408.0,776.0
2018-01-10 04:00:00+0000,0.0,336.0,0.0,930.0,0.0,444.0,3188.0,641.0,1324.0
2018-01-10 05:00:00+0000,0.0,433.0,0.0,621.0,0.0,493.0,3488.0,574.0,1202.0
2018-01-10 06:00:00+0000,0.0,538.0,0.0,815.0,0.0,628.0,3844.0,583.0,1507.0
2018-01-10 07:00:00+0000,0.0,224.0,0.0,239.0,44.0,638.0,3314.0,430.0,1835.0
2018-01-10 08:00:00+0000,0.0,202.0,0.0,514.0,211.0,628.0,3267.0,579.0,2029.0
2018-01-10 09:00:00+0000,2.0,372.0,0.0,1016.0,481.0,624.0,3435.0,810.0,2038.0
2018-01-10 10:00:00+0000,2.0,428.0,0.0,1610.0,114.0,611.0,3801.0,878.0,1988.0
2018-01-10 11:00:00+0000,2.0,356.0,0.0,1513.0,467.0,582.0,3832.0,866.0,1816.0
2018-01-10 12:00:00+0000,0.0,327.0,0.0,1333.0,429.0,556.0,3874.0,831.0,1686.0
2018-01-10 13:00:00+0000,0.0,309.0,0.0,1092.0,13.0,519.0,3642.0,823.0,1482.0
2018-01-10 14:00:00+0000,0.0,285.0,0.0,470.0,0.0,476.0,3341.0,772.0,1599.0
2018-01-10 15:00:00+0000,2.0,351.0,0.0,298.0,217.0,444.0,3090.0,800.0,1628.0
2018-01-10 16:00:00+0000,2.0,190.0,0.0,0.0,565.0,511.0,2814.0,658.0,2049.0
2018-01-10 17:00:00+0000,2.0,170.0,0.0,18.0,100.0,629.0,3249.0,629.0,2093.0
2018-01-10 18:00:00+0000,0.0,354.0,0.0,173.0,0.0,660.0,3519.0,766.0,1837.0
2018-01-10 19:00:00+0000,0.0,332.0,0.0,693.0,0.0,623.0,3667.0,663.0,1650.0
2018-01-10 20:00:00+0000,0.0,195.0,0.0,586.0,0.0,599.0,3094.0,540.0,2410.0
2018-01-10 21:00:00+0000,0.0,115.0,0.0,514.0,0.0,650.0,3306.0,384.0,2584.0
2018-01-10 22:00:00+0000,0.0,0.0,298.0,281.0,0.0,609.0,3477.0,124.0,2589.0
2018-01-10 23:00:00+0000,0.0,74.0,58.0,656.0,0.0,512.0,3761.0,418.0,2732.0
2018-01-11 00:00:00+0000,0.0,10.0,0.0,512.0,0.0,429.0,3553.0,415.0,2347.0
2018-01-11 01:00:00+0000,0.0,0.0,0.0,275.0,0.0,403.0,3407.0,299.0,2201.0
2018-01-11 02:00:00+0000,0.0,0.0,0.0,342.0,0.0,342.0,3055.0,305.0,1888.0
2018-01-11 03:00:00+0000,0.0,0.0,0.0,269.0,0.0,298.0,3060.0,372.0,1821.0
2018-01-11 04:00:00+0000,0.0,58.0,0.0,449.0,0.0,287.0,3226.0,450.0,1825.0
2018-01-11 05:00:00+0000,0.0,196.0,0.0,532.0,0.0,464.0,3337.0,540.0,1557.0
2018-01-11 06:00:00+0000,0.0,140.0,0.0,0.0,0.0,543.0,2654.0,556.0,1739.0
2018-01-11 07:00:00+0000,0.0,70.0,0.0,0.0,0.0,643.0,2528.0,452.0,2403.0
2018-01-11 08:00:00+0000,0.0,93.0,0.0,0.0,0.0,572.0,2092.0,496.0,2302.0
