Week,2023,Dispa-SET_Date
1,0.6380385094888489,2023-01-01 00:00:00+00:00
2,0.6156669898877961,2023-01-08 00:00:00+00:00
3,0.5785773652860507,2023-01-15 00:00:00+00:00
4,0.5584914808145173,2023-01-22 00:00:00+00:00
5,0.5208823936833357,2023-01-29 00:00:00+00:00
6,0.4987186590940573,2023-02-05 00:00:00+00:00
7,0.4680011081867294,2023-02-12 00:00:00+00:00
8,0.4319504086438565,2023-02-19 00:00:00+00:00
9,0.409405734866325,2023-02-26 00:00:00+00:00
10,0.3575287435932954,2023-03-05 00:00:00+00:00
11,0.3250103892505887,2023-03-12 00:00:00+00:00
12,0.2933578057902756,2023-03-19 00:00:00+00:00
13,0.2543981160825599,2023-03-26 00:00:00+00:00
14,0.2138454079512398,2023-04-02 00:00:00+00:00
15,0.1977074387034215,2023-04-09 00:00:00+00:00
16,0.201066629727109,2023-04-16 00:00:00+00:00
17,0.2062958858567668,2023-04-23 00:00:00+00:00
18,0.203386895691924,2023-04-30 00:00:00+00:00
19,0.2678695110126056,2023-05-07 00:00:00+00:00
20,0.4096135198780994,2023-05-14 00:00:00+00:00
21,0.513298240753567,2023-05-21 00:00:00+00:00
22,0.5647942928383433,2023-05-28 00:00:00+00:00
23,0.5955464745809669,2023-06-04 00:00:00+00:00
24,0.6331555617121485,2023-06-11 00:00:00+00:00
25,0.691750935032553,2023-06-18 00:00:00+00:00
26,0.7313339797755922,2023-06-25 00:00:00+00:00
27,0.7466754398116082,2023-07-02 00:00:00+00:00
28,0.7608048206122732,2023-07-09 00:00:00+00:00
29,0.7871935171076326,2023-07-16 00:00:00+00:00
30,0.799764510319989,2023-07-23 00:00:00+00:00
31,0.8191231472503117,2023-07-30 00:00:00+00:00
32,0.8747748995705776,2023-08-06 00:00:00+00:00
33,0.8917786397007896,2023-08-13 00:00:00+00:00
34,0.8974234658539963,2023-08-20 00:00:00+00:00
35,0.9004017176894307,2023-08-27 00:00:00+00:00
36,0.9106524449369718,2023-09-03 00:00:00+00:00
37,0.9162626402548828,2023-09-10 00:00:00+00:00
38,0.9568846100567946,2023-09-17 00:00:00+00:00
39,0.984623909128688,2023-09-24 00:00:00+00:00
40,0.9895068569053884,2023-10-01 00:00:00+00:00
41,1.0,2023-10-08 00:00:00+00:00
42,0.9859398808699266,2023-10-15 00:00:00+00:00
43,0.9580274276215542,2023-10-22 00:00:00+00:00
44,0.9377337581382464,2023-10-29 00:00:00+00:00
45,0.9046959412661032,2023-11-05 00:00:00+00:00
46,0.8663942374290068,2023-11-12 00:00:00+00:00
47,0.834291453109849,2023-11-19 00:00:00+00:00
48,0.7902756614489541,2023-11-26 00:00:00+00:00
49,0.7417578611996122,2023-12-03 00:00:00+00:00
50,0.7047028674331625,2023-12-10 00:00:00+00:00
51,0.6820889319850395,2023-12-17 00:00:00+00:00
52,0.6560119130073417,2023-12-24 00:00:00+00:00
53,0.6071478044050422,2023-12-31 00:00:00+00:00
54,0.5764648843330101,2024-01-07 00:00:00+00:00
