00:00 - 01:00,n/e,n/e,347,,n/e,n/e,1258,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,738,
01:00 - 02:00,n/e,n/e,344,,n/e,n/e,996,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,837,
02:00 - 03:00,n/e,n/e,354,,n/e,n/e,869,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,47,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,858,
03:00 - 04:00,n/e,n/e,349,,n/e,n/e,843,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,51,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,19,,n/e,n/e,n/e,n/e,826,
04:00 - 05:00,n/e,n/e,354,,n/e,n/e,877,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,301,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,844,
05:00 - 06:00,n/e,n/e,353,,n/e,n/e,834,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,291,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,,n/e,n/e,n/e,n/e,837,
06:00 - 07:00,n/e,n/e,355,,n/e,n/e,756,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,202,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,280,,n/e,n/e,n/e,n/e,919,
07:00 - 08:00,n/e,n/e,348,,n/e,n/e,456,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,55,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1354,,n/e,n/e,n/e,n/e,917,
08:00 - 09:00,n/e,n/e,337,,n/e,n/e,403,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2273,,n/e,n/e,n/e,n/e,879,
09:00 - 10:00,n/e,n/e,336,,n/e,n/e,392,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2819,,n/e,n/e,n/e,n/e,897,
10:00 - 11:00,n/e,n/e,334,,n/e,n/e,471,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2944,,n/e,n/e,n/e,n/e,982,
11:00 - 12:00,n/e,n/e,331,,n/e,n/e,470,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2692,,n/e,n/e,n/e,n/e,1114,
12:00 - 13:00,n/e,n/e,330,,n/e,n/e,403,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2297,,n/e,n/e,n/e,n/e,1164,
13:00 - 14:00,n/e,n/e,333,,n/e,n/e,433,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,35,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1473,,n/e,n/e,n/e,n/e,1128,
14:00 - 15:00,n/e,n/e,350,,n/e,n/e,524,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,119,,n/e,n/e,455,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,355,,n/e,n/e,n/e,n/e,1113,
15:00 - 16:00,n/e,n/e,351,,n/e,n/e,960,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,345,,n/e,n/e,709,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8,,n/e,n/e,n/e,n/e,1137,
16:00 - 17:00,n/e,n/e,351,,n/e,n/e,1063,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,448,,n/e,n/e,820,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,1102,
17:00 - 18:00,n/e,n/e,355,,n/e,n/e,1124,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,448,,n/e,n/e,867,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1065,
18:00 - 19:00,n/e,n/e,356,,n/e,n/e,1265,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,446,,n/e,n/e,827,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,953,
19:00 - 20:00,n/e,n/e,356,,n/e,n/e,1111,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,442,,n/e,n/e,778,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1007,
20:00 - 21:00,n/e,n/e,360,,n/e,n/e,1002,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,371,,n/e,n/e,710,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1082,
21:00 - 22:00,n/e,n/e,360,,n/e,n/e,1265,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,22,,n/e,n/e,499,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1063,
22:00 - 23:00,n/e,n/e,354,,n/e,n/e,1089,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,349,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1025,
23:00 - 00:00,n/e,n/e,351,,n/e,n/e,932,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,25,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1109,
00:00 - 01:00,n/e,n/e,352,,n/e,n/e,773,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1082,
01:00 - 02:00,n/e,n/e,348,,n/e,n/e,663,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1183,
02:00 - 03:00,n/e,n/e,347,,n/e,n/e,646,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1328,
03:00 - 04:00,n/e,n/e,353,,n/e,n/e,647,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1509,
04:00 - 05:00,n/e,n/e,358,,n/e,n/e,691,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,30,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1633,
05:00 - 06:00,n/e,n/e,589,,n/e,n/e,909,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,34,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1597,
06:00 - 07:00,n/e,n/e,657,,n/e,n/e,852,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,373,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,n/e,n/e,n/e,n/e,1665,
07:00 - 08:00,n/e,n/e,659,,n/e,n/e,868,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,574,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,346,,n/e,n/e,n/e,n/e,1683,
08:00 - 09:00,n/e,n/e,660,,n/e,n/e,843,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,913,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,674,,n/e,n/e,n/e,n/e,1731,
09:00 - 10:00,n/e,n/e,661,,n/e,n/e,665,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,756,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1071,,n/e,n/e,n/e,n/e,1738,
10:00 - 11:00,n/e,n/e,660,,n/e,n/e,669,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,474,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1800,,n/e,n/e,n/e,n/e,1701,
11:00 - 12:00,n/e,n/e,661,,n/e,n/e,568,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,232,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2123,,n/e,n/e,n/e,n/e,1819,
12:00 - 13:00,n/e,n/e,657,,n/e,n/e,634,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,110,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1798,,n/e,n/e,n/e,n/e,1736,
13:00 - 14:00,n/e,n/e,654,,n/e,n/e,824,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,115,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1253,,n/e,n/e,n/e,n/e,1516,
14:00 - 15:00,n/e,n/e,661,,n/e,n/e,1205,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,661,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,407,,n/e,n/e,n/e,n/e,1352,
15:00 - 16:00,n/e,n/e,657,,n/e,n/e,1377,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,133,,n/e,n/e,912,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8,,n/e,n/e,n/e,n/e,1331,
16:00 - 17:00,n/e,n/e,661,,n/e,n/e,1384,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,418,,n/e,n/e,923,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1394,
17:00 - 18:00,n/e,n/e,660,,n/e,n/e,1366,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,511,,n/e,n/e,911,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1355,
18:00 - 19:00,n/e,n/e,656,,n/e,n/e,1271,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,553,,n/e,n/e,843,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,46,,n/e,n/e,n/e,n/e,1313,
19:00 - 20:00,n/e,n/e,654,,n/e,n/e,1275,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,325,,n/e,n/e,804,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,16,,n/e,n/e,n/e,n/e,1260,
20:00 - 21:00,n/e,n/e,657,,n/e,n/e,1425,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,12,,n/e,n/e,573,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1266,
21:00 - 22:00,n/e,n/e,656,,n/e,n/e,1314,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,422,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1348,
22:00 - 23:00,n/e,n/e,654,,n/e,n/e,918,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,243,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1439,
23:00 - 00:00,n/e,n/e,653,,n/e,n/e,448,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1516,
00:00 - 01:00,n/e,n/e,654,,n/e,n/e,407,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1551,
01:00 - 02:00,n/e,n/e,659,,n/e,n/e,416,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1532,
02:00 - 03:00,n/e,n/e,664,,n/e,n/e,410,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1568,
03:00 - 04:00,n/e,n/e,675,,n/e,n/e,410,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,1693,
04:00 - 05:00,n/e,n/e,811,,n/e,n/e,395,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,31,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,1807,
05:00 - 06:00,n/e,n/e,748,,n/e,n/e,440,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,271,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7,,n/e,n/e,n/e,n/e,1892,
06:00 - 07:00,n/e,n/e,797,,n/e,n/e,460,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,211,,n/e,n/e,200,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,255,,n/e,n/e,n/e,n/e,2054,
07:00 - 08:00,n/e,n/e,758,,n/e,n/e,484,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,222,,n/e,n/e,271,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,908,,n/e,n/e,n/e,n/e,2032,
