08:00 - 09:00,n/e,n/e,792,,n/e,n/e,403,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,221,,n/e,n/e,170,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1493,,n/e,n/e,n/e,n/e,1999,
09:00 - 10:00,n/e,n/e,788,,n/e,n/e,400,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,201,,n/e,n/e,83,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1543,,n/e,n/e,n/e,n/e,1923,
10:00 - 11:00,n/e,n/e,662,,n/e,n/e,423,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,222,,n/e,n/e,71,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1361,,n/e,n/e,n/e,n/e,2023,
11:00 - 12:00,n/e,n/e,657,,n/e,n/e,447,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,5,,n/e,n/e,122,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1069,,n/e,n/e,n/e,n/e,2186,
12:00 - 13:00,n/e,n/e,659,,n/e,n/e,547,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,189,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,683,,n/e,n/e,n/e,n/e,2114,
13:00 - 14:00,n/e,n/e,658,,n/e,n/e,983,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,222,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,450,,n/e,n/e,n/e,n/e,1958,
14:00 - 15:00,n/e,n/e,659,,n/e,n/e,1324,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,700,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,171,,n/e,n/e,n/e,n/e,1819,
15:00 - 16:00,n/e,n/e,661,,n/e,n/e,1240,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,47,,n/e,n/e,914,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,,n/e,n/e,n/e,n/e,1797,
16:00 - 17:00,n/e,n/e,659,,n/e,n/e,1350,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,215,,n/e,n/e,1107,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1800,
17:00 - 18:00,n/e,n/e,657,,n/e,n/e,1224,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,331,,n/e,n/e,1111,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1718,
18:00 - 19:00,n/e,n/e,662,,n/e,n/e,1286,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,348,,n/e,n/e,947,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1720,
19:00 - 20:00,n/e,n/e,661,,n/e,n/e,1255,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,204,,n/e,n/e,928,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1612,
20:00 - 21:00,n/e,n/e,661,,n/e,n/e,996,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,120,,n/e,n/e,695,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1593,
21:00 - 22:00,n/e,n/e,663,,n/e,n/e,1231,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,447,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1572,
22:00 - 23:00,n/e,n/e,663,,n/e,n/e,711,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,342,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1544,
23:00 - 00:00,n/e,n/e,661,,n/e,n/e,614,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,85,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1463,
00:00 - 01:00,n/e,n/e,660,,n/e,n/e,466,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,28,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1422,
01:00 - 02:00,n/e,n/e,659,,n/e,n/e,406,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1557,
02:00 - 03:00,n/e,n/e,661,,n/e,n/e,407,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1585,
03:00 - 04:00,n/e,n/e,661,,n/e,n/e,421,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1720,
04:00 - 05:00,n/e,n/e,663,,n/e,n/e,418,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1826,
05:00 - 06:00,n/e,n/e,837,,n/e,n/e,419,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,353,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,,n/e,n/e,n/e,n/e,1884,
06:00 - 07:00,n/e,n/e,964,,n/e,n/e,784,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,454,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,323,,n/e,n/e,n/e,n/e,1854,
07:00 - 08:00,n/e,n/e,965,,n/e,n/e,955,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,102,,n/e,n/e,314,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1423,,n/e,n/e,n/e,n/e,1890,
08:00 - 09:00,n/e,n/e,891,,n/e,n/e,781,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,140,,n/e,n/e,130,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2541,,n/e,n/e,n/e,n/e,1930,
09:00 - 10:00,n/e,n/e,662,,n/e,n/e,826,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,25,,n/e,n/e,50,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2867,,n/e,n/e,n/e,n/e,2029,
10:00 - 11:00,n/e,n/e,660,,n/e,n/e,783,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,32,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2859,,n/e,n/e,n/e,n/e,2144,
11:00 - 12:00,n/e,n/e,657,,n/e,n/e,917,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,28,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2652,,n/e,n/e,n/e,n/e,2224,
12:00 - 13:00,n/e,n/e,658,,n/e,n/e,795,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,19,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2457,,n/e,n/e,n/e,n/e,2223,
13:00 - 14:00,n/e,n/e,655,,n/e,n/e,902,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,77,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1649,,n/e,n/e,n/e,n/e,2296,
14:00 - 15:00,n/e,n/e,659,,n/e,n/e,1257,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,46,,n/e,n/e,371,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,507,,n/e,n/e,n/e,n/e,2289,
15:00 - 16:00,n/e,n/e,666,,n/e,n/e,1640,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,317,,n/e,n/e,869,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10,,n/e,n/e,n/e,n/e,2336,
16:00 - 17:00,n/e,n/e,656,,n/e,n/e,1992,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,434,,n/e,n/e,1068,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,,n/e,n/e,n/e,n/e,2357,
17:00 - 18:00,n/e,n/e,660,,n/e,n/e,2181,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,432,,n/e,n/e,1053,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2259,
18:00 - 19:00,n/e,n/e,658,,n/e,n/e,2231,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,430,,n/e,n/e,977,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1840,
19:00 - 20:00,n/e,n/e,661,,n/e,n/e,1834,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,426,,n/e,n/e,928,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,21,,n/e,n/e,n/e,n/e,1640,
20:00 - 21:00,n/e,n/e,659,,n/e,n/e,1570,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,223,,n/e,n/e,651,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1572,
21:00 - 22:00,n/e,n/e,658,,n/e,n/e,1756,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,300,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1472,
22:00 - 23:00,n/e,n/e,660,,n/e,n/e,1437,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,214,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1416,
23:00 - 00:00,n/e,n/e,659,,n/e,n/e,1005,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,114,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1225,
00:00 - 01:00,n/e,n/e,658,,n/e,n/e,1002,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,27,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,958,
01:00 - 02:00,n/e,n/e,657,,n/e,n/e,1015,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,26,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,825,
02:00 - 03:00,n/e,n/e,652,,n/e,n/e,1021,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,27,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,723,
03:00 - 04:00,n/e,n/e,670,,n/e,n/e,1138,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,27,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,555,
04:00 - 05:00,n/e,n/e,818,,n/e,n/e,1154,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,182,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,478,
05:00 - 06:00,n/e,n/e,941,,n/e,n/e,1973,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,559,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5,,n/e,n/e,n/e,n/e,369,
