,HPHS,HDAM
2016-01-01 00:00:00+00:00,0.0,0.5578453778863582
2016-01-01 00:30:00+00:00,0.0,0.2789226889431791
2016-01-01 01:00:00+00:00,0.0,0.0
2016-01-01 01:30:00+00:00,0.0,0.0
2016-01-01 02:00:00+00:00,0.0,0.0
2016-01-01 02:30:00+00:00,0.0,0.0
2016-01-01 03:00:00+00:00,0.0,0.0
2016-01-01 03:30:00+00:00,0.0,0.0
2016-01-01 04:00:00+00:00,0.0,0.0
2016-01-01 04:30:00+00:00,0.0,0.0
2016-01-01 05:00:00+00:00,0.0,0.0
2016-01-01 05:30:00+00:00,0.0,0.0
2016-01-01 06:00:00+00:00,0.0,0.0
2016-01-01 06:30:00+00:00,0.0,0.0
2016-01-01 07:00:00+00:00,0.0,0.0
2016-01-01 07:30:00+00:00,0.0,0.0
2016-01-01 08:00:00+00:00,0.0,0.0
2016-01-01 08:30:00+00:00,0.0,0.0
2016-01-01 09:00:00+00:00,0.0,0.0
2016-01-01 09:30:00+00:00,0.0,0.0
2016-01-01 10:00:00+00:00,0.0,0.0
2016-01-01 10:30:00+00:00,0.0,0.0
2016-01-01 11:00:00+00:00,0.0,0.0
2016-01-01 11:30:00+00:00,0.0,0.0
2016-01-01 12:00:00+00:00,0.0,0.0
2016-01-01 12:30:00+00:00,0.0,0.0
2016-01-01 13:00:00+00:00,0.0,0.0
2016-01-01 13:30:00+00:00,0.0,0.0
2016-01-01 14:00:00+00:00,0.0,0.0
2016-01-01 14:30:00+00:00,0.0,0.01601781070247655
2016-01-01 15:00:00+00:00,0.0,0.0320356214049531
2016-01-01 15:30:00+00:00,0.0,0.033158641342748596
2016-01-01 16:00:00+00:00,0.0,0.0342816612805441
2016-01-01 16:30:00+00:00,0.0,0.02549452281474305
2016-01-01 17:00:00+00:00,0.0,0.016707384348942
2016-01-01 17:30:00+00:00,0.0,0.008353692174471
2016-01-01 18:00:00+00:00,0.0,0.0
2016-01-01 18:30:00+00:00,0.0,0.0
2016-01-01 19:00:00+00:00,0.0,0.0
2016-01-01 19:30:00+00:00,0.0,0.0
2016-01-01 20:00:00+00:00,0.0,0.0
2016-01-01 20:30:00+00:00,0.0,0.0
2016-01-01 21:00:00+00:00,0.0,0.0
2016-01-01 21:30:00+00:00,0.0,0.0
2016-01-01 22:00:00+00:00,0.0,0.0
2016-01-01 22:30:00+00:00,0.0,0.0
2016-01-01 23:00:00+00:00,0.0,0.0
2016-01-01 23:30:00+00:00,0.0,0.0
2016-01-02 00:00:00+00:00,0.0,0.0
2016-01-02 00:30:00+00:00,0.0,0.0
2016-01-02 01:00:00+00:00,0.0,0.0
2016-01-02 01:30:00+00:00,0.0,0.0
2016-01-02 02:00:00+00:00,0.0,0.0
2016-01-02 02:30:00+00:00,0.0,0.0
2016-01-02 03:00:00+00:00,0.0,0.0
2016-01-02 03:30:00+00:00,0.0,0.0
2016-01-02 04:00:00+00:00,0.0,0.0
2016-01-02 04:30:00+00:00,0.0,0.0
2016-01-02 05:00:00+00:00,0.0,0.0
2016-01-02 05:30:00+00:00,0.0,0.0
2016-01-02 06:00:00+00:00,0.0,0.0
2016-01-02 06:30:00+00:00,0.0,0.0
2016-01-02 07:00:00+00:00,0.0,0.0
2016-01-02 07:30:00+00:00,0.0,0.0
2016-01-02 08:00:00+00:00,0.0,0.0
2016-01-02 08:30:00+00:00,0.0,0.0
2016-01-02 09:00:00+00:00,0.0,0.0
2016-01-02 09:30:00+00:00,0.0,0.0
2016-01-02 10:00:00+00:00,0.0,0.0
2016-01-02 10:30:00+00:00,0.0,0.0
2016-01-02 11:00:00+00:00,0.0,0.0
2016-01-02 11:30:00+00:00,0.0,0.0
2016-01-02 12:00:00+00:00,0.0,0.0
2016-01-02 12:30:00+00:00,0.0,0.0
2016-01-02 13:00:00+00:00,0.0,0.0
2016-01-02 13:30:00+00:00,0.0,0.0
2016-01-02 14:00:00+00:00,0.0,0.0
2016-01-02 14:30:00+00:00,0.0,0.0
2016-01-02 15:00:00+00:00,0.0,0.0
2016-01-02 15:30:00+00:00,0.0,0.0
2016-01-02 16:00:00+00:00,0.0,0.0
2016-01-02 16:30:00+00:00,0.0,0.0
2016-01-02 17:00:00+00:00,0.0,0.0
2016-01-02 17:30:00+00:00,0.0,0.0
2016-01-02 18:00:00+00:00,0.0,0.0
2016-01-02 18:30:00+00:00,0.0,0.0
2016-01-02 19:00:00+00:00,0.0,0.0
2016-01-02 19:30:00+00:00,0.0,0.0
2016-01-02 20:00:00+00:00,0.0,0.0
2016-01-02 20:30:00+00:00,0.0,0.0
2016-01-02 21:00:00+00:00,0.0,0.0
2016-01-02 21:30:00+00:00,0.0,0.0
2016-01-02 22:00:00+00:00,0.0,0.0
2016-01-02 22:30:00+00:00,0.0,0.0
2016-01-02 23:00:00+00:00,0.0,0.0
2016-01-02 23:30:00+00:00,0.0,0.0
2016-01-03 00:00:00+00:00,0.0,0.0
2016-01-03 00:30:00+00:00,0.0,0.0
2016-01-03 01:00:00+00:00,0.0,0.0
2016-01-03 01:30:00+00:00,0.0,0.0
2016-01-03 02:00:00+00:00,0.0,0.0
2016-01-03 02:30:00+00:00,0.0,0.0
2016-01-03 03:00:00+00:00,0.0,0.0
2016-01-03 03:30:00+00:00,0.0,0.0
2016-01-03 04:00:00+00:00,0.0,0.0
2016-01-03 04:30:00+00:00,0.0,0.0
2016-01-03 05:00:00+00:00,0.0,0.0
2016-01-03 05:30:00+00:00,0.0,0.0
2016-01-03 06:00:00+00:00,0.0,0.0
2016-01-03 06:30:00+00:00,0.0,0.0
2016-01-03 07:00:00+00:00,0.0,0.0
2016-01-03 07:30:00+00:00,0.0,0.0
2016-01-03 08:00:00+00:00,0.0,0.0
2016-01-03 08:30:00+00:00,0.0,0.0
2016-01-03 09:00:00+00:00,0.0,0.0
2016-01-03 09:30:00+00:00,0.0,0.0
2016-01-03 10:00:00+00:00,0.0,0.0
2016-01-03 10:30:00+00:00,0.0,0.0
2016-01-03 11:00:00+00:00,0.0,0.0
2016-01-03 11:30:00+00:00,0.0,0.0
2016-01-03 12:00:00+00:00,0.0,0.0
2016-01-03 12:30:00+00:00,0.0,0.0
2016-01-03 13:00:00+00:00,0.0,0.0
2016-01-03 13:30:00+00:00,0.0,0.0
2016-01-03 14:00:00+00:00,0.0,0.0
2016-01-03 14:30:00+00:00,0.0,0.01682559697375675
2016-01-03 15:00:00+00:00,0.0,0.0336511939475135
2016-01-03 15:30:00+00:00,0.0,0.046891007959796796
2016-01-03 16:00:00+00:00,0.0,0.0601308219720801
2016-01-03 16:30:00+00:00,0.0,0.0458467964380063
2016-01-03 17:00:00+00:00,0.0,0.0315627709039325
2016-01-03 17:30:00+00:00,0.0,0.01578138545196625
2016-01-03 18:00:00+00:00,0.0,0.0
2016-01-03 18:30:00+00:00,0.0,0.0
2016-01-03 19:00:00+00:00,0.0,0.0
2016-01-03 19:30:00+00:00,0.0,0.0
2016-01-03 20:00:00+00:00,0.0,0.0
2016-01-03 20:30:00+00:00,0.0,0.0
2016-01-03 21:00:00+00:00,0.0,0.0
2016-01-03 21:30:00+00:00,0.0,0.0
2016-01-03 22:00:00+00:00,0.0,0.0
2016-01-03 22:30:00+00:00,0.0,0.0
2016-01-03 23:00:00+00:00,0.0,0.0
2016-01-03 23:30:00+00:00,0.0,0.0
2016-01-04 00:00:00+00:00,0.0,0.0
2016-01-04 00:30:00+00:00,0.0,0.0
2016-01-04 01:00:00+00:00,0.0,0.0
2016-01-04 01:30:00+00:00,0.0,0.0
2016-01-04 02:00:00+00:00,0.0,0.0
2016-01-04 02:30:00+00:00,0.0,0.0
2016-01-04 03:00:00+00:00,0.0,0.0
2016-01-04 03:30:00+00:00,0.0,0.0
2016-01-04 04:00:00+00:00,0.0,0.0
2016-01-04 04:30:00+00:00,0.0,0.0
2016-01-04 05:00:00+00:00,0.0,0.0
2016-01-04 05:30:00+00:00,0.0,0.04864449523209075
2016-01-04 06:00:00+00:00,0.0,0.0972889904641815
2016-01-04 06:30:00+00:00,0.0,0.12095121759018534
2016-01-04 07:00:00+00:00,0.0,0.1446134447161892
2016-01-04 07:30:00+00:00,0.0,0.15072109701330777
2016-01-04 08:00:00+00:00,0.0,0.1568287493104263
2016-01-04 08:30:00+00:00,0.0,0.1545433052248512
2016-01-04 09:00:00+00:00,0.0,0.1522578611392761
2016-01-04 09:30:00+00:00,0.0,0.1474505477183495
2016-01-04 10:00:00+00:00,0.0,0.1426432342974229
2016-01-04 10:30:00+00:00,0.0,0.13490030735282527
2016-01-04 11:00:00+00:00,0.0,0.1271573804082276
2016-01-04 11:30:00+00:00,0.0,0.12583733942799766
2016-01-04 12:00:00+00:00,0.0,0.1245172984477677
2016-01-04 12:30:00+00:00,0.0,0.12432027740577364
2016-01-04 13:00:00+00:00,0.0,0.1241232563637796
2016-01-04 13:30:00+00:00,0.0,0.13308771376768355
2016-01-04 14:00:00+00:00,0.0,0.1420521711715875
2016-01-04 14:30:00+00:00,0.0,0.15728189770652828
2016-01-04 15:00:00+00:00,0.0,0.1725116242414691
2016-01-04 15:30:00+00:00,0.0,0.16933958546772798
2016-01-04 16:00:00+00:00,0.0,0.1661675466939869
2016-01-04 16:30:00+00:00,0.0,0.14691859090550868
2016-01-04 17:00:00+00:00,0.0,0.1276696351170305
2016-01-04 17:30:00+00:00,0.0,0.11405548112553095
2016-01-04 18:00:00+00:00,0.0,0.1004413271340314
2016-01-04 18:30:00+00:00,0.0,0.0808180313657498
2016-01-04 19:00:00+00:00,0.0,0.0611947355974682
2016-01-04 19:30:00+00:00,0.0,0.04754117739759925
2016-01-04 20:00:00+00:00,0.0,0.0338876191977303
2016-01-04 20:30:00+00:00,0.0,0.01694380959886515
2016-01-04 21:00:00+00:00,0.0,0.0
2016-01-04 21:30:00+00:00,0.0,0.0
2016-01-04 22:00:00+00:00,0.0,0.0
2016-01-04 22:30:00+00:00,0.0,0.0
2016-01-04 23:00:00+00:00,0.0,0.0
2016-01-04 23:30:00+00:00,0.0,0.0
2016-01-05 00:00:00+00:00,0.0,0.0
2016-01-05 00:30:00+00:00,0.0,0.0
2016-01-05 01:00:00+00:00,0.0,0.0
2016-01-05 01:30:00+00:00,0.0,0.0
2016-01-05 02:00:00+00:00,0.0,0.0
2016-01-05 02:30:00+00:00,0.0,0.0
2016-01-05 03:00:00+00:00,0.0,0.0
2016-01-05 03:30:00+00:00,0.0,0.0
2016-01-05 04:00:00+00:00,0.0,0.0
2016-01-05 04:30:00+00:00,0.0,0.02039167783104555
2016-01-05 05:00:00+00:00,0.0,0.0407833556620911
2016-01-05 05:30:00+00:00,0.0,0.09246197493877664
2016-01-05 06:00:00+00:00,0.0,0.1441405942154622
2016-01-05 06:30:00+00:00,0.0,0.1616951690440539
2016-01-05 07:00:00+00:00,0.0,0.1792497438726456
2016-01-05 07:30:00+00:00,0.0,0.1776538734336828
2016-01-05 08:00:00+00:00,0.0,0.17605800299472
2016-01-05 08:30:00+00:00,0.0,0.1770825124124725
2016-01-05 09:00:00+00:00,0.0,0.178107021830225
2016-01-05 09:30:00+00:00,0.0,0.17789029868389938
2016-01-05 10:00:00+00:00,0.0,0.1776735755375738
2016-01-05 10:30:00+00:00,0.0,0.17499408936859773
2016-01-05 11:00:00+00:00,0.0,0.1723146031996217
2016-01-05 11:30:00+00:00,0.0,0.16876822444637085
2016-01-05 12:00:00+00:00,0.0,0.16522184569312
2016-01-05 12:30:00+00:00,0.0,0.16866971392544722
2016-01-05 13:00:00+00:00,0.0,0.1721175821577744
2016-01-05 13:30:00+00:00,0.0,0.17418630309731753
2016-01-05 14:00:00+00:00,0.0,0.1762550240368607
2016-01-05 14:30:00+00:00,0.0,0.1907754748207109
2016-01-05 15:00:00+00:00,0.0,0.2052959256045611
2016-01-05 15:30:00+00:00,0.0,0.2047048624791661
2016-01-05 16:00:00+00:00,0.0,0.2041137993537711
2016-01-05 16:30:00+00:00,0.0,0.2010993774135078
2016-01-05 17:00:00+00:00,0.0,0.1980849554732445
2016-01-05 17:30:00+00:00,0.0,0.19361257782331148
2016-01-05 18:00:00+00:00,0.0,0.1891402001733785
2016-01-05 18:30:00+00:00,0.0,0.17448183466008843
2016-01-05 19:00:00+00:00,0.0,0.1598234691467984
2016-01-05 19:30:00+00:00,0.0,0.15166679801402785
2016-01-05 20:00:00+00:00,0.0,0.1435101268812573
2016-01-05 20:30:00+00:00,0.0,0.1271770825122655
2016-01-05 21:00:00+00:00,0.0,0.1108440381432737
2016-01-05 21:30:00+00:00,0.0,0.08339900701394906
2016-01-05 22:00:00+00:00,0.0,0.0559539758846244
2016-01-05 22:30:00+00:00,0.0,0.055993380092993844
2016-01-05 23:00:00+00:00,0.0,0.0560327843013633
2016-01-05 23:30:00+00:00,0.0,0.05187564031853275
2016-01-06 00:00:00+00:00,0.0,0.0477184963357022
2016-01-06 00:30:00+00:00,0.0,0.045649775396012254
2016-01-06 01:00:00+00:00,0.0,0.0435810544563223
2016-01-06 01:30:00+00:00,0.0,0.04527543541635565
2016-01-06 02:00:00+00:00,0.0,0.046969816376389
2016-01-06 02:30:00+00:00,0.0,0.05360942548664195
2016-01-06 03:00:00+00:00,0.0,0.0602490345968949
2016-01-06 03:30:00+00:00,0.0,0.06357869020411375
2016-01-06 04:00:00+00:00,0.0,0.0669083458113326
2016-01-06 04:30:00+00:00,0.0,0.08735912995522596
2016-01-06 05:00:00+00:00,0.0,0.1078099140991193
2016-01-06 05:30:00+00:00,0.0,0.1454803373000236
2016-01-06 06:00:00+00:00,0.0,0.1831507605009279
2016-01-06 06:30:00+00:00,0.0,0.19199700528001712
2016-01-06 07:00:00+00:00,0.0,0.2008432500591063
2016-01-06 07:30:00+00:00,0.0,0.1952281503664591
2016-01-06 08:00:00+00:00,0.0,0.1896130506738119
2016-01-06 08:30:00+00:00,0.0,0.19099219796674285
2016-01-06 09:00:00+00:00,0.0,0.1923713452596738
2016-01-06 09:30:00+00:00,0.0,0.190046496965876
2016-01-06 10:00:00+00:00,0.0,0.1877216486720782
2016-01-06 10:30:00+00:00,0.0,0.18651982031680986
2016-01-06 11:00:00+00:00,0.0,0.1853179919615415
2016-01-06 11:30:00+00:00,0.0,0.1828355268342659
2016-01-06 12:00:00+00:00,0.0,0.1803530617069903
2016-01-06 12:30:00+00:00,0.0,0.19087398534163447
2016-01-06 13:00:00+00:00,0.0,0.2013949089762786
2016-01-06 13:30:00+00:00,0.0,0.20888170856647487
2016-01-06 14:00:00+00:00,0.0,0.2163685081566711
2016-01-06 14:30:00+00:00,0.0,0.2191465048467176
2016-01-06 15:00:00+00:00,0.0,0.2219245015367641
2016-01-06 15:30:00+00:00,0.0,0.22227913941223598
2016-01-06 16:00:00+00:00,0.0,0.2226337772877079
2016-01-06 16:30:00+00:00,0.0,0.21743242178264638
2016-01-06 17:00:00+00:00,0.0,0.2122310662775849
2016-01-06 17:30:00+00:00,0.0,0.22048624793113225
2016-01-06 18:00:00+00:00,0.0,0.2287414295846796
2016-01-06 18:30:00+00:00,0.0,0.22499802978958156
2016-01-06 19:00:00+00:00,0.0,0.2212546299944835
2016-01-06 19:30:00+00:00,0.0,0.21217195996532429
2016-01-06 20:00:00+00:00,0.0,0.2030892899361651
2016-01-06 20:30:00+00:00,0.0,0.18053038064479965
2016-01-06 21:00:00+00:00,0.0,0.1579714713534342
2016-01-06 21:30:00+00:00,0.0,0.13817085664749001
2016-01-06 22:00:00+00:00,0.0,0.1183702419415458
2016-01-06 22:30:00+00:00,0.0,0.12950193080606331
2016-01-06 23:00:00+00:00,0.0,0.1406336196705808
2016-01-06 23:30:00+00:00,0.0,0.13549137047836707
2016-01-07 00:00:00+00:00,0.0,0.1303491212861533
2016-01-07 00:30:00+00:00,0.0,0.1201631334226495
2016-01-07 01:00:00+00:00,0.0,0.1099771455591457
2016-01-07 01:30:00+00:00,0.0,0.1086177003705463
2016-01-07 02:00:00+00:00,0.0,0.1072582551819469
2016-01-07 02:30:00+00:00,0.0,0.1148435652927732
2016-01-07 03:00:00+00:00,0.0,0.1224288754035995
2016-01-07 03:30:00+00:00,0.0,0.1204586649852736
2016-01-07 04:00:00+00:00,0.0,0.1184884545669477
2016-01-07 04:30:00+00:00,0.0,0.13817085664749001
2016-01-07 05:00:00+00:00,0.0,0.1578532587280323
2016-01-07 05:30:00+00:00,0.0,0.1885885412562063
2016-01-07 06:00:00+00:00,0.0,0.2193238237843803
2016-01-07 06:30:00+00:00,0.0,0.22225943730805137
2016-01-07 07:00:00+00:00,0.0,0.2251950508317224
2016-01-07 07:30:00+00:00,0.0,0.21873276065883834
2016-01-07 08:00:00+00:00,0.0,0.2122704704859543
2016-01-07 08:30:00+00:00,0.0,0.21597446607282975
2016-01-07 09:00:00+00:00,0.0,0.2196784616597052
2016-01-07 09:30:00+00:00,0.0,0.2163094018441169
2016-01-07 10:00:00+00:00,0.0,0.2129403420285286
2016-01-07 10:30:00+00:00,0.0,0.21154149263141303
2016-01-07 11:00:00+00:00,0.0,0.2101426432342975
2016-01-07 11:30:00+00:00,0.0,0.21102923792275696
2016-01-07 12:00:00+00:00,0.0,0.2119158326112164
2016-01-07 12:30:00+00:00,0.0,0.20332571518638196
2016-01-07 13:00:00+00:00,0.0,0.1947355977615475
2016-01-07 13:30:00+00:00,0.0,0.19514934194957345
2016-01-07 14:00:00+00:00,0.0,0.1955630861375994
2016-01-07 14:30:00+00:00,0.0,0.19593742611710924
2016-01-07 15:00:00+00:00,0.0,0.1963117660966191
2016-01-07 15:30:00+00:00,0.0,0.19920797541177393
2016-01-07 16:00:00+00:00,0.0,0.2021041847269288
2016-01-07 16:30:00+00:00,0.0,0.188726455985646
2016-01-07 17:00:00+00:00,0.0,0.1753487272443632
2016-01-07 17:30:00+00:00,0.0,0.16675860981952875
2016-01-07 18:00:00+00:00,0.0,0.1581684923946943
2016-01-07 18:30:00+00:00,0.0,0.15044526755442805
2016-01-07 19:00:00+00:00,0.0,0.1427220427141618
2016-01-07 19:30:00+00:00,0.0,0.13576719993695321
2016-01-07 20:00:00+00:00,0.0,0.1288123571597446
2016-01-07 20:30:00+00:00,0.0,0.1074552762235006
2016-01-07 21:00:00+00:00,0.0,0.0860981952872566
2016-01-07 21:30:00+00:00,0.0,0.0603278430137806
2016-01-07 22:00:00+00:00,0.0,0.0345574907403046
2016-01-07 22:30:00+00:00,0.0,0.0172787453701523
2016-01-07 23:00:00+00:00,0.0,0.0
2016-01-07 23:30:00+00:00,0.0,0.0
2016-01-08 00:00:00+00:00,0.0,0.0
2016-01-08 00:30:00+00:00,0.0,0.0
2016-01-08 01:00:00+00:00,0.0,0.0
2016-01-08 01:30:00+00:00,0.0,0.0
2016-01-08 02:00:00+00:00,0.0,0.0
2016-01-08 02:30:00+00:00,0.0,0.0
2016-01-08 03:00:00+00:00,0.0,0.0
2016-01-08 03:30:00+00:00,0.0,0.0
2016-01-08 04:00:00+00:00,0.0,0.0
2016-01-08 04:30:00+00:00,0.0,0.00540682030548855
2016-01-08 05:00:00+00:00,0.0,0.0108136406109771
2016-01-08 05:30:00+00:00,0.0,0.05256239937856025
2016-01-08 06:00:00+00:00,0.0,0.0943111581461434
2016-01-08 06:30:00+00:00,0.0,0.1110579467031613
2016-01-08 07:00:00+00:00,0.0,0.1278047352601792
2016-01-08 07:30:00+00:00,0.0,0.1378331062900584
2016-01-08 08:00:00+00:00,0.0,0.1478614773199376
2016-01-08 08:30:00+00:00,0.0,0.14945734775890052
2016-01-08 09:00:00+00:00,0.0,0.1510532181978634
2016-01-08 09:30:00+00:00,0.0,0.15351598122095433
2016-01-08 10:00:00+00:00,0.0,0.1559787442440453
2016-01-08 10:30:00+00:00,0.0,0.14780237100753035
2016-01-08 11:00:00+00:00,0.0,0.1396259977710154
2016-01-08 11:30:00+00:00,0.0,0.13806953154042195
2016-01-08 12:00:00+00:00,0.0,0.1365130653098285
2016-01-08 12:30:00+00:00,0.0,0.14543811850521632
2016-01-08 13:00:00+00:00,0.0,0.1543631717006041
2016-01-08 13:30:00+00:00,0.0,0.16340643752168726
2016-01-08 14:00:00+00:00,0.0,0.1724497033427704
2016-01-08 14:30:00+00:00,0.0,0.17317868119760532
2016-01-08 15:00:00+00:00,0.0,0.1739076590524402
2016-01-08 15:30:00+00:00,0.0,0.1752277000326701
2016-01-08 16:00:00+00:00,0.0,0.1765477410129
2016-01-08 16:30:00+00:00,0.0,0.17814361145186292
2016-01-08 17:00:00+00:00,0.0,0.1797394818908258
2016-01-08 17:30:00+00:00,0.0,0.17441991376109633
2016-01-08 18:00:00+00:00,0.0,0.1691003456313669
2016-01-08 18:30:00+00:00,0.0,0.16179086497868644
2016-01-08 19:00:00+00:00,0.0,0.154481384326006
2016-01-08 19:30:00+00:00,0.0,0.14543811850536303
2016-01-08 20:00:00+00:00,0.0,0.1363948526847201
2016-01-08 20:30:00+00:00,0.0,0.12583452484155971
2016-01-08 21:00:00+00:00,0.0,0.1152741969983993
2016-01-08 21:30:00+00:00,0.0,0.09781813269087805
2016-01-08 22:00:00+00:00,0.0,0.0803620683833568
2016-01-08 22:30:00+00:00,0.0,0.08536640284613059
2016-01-08 23:00:00+00:00,0.0,0.0903707373089044
2016-01-08 23:30:00+00:00,0.0,0.0761458180875316
2016-01-09 00:00:00+00:00,0.0,0.0619208988661588
2016-01-09 00:30:00+00:00,0.0,0.050355763709870854
2016-01-09 01:00:00+00:00,0.0,0.0387906285535829
2016-01-09 01:30:00+00:00,0.0,0.029865575357901603
2016-01-09 02:00:00+00:00,0.0,0.0209405221622203
2016-01-09 02:30:00+00:00,0.0,0.012744446821080349
2016-01-09 03:00:00+00:00,0.0,0.0045483714799404
2016-01-09 03:30:00+00:00,0.0,0.007286963961910999
2016-01-09 04:00:00+00:00,0.0,0.0100255564438816
2016-01-09 04:30:00+00:00,0.0,0.0196007790776589
2016-01-09 05:00:00+00:00,0.0,0.0291760017114362
2016-01-09 05:30:00+00:00,0.0,0.057133287549416906
2016-01-09 06:00:00+00:00,0.0,0.0850905733873976
2016-01-09 06:30:00+00:00,0.0,0.10028089571396885
2016-01-09 07:00:00+00:00,0.0,0.1154712180405401
2016-01-09 07:30:00+00:00,0.0,0.12813967103102594
2016-01-09 08:00:00+00:00,0.0,0.1408081240215118
2016-01-09 08:30:00+00:00,0.0,0.14665964896466932
2016-01-09 09:00:00+00:00,0.0,0.1525111739078268
2016-01-09 09:30:00+00:00,0.0,0.15176249394880714
2016-01-09 10:00:00+00:00,0.0,0.1510138139897875
2016-01-09 10:30:00+00:00,0.0,0.15097440978127125
2016-01-09 11:00:00+00:00,0.0,0.150935005572755
2016-01-09 11:30:00+00:00,0.0,0.1523732591783869
2016-01-09 12:00:00+00:00,0.0,0.1538115127840188
2016-01-09 12:30:00+00:00,0.0,0.15012721930132805
2016-01-09 13:00:00+00:00,0.0,0.1464429258186373
2016-01-09 13:30:00+00:00,0.0,0.1481570088827085
2016-01-09 14:00:00+00:00,0.0,0.1498710919467797
2016-01-09 14:30:00+00:00,0.0,0.15284610967882029
