00:00 - 01:00,220,,n/e,n/e,241,,5588,,1686,,542,,n/e,n/e,n/e,n/e,706,,0,26,1259,,287,,n/e,n/e,n/e,n/e,9112,,n/e,n/e,0,,45,,n/e,n/e,203,
01:00 - 02:00,216,,n/e,n/e,241,,5034,,1719,,519,,n/e,n/e,n/e,n/e,706,,0,39,1163,,81,,n/e,n/e,n/e,n/e,9324,,n/e,n/e,1,,46,,n/e,n/e,218,
02:00 - 03:00,217,,n/e,n/e,241,,4486,,1728,,530,,n/e,n/e,n/e,n/e,706,,0,62,1089,,20,,n/e,n/e,n/e,n/e,8739,,n/e,n/e,0,,44,,n/e,n/e,267,
03:00 - 04:00,216,,n/e,n/e,241,,4275,,1727,,467,,n/e,n/e,n/e,n/e,705,,0,439,1010,,20,,n/e,n/e,n/e,n/e,8195,,n/e,n/e,0,,39,,n/e,n/e,227,
04:00 - 05:00,215,,n/e,n/e,241,,3926,,1658,,426,,n/e,n/e,n/e,n/e,707,,0,534,988,,20,,n/e,n/e,n/e,n/e,7876,,n/e,n/e,0,,44,,n/e,n/e,212,
05:00 - 06:00,215,,n/e,n/e,241,,3934,,1658,,407,,n/e,n/e,n/e,n/e,706,,0,528,1001,,24,,n/e,n/e,n/e,n/e,7744,,n/e,n/e,0,,41,,n/e,n/e,223,
06:00 - 07:00,213,,n/e,n/e,241,,4256,,1595,,459,,n/e,n/e,n/e,n/e,706,,0,525,1057,,36,,n/e,n/e,n/e,n/e,7885,,n/e,n/e,0,,43,,n/e,n/e,213,
07:00 - 08:00,256,,n/e,n/e,241,,4275,,1685,,490,,n/e,n/e,n/e,n/e,707,,0,487,1123,,80,,n/e,n/e,n/e,n/e,7966,,n/e,n/e,49,,40,,n/e,n/e,206,
08:00 - 09:00,256,,n/e,n/e,241,,3867,,1661,,492,,n/e,n/e,n/e,n/e,706,,0,671,1272,,138,,n/e,n/e,n/e,n/e,7988,,n/e,n/e,576,,40,,n/e,n/e,188,
09:00 - 10:00,256,,n/e,n/e,241,,3778,,1670,,544,,n/e,n/e,n/e,n/e,707,,0,818,1288,,124,,n/e,n/e,n/e,n/e,8308,,n/e,n/e,1926,,42,,n/e,n/e,139,
10:00 - 11:00,256,,n/e,n/e,241,,3875,,1731,,539,,n/e,n/e,n/e,n/e,707,,0,671,1181,,114,,n/e,n/e,n/e,n/e,8335,,n/e,n/e,3271,,41,,n/e,n/e,106,
11:00 - 12:00,254,,n/e,n/e,241,,4051,,1704,,541,,n/e,n/e,n/e,n/e,705,,0,659,1111,,102,,n/e,n/e,n/e,n/e,8582,,n/e,n/e,4082,,40,,n/e,n/e,89,
12:00 - 13:00,255,,n/e,n/e,241,,4274,,1729,,538,,n/e,n/e,n/e,n/e,704,,0,420,1078,,64,,n/e,n/e,n/e,n/e,8889,,n/e,n/e,4245,,39,,n/e,n/e,83,
13:00 - 14:00,257,,n/e,n/e,241,,4115,,1725,,482,,n/e,n/e,n/e,n/e,705,,0,422,1021,,49,,n/e,n/e,n/e,n/e,8485,,n/e,n/e,3643,,42,,n/e,n/e,72,
14:00 - 15:00,259,,n/e,n/e,241,,4156,,1704,,421,,n/e,n/e,n/e,n/e,705,,0,422,1070,,50,,n/e,n/e,n/e,n/e,8530,,n/e,n/e,2344,,40,,n/e,n/e,80,
