00:00 - 01:00,58,,271,,n/e,n/e,176,,45,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,319,,,9,n/e,n/e,1912,,437,,41,,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,59,,272,,n/e,n/e,184,,50,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,274,,9,,n/e,n/e,1913,,446,,40,,0,,n/e,n/e,n/e,n/e,0,
02:00 - 03:00,59,,274,,n/e,n/e,186,,51,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,0,268,,15,,n/e,n/e,1913,,452,,40,,0,,n/e,n/e,n/e,n/e,0,
03:00 - 04:00,59,,272,,n/e,n/e,178,,50,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,104,264,,13,,n/e,n/e,1914,,445,,40,,0,,n/e,n/e,n/e,n/e,0,
04:00 - 05:00,58,,276,,n/e,n/e,184,,51,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,207,265,,16,,n/e,n/e,1916,,452,,39,,0,,n/e,n/e,n/e,n/e,0,
05:00 - 06:00,59,,274,,n/e,n/e,184,,50,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,207,265,,,40,n/e,n/e,1916,,449,,39,,0,,n/e,n/e,n/e,n/e,0,
06:00 - 07:00,59,,276,,n/e,n/e,189,,53,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,207,265,,,40,n/e,n/e,1915,,449,,38,,0,,n/e,n/e,n/e,n/e,0,
07:00 - 08:00,56,,275,,n/e,n/e,186,,65,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,207,283,,,14,n/e,n/e,1917,,449,,37,,0,,n/e,n/e,n/e,n/e,0,
08:00 - 09:00,58,,279,,n/e,n/e,135,,80,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,105,320,,43,,n/e,n/e,1918,,462,,39,,0,,n/e,n/e,n/e,n/e,0,
09:00 - 10:00,57,,276,,n/e,n/e,127,,74,,56,,n/e,n/e,n/e,n/e,n/e,n/e,,1,318,,15,,n/e,n/e,1917,,445,,41,,7,,n/e,n/e,n/e,n/e,0,
10:00 - 11:00,57,,277,,n/e,n/e,133,,81,,54,,n/e,n/e,n/e,n/e,n/e,n/e,67,,332,,55,,n/e,n/e,1920,,450,,40,,31,,n/e,n/e,n/e,n/e,0,
11:00 - 12:00,55,,269,,n/e,n/e,132,,70,,49,,n/e,n/e,n/e,n/e,n/e,n/e,95,,335,,48,,n/e,n/e,1921,,447,,40,,53,,n/e,n/e,n/e,n/e,0,
12:00 - 13:00,56,,273,,n/e,n/e,140,,74,,49,,n/e,n/e,n/e,n/e,n/e,n/e,106,,346,,59,,n/e,n/e,1919,,452,,40,,67,,n/e,n/e,n/e,n/e,0,
13:00 - 14:00,56,,273,,n/e,n/e,147,,65,,49,,n/e,n/e,n/e,n/e,n/e,n/e,76,,325,,10,,n/e,n/e,1917,,433,,41,,66,,n/e,n/e,n/e,n/e,0,
14:00 - 15:00,57,,271,,n/e,n/e,166,,63,,49,,n/e,n/e,n/e,n/e,n/e,n/e,6,,325,,0,,n/e,n/e,1916,,428,,41,,56,,n/e,n/e,n/e,n/e,0,
15:00 - 16:00,55,,265,,n/e,n/e,171,,60,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,316,,0,,n/e,n/e,1912,,424,,40,,32,,n/e,n/e,n/e,n/e,0,
16:00 - 17:00,55,,254,,n/e,n/e,173,,59,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,324,,,37,n/e,n/e,1908,,425,,40,,7,,n/e,n/e,n/e,n/e,0,
17:00 - 18:00,56,,254,,n/e,n/e,180,,61,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,367,,,7,n/e,n/e,1909,,428,,40,,0,,n/e,n/e,n/e,n/e,0,
18:00 - 19:00,55,,256,,n/e,n/e,184,,64,,49,,n/e,n/e,n/e,n/e,n/e,n/e,105,,371,,61,,n/e,n/e,1913,,425,,41,,0,,n/e,n/e,n/e,n/e,0,
19:00 - 20:00,56,,258,,n/e,n/e,186,,63,,49,,n/e,n/e,n/e,n/e,n/e,n/e,108,,371,,66,,n/e,n/e,1913,,426,,40,,3,,n/e,n/e,n/e,n/e,0,
20:00 - 21:00,57,,259,,n/e,n/e,190,,64,,49,,n/e,n/e,n/e,n/e,n/e,n/e,108,,377,,72,,n/e,n/e,1913,,427,,41,,3,,n/e,n/e,n/e,n/e,0,
21:00 - 22:00,57,,261,,n/e,n/e,192,,66,,49,,n/e,n/e,n/e,n/e,n/e,n/e,36,,370,,24,,n/e,n/e,1913,,432,,41,,3,,n/e,n/e,n/e,n/e,0,
22:00 - 23:00,56,,257,,n/e,n/e,192,,65,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,330,,9,,n/e,n/e,1914,,427,,40,,3,,n/e,n/e,n/e,n/e,0,
23:00 - 00:00,58,,255,,n/e,n/e,183,,52,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,285,,10,,n/e,n/e,1912,,422,,41,,2,,n/e,n/e,n/e,n/e,0,
00:00 - 01:00,57,,255,,n/e,n/e,172,,48,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,263,,0,,n/e,n/e,1914,,420,,40,,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,57,,254,,n/e,n/e,175,,51,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,104,261,,,109,n/e,n/e,1913,,419,,40,,0,,n/e,n/e,n/e,n/e,0,
02:00 - 03:00,57,,257,,n/e,n/e,187,,50,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,207,260,,,102,n/e,n/e,1917,,425,,39,,0,,n/e,n/e,n/e,n/e,0,
03:00 - 04:00,58,,256,,n/e,n/e,181,,49,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,308,258,,,52,n/e,n/e,1917,,422,,39,,0,,n/e,n/e,n/e,n/e,0,
04:00 - 05:00,58,,255,,n/e,n/e,176,,49,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,308,255,,,52,n/e,n/e,1916,,422,,38,,0,,n/e,n/e,n/e,n/e,0,
05:00 - 06:00,52,,256,,n/e,n/e,182,,49,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,207,255,,,103,n/e,n/e,1912,,425,,37,,0,,n/e,n/e,n/e,n/e,0,
06:00 - 07:00,48,,256,,n/e,n/e,182,,51,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,206,253,,,2,n/e,n/e,1909,,426,,37,,0,,n/e,n/e,n/e,n/e,0,
07:00 - 08:00,49,,258,,n/e,n/e,179,,57,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,2,261,,,9,n/e,n/e,1911,,424,,37,,0,,n/e,n/e,n/e,n/e,0,
08:00 - 09:00,54,,261,,n/e,n/e,187,,61,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,313,,0,,n/e,n/e,1913,,428,,37,,0,,n/e,n/e,n/e,n/e,0,
09:00 - 10:00,57,,263,,n/e,n/e,189,,62,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,311,,6,,n/e,n/e,1913,,429,,38,,6,,n/e,n/e,n/e,n/e,0,
10:00 - 11:00,54,,266,,n/e,n/e,201,,66,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,324,,46,,n/e,n/e,1917,,433,,38,,27,,n/e,n/e,n/e,n/e,0,
11:00 - 12:00,55,,266,,n/e,n/e,198,,66,,49,,n/e,n/e,n/e,n/e,n/e,n/e,91,,331,,7,,n/e,n/e,1917,,439,,40,,49,,n/e,n/e,n/e,n/e,0,
12:00 - 13:00,56,,265,,n/e,n/e,197,,65,,49,,n/e,n/e,n/e,n/e,n/e,n/e,103,,326,,38,,n/e,n/e,1916,,438,,39,,61,,n/e,n/e,n/e,n/e,0,
13:00 - 14:00,58,,266,,n/e,n/e,196,,66,,49,,n/e,n/e,n/e,n/e,n/e,n/e,6,,326,,17,,n/e,n/e,1916,,446,,38,,55,,n/e,n/e,n/e,n/e,0,
14:00 - 15:00,58,,264,,n/e,n/e,192,,64,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,327,,36,,n/e,n/e,1915,,438,,39,,38,,n/e,n/e,n/e,n/e,0,
15:00 - 16:00,56,,264,,n/e,n/e,194,,64,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,324,,17,,n/e,n/e,1914,,438,,40,,20,,n/e,n/e,n/e,n/e,0,
16:00 - 17:00,57,,263,,n/e,n/e,185,,62,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,371,,40,,n/e,n/e,1913,,437,,40,,5,,n/e,n/e,n/e,n/e,0,
17:00 - 18:00,56,,262,,n/e,n/e,184,,62,,49,,n/e,n/e,n/e,n/e,n/e,n/e,1,,371,,49,,n/e,n/e,1912,,440,,40,,1,,n/e,n/e,n/e,n/e,0,
18:00 - 19:00,55,,263,,n/e,n/e,180,,61,,49,,n/e,n/e,n/e,n/e,n/e,n/e,106,,368,,49,,n/e,n/e,1911,,434,,39,,0,,n/e,n/e,n/e,n/e,0,
19:00 - 20:00,56,,264,,n/e,n/e,183,,64,,49,,n/e,n/e,n/e,n/e,n/e,n/e,205,,353,,92,,n/e,n/e,1912,,438,,40,,0,,n/e,n/e,n/e,n/e,0,
20:00 - 21:00,55,,264,,n/e,n/e,181,,63,,49,,n/e,n/e,n/e,n/e,n/e,n/e,174,,319,,33,,n/e,n/e,1910,,437,,40,,0,,n/e,n/e,n/e,n/e,0,
21:00 - 22:00,56,,263,,n/e,n/e,177,,61,,49,,n/e,n/e,n/e,n/e,n/e,n/e,21,,322,,1,,n/e,n/e,1908,,429,,40,,0,,n/e,n/e,n/e,n/e,0,
22:00 - 23:00,55,,264,,n/e,n/e,179,,64,,49,,n/e,n/e,n/e,n/e,n/e,n/e,0,,314,,10,,n/e,n/e,1912,,434,,40,,0,,n/e,n/e,n/e,n/e,0,
23:00 - 00:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,N/A,N/A
00:00 - 01:00,56,,262,,n/e,n/e,174,,50,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,0,256,,7,,n/e,n/e,1912,,436,,40,,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,58,,250,,n/e,n/e,165,,49,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,100,239,,0,,n/e,n/e,1910,,426,,39,,0,,n/e,n/e,n/e,n/e,0,
02:00 - 03:00,57,,249,,n/e,n/e,160,,49,,49,,n/e,n/e,n/e,n/e,n/e,n/e,,307,234,,,101,n/e,n/e,1909,,424,,38,,0,,n/e,n/e,n/e,n/e,0,
