00:00 - 00:30,710,,n/e,n/e,n/e,n/e,5332,0,1215,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,352,,n/e,n/e,n/e,n/e,7263,,89,0,n/e,n/e,0,,n/e,n/e,3777,,5447,495
00:30 - 01:00,749,,n/e,n/e,n/e,n/e,5719,0,1381,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,351,,n/e,n/e,n/e,n/e,7268,,89,0,n/e,n/e,0,,n/e,n/e,3825,,5503,495
01:00 - 01:30,756,,n/e,n/e,n/e,n/e,5902,0,1534,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,206,,355,,n/e,n/e,n/e,n/e,7260,,88,0,n/e,n/e,0,,n/e,n/e,3831,,5334,453
01:30 - 02:00,757,,n/e,n/e,n/e,n/e,5767,0,1660,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,349,,n/e,n/e,n/e,n/e,7258,,89,0,n/e,n/e,0,,n/e,n/e,3811,,5424,451
02:00 - 02:30,747,,n/e,n/e,n/e,n/e,5349,0,1664,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,340,,n/e,n/e,n/e,n/e,7264,,89,0,n/e,n/e,0,,n/e,n/e,3819,,5152,429
02:30 - 03:00,754,,n/e,n/e,n/e,n/e,5001,0,1566,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,331,,n/e,n/e,n/e,n/e,7252,,89,0,n/e,n/e,0,,n/e,n/e,3782,,5271,527
03:00 - 03:30,756,,n/e,n/e,n/e,n/e,4874,0,1687,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,283,,n/e,n/e,n/e,n/e,7254,,89,0,n/e,n/e,0,,n/e,n/e,3808,,5330,529
03:30 - 04:00,758,,n/e,n/e,n/e,n/e,4251,0,1632,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,281,,n/e,n/e,n/e,n/e,7255,,89,0,n/e,n/e,0,,n/e,n/e,3739,,5067,445
04:00 - 04:30,756,,n/e,n/e,n/e,n/e,3810,0,1574,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,278,,n/e,n/e,n/e,n/e,7258,,89,0,n/e,n/e,0,,n/e,n/e,3756,,4951,428
04:30 - 05:00,757,,n/e,n/e,n/e,n/e,3578,0,1452,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,272,,n/e,n/e,n/e,n/e,7266,,89,0,n/e,n/e,0,,n/e,n/e,3709,,5141,479
05:00 - 05:30,757,,n/e,n/e,n/e,n/e,3620,0,1636,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,268,,n/e,n/e,n/e,n/e,7257,,89,0,n/e,n/e,0,,n/e,n/e,3697,,4897,428
05:30 - 06:00,758,,n/e,n/e,n/e,n/e,3751,0,1638,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,266,,n/e,n/e,n/e,n/e,7258,,89,0,n/e,n/e,0,,n/e,n/e,3654,,4839,435
06:00 - 06:30,758,,n/e,n/e,n/e,n/e,4437,0,1723,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,260,,n/e,n/e,n/e,n/e,7263,,89,0,n/e,n/e,4,,n/e,n/e,3583,,4605,447
06:30 - 07:00,758,,n/e,n/e,n/e,n/e,5009,0,1805,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,82,,271,,n/e,n/e,n/e,n/e,7259,,89,0,n/e,n/e,4,,n/e,n/e,3666,,4380,497
07:00 - 07:30,757,,n/e,n/e,n/e,n/e,5846,0,1732,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,21,,393,,n/e,n/e,n/e,n/e,7259,,89,0,n/e,n/e,0,,n/e,n/e,3672,,4275,534
07:30 - 08:00,752,,n/e,n/e,n/e,n/e,5826,0,1726,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,477,,n/e,n/e,n/e,n/e,7268,,89,0,n/e,n/e,0,,n/e,n/e,3587,,4238,602
08:00 - 08:30,757,,n/e,n/e,n/e,n/e,6186,0,1612,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,237,,339,,n/e,n/e,n/e,n/e,7267,,89,0,n/e,n/e,4,,n/e,n/e,3438,,3740,504
08:30 - 09:00,758,,n/e,n/e,n/e,n/e,7102,0,1690,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,375,,404,,n/e,n/e,n/e,n/e,7264,,88,0,n/e,n/e,7,,n/e,n/e,3392,,3800,425
09:00 - 09:30,756,,n/e,n/e,n/e,n/e,7665,0,1662,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,313,,467,,n/e,n/e,n/e,n/e,7267,,89,0,n/e,n/e,217,,n/e,n/e,3194,,3661,405
09:30 - 10:00,747,,n/e,n/e,n/e,n/e,9217,0,1657,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,588,,509,,n/e,n/e,n/e,n/e,7259,,88,0,n/e,n/e,436,,n/e,n/e,2982,,3646,511
10:00 - 10:30,741,,n/e,n/e,n/e,n/e,9623,0,1679,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,406,,542,,n/e,n/e,n/e,n/e,7260,,89,0,n/e,n/e,693,,n/e,n/e,3035,,3736,541
10:30 - 11:00,752,,n/e,n/e,n/e,n/e,10666,0,1684,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,605,,665,,n/e,n/e,n/e,n/e,7260,,89,0,n/e,n/e,860,,n/e,n/e,2997,,3617,532
11:00 - 11:30,755,,n/e,n/e,n/e,n/e,11632,0,1801,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,347,,642,,n/e,n/e,n/e,n/e,7262,,89,0,n/e,n/e,1110,,n/e,n/e,3022,,3755,609
11:30 - 12:00,758,,n/e,n/e,n/e,n/e,12545,0,1733,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,614,,623,,n/e,n/e,n/e,n/e,7256,,89,0,n/e,n/e,1460,,n/e,n/e,2812,,3702,600
12:00 - 12:30,759,,n/e,n/e,n/e,n/e,13555,0,1734,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,441,,547,,n/e,n/e,n/e,n/e,7264,,89,0,n/e,n/e,1780,,n/e,n/e,2792,,3819,634
12:30 - 13:00,756,,n/e,n/e,n/e,n/e,14156,0,1734,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,536,,543,,n/e,n/e,n/e,n/e,7264,,89,0,n/e,n/e,1930,,n/e,n/e,2642,,3707,645
13:00 - 13:30,756,,n/e,n/e,n/e,n/e,14696,0,1685,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,877,,545,,n/e,n/e,n/e,n/e,7248,,89,0,n/e,n/e,1415,,n/e,n/e,2160,,3554,707
13:30 - 14:00,754,,n/e,n/e,n/e,n/e,15288,0,1575,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,618,,552,,n/e,n/e,n/e,n/e,7263,,89,0,n/e,n/e,1590,,n/e,n/e,1980,,3690,690
14:00 - 14:30,745,,n/e,n/e,n/e,n/e,15172,0,1741,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,300,,497,,n/e,n/e,n/e,n/e,7260,,89,0,n/e,n/e,1290,,n/e,n/e,2061,,3802,639
14:30 - 15:00,746,,n/e,n/e,n/e,n/e,14806,0,2068,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,425,,470,,n/e,n/e,n/e,n/e,7254,,89,0,n/e,n/e,812,,n/e,n/e,1967,,3758,567
15:00 - 15:30,743,,n/e,n/e,n/e,n/e,14543,0,2267,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,500,,481,,n/e,n/e,n/e,n/e,7245,,88,0,n/e,n/e,414,,n/e,n/e,1982,,3873,528
15:30 - 16:00,740,,n/e,n/e,n/e,n/e,14991,0,2122,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,540,,500,,n/e,n/e,n/e,n/e,7257,,89,0,n/e,n/e,91,,n/e,n/e,1911,,4172,502
16:00 - 16:30,752,,n/e,n/e,n/e,n/e,15474,0,2156,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,506,,751,,n/e,n/e,n/e,n/e,7271,,88,0,n/e,n/e,2,,n/e,n/e,2098,,4441,483
16:30 - 17:00,757,,n/e,n/e,n/e,n/e,16958,0,2241,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,1001,,735,,n/e,n/e,n/e,n/e,7255,,89,0,n/e,n/e,0,,n/e,n/e,2487,,4571,538
17:00 - 17:30,719,,n/e,n/e,n/e,n/e,17209,0,2344,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,1238,,688,,n/e,n/e,n/e,n/e,7263,,89,0,n/e,n/e,1,,n/e,n/e,3080,,4673,518
17:30 - 18:00,721,,n/e,n/e,n/e,n/e,17238,0,2286,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,1076,,714,,n/e,n/e,n/e,n/e,7254,,89,0,n/e,n/e,0,,n/e,n/e,3035,,4710,483
18:00 - 18:30,720,,n/e,n/e,n/e,n/e,17079,0,2271,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,532,,715,,n/e,n/e,n/e,n/e,7248,,89,0,n/e,n/e,0,,n/e,n/e,2992,,4916,490
18:30 - 19:00,746,,n/e,n/e,n/e,n/e,16379,0,2067,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,402,,711,,n/e,n/e,n/e,n/e,7255,,89,0,n/e,n/e,0,,n/e,n/e,2757,,4906,413
19:00 - 19:30,745,,n/e,n/e,n/e,n/e,15744,0,2286,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,300,,670,,n/e,n/e,n/e,n/e,7268,,89,0,n/e,n/e,0,,n/e,n/e,3012,,4940,371
19:30 - 20:00,741,,n/e,n/e,n/e,n/e,14943,0,1801,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,305,,568,,n/e,n/e,n/e,n/e,7257,,89,0,n/e,n/e,0,,n/e,n/e,3349,,4877,366
20:00 - 20:30,749,,n/e,n/e,n/e,n/e,13766,0,1373,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,505,,534,,n/e,n/e,n/e,n/e,7260,,89,0,n/e,n/e,0,,n/e,n/e,3469,,5201,380
20:30 - 21:00,745,,n/e,n/e,n/e,n/e,12803,0,1368,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,300,,482,,n/e,n/e,n/e,n/e,7263,,88,0,n/e,n/e,0,,n/e,n/e,3463,,5219,387
21:00 - 21:30,751,,n/e,n/e,n/e,n/e,11785,0,1364,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,685,,408,,n/e,n/e,n/e,n/e,7251,,89,0,n/e,n/e,0,,n/e,n/e,3369,,5072,358
21:30 - 22:00,732,,n/e,n/e,n/e,n/e,10840,0,1358,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,300,,405,,n/e,n/e,n/e,n/e,7267,,89,0,n/e,n/e,0,,n/e,n/e,3454,,4974,339
22:00 - 22:30,748,,n/e,n/e,n/e,n/e,9935,0,1355,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,232,,341,,n/e,n/e,n/e,n/e,7264,,89,0,n/e,n/e,0,,n/e,n/e,3465,,4739,321
22:30 - 23:00,741,,n/e,n/e,n/e,n/e,8682,0,1339,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,149,,302,,n/e,n/e,n/e,n/e,7265,,89,0,n/e,n/e,0,,n/e,n/e,3508,,4699,317
23:00 - 23:30,744,,n/e,n/e,n/e,n/e,7900,0,951,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,329,,n/e,n/e,n/e,n/e,7260,,89,0,n/e,n/e,0,,n/e,n/e,3582,,4574,283
23:30 - 00:00,745,,n/e,n/e,n/e,n/e,7710,0,997,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,311,,n/e,n/e,n/e,n/e,7249,,89,0,n/e,n/e,0,,n/e,n/e,3495,,4346,206
00:00 - 00:30,743,,n/e,n/e,n/e,n/e,7069,0,1092,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,309,,n/e,n/e,n/e,n/e,7270,,89,0,n/e,n/e,0,,n/e,n/e,3336,,4352,189
00:30 - 01:00,740,,n/e,n/e,n/e,n/e,7774,0,914,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,317,,n/e,n/e,n/e,n/e,7257,,89,0,n/e,n/e,0,,n/e,n/e,3322,,4053,207
01:00 - 01:30,746,,n/e,n/e,n/e,n/e,8278,0,1150,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,316,,n/e,n/e,n/e,n/e,7266,,89,0,n/e,n/e,0,,n/e,n/e,3359,,3676,198
01:30 - 02:00,745,,n/e,n/e,n/e,n/e,8175,0,1246,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,312,,n/e,n/e,n/e,n/e,7267,,91,0,n/e,n/e,0,,n/e,n/e,3290,,3505,190
