00:00 - 01:00,15,,n/e,n/e,n/e,n/e,102,,n/e,n/e,26,,n/e,n/e,n/e,n/e,n/e,n/e,0,427,22,,n/e,n/e,n/e,n/e,n/e,n/e,14,,n/e,n/e,0,,17,,n/e,n/e,155,
01:00 - 02:00,15,,n/e,n/e,n/e,n/e,102,,n/e,n/e,12,,n/e,n/e,n/e,n/e,n/e,n/e,0,11,22,,n/e,n/e,n/e,n/e,n/e,n/e,13,,n/e,n/e,0,,17,,n/e,n/e,149,
02:00 - 03:00,15,,n/e,n/e,n/e,n/e,101,,n/e,n/e,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,10,22,,n/e,n/e,n/e,n/e,n/e,n/e,13,,n/e,n/e,0,,17,,n/e,n/e,153,
03:00 - 04:00,15,,n/e,n/e,n/e,n/e,101,,n/e,n/e,10,,n/e,n/e,n/e,n/e,n/e,n/e,0,114,22,,n/e,n/e,n/e,n/e,n/e,n/e,14,,n/e,n/e,0,,17,,n/e,n/e,138,
04:00 - 05:00,15,,n/e,n/e,n/e,n/e,101,,n/e,n/e,9,,n/e,n/e,n/e,n/e,n/e,n/e,0,165,22,,n/e,n/e,n/e,n/e,n/e,n/e,14,,n/e,n/e,0,,17,,n/e,n/e,126,
05:00 - 06:00,15,,n/e,n/e,n/e,n/e,100,,n/e,n/e,9,,n/e,n/e,n/e,n/e,n/e,n/e,0,174,22,,n/e,n/e,n/e,n/e,n/e,n/e,14,,n/e,n/e,0,,17,,n/e,n/e,126,
06:00 - 07:00,15,,n/e,n/e,n/e,n/e,101,,n/e,n/e,9,,n/e,n/e,n/e,n/e,n/e,n/e,0,103,22,,n/e,n/e,n/e,n/e,n/e,n/e,13,,n/e,n/e,0,,17,,n/e,n/e,131,
07:00 - 08:00,15,,n/e,n/e,n/e,n/e,101,,n/e,n/e,8,,n/e,n/e,n/e,n/e,n/e,n/e,0,10,22,,n/e,n/e,n/e,n/e,n/e,n/e,14,,n/e,n/e,0,,17,,n/e,n/e,145,
08:00 - 09:00,15,,n/e,n/e,n/e,n/e,102,,n/e,n/e,9,,n/e,n/e,n/e,n/e,n/e,n/e,0,11,22,,n/e,n/e,n/e,n/e,n/e,n/e,14,,n/e,n/e,0,,17,,n/e,n/e,147,
09:00 - 10:00,15,,n/e,n/e,n/e,n/e,101,,n/e,n/e,8,,n/e,n/e,n/e,n/e,n/e,n/e,0,11,22,,n/e,n/e,n/e,n/e,n/e,n/e,13,,n/e,n/e,0,,17,,n/e,n/e,149,
