00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2520,,n/e,n/e,5796,,649,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6628,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2682,,n/e,n/e,5799,,661,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6124,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2563,,n/e,n/e,5800,,659,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5928,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2535,,n/e,n/e,5799,,658,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5990,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2503,,n/e,n/e,5799,,659,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6039,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2511,,n/e,n/e,5800,,670,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5970,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2596,,n/e,n/e,5800,,671,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5961,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2690,,n/e,n/e,5799,,668,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5942,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2752,,n/e,n/e,5799,,677,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6030,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2789,,n/e,n/e,5798,,720,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6162,
