00:00 - 01:00,22,,3123,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,62,,n/e,n/e,2061,,n/e,n/e,n/e,n/e,0,,N/A,N/A,n/e,n/e,215,
01:00 - 02:00,21,,3100,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,60,,n/e,n/e,2060,,n/e,n/e,n/e,n/e,0,,N/A,N/A,n/e,n/e,244,
02:00 - 03:00,21,,2986,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,60,,n/e,n/e,2062,,n/e,n/e,n/e,n/e,0,,N/A,N/A,n/e,n/e,252,
03:00 - 04:00,20,,3010,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,58,,n/e,n/e,2061,,n/e,n/e,n/e,n/e,0,,N/A,N/A,n/e,n/e,243,
04:00 - 05:00,22,,3028,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,58,,n/e,n/e,2061,,n/e,n/e,n/e,n/e,0,,N/A,N/A,n/e,n/e,229,
05:00 - 06:00,21,,3014,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,63,,n/e,n/e,2061,,n/e,n/e,n/e,n/e,0,,N/A,N/A,n/e,n/e,215,
06:00 - 07:00,22,,3022,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,77,,n/e,n/e,2060,,n/e,n/e,n/e,n/e,1,,N/A,N/A,n/e,n/e,218,
07:00 - 08:00,21,,2987,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,113,,n/e,n/e,2062,,n/e,n/e,n/e,n/e,75,,N/A,N/A,n/e,n/e,199,
08:00 - 09:00,21,,2982,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,114,,n/e,n/e,2062,,n/e,n/e,n/e,n/e,289,,N/A,N/A,n/e,n/e,160,
09:00 - 10:00,23,,2879,,n/e,n/e,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,N/A,N/A,117,,n/e,n/e,2060,,n/e,n/e,n/e,n/e,496,,N/A,N/A,n/e,n/e,142,
