18:00 - 19:00,275,,2350,,50,,1955,,6104,,370,,n/e,n/e,n/e,n/e,n/e,n/e,95,,318,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2303,
19:00 - 20:00,275,,2493,,52,,1953,,6097,,371,,n/e,n/e,n/e,n/e,n/e,n/e,193,,304,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2456,
20:00 - 21:00,275,,2386,,52,,1900,,6099,,370,,n/e,n/e,n/e,n/e,n/e,n/e,58,,292,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2349,
21:00 - 22:00,275,,2320,,50,,1881,,6065,,370,,n/e,n/e,n/e,n/e,n/e,n/e,16,,284,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2239,
22:00 - 23:00,274,,2217,,52,,1888,,6110,,372,,n/e,n/e,n/e,n/e,n/e,n/e,14,,274,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2195,
23:00 - 00:00,275,,2180,,53,,1903,,5927,,372,,n/e,n/e,n/e,n/e,n/e,n/e,0,,272,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2134,
00:00 - 01:00,275,,2163,,52,,1683,,5957,,372,,n/e,n/e,n/e,n/e,n/e,n/e,22,,272,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2017,
01:00 - 02:00,276,,2223,,50,,1622,,6094,,371,,n/e,n/e,n/e,n/e,n/e,n/e,23,,272,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1925,
02:00 - 03:00,276,,2260,,52,,1656,,6193,,370,,n/e,n/e,n/e,n/e,n/e,n/e,2,,271,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1889,
03:00 - 04:00,275,,2383,,50,,1678,,6615,,371,,n/e,n/e,n/e,n/e,n/e,n/e,0,,271,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1695,
04:00 - 05:00,275,,2545,,50,,1778,,6725,,372,,n/e,n/e,n/e,n/e,n/e,n/e,0,,271,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1536,
05:00 - 06:00,268,,3650,,49,,2192,,6791,,372,,n/e,n/e,n/e,n/e,n/e,n/e,5,,293,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1316,
06:00 - 07:00,267,,4285,,50,,2373,,7379,,373,,n/e,n/e,n/e,n/e,n/e,n/e,154,,317,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,26,,n/e,n/e,n/e,n/e,1220,
07:00 - 08:00,276,,4601,,47,,2393,,7695,,373,,n/e,n/e,n/e,n/e,n/e,n/e,101,,323,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,322,,n/e,n/e,n/e,n/e,1216,
08:00 - 09:00,275,,4828,,50,,2355,,7338,,371,,n/e,n/e,n/e,n/e,n/e,n/e,302,,322,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,829,,n/e,n/e,n/e,n/e,1267,
09:00 - 10:00,276,,4603,,51,,2110,,7027,,370,,n/e,n/e,n/e,n/e,n/e,n/e,243,,313,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1366,,n/e,n/e,n/e,n/e,1308,
10:00 - 11:00,277,,4228,,60,,2083,,7056,,371,,n/e,n/e,n/e,n/e,n/e,n/e,285,,311,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1729,,n/e,n/e,n/e,n/e,1156,
11:00 - 12:00,276,,4417,,60,,2078,,7167,,375,,n/e,n/e,n/e,n/e,n/e,n/e,285,,308,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1697,,n/e,n/e,n/e,n/e,1162,
12:00 - 13:00,272,,4679,,62,,2170,,7504,,376,,n/e,n/e,n/e,n/e,n/e,n/e,74,,310,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1285,,n/e,n/e,n/e,n/e,1347,
13:00 - 14:00,273,,4980,,61,,2146,,7660,,375,,n/e,n/e,n/e,n/e,n/e,n/e,41,,311,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,565,,n/e,n/e,n/e,n/e,1733,
14:00 - 15:00,269,,5281,,57,,2145,,7625,,381,,n/e,n/e,n/e,n/e,n/e,n/e,322,,312,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,234,,n/e,n/e,n/e,n/e,2243,
15:00 - 16:00,268,,5213,,55,,2110,,7636,,385,,n/e,n/e,n/e,n/e,n/e,n/e,821,,322,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,39,,n/e,n/e,n/e,n/e,2675,
16:00 - 17:00,268,,4785,,52,,1961,,7686,,374,,n/e,n/e,n/e,n/e,n/e,n/e,915,,328,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2995,
17:00 - 18:00,268,,4420,,49,,1927,,7513,,370,,n/e,n/e,n/e,n/e,n/e,n/e,817,,330,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3186,
18:00 - 19:00,268,,4007,,48,,1862,,7465,,372,,n/e,n/e,n/e,n/e,n/e,n/e,757,,325,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3587,
19:00 - 20:00,270,,3585,,49,,1856,,7355,,368,,n/e,n/e,n/e,n/e,n/e,n/e,661,,294,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3859,
20:00 - 21:00,267,,3413,,48,,1928,,6828,,368,,n/e,n/e,n/e,n/e,n/e,n/e,628,,277,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4044,
21:00 - 22:00,268,,3385,,48,,1967,,6638,,371,,n/e,n/e,n/e,n/e,n/e,n/e,153,,262,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4240,
22:00 - 23:00,266,,2697,,50,,1989,,6182,,370,,n/e,n/e,n/e,n/e,n/e,n/e,3,,250,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4341,
23:00 - 00:00,271,,2171,,52,,1712,,6127,,370,,n/e,n/e,n/e,n/e,n/e,n/e,35,,264,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4466,
00:00 - 01:00,274,,2129,,52,,1724,,6067,,369,,n/e,n/e,n/e,n/e,n/e,n/e,40,,255,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4730,
01:00 - 02:00,277,,2134,,49,,1726,,6096,,368,,n/e,n/e,n/e,n/e,n/e,n/e,5,,244,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4840,
02:00 - 03:00,275,,2129,,50,,1683,,6143,,369,,n/e,n/e,n/e,n/e,n/e,n/e,0,,243,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4820,
03:00 - 04:00,276,,2180,,50,,1753,,6234,,368,,n/e,n/e,n/e,n/e,n/e,n/e,0,,246,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4843,
04:00 - 05:00,277,,2683,,50,,2089,,6288,,367,,n/e,n/e,n/e,n/e,n/e,n/e,0,,246,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4919,
05:00 - 06:00,284,,3564,,53,,2171,,6678,,369,,n/e,n/e,n/e,n/e,n/e,n/e,36,,273,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4937,
06:00 - 07:00,282,,3866,,54,,2209,,7444,,370,,n/e,n/e,n/e,n/e,n/e,n/e,467,,287,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,55,,n/e,n/e,n/e,n/e,4941,
07:00 - 08:00,282,,4063,,55,,2209,,7669,,367,,n/e,n/e,n/e,n/e,n/e,n/e,535,,289,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,615,,n/e,n/e,n/e,n/e,4812,
08:00 - 09:00,278,,4103,,58,,2189,,7655,,359,,n/e,n/e,n/e,n/e,n/e,n/e,541,,287,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,822,,n/e,n/e,n/e,n/e,4936,
09:00 - 10:00,277,,4104,,59,,2183,,7585,,359,,n/e,n/e,n/e,n/e,n/e,n/e,205,,286,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1082,,n/e,n/e,n/e,n/e,4983,
10:00 - 11:00,275,,4131,,63,,2177,,7609,,362,,n/e,n/e,n/e,n/e,n/e,n/e,17,,283,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1297,,n/e,n/e,n/e,n/e,4882,
11:00 - 12:00,275,,4161,,68,,2189,,7732,,359,,n/e,n/e,n/e,n/e,n/e,n/e,29,,281,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1265,,n/e,n/e,n/e,n/e,4456,
12:00 - 13:00,275,,4115,,67,,2183,,8033,,360,,n/e,n/e,n/e,n/e,n/e,n/e,302,,280,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,949,,n/e,n/e,n/e,n/e,4125,
13:00 - 14:00,277,,4155,,66,,2279,,8043,,360,,n/e,n/e,n/e,n/e,n/e,n/e,204,,288,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,460,,n/e,n/e,n/e,n/e,3735,
14:00 - 15:00,276,,4133,,64,,2385,,8241,,362,,n/e,n/e,n/e,n/e,n/e,n/e,322,,292,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,164,,n/e,n/e,n/e,n/e,3558,
15:00 - 16:00,276,,4101,,63,,2354,,8419,,362,,n/e,n/e,n/e,n/e,n/e,n/e,934,,303,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,,n/e,n/e,n/e,n/e,3739,
16:00 - 17:00,275,,4109,,58,,2227,,8374,,366,,n/e,n/e,n/e,n/e,n/e,n/e,955,,314,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3828,
17:00 - 18:00,276,,4111,,58,,2215,,8165,,366,,n/e,n/e,n/e,n/e,n/e,n/e,609,,318,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3850,
18:00 - 19:00,276,,3611,,57,,2363,,8423,,367,,n/e,n/e,n/e,n/e,n/e,n/e,247,,314,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3728,
19:00 - 20:00,276,,3491,,58,,2209,,8021,,367,,n/e,n/e,n/e,n/e,n/e,n/e,70,,312,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3504,
20:00 - 21:00,276,,3321,,58,,2145,,7680,,366,,n/e,n/e,n/e,n/e,n/e,n/e,49,,294,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3476,
21:00 - 22:00,266,,3385,,57,,2158,,7217,,366,,n/e,n/e,n/e,n/e,n/e,n/e,58,,288,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3304,
22:00 - 23:00,265,,3259,,56,,2150,,7059,,366,,n/e,n/e,n/e,n/e,n/e,n/e,27,,278,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3170,
23:00 - 00:00,267,,2969,,55,,2007,,7050,,366,,n/e,n/e,n/e,n/e,n/e,n/e,0,,277,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2956,
00:00 - 01:00,266,,3219,,51,,2036,,6875,,367,,n/e,n/e,n/e,n/e,n/e,n/e,0,,277,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2895,
01:00 - 02:00,259,,3257,,48,,1926,,6793,,367,,n/e,n/e,n/e,n/e,n/e,n/e,0,,276,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2884,
02:00 - 03:00,273,,3213,,49,,1924,,6756,,367,,n/e,n/e,n/e,n/e,n/e,n/e,0,,276,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2867,
03:00 - 04:00,274,,3387,,48,,2030,,6831,,366,,n/e,n/e,n/e,n/e,n/e,n/e,0,,276,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2860,
04:00 - 05:00,282,,3496,,49,,2198,,7582,,367,,n/e,n/e,n/e,n/e,n/e,n/e,0,,276,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2852,
05:00 - 06:00,282,,3657,,47,,2303,,8235,,368,,n/e,n/e,n/e,n/e,n/e,n/e,21,,303,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2678,
06:00 - 07:00,283,,3864,,52,,2307,,8675,,368,,n/e,n/e,n/e,n/e,n/e,n/e,82,,321,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,,n/e,n/e,n/e,n/e,2602,
07:00 - 08:00,280,,4084,,57,,2334,,8915,,369,,n/e,n/e,n/e,n/e,n/e,n/e,248,,333,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,175,,n/e,n/e,n/e,n/e,2849,
08:00 - 09:00,278,,4077,,60,,2156,,8439,,369,,n/e,n/e,n/e,n/e,n/e,n/e,583,,331,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,487,,n/e,n/e,n/e,n/e,2923,
09:00 - 10:00,282,,3954,,59,,2149,,8003,,370,,n/e,n/e,n/e,n/e,n/e,n/e,579,,322,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,716,,n/e,n/e,n/e,n/e,3139,
10:00 - 11:00,282,,3953,,60,,2137,,8327,,368,,n/e,n/e,n/e,n/e,n/e,n/e,425,,315,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,891,,n/e,n/e,n/e,n/e,3465,
11:00 - 12:00,280,,4225,,59,,2130,,8042,,369,,n/e,n/e,n/e,n/e,n/e,n/e,37,,309,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,979,,n/e,n/e,n/e,n/e,3902,
12:00 - 13:00,281,,4341,,57,,2159,,8049,,369,,n/e,n/e,n/e,n/e,n/e,n/e,0,,308,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,692,,n/e,n/e,n/e,n/e,3877,
13:00 - 14:00,282,,4404,,54,,2141,,8183,,368,,n/e,n/e,n/e,n/e,n/e,n/e,111,,307,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,389,,n/e,n/e,n/e,n/e,4301,
14:00 - 15:00,278,,4628,,53,,2155,,8632,,370,,n/e,n/e,n/e,n/e,n/e,n/e,22,,303,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,161,,n/e,n/e,n/e,n/e,4600,
15:00 - 16:00,276,,4735,,52,,2358,,9318,,379,,n/e,n/e,n/e,n/e,n/e,n/e,116,,314,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,,n/e,n/e,n/e,n/e,4962,
16:00 - 17:00,275,,4873,,51,,2383,,9567,,385,,n/e,n/e,n/e,n/e,n/e,n/e,1219,,325,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,5009,
17:00 - 18:00,283,,4929,,49,,2388,,9749,,390,,n/e,n/e,n/e,n/e,n/e,n/e,1447,,320,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4873,
18:00 - 19:00,282,,4809,,47,,2350,,9693,,393,,n/e,n/e,n/e,n/e,n/e,n/e,594,,315,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4450,
19:00 - 20:00,282,,4708,,49,,2255,,9299,,394,,n/e,n/e,n/e,n/e,n/e,n/e,114,,301,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4352,
20:00 - 21:00,282,,4610,,51,,2167,,8659,,399,,n/e,n/e,n/e,n/e,n/e,n/e,21,,285,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4234,
21:00 - 22:00,280,,4096,,51,,2154,,7581,,405,,n/e,n/e,n/e,n/e,n/e,n/e,8,,279,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3854,
22:00 - 23:00,278,,3746,,54,,2163,,7510,,409,,n/e,n/e,n/e,n/e,n/e,n/e,0,,269,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3442,
23:00 - 00:00,273,,3814,,54,,2059,,7641,,402,,n/e,n/e,n/e,n/e,n/e,n/e,0,,279,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2868,
00:00 - 01:00,273,,4050,,54,,2032,,7571,,403,,n/e,n/e,n/e,n/e,n/e,n/e,0,,277,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2316,
01:00 - 02:00,277,,4100,,55,,2191,,7594,,404,,n/e,n/e,n/e,n/e,n/e,n/e,0,,277,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2027,
02:00 - 03:00,274,,4090,,56,,2224,,7829,,402,,n/e,n/e,n/e,n/e,n/e,n/e,0,,276,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1751,
03:00 - 04:00,274,,4053,,58,,2259,,8277,,403,,n/e,n/e,n/e,n/e,n/e,n/e,0,,279,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1453,
04:00 - 05:00,275,,4042,,62,,2296,,8282,,404,,n/e,n/e,n/e,n/e,n/e,n/e,0,,280,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1142,
05:00 - 06:00,279,,4457,,65,,2410,,9369,,404,,n/e,n/e,n/e,n/e,n/e,n/e,122,,313,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,954,
06:00 - 07:00,283,,4681,,66,,2425,,9778,,400,,n/e,n/e,n/e,n/e,n/e,n/e,763,,331,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,,n/e,n/e,n/e,n/e,1015,
07:00 - 08:00,284,,4669,,64,,2431,,9913,,396,,n/e,n/e,n/e,n/e,n/e,n/e,977,,332,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,216,,n/e,n/e,n/e,n/e,911,
08:00 - 09:00,280,,4680,,62,,2427,,9641,,397,,n/e,n/e,n/e,n/e,n/e,n/e,769,,331,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,784,,n/e,n/e,n/e,n/e,804,
09:00 - 10:00,284,,4749,,62,,2441,,9463,,395,,n/e,n/e,n/e,n/e,n/e,n/e,224,,322,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1290,,n/e,n/e,n/e,n/e,695,
10:00 - 11:00,283,,4741,,58,,2429,,9664,,391,,n/e,n/e,n/e,n/e,n/e,n/e,37,,315,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1534,,n/e,n/e,n/e,n/e,826,
11:00 - 12:00,283,,4813,,55,,2411,,9885,,386,,n/e,n/e,n/e,n/e,n/e,n/e,10,,308,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1664,,n/e,n/e,n/e,n/e,949,
12:00 - 13:00,282,,4898,,53,,2411,,9940,,386,,n/e,n/e,n/e,n/e,n/e,n/e,87,,307,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1252,,n/e,n/e,n/e,n/e,1065,
13:00 - 14:00,281,,4955,,50,,2432,,9883,,386,,n/e,n/e,n/e,n/e,n/e,n/e,106,,308,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,672,,n/e,n/e,n/e,n/e,1256,
14:00 - 15:00,280,,4954,,48,,2435,,9960,,388,,n/e,n/e,n/e,n/e,n/e,n/e,165,,313,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,183,,n/e,n/e,n/e,n/e,1387,
15:00 - 16:00,286,,5057,,51,,2460,,10204,,389,,n/e,n/e,n/e,n/e,n/e,n/e,642,,325,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,22,,n/e,n/e,n/e,n/e,1582,
16:00 - 17:00,284,,4938,,49,,2425,,10277,,390,,n/e,n/e,n/e,n/e,n/e,n/e,791,,336,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1822,
17:00 - 18:00,285,,4922,,45,,2432,,9918,,389,,n/e,n/e,n/e,n/e,n/e,n/e,717,,339,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1920,
18:00 - 19:00,283,,4895,,46,,2431,,9212,,389,,n/e,n/e,n/e,n/e,n/e,n/e,643,,335,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1966,
19:00 - 20:00,284,,4904,,47,,2424,,8765,,389,,n/e,n/e,n/e,n/e,n/e,n/e,301,,321,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2072,
20:00 - 21:00,283,,4757,,46,,2191,,8423,,390,,n/e,n/e,n/e,n/e,n/e,n/e,28,,306,,42,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2005,
