index,BG -> RoW,RoW -> BG,EE -> RoW,RoW -> EE,EL -> RoW,RoW -> EL,FI -> RoW,RoW -> FI,HR -> RoW,RoW -> HR,HU -> RoW,RoW -> HU,IT -> RoW,RoW -> IT,LT -> RoW,RoW -> LT,LV -> RoW,RoW -> LV,PL -> RoW,RoW -> PL,RO -> RoW,RoW -> RO,SK -> RoW,RoW -> SK
2023-01-01 20:00:00+00:00,962.0,0.0,197.0,0.0,0.0,1101.0,0.0,0.0,968.0,0.0,371.0,324.0,0.0,500.0,0.0,238.0,11.0,0.0,0.0,0.0,577.0,318.0,413.0,0.0
2023-01-01 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00+00:00,1090.0,0.0,195.0,0.0,0.0,1087.0,0.0,0.0,811.0,0.0,342.0,377.0,0.0,484.0,0.0,281.0,2.0,0.0,0.0,0.0,543.0,249.0,323.0,0.0
2023-01-01 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00+00:00,1244.0,0.0,162.0,0.0,0.0,1002.0,0.0,0.0,854.0,0.0,439.0,394.0,0.0,580.0,0.0,228.0,12.0,0.0,0.0,0.0,445.0,268.0,289.0,0.0
2023-01-01 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00+00:00,1353.0,0.0,340.0,0.0,0.0,1035.0,0.0,0.0,844.0,0.0,508.0,391.0,0.0,589.0,0.0,296.0,0.0,54.0,0.0,0.0,594.0,266.0,372.0,0.0
2023-01-01 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00+00:00,1378.0,0.0,362.0,0.0,0.0,1094.0,0.0,0.0,710.0,0.0,442.0,461.0,0.0,600.0,0.0,300.0,0.0,69.0,0.0,0.0,674.0,223.0,276.0,0.0
2023-01-02 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00+00:00,1360.0,0.0,378.0,0.0,0.0,1112.0,0.0,0.0,504.0,0.0,355.0,498.0,0.0,601.0,0.0,306.0,0.0,82.0,0.0,0.0,712.0,198.0,187.0,0.0
2023-01-02 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00+00:00,1296.0,0.0,317.0,0.0,0.0,1118.0,0.0,0.0,455.0,0.0,304.0,432.0,0.0,601.0,0.0,241.0,0.0,56.0,0.0,0.0,756.0,185.0,207.0,0.0
2023-01-02 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00+00:00,1152.0,0.0,107.0,0.0,0.0,1134.0,0.0,0.0,540.0,0.0,291.0,281.0,0.0,601.0,0.0,114.0,5.0,0.0,0.0,0.0,813.0,203.0,275.0,0.0
2023-01-02 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00+00:00,1224.0,0.0,198.0,0.0,0.0,1124.0,0.0,0.0,580.0,0.0,311.0,348.0,0.0,601.0,0.0,142.0,0.0,45.0,0.0,0.0,805.0,231.0,389.0,0.0
2023-01-02 04:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00+00:00,1218.0,0.0,369.0,0.0,0.0,1131.0,0.0,0.0,428.0,0.0,247.0,500.0,0.0,601.0,0.0,206.0,0.0,102.0,0.0,0.0,774.0,195.0,310.0,0.0
2023-01-02 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00+00:00,1115.0,0.0,367.0,0.0,0.0,1157.0,0.0,0.0,185.0,1.0,95.0,475.0,0.0,601.0,0.0,212.0,0.0,102.0,0.0,0.0,845.0,136.0,250.0,0.0
2023-01-02 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00+00:00,1223.0,0.0,270.0,0.0,0.0,1135.0,0.0,0.0,63.0,31.0,93.0,454.0,0.0,600.0,0.0,167.0,0.0,77.0,0.0,0.0,762.0,111.0,253.0,0.0
2023-01-02 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00+00:00,1281.0,0.0,78.0,0.0,0.0,1130.0,0.0,0.0,58.0,28.0,130.0,494.0,0.0,600.0,0.0,63.0,0.0,5.0,0.0,0.0,708.0,65.0,112.0,0.0
2023-01-02 08:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 09:00:00+00:00,1344.0,0.0,55.0,0.0,0.0,1111.0,0.0,0.0,44.0,26.0,146.0,439.0,0.0,600.0,0.0,55.0,16.0,0.0,0.0,0.0,731.0,48.0,77.0,0.0
2023-01-02 09:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 10:00:00+00:00,1300.0,0.0,26.0,0.0,0.0,991.0,0.0,0.0,30.0,45.0,121.0,437.0,0.0,601.0,0.0,53.0,33.0,0.0,0.0,0.0,754.0,13.0,9.0,6.0
2023-01-02 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 11:00:00+00:00,1253.0,0.0,69.0,0.0,0.0,1089.0,0.0,0.0,211.0,0.0,162.0,374.0,0.0,601.0,0.0,82.0,26.0,0.0,0.0,0.0,642.0,68.0,142.0,0.0
2023-01-02 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 12:00:00+00:00,1208.0,0.0,26.0,0.0,0.0,1151.0,0.0,0.0,282.0,0.0,130.0,320.0,0.0,601.0,0.0,61.0,42.0,0.0,0.0,0.0,634.0,62.0,145.0,0.0
2023-01-02 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 13:00:00+00:00,1063.0,0.0,0.0,15.0,0.0,1086.0,0.0,0.0,432.0,0.0,163.0,311.0,0.0,601.0,0.0,46.0,49.0,0.0,0.0,0.0,470.0,131.0,272.0,0.0
2023-01-02 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 14:00:00+00:00,953.0,0.0,0.0,1.0,0.0,1205.0,0.0,0.0,436.0,0.0,164.0,329.0,0.0,458.0,0.0,82.0,46.0,0.0,0.0,0.0,324.0,190.0,377.0,0.0
2023-01-02 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 15:00:00+00:00,864.0,0.0,238.0,0.0,0.0,1252.0,0.0,0.0,276.0,0.0,158.0,388.0,0.0,64.0,0.0,242.0,0.0,31.0,0.0,0.0,210.0,260.0,513.0,0.0
2023-01-02 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 16:00:00+00:00,1012.0,0.0,247.0,0.0,0.0,1212.0,0.0,0.0,523.0,0.0,231.0,431.0,0.0,601.0,0.0,212.0,0.0,25.0,0.0,0.0,317.0,269.0,509.0,0.0
2023-01-02 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 17:00:00+00:00,1056.0,0.0,120.0,0.0,0.0,1197.0,0.0,0.0,490.0,0.0,211.0,425.0,0.0,601.0,0.0,163.0,12.0,0.0,0.0,0.0,422.0,231.0,462.0,0.0
2023-01-02 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 18:00:00+00:00,1152.0,0.0,2.0,0.0,0.0,1190.0,0.0,0.0,427.0,0.0,194.0,421.0,0.0,600.0,0.0,77.0,58.0,0.0,0.0,0.0,510.0,209.0,360.0,0.0
2023-01-02 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00+00:00,1187.0,0.0,128.0,0.0,0.0,1180.0,0.0,0.0,336.0,0.0,193.0,458.0,0.0,600.0,0.0,189.0,17.0,0.0,0.0,0.0,605.0,188.0,333.0,0.0
2023-01-02 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00+00:00,1186.0,0.0,178.0,0.0,0.0,1172.0,0.0,0.0,453.0,0.0,290.0,495.0,0.0,599.0,0.0,227.0,0.0,4.0,0.0,0.0,750.0,217.0,423.0,0.0
2023-01-02 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00+00:00,1126.0,0.0,142.0,0.0,0.0,1163.0,0.0,0.0,689.0,0.0,353.0,411.0,0.0,561.0,0.0,184.0,19.0,0.0,0.0,0.0,736.0,275.0,518.0,0.0
2023-01-02 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00+00:00,1333.0,0.0,192.0,0.0,0.0,1122.0,0.0,0.0,549.0,0.0,362.0,476.0,0.0,559.0,0.0,228.0,12.0,0.0,0.0,0.0,773.0,264.0,507.0,0.0
2023-01-02 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00+00:00,1316.0,0.0,117.0,0.0,0.0,1100.0,0.0,0.0,291.0,0.0,326.0,405.0,0.0,599.0,0.0,193.0,27.0,0.0,0.0,0.0,600.0,244.0,550.0,0.0
2023-01-02 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00+00:00,1269.0,0.0,61.0,0.0,0.0,1091.0,0.0,0.0,263.0,0.0,272.0,393.0,0.0,601.0,0.0,165.0,40.0,0.0,0.0,0.0,647.0,217.0,486.0,0.0
2023-01-03 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00+00:00,1213.0,0.0,147.0,0.0,0.0,1102.0,0.0,0.0,185.0,0.0,202.0,354.0,0.0,600.0,0.0,211.0,2.0,0.0,0.0,0.0,646.0,185.0,436.0,0.0
2023-01-03 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00+00:00,1152.0,0.0,154.0,0.0,0.0,1118.0,0.0,0.0,191.0,0.0,184.0,311.0,0.0,601.0,0.0,213.0,0.0,9.0,0.0,0.0,749.0,195.0,424.0,0.0
2023-01-03 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00+00:00,1070.0,0.0,185.0,0.0,0.0,1144.0,0.0,0.0,333.0,0.0,230.0,281.0,0.0,601.0,0.0,239.0,0.0,29.0,0.0,0.0,816.0,246.0,498.0,0.0
2023-01-03 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00+00:00,945.0,0.0,85.0,0.0,0.0,1158.0,0.0,0.0,419.0,0.0,263.0,248.0,0.0,601.0,0.0,167.0,14.0,0.0,0.0,0.0,493.0,385.0,593.0,0.0
2023-01-03 04:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00+00:00,877.0,0.0,103.0,0.0,0.0,1208.0,0.0,0.0,517.0,0.0,279.0,229.0,0.0,601.0,0.0,159.0,13.0,0.0,0.0,0.0,394.0,438.0,609.0,0.0
2023-01-03 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00+00:00,791.0,0.0,84.0,0.0,0.0,1217.0,0.0,0.0,467.0,0.0,208.0,238.0,0.0,600.0,0.0,146.0,0.0,5.0,0.0,0.0,303.0,350.0,599.0,0.0
2023-01-03 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00+00:00,813.0,0.0,13.0,0.0,0.0,1170.0,0.0,0.0,413.0,0.0,132.0,227.0,0.0,600.0,0.0,59.0,0.0,26.0,0.0,0.0,198.0,271.0,467.0,0.0
2023-01-03 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00+00:00,942.0,0.0,59.0,0.0,0.0,1167.0,0.0,0.0,345.0,0.0,126.0,272.0,0.0,600.0,0.0,105.0,0.0,16.0,0.0,0.0,194.0,248.0,429.0,0.0
2023-01-03 08:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 09:00:00+00:00,936.0,0.0,0.0,96.0,0.0,1194.0,0.0,0.0,230.0,0.0,101.0,297.0,0.0,601.0,0.0,0.0,45.0,0.0,0.0,0.0,268.0,202.0,409.0,0.0
2023-01-03 09:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 10:00:00+00:00,1083.0,0.0,0.0,27.0,0.0,1198.0,0.0,0.0,165.0,0.0,116.0,340.0,0.0,601.0,0.0,77.0,17.0,0.0,0.0,0.0,298.0,176.0,435.0,0.0
2023-01-03 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 11:00:00+00:00,962.0,0.0,2.0,0.0,0.0,1171.0,0.0,0.0,241.0,0.0,109.0,312.0,0.0,600.0,0.0,96.0,8.0,0.0,0.0,0.0,301.0,180.0,416.0,0.0
