,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,47.4147-8.1636-CH,0.171,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Region Lenzburg,47.4147,8.1636
,47.0728-8.289-CH,0.56,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REAL Abwasser,47.0728,8.289
,46.8192-6.828-CH,0.33,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERES ,46.8192,6.828
,46.4824-8.757-CH,0.315,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fondazione Ri di Foch,46.4824,8.757
,47.5056-8.7241-CH,0.018,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.5056,8.7241
,47.4655-9.2057-CH,0.037,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Niederbüren,47.4655,9.2057
,47.2864-7.7231-CH,0.889,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BV Kompostieranlage Oensingen AG,47.2864,7.7231
,47.419-8.2733-CH,0.072,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Region Mellingen,47.419,8.2733
,46.092-7.1755-CH,0.75,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administration communale de Vollèges,46.092,7.1755
,47.267-8.8179-CH,0.028,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.267,8.8179
,47.1684-8.2918-CH,0.065,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einwohnergemeinde Hochdorf,47.1684,8.2918
,47.5268-8.2149-CH,0.072,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Schmitt,47.5268,8.2149
,46.7445-9.2328-CH,0.02,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.7445,9.2328
,47.1994-9.0073-CH,0.015,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.1994,9.0073
,47.3203-7.37-CH,0.273,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.E. Moulin des Roches SA (P-10419),47.3203,7.37
,47.0843-8.1264-CH,0.168,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biogas Hopösche Ruswil AG,47.0843,8.1264
,47.632-9.2327-CH,0.037,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserzweckverband Münsterlingen,47.632,9.2327
,47.0101-8.4842-CH,0.024,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.0101,8.4842
,47.256-8.8555-CH,0.06,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindekasse Rüti / Bauamt / ARA,47.256,8.8555
,46.5113-6.4985-CH,0.18,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERM - Epuration Région Morgienne,46.5113,6.4985
,47.3735-9.4251-CH,0.017,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.3735,9.4251
,47.0843-8.1264-CH,0.037,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mooshof Ruswil GmbH,47.0843,8.1264
,47.4898-9.5519-CH,2.096,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Altenrhein,47.4898,9.5519
,46.3922-6.8059-CH,0.048,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Gingolph Energia SA,46.3922,6.8059
,46.5483-6.5194-CH,0.017,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.5483,6.5194
,47.5529-7.6232-CH,0.356,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amt für Industrielle Betriebe AIB,47.5529,7.6232
,46.312-7.8003-CH,0.09,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einwohnergemeinde Raron,46.312,7.8003
,46.07899999999999-7.0858-CH,0.152,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Martigny,46.07899999999999,7.0858
,47.3285-8.2051-CH,0.08,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Hallwilersee,47.3285,8.2051
,46.1899-7.3121-CH,0.095,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Step Bieudron-Nendaz,46.1899,7.3121
,47.0856-8.4421-CH,0.235,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ott Fuhr- und Kompostbetrieb,47.0856,8.4421
,47.4998-9.3958-CH,0.03,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emil Graf AG,47.4998,9.3958
,47.1823-8.8705-CH,0.64,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Züger Produktion + Recycling,47.1823,8.8705
,46.4947-7.6733-CH,2.65,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraftwerke Kanderalp AG,46.4947,7.6733
,47.4436-9.078-CH,0.015,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.4436,9.078
,46.9867-9.0547-CH,0.055,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Glarus Süd,46.9867,9.0547
,45.8491-9.0191-CH,0.037,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acqua Gas Elettricità (AGE) SA,45.8491,9.0191
,47.6706-9.0857-CH,0.027,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.6706,9.0857
,47.1298-7.5584-CH,0.0048,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.1298,7.5584
,47.3917-7.0-CH,0.572,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEXOR,47.3917,7.0
,46.7526-8.1705-CH,0.024,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.7526,8.1705
,46.2489-7.3369-CH,0.07,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Savièse,46.2489,7.3369
,47.0333-8.2544-CH,0.002,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,47.0333,8.2544
,47.1921-7.3959-CH,0.191,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Regio Grenchen,47.1921,7.3959
,47.1963-8.5295-CH,0.584,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Müller AG,47.1963,8.5295
,47.0652-7.197-CH,0.035,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Region Täuffelen,47.0652,7.197
,46.7036-9.4267-CH,0.054,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Masein,46.7036,9.4267
,47.0321-8.4322-CH,0.037,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverband ARA Weggis-Vitznau,47.0321,8.4322
,46.7223-9.4063-CH,0.05,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Cazis,46.7223,9.4063
,46.7649-9.4613-CH,0.022,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.7649,9.4613
,46.5753-7.7369-CH,0.028,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.5753,7.7369
,47.2996-9.0866-CH,0.0022,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.2996,9.0866
,46.3922-6.8059-CH,0.35,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Gingolph Energia SA,46.3922,6.8059
,46.8188-8.6505-CH,0.0565,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindewerke Erstfeld,46.8188,8.6505
,46.8804-8.6444-CH,0.13,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasser Uri,46.8804,8.6444
,46.8065-9.5375-CH,0.07,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Laax,46.8065,9.5375
,46.7126-6.3789-CH,0.08,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usines Metallurgiques de Vallorbe SA,46.7126,6.3789
,46.3832-6.8596-CH,0.005,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.3832,6.8596
,46.7346-10.3264-CH,0.92,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Scuol,46.7346,10.3264
,47.4579-8.7829-CH,0.424,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axpo Kleinwasserkraft AG,47.4579,8.7829
,47.3911-7.3698-CH,0.15,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entrepôts de Bellerive Delémont SA,47.3911,7.3698
,47.1371-7.2461-CH,0.215,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Region Biel AG,47.1371,7.2461
,46.8877-8.4173-CH,0.064,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasserversorgung Oberrickenbach,46.8877,8.4173
,46.9352-7.1236-CH,0.109,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Region Murten,46.9352,7.1236
,47.2476-9.1706-CH,0.0155,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.2476,9.1706
,46.1728-7.2236-CH,0.36,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMV SA,46.1728,7.2236
,47.059-7.6279-CH,0.16,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Febacom AG,47.059,7.6279
,47.4641-7.8089-CH,0.18,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amt für Industrielle Betriebe AIB,47.4641,7.8089
,47.2472-7.9714-CH,0.075,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reto Grossenbacher,47.2472,7.9714
,46.5621-7.659-CH,0.025,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.5621,7.659
,47.3209-9.5681-CH,0.0075,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.3209,9.5681
,46.066-7.2183-CH,0.25,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Industriels de Bagnes (SIB),46.066,7.2183
,46.9942-8.525-CH,0.272,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camenzind & Co. AG,46.9942,8.525
,47.5416-8.0434-CH,0.32,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biogas AG Fricktal,47.5416,8.0434
,47.0887-7.5707-CH,0.026,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,47.0887,7.5707
,47.5761-8.6063-CH,0.02,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.5761,8.6063
,46.2927-6.9781-CH,0.05,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune d'Ollon ,46.2927,6.9781
,46.4248-7.1462-CH,0.015,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.4248,7.1462
,47.4957-9.2388-CH,0.175,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV Region Bischofszell,47.4957,9.2388
,46.7869-7.2243-CH,0.03,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eau de Fribourg - Freiburger Wasser SA,46.7869,7.2243
,46.7034-8.8509-CH,0.047,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corpraziun d'aua Spina da Vin,46.7034,8.8509
,46.3953-7.1006-CH,0.085,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune d'Ormont-Dessous,46.3953,7.1006
,47.0456-9.4232-CH,0.04,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Politische Gemeinde Mels, Elektrizitäts- & Wasserwerk",47.0456,9.4232
,47.1825-9.444-CH,0.0912,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technische Betriebe Grabs,47.1825,9.444
,46.933-9.4068-CH,0.065,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Politische Gemeinde Bad Ragaz,46.933,9.4068
,46.9885-7.7386-CH,0.455,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urs und Klaus Wittwer,46.9885,7.7386
,46.6826-9.3157-CH,0.071,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akonis AG,46.6826,9.3157
,46.8333-8.1806-CH,0.16,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Wasserversorgung Giswil,46.8333,8.1806
,47.302-7.3813-CH,0.05,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEME,47.302,7.3813
,46.6965-6.919-CH,0.04,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Station d'épuration AIMPGPS,46.6965,6.919
,46.2384-7.8524-CH,0.486,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KWT Törbel Moosalp AG ,46.2384,7.8524
,47.2045-8.4333-CH,0.146,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WWZ Energie AG,47.2045,8.4333
,47.4156-8.1345-CH,1.96,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraftwerk Rupperswil Auenstein AG,47.4156,8.1345
,47.5578-8.8989-CH,0.0043,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.5578,8.8989
,46.5122-9.8579-CH,0.004,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.5122,9.8579
,46.3244-10.0582-CH,0.55,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comune di Poschiavo,46.3244,10.0582
,46.9974-6.7306-CH,0.0051,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,46.9974,6.7306
,46.7186-8.1342-CH,9.9,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BKW Energie AG / Wasserkraft,46.7186,8.1342
,47.4907-8.4999-CH,0.15,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweckverband Abwasserreinigung Fischbach-Glatt,47.4907,8.4999
,46.4032-7.7816-CH,1.53,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraftwerke Milibach AG,46.4032,7.7816
,46.3939-9.2333-CH,0.35,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comune politico di Mesocco,46.3939,9.2333
,47.5548-9.2931-CH,0.115,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Aachtal,47.5548,9.2931
,47.2889-8.5411-CH,0.012,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.2889,8.5411
,46.2843-7.7992-CH,1.34,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augstbord Energie AG,46.2843,7.7992
,47.15-9.0255-CH,0.295,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Glarnerland,47.15,9.0255
,47.3925-8.0442-CH,0.38,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Aarau und Umgebung,47.3925,8.0442
,47.0427-7.5414-CH,0.19,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverband ARA Moossee-Urtenenbach,47.0427,7.5414
,47.1754-8.425-CH,0.56,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WWZ Energie AG,47.1754,8.425
,47.194-7.2491-CH,0.055,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKW Turbinen AG,47.194,7.2491
,46.1081-7.9274-CH,0.075,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elektrizitätswerk der Gemeinde Saas-Fee,46.1081,7.9274
,46.2843-7.7992-CH,0.135,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augstbord Energie AG,46.2843,7.7992
,46.9797-7.4581-CH,0.055,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KW Hammerschmiede AG,46.9797,7.4581
,46.8182-6.5341-CH,0.015,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.8182,6.5341
,47.1708-7.0542-CH,0.047,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrien Dubuis Kraftwerke AG,47.1708,7.0542
,47.0978-9.0636-CH,2.49,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technische Betriebe Glarus Nord (TBGN),47.0978,9.0636
,47.049-9.441-CH,0.096,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Saar,47.049,9.441
,46.7618-9.4424-CH,0.038,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entegra Wasserkraft AG,46.7618,9.4424
,46.5398-9.2451-CH,0.35,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Nufenen,46.5398,9.2451
,46.3859-7.2675-CH,0.037,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elektrizitätsgenossenschaft Gsteig,46.3859,7.2675
,47.4341-8.4687-CH,0.122,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Regensdorf,47.4341,8.4687
,47.0532-8.0566-CH,0.022,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.0532,8.0566
,46.8211-8.4013-CH,0.055,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einwohnergemeinde Engelberg,46.8211,8.4013
,47.1504-7.5343-CH,0.33,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEBAG Bioenergie Bätterkinden AG,47.1504,7.5343
,46.6714-10.1217-CH,6.2,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvra Electrica Susasca Susch SA,46.6714,10.1217
,47.0575-9.4008-CH,0.015,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.0575,9.4008
,47.3057-8.0514-CH,0.037,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Region Schöftland,47.3057,8.0514
,46.4685-9.6509-CH,0.175,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impianti elettrici Bivio,46.4685,9.6509
,47.3471-8.7209-CH,0.14,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Uster,47.3471,8.7209
,46.5877-7.7245-CH,0.03,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einwohnergemeinde Reichenbach,46.5877,7.7245
,47.2174-8.1549-CH,0.78,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gefu Oberle AG,47.2174,8.1549
,47.4258-8.6909-CH,0.08,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadt Illnau-Effretikon,47.4258,8.6909
,47.197-9.3086-CH,0.028,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.197,9.3086
,46.2294-7.8827-CH,0.03,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Staldenried,46.2294,7.8827
,46.3244-10.0582-CH,0.027,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,46.3244,10.0582
,47.3911-7.3698-CH,0.172,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEDE Syndicat d'épuration Delémont et Environs,47.3911,7.3698
,47.0741-7.3066-CH,0.311,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverband ARA-Region Lyss-Limpachtal,47.0741,7.3066
,47.5544-7.794-CH,0.928,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axpo Power AG,47.5544,7.794
,46.283-7.4498-CH,0.037,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Lens ,46.283,7.4498
,46.2781-7.3854-CH,0.588,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comba Energies SA,46.2781,7.3854
,46.9797-7.4581-CH,0.5,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Worblental,46.9797,7.4581
,46.9664-9.0371-CH,0.075,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bächital Energie GmbH,46.9664,9.0371
,47.3283-8.3162-CH,0.015,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.3283,8.3162
,46.6847-7.6911-CH,0.955,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oberland Energie AG,46.6847,7.6911
,46.1142-7.4941-CH,0.017,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.1142,7.4941
,45.8447-9.0333-CH,0.12,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consorzio depurazione acque chiasso e dintorni,45.8447,9.0333
,47.1564-8.1157-CH,0.732,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biogasanlage Rosenau GmbH,47.1564,8.1157
,47.3471-8.7209-CH,0.082,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUAG Baumwollspinnerei Uster AG,47.3471,8.7209
,46.2376-7.2731-CH,0.15,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Conthey,46.2376,7.2731
,47.0336-9.0789-CH,0.3,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ökostrom Walzmühle GmbH,47.0336,9.0789
,47.4239-9.3748-CH,0.323,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entsorgung St. Gallen,47.4239,9.3748
,46.1517-8.9472-CH,0.499,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biogas Ticino SA,46.1517,8.9472
,47.2449-8.2263-CH,0.037,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverband ARA Hitzkirchertal,47.2449,8.2263
