00:00 - 01:00,293,,n/e,n/e,n/e,n/e,2316,,11,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,1343,5786,,2160,,n/e,n/e,34793,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,9707,
01:00 - 02:00,293,,n/e,n/e,n/e,n/e,2286,,11,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,1394,5593,,1571,,n/e,n/e,34263,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,9502,
02:00 - 03:00,294,,n/e,n/e,n/e,n/e,2290,,11,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,1344,5507,,1319,,n/e,n/e,34081,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,9288,
03:00 - 04:00,294,,n/e,n/e,n/e,n/e,2291,,10,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,1840,5261,,705,,n/e,n/e,34103,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,9005,
04:00 - 05:00,294,,n/e,n/e,n/e,n/e,2271,,10,,217,,n/e,n/e,n/e,n/e,n/e,n/e,,2527,5233,,482,,n/e,n/e,34032,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,9050,
05:00 - 06:00,294,,n/e,n/e,n/e,n/e,2275,,11,,217,,n/e,n/e,n/e,n/e,n/e,n/e,,2830,5345,,750,,n/e,n/e,34437,,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,8925,
06:00 - 07:00,294,,n/e,n/e,n/e,n/e,2393,,11,,216,,n/e,n/e,n/e,n/e,n/e,n/e,,2777,5462,,918,,n/e,n/e,34376,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,9021,
07:00 - 08:00,294,,n/e,n/e,n/e,n/e,2414,,10,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,2757,5504,,1372,,n/e,n/e,34973,,n/e,n/e,n/e,n/e,99,,251,,n/e,n/e,8820,
08:00 - 09:00,294,,n/e,n/e,n/e,n/e,2412,,11,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,2596,5764,,1253,,n/e,n/e,35491,,n/e,n/e,n/e,n/e,490,,251,,n/e,n/e,8590,
09:00 - 10:00,293,,n/e,n/e,n/e,n/e,2408,,11,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,2975,5718,,756,,n/e,n/e,35900,,n/e,n/e,n/e,n/e,1125,,250,,n/e,n/e,8453,
10:00 - 11:00,290,,n/e,n/e,n/e,n/e,2404,,11,,213,,n/e,n/e,n/e,n/e,n/e,n/e,,3083,5781,,880,,n/e,n/e,36061,,n/e,n/e,n/e,n/e,1550,,252,,n/e,n/e,8557,
11:00 - 12:00,291,,n/e,n/e,n/e,n/e,2400,,11,,213,,n/e,n/e,n/e,n/e,n/e,n/e,,2732,5870,,1479,,n/e,n/e,35920,,n/e,n/e,n/e,n/e,1534,,252,,n/e,n/e,8710,
12:00 - 13:00,293,,n/e,n/e,n/e,n/e,2399,,11,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,2605,5741,,1798,,n/e,n/e,36108,,n/e,n/e,n/e,n/e,1363,,250,,n/e,n/e,8286,
13:00 - 14:00,294,,n/e,n/e,n/e,n/e,2394,,11,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,1493,5775,,2485,,n/e,n/e,36620,,n/e,n/e,n/e,n/e,1095,,249,,n/e,n/e,7839,
14:00 - 15:00,294,,n/e,n/e,n/e,n/e,2398,,12,,216,,n/e,n/e,n/e,n/e,n/e,n/e,,1149,5780,,2240,,n/e,n/e,38278,,n/e,n/e,n/e,n/e,642,,250,,n/e,n/e,7730,
15:00 - 16:00,294,,n/e,n/e,n/e,n/e,2399,,9,,216,,n/e,n/e,n/e,n/e,n/e,n/e,,729,5750,,2030,,n/e,n/e,39870,,n/e,n/e,n/e,n/e,222,,251,,n/e,n/e,8633,
16:00 - 17:00,294,,n/e,n/e,n/e,n/e,2401,,8,,216,,n/e,n/e,n/e,n/e,n/e,n/e,,544,5848,,1803,,n/e,n/e,43150,,n/e,n/e,n/e,n/e,48,,247,,n/e,n/e,9373,
17:00 - 18:00,294,,n/e,n/e,n/e,n/e,2405,,7,,215,,n/e,n/e,n/e,n/e,n/e,n/e,511,,6065,,1998,,n/e,n/e,45302,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,9495,
18:00 - 19:00,294,,n/e,n/e,n/e,n/e,2409,,3,,214,,n/e,n/e,n/e,n/e,n/e,n/e,1629,,6258,,2846,,n/e,n/e,46415,,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,9513,
19:00 - 20:00,294,,n/e,n/e,n/e,n/e,2408,,3,,214,,n/e,n/e,n/e,n/e,n/e,n/e,564,,6099,,2336,,n/e,n/e,47170,,n/e,n/e,n/e,n/e,0,,244,,n/e,n/e,9409,
20:00 - 21:00,296,,n/e,n/e,n/e,n/e,2413,,3,,214,,n/e,n/e,n/e,n/e,n/e,n/e,,1031,5815,,1363,,n/e,n/e,47486,,n/e,n/e,n/e,n/e,0,,245,,n/e,n/e,9315,
21:00 - 22:00,295,,n/e,n/e,n/e,n/e,2414,,5,,215,,n/e,n/e,n/e,n/e,n/e,n/e,,496,5991,,1497,,n/e,n/e,47449,,n/e,n/e,n/e,n/e,0,,245,,n/e,n/e,8874,
22:00 - 23:00,294,,n/e,n/e,n/e,n/e,2421,,8,,215,,n/e,n/e,n/e,n/e,n/e,n/e,340,,6019,,1511,,n/e,n/e,47729,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,8622,
23:00 - 00:00,297,,n/e,n/e,n/e,n/e,2563,,11,,216,,n/e,n/e,n/e,n/e,n/e,n/e,,448,5894,,1119,,n/e,n/e,46834,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,8479,
