Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,VEJO,365,1.0,LT,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Lietuvos elektrine,1655,1.0,LT,,,COMC,GAS,0.525,5.0,1.0,0.0061678631,0.0061678631,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,KruonioHAE,900,1.0,LT,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,10800.0,,,,,,,,,,,
,Mazeikiu elektrine,160,1.0,LT,,,COMC,GAS,0.525,5.0,1.0,0.0698125,0.0698125,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,KaunoTE,170,1.0,LT,,,COMC,GAS,0.525,5.0,1.0,0.0668862275,0.0668862275,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,KaunoHE,101,1.0,LT,,,HROR,WAT,1.0,0.0,0.0,2.1782178218,2.1782178218,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar_LT,69,1.0,LT,,,PHOT,SUN,1.0,0.0,0.0,0.3047748053,0.3047748053,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN_LT,1,1.0,LT,,,WTOF,WIN,1.0,0.0,0.0,1.2962962963,1.2962962963,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_BIO_LT,65,1.0,LT,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_OIL_LT,160,1.0,LT,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WAT_LT,27,1.0,LT,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WST_LT,21,1.0,LT,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,
