Week,2023,Dispa-SET_Date
1,0.8468630044093145,2023-01-01 00:00:00+00:00
2,0.8167710439673398,2023-01-08 00:00:00+00:00
3,0.7879049159100463,2023-01-15 00:00:00+00:00
4,0.7032283832615835,2023-01-22 00:00:00+00:00
5,0.6492032856603692,2023-01-29 00:00:00+00:00
6,0.6057105276346703,2023-02-05 00:00:00+00:00
7,0.5494173588502848,2023-02-12 00:00:00+00:00
8,0.5320061409241866,2023-02-19 00:00:00+00:00
9,0.4837690996140955,2023-02-26 00:00:00+00:00
10,0.4186762237612035,2023-03-05 00:00:00+00:00
11,0.3984558705455542,2023-03-12 00:00:00+00:00
12,0.3562702579413175,2023-03-19 00:00:00+00:00
13,0.3278296169695705,2023-03-26 00:00:00+00:00
14,0.3029826031013508,2023-04-02 00:00:00+00:00
15,0.2701152599511303,2023-04-09 00:00:00+00:00
16,0.23950575992914,2023-04-16 00:00:00+00:00
17,0.2303961427959206,2023-04-23 00:00:00+00:00
18,0.2364542197374867,2023-04-30 00:00:00+00:00
19,0.2408625114170663,2023-05-07 00:00:00+00:00
20,0.2485632139821602,2023-05-14 00:00:00+00:00
21,0.2896119782797025,2023-05-21 00:00:00+00:00
22,0.3518404873463618,2023-05-28 00:00:00+00:00
23,0.3992439421787598,2023-06-04 00:00:00+00:00
24,0.4482230288748219,2023-06-11 00:00:00+00:00
25,0.5015270486026943,2023-06-18 00:00:00+00:00
26,0.5743109103684861,2023-06-25 00:00:00+00:00
27,0.632573491131765,2023-07-02 00:00:00+00:00
28,0.6877211177627561,2023-07-09 00:00:00+00:00
29,0.7661278527323737,2023-07-16 00:00:00+00:00
30,0.8104240244736899,2023-07-23 00:00:00+00:00
31,0.8659122453342171,2023-07-30 00:00:00+00:00
32,0.9280717150300244,2023-08-06 00:00:00+00:00
33,0.9458603481834464,2023-08-13 00:00:00+00:00
34,0.9283458269024438,2023-08-20 00:00:00+00:00
35,0.9866897207025036,2023-08-27 00:00:00+00:00
36,1.0,2023-09-03 00:00:00+00:00
37,0.9722195799746958,2023-09-10 00:00:00+00:00
38,0.9610280422582318,2023-09-17 00:00:00+00:00
39,0.9596636197290996,2023-09-24 00:00:00+00:00
40,0.9519521777063178,2023-10-01 00:00:00+00:00
41,0.9204298237808414,2023-10-08 00:00:00+00:00
42,0.8956390642147973,2023-10-15 00:00:00+00:00
43,0.9006231953875563,2023-10-22 00:00:00+00:00
44,0.9253357103333016,2023-10-29 00:00:00+00:00
45,0.9303679133642836,2023-11-05 00:00:00+00:00
46,0.9079163099632506,2023-11-12 00:00:00+00:00
47,0.903417499997443,2023-11-19 00:00:00+00:00
48,0.8730176751017436,2023-11-26 00:00:00+00:00
49,0.8133451569648451,2023-12-03 00:00:00+00:00
50,0.7904440305491545,2023-12-10 00:00:00+00:00
51,0.7707729238838379,2023-12-17 00:00:00+00:00
52,0.7891680806952622,2023-12-24 00:00:00+00:00
53,0.7864203137353573,2023-12-31 00:00:00+00:00
54,0.7277583274266316,2024-01-07 00:00:00+00:00
