index,SI -> AT,SI -> IT,SI -> HU,SI -> HR
2022-07-06 03:15:00+0000,124.0,,0.0,
2022-07-06 03:30:00+0000,114.0,,0.0,
2022-07-06 03:45:00+0000,35.0,,0.0,
2022-07-06 04:00:00+0000,1.0,954.0,0.0,0.0
2022-07-06 04:15:00+0000,0.0,,0.0,
2022-07-06 04:30:00+0000,0.0,,0.0,
2022-07-06 04:45:00+0000,0.0,,0.0,
2022-07-06 05:00:00+0000,0.0,856.0,0.0,0.0
2022-07-06 05:15:00+0000,0.0,,0.0,
2022-07-06 05:30:00+0000,0.0,,0.0,
2022-07-06 05:45:00+0000,0.0,,0.0,
2022-07-06 06:00:00+0000,0.0,876.0,0.0,0.0
2022-07-06 06:15:00+0000,0.0,,0.0,
2022-07-06 06:30:00+0000,0.0,,0.0,
2022-07-06 06:45:00+0000,0.0,,0.0,
2022-07-06 07:00:00+0000,0.0,851.0,0.0,0.0
2022-07-06 07:15:00+0000,0.0,,0.0,
2022-07-06 07:30:00+0000,0.0,,0.0,
2022-07-06 07:45:00+0000,0.0,,0.0,
2022-07-06 08:00:00+0000,0.0,665.0,0.0,0.0
2022-07-06 08:15:00+0000,0.0,,0.0,
2022-07-06 08:30:00+0000,0.0,,0.0,
2022-07-06 08:45:00+0000,0.0,,0.0,
2022-07-06 09:00:00+0000,0.0,682.0,0.0,0.0
2022-07-06 09:15:00+0000,0.0,,0.0,
2022-07-06 09:30:00+0000,0.0,,0.0,
2022-07-06 09:45:00+0000,0.0,,0.0,
2022-07-06 10:00:00+0000,0.0,132.0,0.0,0.0
2022-07-06 10:15:00+0000,3.0,,0.0,
2022-07-06 10:30:00+0000,7.0,,0.0,
2022-07-06 10:45:00+0000,1.0,,0.0,
2022-07-06 11:00:00+0000,0.0,113.0,0.0,0.0
2022-07-06 11:15:00+0000,0.0,,0.0,
2022-07-06 11:30:00+0000,0.0,,0.0,
2022-07-06 11:45:00+0000,0.0,,0.0,
2022-07-06 12:00:00+0000,0.0,531.0,0.0,0.0
2022-07-06 12:15:00+0000,0.0,,0.0,
2022-07-06 12:30:00+0000,0.0,,0.0,
2022-07-06 12:45:00+0000,0.0,,0.0,
2022-07-06 13:00:00+0000,0.0,969.0,0.0,0.0
2022-07-06 13:15:00+0000,0.0,,0.0,
2022-07-06 13:30:00+0000,0.0,,0.0,
2022-07-06 13:45:00+0000,0.0,,0.0,
2022-07-06 14:00:00+0000,0.0,546.0,0.0,0.0
2022-07-06 14:15:00+0000,0.0,,0.0,
2022-07-06 14:30:00+0000,0.0,,0.0,
2022-07-06 14:45:00+0000,0.0,,0.0,
2022-07-06 15:00:00+0000,0.0,248.0,0.0,0.0
2022-07-06 15:15:00+0000,0.0,,0.0,
2022-07-06 15:30:00+0000,0.0,,0.0,
2022-07-06 15:45:00+0000,0.0,,0.0,
2022-07-06 16:00:00+0000,0.0,0.0,0.0,0.0
2022-07-06 16:15:00+0000,0.0,,0.0,
2022-07-06 16:30:00+0000,0.0,,0.0,
2022-07-06 16:45:00+0000,0.0,,0.0,
2022-07-06 17:00:00+0000,0.0,676.0,0.0,133.0
2022-07-06 17:15:00+0000,0.0,,0.0,
2022-07-06 17:30:00+0000,0.0,,0.0,
2022-07-06 17:45:00+0000,0.0,,0.0,
2022-07-06 18:00:00+0000,0.0,711.0,0.0,184.0
2022-07-06 18:15:00+0000,0.0,,0.0,
2022-07-06 18:30:00+0000,0.0,,3.0,
2022-07-06 18:45:00+0000,0.0,,2.0,
2022-07-06 19:00:00+0000,0.0,461.0,4.0,222.0
2022-07-06 19:15:00+0000,0.0,,0.0,
2022-07-06 19:30:00+0000,0.0,,0.0,
2022-07-06 19:45:00+0000,0.0,,10.0,
2022-07-06 20:00:00+0000,0.0,449.0,11.0,280.0
2022-07-06 20:15:00+0000,0.0,,0.0,
2022-07-06 20:30:00+0000,0.0,,1.0,
2022-07-06 20:45:00+0000,0.0,,0.0,
2022-07-06 21:00:00+0000,0.0,730.0,0.0,0.0
2022-07-06 21:15:00+0000,0.0,,0.0,
2022-07-06 21:30:00+0000,0.0,,0.0,
2022-07-06 21:45:00+0000,0.0,,0.0,
2022-07-06 22:00:00+0000,0.0,750.0,0.0,0.0
2022-07-06 22:15:00+0000,0.0,,0.0,
2022-07-06 22:30:00+0000,0.0,,0.0,
2022-07-06 22:45:00+0000,0.0,,0.0,
2022-07-06 23:00:00+0000,0.0,566.0,0.0,0.0
2022-07-06 23:15:00+0000,0.0,,0.0,
2022-07-06 23:30:00+0000,0.0,,0.0,
2022-07-06 23:45:00+0000,0.0,,0.0,
2022-07-07 00:00:00+0000,10.0,824.0,0.0,0.0
2022-07-07 00:15:00+0000,3.0,,0.0,
2022-07-07 00:30:00+0000,0.0,,0.0,
2022-07-07 00:45:00+0000,2.0,,0.0,
2022-07-07 01:00:00+0000,17.0,709.0,0.0,0.0
2022-07-07 01:15:00+0000,6.0,,0.0,
2022-07-07 01:30:00+0000,0.0,,0.0,
2022-07-07 01:45:00+0000,0.0,,0.0,
2022-07-07 02:00:00+0000,15.0,953.0,0.0,0.0
2022-07-07 02:15:00+0000,17.0,,0.0,
2022-07-07 02:30:00+0000,18.0,,0.0,
2022-07-07 02:45:00+0000,16.0,,0.0,
2022-07-07 03:00:00+0000,1.0,882.0,0.0,0.0
2022-07-07 03:15:00+0000,0.0,,0.0,
2022-07-07 03:30:00+0000,0.0,,0.0,
2022-07-07 03:45:00+0000,0.0,,0.0,
2022-07-07 04:00:00+0000,0.0,831.0,0.0,0.0
2022-07-07 04:15:00+0000,0.0,,0.0,
2022-07-07 04:30:00+0000,0.0,,0.0,
2022-07-07 04:45:00+0000,0.0,,0.0,
2022-07-07 05:00:00+0000,0.0,566.0,0.0,0.0
2022-07-07 05:15:00+0000,0.0,,0.0,
2022-07-07 05:30:00+0000,0.0,,0.0,
2022-07-07 05:45:00+0000,0.0,,0.0,
2022-07-07 06:00:00+0000,0.0,199.0,0.0,0.0
2022-07-07 06:15:00+0000,0.0,,0.0,
2022-07-07 06:30:00+0000,0.0,,0.0,
2022-07-07 06:45:00+0000,0.0,,0.0,
2022-07-07 07:00:00+0000,0.0,191.0,0.0,0.0
2022-07-07 07:15:00+0000,0.0,,0.0,
2022-07-07 07:30:00+0000,0.0,,0.0,
2022-07-07 07:45:00+0000,0.0,,0.0,
2022-07-07 08:00:00+0000,0.0,321.0,0.0,0.0
2022-07-07 08:15:00+0000,0.0,,0.0,
2022-07-07 08:30:00+0000,0.0,,0.0,
2022-07-07 08:45:00+0000,0.0,,0.0,
2022-07-07 09:00:00+0000,0.0,156.0,0.0,0.0
2022-07-07 09:15:00+0000,0.0,,0.0,
2022-07-07 09:30:00+0000,0.0,,0.0,
2022-07-07 09:45:00+0000,0.0,,0.0,
2022-07-07 10:00:00+0000,0.0,0.0,0.0,0.0
2022-07-07 10:15:00+0000,0.0,,0.0,
2022-07-07 10:30:00+0000,0.0,,0.0,
2022-07-07 10:45:00+0000,0.0,,0.0,
2022-07-07 11:00:00+0000,0.0,196.0,0.0,0.0
2022-07-07 11:15:00+0000,0.0,,0.0,
2022-07-07 11:30:00+0000,0.0,,0.0,
2022-07-07 11:45:00+0000,0.0,,0.0,
2022-07-07 12:00:00+0000,0.0,500.0,0.0,0.0
2022-07-07 12:15:00+0000,0.0,,0.0,
2022-07-07 12:30:00+0000,0.0,,0.0,
2022-07-07 12:45:00+0000,0.0,,0.0,
2022-07-07 13:00:00+0000,0.0,269.0,0.0,0.0
2022-07-07 13:15:00+0000,0.0,,0.0,
2022-07-07 13:30:00+0000,0.0,,0.0,
2022-07-07 13:45:00+0000,0.0,,0.0,
2022-07-07 14:00:00+0000,0.0,1025.0,0.0,0.0
2022-07-07 14:15:00+0000,0.0,,0.0,
2022-07-07 14:30:00+0000,0.0,,0.0,
2022-07-07 14:45:00+0000,0.0,,0.0,
2022-07-07 15:00:00+0000,0.0,474.0,0.0,0.0
2022-07-07 15:15:00+0000,0.0,,0.0,
2022-07-07 15:30:00+0000,0.0,,0.0,
2022-07-07 15:45:00+0000,0.0,,0.0,
2022-07-07 16:00:00+0000,0.0,875.0,0.0,16.0
2022-07-07 16:15:00+0000,0.0,,0.0,
2022-07-07 16:30:00+0000,0.0,,0.0,
2022-07-07 16:45:00+0000,0.0,,0.0,
2022-07-07 17:00:00+0000,0.0,446.0,0.0,75.0
2022-07-07 17:15:00+0000,0.0,,0.0,
2022-07-07 17:30:00+0000,0.0,,0.0,
2022-07-07 17:45:00+0000,0.0,,0.0,
2022-07-07 18:00:00+0000,0.0,482.0,0.0,273.0
2022-07-07 18:15:00+0000,0.0,,0.0,
2022-07-07 18:30:00+0000,0.0,,0.0,
2022-07-07 18:45:00+0000,0.0,,0.0,
2022-07-07 19:00:00+0000,0.0,814.0,0.0,54.0
2022-07-07 19:15:00+0000,0.0,,0.0,
2022-07-07 19:30:00+0000,0.0,,0.0,
2022-07-07 19:45:00+0000,0.0,,0.0,
2022-07-07 20:00:00+0000,0.0,967.0,0.0,0.0
2022-07-07 20:15:00+0000,0.0,,0.0,
2022-07-07 20:30:00+0000,0.0,,0.0,
2022-07-07 20:45:00+0000,0.0,,0.0,
2022-07-07 21:00:00+0000,0.0,373.0,0.0,0.0
2022-07-07 21:15:00+0000,0.0,,0.0,
2022-07-07 21:30:00+0000,0.0,,0.0,
2022-07-07 21:45:00+0000,0.0,,0.0,
2022-07-07 22:00:00+0000,0.0,530.0,0.0,0.0
2022-07-07 22:15:00+0000,0.0,,0.0,
2022-07-07 22:30:00+0000,0.0,,0.0,
2022-07-07 22:45:00+0000,0.0,,0.0,
2022-07-07 23:00:00+0000,0.0,600.0,0.0,0.0
2022-07-07 23:15:00+0000,0.0,,0.0,
2022-07-07 23:30:00+0000,0.0,,0.0,
2022-07-07 23:45:00+0000,0.0,,0.0,
2022-07-08 00:00:00+0000,0.0,861.0,0.0,0.0
2022-07-08 00:15:00+0000,0.0,,0.0,
2022-07-08 00:30:00+0000,0.0,,0.0,
2022-07-08 00:45:00+0000,0.0,,0.0,
2022-07-08 01:00:00+0000,0.0,969.0,0.0,0.0
2022-07-08 01:15:00+0000,0.0,,0.0,
2022-07-08 01:30:00+0000,0.0,,0.0,
2022-07-08 01:45:00+0000,0.0,,0.0,
2022-07-08 02:00:00+0000,0.0,1030.0,0.0,0.0
2022-07-08 02:15:00+0000,0.0,,0.0,
2022-07-08 02:30:00+0000,0.0,,0.0,
2022-07-08 02:45:00+0000,0.0,,0.0,
2022-07-08 03:00:00+0000,4.0,1018.0,0.0,0.0
2022-07-08 03:15:00+0000,1.0,,0.0,
2022-07-08 03:30:00+0000,0.0,,0.0,
2022-07-08 03:45:00+0000,0.0,,0.0,
2022-07-08 04:00:00+0000,0.0,725.0,0.0,0.0
2022-07-08 04:15:00+0000,0.0,,0.0,
2022-07-08 04:30:00+0000,0.0,,0.0,
2022-07-08 04:45:00+0000,0.0,,0.0,
2022-07-08 05:00:00+0000,0.0,792.0,0.0,0.0
2022-07-08 05:15:00+0000,0.0,,0.0,
2022-07-08 05:30:00+0000,0.0,,0.0,
2022-07-08 05:45:00+0000,0.0,,0.0,
2022-07-08 06:00:00+0000,0.0,982.0,0.0,0.0
2022-07-08 06:15:00+0000,0.0,,0.0,
2022-07-08 06:30:00+0000,0.0,,0.0,
2022-07-08 06:45:00+0000,0.0,,0.0,
2022-07-08 07:00:00+0000,0.0,707.0,0.0,0.0
2022-07-08 07:15:00+0000,0.0,,0.0,
2022-07-08 07:30:00+0000,0.0,,0.0,
2022-07-08 07:45:00+0000,0.0,,0.0,
2022-07-08 08:00:00+0000,0.0,862.0,0.0,0.0
2022-07-08 08:15:00+0000,0.0,,0.0,
2022-07-08 08:30:00+0000,0.0,,0.0,
2022-07-08 08:45:00+0000,0.0,,0.0,
2022-07-08 09:00:00+0000,0.0,874.0,0.0,0.0
2022-07-08 09:15:00+0000,0.0,,0.0,
2022-07-08 09:30:00+0000,0.0,,0.0,
2022-07-08 09:45:00+0000,0.0,,0.0,
2022-07-08 10:00:00+0000,0.0,501.0,0.0,0.0
2022-07-08 10:15:00+0000,0.0,,0.0,
2022-07-08 10:30:00+0000,0.0,,0.0,
2022-07-08 10:45:00+0000,0.0,,0.0,
2022-07-08 11:00:00+0000,0.0,237.0,0.0,0.0
2022-07-08 11:15:00+0000,0.0,,0.0,
2022-07-08 11:30:00+0000,0.0,,0.0,
2022-07-08 11:45:00+0000,0.0,,0.0,
2022-07-08 12:00:00+0000,0.0,224.0,0.0,0.0
2022-07-08 12:15:00+0000,0.0,,0.0,
2022-07-08 12:30:00+0000,0.0,,0.0,
2022-07-08 12:45:00+0000,0.0,,0.0,
2022-07-08 13:00:00+0000,0.0,0.0,0.0,0.0
2022-07-08 13:15:00+0000,0.0,,0.0,
2022-07-08 13:30:00+0000,0.0,,0.0,
2022-07-08 13:45:00+0000,0.0,,0.0,
2022-07-08 14:00:00+0000,0.0,209.0,0.0,0.0
2022-07-08 14:15:00+0000,0.0,,0.0,
2022-07-08 14:30:00+0000,0.0,,0.0,
2022-07-08 14:45:00+0000,0.0,,0.0,
2022-07-08 15:00:00+0000,0.0,462.0,0.0,0.0
2022-07-08 15:15:00+0000,0.0,,0.0,
2022-07-08 15:30:00+0000,0.0,,0.0,
2022-07-08 15:45:00+0000,0.0,,0.0,
2022-07-08 16:00:00+0000,0.0,236.0,0.0,0.0
2022-07-08 16:15:00+0000,0.0,,0.0,
2022-07-08 16:30:00+0000,0.0,,0.0,
2022-07-08 16:45:00+0000,0.0,,0.0,
2022-07-08 17:00:00+0000,0.0,729.0,0.0,0.0
2022-07-08 17:15:00+0000,0.0,,0.0,
2022-07-08 17:30:00+0000,0.0,,0.0,
2022-07-08 17:45:00+0000,0.0,,0.0,
2022-07-08 18:00:00+0000,0.0,954.0,0.0,0.0
2022-07-08 18:15:00+0000,0.0,,0.0,
2022-07-08 18:30:00+0000,0.0,,0.0,
2022-07-08 18:45:00+0000,0.0,,0.0,
2022-07-08 19:00:00+0000,0.0,989.0,0.0,0.0
2022-07-08 19:15:00+0000,0.0,,0.0,
2022-07-08 19:30:00+0000,0.0,,0.0,
2022-07-08 19:45:00+0000,0.0,,0.0,
2022-07-08 20:00:00+0000,0.0,448.0,0.0,0.0
2022-07-08 20:15:00+0000,0.0,,0.0,
2022-07-08 20:30:00+0000,0.0,,0.0,
2022-07-08 20:45:00+0000,0.0,,0.0,
2022-07-08 21:00:00+0000,0.0,248.0,0.0,0.0
2022-07-08 21:15:00+0000,0.0,,0.0,
2022-07-08 21:30:00+0000,0.0,,0.0,
2022-07-08 21:45:00+0000,0.0,,0.0,
2022-07-08 22:00:00+0000,0.0,813.0,0.0,0.0
2022-07-08 22:15:00+0000,0.0,,0.0,
2022-07-08 22:30:00+0000,0.0,,0.0,
2022-07-08 22:45:00+0000,0.0,,0.0,
2022-07-08 23:00:00+0000,0.0,804.0,0.0,0.0
2022-07-08 23:15:00+0000,0.0,,0.0,
2022-07-08 23:30:00+0000,1.0,,0.0,
2022-07-08 23:45:00+0000,0.0,,0.0,
2022-07-09 00:00:00+0000,8.0,757.0,0.0,0.0
2022-07-09 00:15:00+0000,19.0,,0.0,
2022-07-09 00:30:00+0000,0.0,,0.0,
2022-07-09 00:45:00+0000,27.0,,0.0,
2022-07-09 01:00:00+0000,24.0,990.0,0.0,0.0
2022-07-09 01:15:00+0000,9.0,,0.0,
2022-07-09 01:30:00+0000,12.0,,0.0,
2022-07-09 01:45:00+0000,3.0,,0.0,
2022-07-09 02:00:00+0000,0.0,473.0,0.0,0.0
2022-07-09 02:15:00+0000,12.0,,0.0,
2022-07-09 02:30:00+0000,0.0,,0.0,
2022-07-09 02:45:00+0000,10.0,,0.0,
2022-07-09 03:00:00+0000,0.0,677.0,0.0,0.0
2022-07-09 03:15:00+0000,24.0,,0.0,
2022-07-09 03:30:00+0000,18.0,,0.0,
2022-07-09 03:45:00+0000,5.0,,0.0,
2022-07-09 04:00:00+0000,0.0,747.0,0.0,0.0
2022-07-09 04:15:00+0000,0.0,,0.0,
2022-07-09 04:30:00+0000,0.0,,0.0,
2022-07-09 04:45:00+0000,0.0,,0.0,
2022-07-09 05:00:00+0000,6.0,219.0,0.0,0.0
2022-07-09 05:15:00+0000,0.0,,0.0,
2022-07-09 05:30:00+0000,0.0,,0.0,
2022-07-09 05:45:00+0000,0.0,,0.0,
2022-07-09 06:00:00+0000,0.0,1074.0,0.0,0.0
2022-07-09 06:15:00+0000,0.0,,0.0,
2022-07-09 06:30:00+0000,0.0,,0.0,
2022-07-09 06:45:00+0000,0.0,,0.0,
2022-07-09 07:00:00+0000,0.0,928.0,0.0,0.0
2022-07-09 07:15:00+0000,0.0,,0.0,
2022-07-09 07:30:00+0000,0.0,,0.0,
2022-07-09 07:45:00+0000,0.0,,0.0,
2022-07-09 08:00:00+0000,0.0,1003.0,0.0,0.0
2022-07-09 08:15:00+0000,0.0,,0.0,
2022-07-09 08:30:00+0000,0.0,,0.0,
2022-07-09 08:45:00+0000,0.0,,0.0,
2022-07-09 09:00:00+0000,0.0,914.0,0.0,0.0
2022-07-09 09:15:00+0000,0.0,,0.0,
2022-07-09 09:30:00+0000,0.0,,0.0,
2022-07-09 09:45:00+0000,0.0,,0.0,
2022-07-09 10:00:00+0000,0.0,841.0,0.0,0.0
2022-07-09 10:15:00+0000,0.0,,0.0,
2022-07-09 10:30:00+0000,0.0,,0.0,
2022-07-09 10:45:00+0000,0.0,,0.0,
2022-07-09 11:00:00+0000,0.0,739.0,0.0,3.0
2022-07-09 11:15:00+0000,0.0,,0.0,
2022-07-09 11:30:00+0000,0.0,,0.0,
2022-07-09 11:45:00+0000,0.0,,0.0,
2022-07-09 12:00:00+0000,0.0,743.0,0.0,0.0
2022-07-09 12:15:00+0000,0.0,,0.0,
2022-07-09 12:30:00+0000,0.0,,0.0,
2022-07-09 12:45:00+0000,0.0,,0.0,
2022-07-09 13:00:00+0000,0.0,768.0,0.0,0.0
2022-07-09 13:15:00+0000,0.0,,0.0,
2022-07-09 13:30:00+0000,0.0,,0.0,
2022-07-09 13:45:00+0000,0.0,,0.0,
2022-07-09 14:00:00+0000,0.0,862.0,0.0,0.0
2022-07-09 14:15:00+0000,0.0,,0.0,
2022-07-09 14:30:00+0000,0.0,,0.0,
2022-07-09 14:45:00+0000,0.0,,0.0,
2022-07-09 15:00:00+0000,0.0,1030.0,0.0,0.0
2022-07-09 15:15:00+0000,0.0,,0.0,
2022-07-09 15:30:00+0000,0.0,,0.0,
2022-07-09 15:45:00+0000,0.0,,0.0,
2022-07-09 16:00:00+0000,0.0,1013.0,0.0,0.0
2022-07-09 16:15:00+0000,0.0,,0.0,
2022-07-09 16:30:00+0000,0.0,,0.0,
2022-07-09 16:45:00+0000,0.0,,0.0,
2022-07-09 17:00:00+0000,0.0,1134.0,0.0,0.0
2022-07-09 17:15:00+0000,0.0,,0.0,
2022-07-09 17:30:00+0000,0.0,,0.0,
2022-07-09 17:45:00+0000,0.0,,0.0,
2022-07-09 18:00:00+0000,0.0,960.0,0.0,0.0
2022-07-09 18:15:00+0000,0.0,,0.0,
2022-07-09 18:30:00+0000,0.0,,0.0,
2022-07-09 18:45:00+0000,0.0,,0.0,
2022-07-09 19:00:00+0000,0.0,880.0,0.0,0.0
2022-07-09 19:15:00+0000,0.0,,0.0,
2022-07-09 19:30:00+0000,0.0,,0.0,
2022-07-09 19:45:00+0000,0.0,,0.0,
2022-07-09 20:00:00+0000,0.0,695.0,0.0,0.0
2022-07-09 20:15:00+0000,0.0,,0.0,
2022-07-09 20:30:00+0000,0.0,,0.0,
2022-07-09 20:45:00+0000,0.0,,0.0,
2022-07-09 21:00:00+0000,0.0,1011.0,0.0,0.0
2022-07-09 21:15:00+0000,0.0,,0.0,
2022-07-09 21:30:00+0000,0.0,,0.0,
2022-07-09 21:45:00+0000,0.0,,0.0,
2022-07-09 22:00:00+0000,0.0,1184.0,0.0,0.0
2022-07-09 22:15:00+0000,0.0,,0.0,
2022-07-09 22:30:00+0000,0.0,,0.0,
2022-07-09 22:45:00+0000,0.0,,0.0,
2022-07-09 23:00:00+0000,0.0,1168.0,0.0,0.0
2022-07-09 23:15:00+0000,0.0,,0.0,
2022-07-09 23:30:00+0000,0.0,,0.0,
2022-07-09 23:45:00+0000,0.0,,0.0,
2022-07-10 00:00:00+0000,0.0,1163.0,0.0,0.0
2022-07-10 00:15:00+0000,0.0,,0.0,
2022-07-10 00:30:00+0000,0.0,,0.0,
2022-07-10 00:45:00+0000,0.0,,0.0,
2022-07-10 01:00:00+0000,0.0,1162.0,0.0,0.0
2022-07-10 01:15:00+0000,0.0,,0.0,
2022-07-10 01:30:00+0000,0.0,,0.0,
2022-07-10 01:45:00+0000,0.0,,0.0,
2022-07-10 02:00:00+0000,0.0,1164.0,0.0,0.0
2022-07-10 02:15:00+0000,0.0,,0.0,
2022-07-10 02:30:00+0000,0.0,,0.0,
2022-07-10 02:45:00+0000,0.0,,0.0,
2022-07-10 03:00:00+0000,0.0,1071.0,0.0,0.0
2022-07-10 03:15:00+0000,0.0,,0.0,
2022-07-10 03:30:00+0000,0.0,,0.0,
2022-07-10 03:45:00+0000,0.0,,0.0,
2022-07-10 04:00:00+0000,0.0,926.0,0.0,0.0
2022-07-10 04:15:00+0000,0.0,,0.0,
2022-07-10 04:30:00+0000,0.0,,0.0,
2022-07-10 04:45:00+0000,0.0,,0.0,
2022-07-10 05:00:00+0000,0.0,939.0,0.0,0.0
2022-07-10 05:15:00+0000,0.0,,0.0,
2022-07-10 05:30:00+0000,0.0,,0.0,
2022-07-10 05:45:00+0000,0.0,,0.0,
2022-07-10 06:00:00+0000,0.0,906.0,0.0,0.0
2022-07-10 06:15:00+0000,0.0,,0.0,
2022-07-10 06:30:00+0000,0.0,,0.0,
2022-07-10 06:45:00+0000,0.0,,0.0,
2022-07-10 07:00:00+0000,0.0,915.0,0.0,0.0
2022-07-10 07:15:00+0000,0.0,,0.0,
2022-07-10 07:30:00+0000,0.0,,0.0,
2022-07-10 07:45:00+0000,0.0,,0.0,
2022-07-10 08:00:00+0000,0.0,981.0,0.0,0.0
2022-07-10 08:15:00+0000,0.0,,0.0,
2022-07-10 08:30:00+0000,0.0,,0.0,
2022-07-10 08:45:00+0000,0.0,,0.0,
2022-07-10 09:00:00+0000,0.0,911.0,0.0,0.0
2022-07-10 09:15:00+0000,0.0,,0.0,
2022-07-10 09:30:00+0000,0.0,,0.0,
2022-07-10 09:45:00+0000,0.0,,0.0,
2022-07-10 10:00:00+0000,0.0,1060.0,0.0,0.0
2022-07-10 10:15:00+0000,0.0,,0.0,
2022-07-10 10:30:00+0000,0.0,,0.0,
2022-07-10 10:45:00+0000,0.0,,0.0,
2022-07-10 11:00:00+0000,0.0,990.0,0.0,0.0
2022-07-10 11:15:00+0000,0.0,,0.0,
2022-07-10 11:30:00+0000,0.0,,0.0,
2022-07-10 11:45:00+0000,0.0,,0.0,
2022-07-10 12:00:00+0000,0.0,1062.0,0.0,0.0
2022-07-10 12:15:00+0000,0.0,,0.0,
2022-07-10 12:30:00+0000,0.0,,0.0,
2022-07-10 12:45:00+0000,0.0,,0.0,
2022-07-10 13:00:00+0000,0.0,970.0,0.0,0.0
2022-07-10 13:15:00+0000,0.0,,0.0,
2022-07-10 13:30:00+0000,0.0,,0.0,
2022-07-10 13:45:00+0000,0.0,,0.0,
2022-07-10 14:00:00+0000,0.0,1069.0,0.0,0.0
2022-07-10 14:15:00+0000,0.0,,0.0,
2022-07-10 14:30:00+0000,0.0,,0.0,
2022-07-10 14:45:00+0000,0.0,,0.0,
2022-07-10 15:00:00+0000,0.0,1092.0,0.0,0.0
2022-07-10 15:15:00+0000,0.0,,0.0,
2022-07-10 15:30:00+0000,0.0,,0.0,
2022-07-10 15:45:00+0000,0.0,,0.0,
2022-07-10 16:00:00+0000,0.0,1026.0,0.0,51.0
2022-07-10 16:15:00+0000,0.0,,0.0,
2022-07-10 16:30:00+0000,0.0,,0.0,
2022-07-10 16:45:00+0000,0.0,,0.0,
2022-07-10 17:00:00+0000,0.0,1050.0,0.0,0.0
2022-07-10 17:15:00+0000,0.0,,0.0,
2022-07-10 17:30:00+0000,0.0,,0.0,
2022-07-10 17:45:00+0000,0.0,,0.0,
2022-07-10 18:00:00+0000,0.0,980.0,0.0,0.0
2022-07-10 18:15:00+0000,0.0,,0.0,
2022-07-10 18:30:00+0000,0.0,,0.0,
2022-07-10 18:45:00+0000,0.0,,0.0,
2022-07-10 19:00:00+0000,0.0,1059.0,0.0,0.0
2022-07-10 19:15:00+0000,0.0,,0.0,
2022-07-10 19:30:00+0000,0.0,,0.0,
2022-07-10 19:45:00+0000,0.0,,0.0,
2022-07-10 20:00:00+0000,0.0,1014.0,0.0,0.0
2022-07-10 20:15:00+0000,0.0,,0.0,
2022-07-10 20:30:00+0000,0.0,,0.0,
2022-07-10 20:45:00+0000,0.0,,0.0,
2022-07-10 21:00:00+0000,0.0,918.0,0.0,0.0
2022-07-10 21:15:00+0000,0.0,,0.0,
2022-07-10 21:30:00+0000,0.0,,0.0,
2022-07-10 21:45:00+0000,0.0,,0.0,
2022-07-10 22:00:00+0000,0.0,1002.0,0.0,0.0
2022-07-10 22:15:00+0000,1.0,,0.0,
2022-07-10 22:30:00+0000,59.0,,0.0,
2022-07-10 22:45:00+0000,150.0,,0.0,
2022-07-10 23:00:00+0000,165.0,1082.0,0.0,0.0
2022-07-10 23:15:00+0000,182.0,,0.0,
2022-07-10 23:30:00+0000,197.0,,0.0,
2022-07-10 23:45:00+0000,202.0,,0.0,
2022-07-11 00:00:00+0000,298.0,1078.0,0.0,0.0
2022-07-11 00:15:00+0000,306.0,,0.0,
2022-07-11 00:30:00+0000,302.0,,0.0,
2022-07-11 00:45:00+0000,355.0,,0.0,
2022-07-11 01:00:00+0000,431.0,994.0,0.0,0.0
2022-07-11 01:15:00+0000,369.0,,0.0,
2022-07-11 01:30:00+0000,289.0,,0.0,
2022-07-11 01:45:00+0000,311.0,,0.0,
2022-07-11 02:00:00+0000,286.0,1083.0,0.0,0.0
2022-07-11 02:15:00+0000,291.0,,0.0,
2022-07-11 02:30:00+0000,255.0,,0.0,
2022-07-11 02:45:00+0000,284.0,,0.0,
2022-07-11 03:00:00+0000,199.0,1013.0,0.0,0.0
2022-07-11 03:15:00+0000,189.0,,0.0,
2022-07-11 03:30:00+0000,198.0,,0.0,
2022-07-11 03:45:00+0000,121.0,,0.0,
2022-07-11 04:00:00+0000,31.0,663.0,0.0,0.0
2022-07-11 04:15:00+0000,0.0,,0.0,
2022-07-11 04:30:00+0000,0.0,,0.0,
2022-07-11 04:45:00+0000,0.0,,0.0,
2022-07-11 05:00:00+0000,0.0,688.0,0.0,0.0
2022-07-11 05:15:00+0000,0.0,,0.0,
2022-07-11 05:30:00+0000,0.0,,0.0,
2022-07-11 05:45:00+0000,0.0,,0.0,
2022-07-11 06:00:00+0000,0.0,865.0,0.0,0.0
2022-07-11 06:15:00+0000,0.0,,0.0,
2022-07-11 06:30:00+0000,0.0,,0.0,
2022-07-11 06:45:00+0000,0.0,,0.0,
2022-07-11 07:00:00+0000,0.0,896.0,0.0,0.0
2022-07-11 07:15:00+0000,0.0,,0.0,
2022-07-11 07:30:00+0000,0.0,,0.0,
2022-07-11 07:45:00+0000,0.0,,0.0,
2022-07-11 08:00:00+0000,0.0,1017.0,0.0,0.0
2022-07-11 08:15:00+0000,0.0,,0.0,
2022-07-11 08:30:00+0000,0.0,,0.0,
2022-07-11 08:45:00+0000,0.0,,0.0,
2022-07-11 09:00:00+0000,0.0,841.0,0.0,0.0
2022-07-11 09:15:00+0000,0.0,,0.0,
2022-07-11 09:30:00+0000,0.0,,0.0,
2022-07-11 09:45:00+0000,0.0,,0.0,
