Production_Type,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Hydro_Water_Reservoir,2965,2965,2965,2985,2440,2436,2430,2475,2771,2519
Hydro_Pumped_Storage,2971,2971,3401,3401,3120,3120,3459,3503,3363,3485
