index,SE -> NO,SE -> FI,SE -> DE,SE -> DK,SE -> PL
2015-01-03 21:00:00+0000,1105.0,2257.0,0.0,0.0,104.0
2015-01-03 22:00:00+0000,1240.0,1767.0,0.0,0.0,1.0
2015-01-03 23:00:00+0000,1230.0,1819.0,0.0,0.0,0.0
2015-01-04 00:00:00+0000,1208.0,1958.0,0.0,0.0,0.0
2015-01-04 01:00:00+0000,1233.0,1834.0,0.0,0.0,0.0
2015-01-04 02:00:00+0000,1230.0,1929.0,0.0,0.0,0.0
2015-01-04 03:00:00+0000,1250.0,1853.0,0.0,0.0,0.0
2015-01-04 04:00:00+0000,1202.0,1974.0,0.0,0.0,0.0
2015-01-04 05:00:00+0000,1229.0,1524.0,0.0,0.0,0.0
2015-01-04 06:00:00+0000,1192.0,1304.0,0.0,0.0,0.0
2015-01-04 07:00:00+0000,1281.0,1291.0,0.0,0.0,0.0
2015-01-04 08:00:00+0000,1180.0,1579.0,0.0,0.0,0.0
2015-01-04 09:00:00+0000,1088.0,1750.0,0.0,0.0,0.0
2015-01-04 10:00:00+0000,1069.0,1912.0,0.0,0.0,59.0
2015-01-04 11:00:00+0000,1152.0,1962.0,0.0,0.0,1.0
2015-01-04 12:00:00+0000,1116.0,1862.0,0.0,0.0,243.0
2015-01-04 13:00:00+0000,1082.0,1965.0,0.0,0.0,5.0
2015-01-04 14:00:00+0000,932.0,2287.0,0.0,0.0,182.0
2015-01-04 15:00:00+0000,673.0,2298.0,0.0,0.0,582.0
2015-01-04 16:00:00+0000,533.0,2087.0,0.0,35.0,598.0
2015-01-04 17:00:00+0000,499.0,2037.0,0.0,39.0,597.0
2015-01-04 18:00:00+0000,568.0,2019.0,0.0,75.0,598.0
2015-01-04 19:00:00+0000,916.0,2033.0,0.0,0.0,595.0
2015-01-04 20:00:00+0000,1056.0,2249.0,0.0,0.0,391.0
2015-01-04 21:00:00+0000,1003.0,2047.0,108.0,0.0,12.0
2015-01-04 22:00:00+0000,1179.0,1919.0,0.0,0.0,0.0
2015-01-04 23:00:00+0000,695.0,1987.0,0.0,0.0,0.0
2015-01-05 00:00:00+0000,623.0,2005.0,0.0,0.0,0.0
2015-01-05 01:00:00+0000,633.0,2064.0,0.0,0.0,0.0
2015-01-05 02:00:00+0000,526.0,2238.0,0.0,0.0,0.0
2015-01-05 03:00:00+0000,522.0,2225.0,0.0,0.0,0.0
2015-01-05 04:00:00+0000,340.0,2431.0,0.0,0.0,0.0
2015-01-05 05:00:00+0000,240.0,2131.0,0.0,0.0,4.0
2015-01-05 06:00:00+0000,125.0,2258.0,39.0,1.0,291.0
2015-01-05 07:00:00+0000,0.0,2265.0,60.0,229.0,356.0
2015-01-05 08:00:00+0000,74.0,2378.0,0.0,0.0,200.0
2015-01-05 09:00:00+0000,0.0,2185.0,0.0,0.0,201.0
2015-01-05 10:00:00+0000,0.0,2175.0,0.0,2.0,296.0
2015-01-05 11:00:00+0000,18.0,2311.0,0.0,0.0,244.0
2015-01-05 12:00:00+0000,0.0,2198.0,0.0,54.0,89.0
2015-01-05 13:00:00+0000,0.0,2175.0,0.0,3.0,0.0
2015-01-05 14:00:00+0000,0.0,2169.0,0.0,294.0,0.0
2015-01-05 15:00:00+0000,0.0,2093.0,0.0,20.0,156.0
2015-01-05 16:00:00+0000,0.0,1892.0,0.0,191.0,133.0
2015-01-05 17:00:00+0000,0.0,1506.0,0.0,931.0,79.0
2015-01-05 18:00:00+0000,0.0,2016.0,0.0,739.0,102.0
2015-01-05 19:00:00+0000,0.0,2169.0,0.0,1025.0,69.0
2015-01-05 20:00:00+0000,0.0,2355.0,362.0,1209.0,182.0
2015-01-05 21:00:00+0000,0.0,2220.0,375.0,824.0,573.0
2015-01-05 22:00:00+0000,169.0,2085.0,37.0,251.0,379.0
2015-01-05 23:00:00+0000,76.0,1886.0,0.0,2.0,12.0
2015-01-06 00:00:00+0000,21.0,1776.0,315.0,299.0,0.0
2015-01-06 01:00:00+0000,46.0,1957.0,327.0,475.0,0.0
2015-01-06 02:00:00+0000,95.0,2051.0,364.0,376.0,0.0
2015-01-06 03:00:00+0000,80.0,2404.0,364.0,323.0,0.0
2015-01-06 04:00:00+0000,121.0,2731.0,31.0,146.0,0.0
2015-01-06 05:00:00+0000,203.0,2496.0,0.0,119.0,0.0
2015-01-06 06:00:00+0000,209.0,2586.0,436.0,976.0,0.0
2015-01-06 07:00:00+0000,249.0,2546.0,585.0,987.0,0.0
2015-01-06 08:00:00+0000,233.0,2509.0,574.0,656.0,8.0
2015-01-06 09:00:00+0000,205.0,2517.0,556.0,101.0,388.0
2015-01-06 10:00:00+0000,179.0,2484.0,390.0,0.0,595.0
2015-01-06 11:00:00+0000,193.0,2420.0,34.0,86.0,598.0
2015-01-06 12:00:00+0000,209.0,2503.0,0.0,0.0,598.0
2015-01-06 13:00:00+0000,184.0,2464.0,205.0,23.0,598.0
2015-01-06 14:00:00+0000,143.0,2575.0,499.0,367.0,598.0
2015-01-06 15:00:00+0000,179.0,2606.0,559.0,114.0,598.0
2015-01-06 16:00:00+0000,87.0,2598.0,608.0,541.0,598.0
2015-01-06 17:00:00+0000,140.0,2586.0,609.0,274.0,598.0
2015-01-06 18:00:00+0000,153.0,2459.0,609.0,138.0,598.0
2015-01-06 19:00:00+0000,225.0,2542.0,534.0,8.0,598.0
2015-01-06 20:00:00+0000,250.0,2662.0,74.0,33.0,598.0
2015-01-06 21:00:00+0000,574.0,2478.0,0.0,0.0,598.0
2015-01-06 22:00:00+0000,976.0,2523.0,0.0,0.0,145.0
2015-01-06 23:00:00+0000,881.0,2307.0,0.0,0.0,0.0
2015-01-07 00:00:00+0000,944.0,2105.0,0.0,0.0,0.0
2015-01-07 01:00:00+0000,1003.0,1910.0,0.0,0.0,0.0
2015-01-07 02:00:00+0000,1021.0,1949.0,0.0,0.0,0.0
2015-01-07 03:00:00+0000,838.0,2451.0,0.0,0.0,0.0
2015-01-07 04:00:00+0000,235.0,2541.0,0.0,0.0,13.0
2015-01-07 05:00:00+0000,0.0,2367.0,0.0,7.0,554.0
2015-01-07 06:00:00+0000,0.0,2495.0,471.0,535.0,599.0
2015-01-07 07:00:00+0000,0.0,2632.0,607.0,719.0,599.0
2015-01-07 08:00:00+0000,0.0,2521.0,608.0,654.0,599.0
2015-01-07 09:00:00+0000,0.0,2193.0,608.0,676.0,599.0
2015-01-07 10:00:00+0000,0.0,2108.0,597.0,609.0,599.0
2015-01-07 11:00:00+0000,0.0,2493.0,554.0,556.0,599.0
2015-01-07 12:00:00+0000,0.0,2543.0,608.0,489.0,599.0
2015-01-07 13:00:00+0000,0.0,2488.0,608.0,421.0,599.0
2015-01-07 14:00:00+0000,0.0,2530.0,608.0,162.0,599.0
2015-01-07 15:00:00+0000,0.0,2038.0,608.0,520.0,599.0
2015-01-07 16:00:00+0000,0.0,1907.0,521.0,651.0,599.0
2015-01-07 17:00:00+0000,0.0,2254.0,607.0,660.0,599.0
2015-01-07 18:00:00+0000,0.0,2511.0,446.0,552.0,599.0
2015-01-07 19:00:00+0000,0.0,2557.0,224.0,21.0,599.0
2015-01-07 20:00:00+0000,63.0,2709.0,0.0,0.0,599.0
2015-01-07 21:00:00+0000,174.0,2502.0,0.0,0.0,598.0
2015-01-07 22:00:00+0000,479.0,2238.0,0.0,0.0,449.0
2015-01-07 23:00:00+0000,867.0,2067.0,0.0,0.0,28.0
2015-01-08 00:00:00+0000,894.0,1850.0,0.0,0.0,0.0
2015-01-08 01:00:00+0000,921.0,1704.0,0.0,0.0,0.0
2015-01-08 02:00:00+0000,984.0,1782.0,0.0,0.0,0.0
2015-01-08 03:00:00+0000,974.0,2137.0,0.0,0.0,0.0
2015-01-08 04:00:00+0000,892.0,2596.0,0.0,0.0,6.0
2015-01-08 05:00:00+0000,187.0,2583.0,0.0,0.0,539.0
2015-01-08 06:00:00+0000,0.0,2593.0,0.0,454.0,599.0
2015-01-08 07:00:00+0000,48.0,2580.0,0.0,429.0,599.0
2015-01-08 08:00:00+0000,56.0,2505.0,0.0,436.0,599.0
2015-01-08 09:00:00+0000,6.0,2467.0,0.0,537.0,599.0
2015-01-08 10:00:00+0000,0.0,2595.0,107.0,594.0,599.0
2015-01-08 11:00:00+0000,0.0,2646.0,170.0,419.0,599.0
2015-01-08 12:00:00+0000,0.0,2584.0,255.0,422.0,599.0
2015-01-08 13:00:00+0000,0.0,2465.0,416.0,772.0,599.0
2015-01-08 14:00:00+0000,0.0,2581.0,561.0,688.0,599.0
2015-01-08 15:00:00+0000,0.0,2552.0,552.0,662.0,599.0
2015-01-08 16:00:00+0000,0.0,2571.0,503.0,875.0,599.0
2015-01-08 17:00:00+0000,0.0,2544.0,353.0,871.0,599.0
2015-01-08 18:00:00+0000,0.0,2480.0,183.0,883.0,599.0
2015-01-08 19:00:00+0000,87.0,2490.0,5.0,276.0,599.0
2015-01-08 20:00:00+0000,151.0,2526.0,0.0,0.0,599.0
2015-01-08 21:00:00+0000,807.0,2445.0,0.0,0.0,592.0
2015-01-08 22:00:00+0000,1103.0,2133.0,0.0,0.0,54.0
2015-01-08 23:00:00+0000,1112.0,1946.0,0.0,0.0,0.0
2015-01-09 00:00:00+0000,1086.0,1812.0,0.0,0.0,0.0
2015-01-09 01:00:00+0000,1120.0,1765.0,0.0,0.0,0.0
2015-01-09 02:00:00+0000,1074.0,1820.0,0.0,0.0,0.0
2015-01-09 03:00:00+0000,1060.0,2212.0,0.0,0.0,0.0
2015-01-09 04:00:00+0000,775.0,2565.0,0.0,0.0,3.0
2015-01-09 05:00:00+0000,281.0,2508.0,0.0,0.0,381.0
2015-01-09 06:00:00+0000,104.0,2462.0,0.0,0.0,597.0
2015-01-09 07:00:00+0000,172.0,2397.0,0.0,0.0,598.0
2015-01-09 08:00:00+0000,195.0,2438.0,0.0,1.0,596.0
2015-01-09 09:00:00+0000,126.0,2549.0,0.0,11.0,598.0
2015-01-09 10:00:00+0000,60.0,2538.0,0.0,175.0,598.0
2015-01-09 11:00:00+0000,58.0,2627.0,0.0,172.0,598.0
2015-01-09 12:00:00+0000,79.0,2579.0,0.0,238.0,598.0
2015-01-09 13:00:00+0000,110.0,2570.0,0.0,47.0,598.0
2015-01-09 14:00:00+0000,131.0,2616.0,0.0,0.0,598.0
2015-01-09 15:00:00+0000,113.0,2621.0,0.0,0.0,598.0
2015-01-09 16:00:00+0000,20.0,2526.0,0.0,186.0,598.0
2015-01-09 17:00:00+0000,39.0,2596.0,0.0,95.0,597.0
2015-01-09 18:00:00+0000,102.0,2528.0,0.0,0.0,598.0
2015-01-09 19:00:00+0000,131.0,2469.0,0.0,0.0,597.0
2015-01-09 20:00:00+0000,193.0,2564.0,0.0,0.0,593.0
2015-01-09 21:00:00+0000,307.0,2514.0,0.0,0.0,323.0
2015-01-09 22:00:00+0000,735.0,2063.0,0.0,0.0,29.0
2015-01-09 23:00:00+0000,310.0,1778.0,0.0,0.0,0.0
2015-01-10 00:00:00+0000,318.0,1662.0,0.0,0.0,0.0
2015-01-10 01:00:00+0000,452.0,1573.0,0.0,0.0,0.0
2015-01-10 02:00:00+0000,350.0,1607.0,0.0,0.0,0.0
2015-01-10 03:00:00+0000,249.0,1638.0,0.0,0.0,0.0
2015-01-10 04:00:00+0000,221.0,1914.0,0.0,0.0,0.0
2015-01-10 05:00:00+0000,191.0,2067.0,0.0,0.0,3.0
2015-01-10 06:00:00+0000,86.0,2242.0,0.0,0.0,381.0
2015-01-10 07:00:00+0000,56.0,2231.0,0.0,0.0,596.0
2015-01-10 08:00:00+0000,105.0,2299.0,0.0,0.0,597.0
2015-01-10 09:00:00+0000,161.0,2374.0,0.0,0.0,597.0
2015-01-10 10:00:00+0000,224.0,2598.0,0.0,0.0,597.0
2015-01-10 11:00:00+0000,237.0,2448.0,0.0,0.0,597.0
2015-01-10 12:00:00+0000,294.0,2480.0,0.0,0.0,597.0
2015-01-10 13:00:00+0000,392.0,2537.0,0.0,0.0,598.0
2015-01-10 14:00:00+0000,320.0,2604.0,0.0,0.0,597.0
2015-01-10 15:00:00+0000,233.0,2536.0,0.0,0.0,598.0
2015-01-10 16:00:00+0000,249.0,2501.0,0.0,0.0,598.0
2015-01-10 17:00:00+0000,254.0,2368.0,0.0,45.0,598.0
2015-01-10 18:00:00+0000,419.0,2373.0,0.0,126.0,598.0
2015-01-10 19:00:00+0000,283.0,2233.0,0.0,1.0,598.0
2015-01-10 20:00:00+0000,391.0,2251.0,0.0,11.0,588.0
2015-01-10 21:00:00+0000,772.0,2381.0,0.0,0.0,155.0
2015-01-10 22:00:00+0000,730.0,2073.0,0.0,0.0,67.0
2015-01-10 23:00:00+0000,911.0,1706.0,0.0,0.0,0.0
2015-01-11 00:00:00+0000,908.0,1554.0,0.0,0.0,0.0
2015-01-11 01:00:00+0000,939.0,1435.0,0.0,0.0,0.0
2015-01-11 02:00:00+0000,968.0,1413.0,0.0,0.0,0.0
2015-01-11 03:00:00+0000,954.0,1371.0,0.0,0.0,0.0
2015-01-11 04:00:00+0000,925.0,1605.0,0.0,0.0,0.0
2015-01-11 05:00:00+0000,898.0,1824.0,0.0,0.0,0.0
2015-01-11 06:00:00+0000,806.0,1954.0,0.0,0.0,0.0
2015-01-11 07:00:00+0000,830.0,1980.0,0.0,0.0,0.0
2015-01-11 08:00:00+0000,751.0,2109.0,0.0,0.0,0.0
2015-01-11 09:00:00+0000,680.0,2305.0,0.0,0.0,65.0
2015-01-11 10:00:00+0000,371.0,2271.0,0.0,0.0,367.0
2015-01-11 11:00:00+0000,679.0,2149.0,0.0,0.0,384.0
2015-01-11 12:00:00+0000,685.0,2136.0,0.0,0.0,469.0
2015-01-11 13:00:00+0000,695.0,2295.0,0.0,0.0,393.0
2015-01-11 14:00:00+0000,558.0,2403.0,0.0,0.0,406.0
2015-01-11 15:00:00+0000,241.0,2307.0,0.0,0.0,595.0
2015-01-11 16:00:00+0000,226.0,2280.0,0.0,0.0,598.0
2015-01-11 17:00:00+0000,264.0,2458.0,0.0,0.0,598.0
2015-01-11 18:00:00+0000,275.0,2379.0,0.0,0.0,598.0
2015-01-11 19:00:00+0000,296.0,2277.0,0.0,0.0,593.0
2015-01-11 20:00:00+0000,366.0,2393.0,0.0,0.0,281.0
2015-01-11 21:00:00+0000,455.0,2288.0,0.0,0.0,6.0
2015-01-11 22:00:00+0000,433.0,2365.0,0.0,0.0,0.0
2015-01-11 23:00:00+0000,249.0,2333.0,0.0,0.0,0.0
2015-01-12 00:00:00+0000,221.0,1934.0,0.0,0.0,0.0
2015-01-12 01:00:00+0000,234.0,1662.0,0.0,0.0,0.0
2015-01-12 02:00:00+0000,198.0,1672.0,0.0,0.0,0.0
2015-01-12 03:00:00+0000,216.0,1915.0,0.0,0.0,0.0
2015-01-12 04:00:00+0000,569.0,1889.0,0.0,0.0,24.0
2015-01-12 05:00:00+0000,165.0,2078.0,0.0,0.0,573.0
2015-01-12 06:00:00+0000,0.0,1893.0,0.0,146.0,598.0
2015-01-12 07:00:00+0000,0.0,1372.0,0.0,151.0,598.0
2015-01-12 08:00:00+0000,13.0,1485.0,0.0,0.0,457.0
2015-01-12 09:00:00+0000,36.0,1857.0,0.0,0.0,298.0
2015-01-12 10:00:00+0000,36.0,1919.0,0.0,0.0,302.0
2015-01-12 11:00:00+0000,32.0,1840.0,0.0,0.0,590.0
2015-01-12 12:00:00+0000,96.0,1898.0,0.0,0.0,598.0
2015-01-12 13:00:00+0000,143.0,1804.0,0.0,0.0,598.0
2015-01-12 14:00:00+0000,83.0,1960.0,0.0,0.0,598.0
2015-01-12 15:00:00+0000,102.0,1947.0,0.0,0.0,598.0
2015-01-12 16:00:00+0000,55.0,1947.0,0.0,280.0,598.0
2015-01-12 17:00:00+0000,62.0,1946.0,0.0,377.0,598.0
2015-01-12 18:00:00+0000,107.0,1989.0,0.0,1.0,598.0
2015-01-12 19:00:00+0000,378.0,1888.0,0.0,0.0,592.0
2015-01-12 20:00:00+0000,592.0,2040.0,0.0,0.0,305.0
2015-01-12 21:00:00+0000,755.0,2178.0,0.0,0.0,298.0
2015-01-12 22:00:00+0000,937.0,2174.0,0.0,0.0,215.0
2015-01-12 23:00:00+0000,536.0,2032.0,0.0,0.0,4.0
2015-01-13 00:00:00+0000,702.0,1802.0,0.0,0.0,0.0
2015-01-13 01:00:00+0000,730.0,1653.0,0.0,0.0,0.0
2015-01-13 02:00:00+0000,553.0,1620.0,0.0,18.0,0.0
2015-01-13 03:00:00+0000,233.0,2031.0,0.0,47.0,0.0
2015-01-13 04:00:00+0000,171.0,2463.0,0.0,0.0,3.0
2015-01-13 05:00:00+0000,116.0,2397.0,0.0,0.0,379.0
2015-01-13 06:00:00+0000,93.0,2327.0,0.0,16.0,482.0
2015-01-13 07:00:00+0000,51.0,2207.0,0.0,0.0,367.0
2015-01-13 08:00:00+0000,0.0,2257.0,0.0,0.0,595.0
2015-01-13 09:00:00+0000,0.0,2285.0,0.0,0.0,598.0
2015-01-13 10:00:00+0000,0.0,2261.0,0.0,0.0,598.0
2015-01-13 11:00:00+0000,0.0,2289.0,0.0,0.0,598.0
2015-01-13 12:00:00+0000,0.0,2371.0,0.0,0.0,598.0
2015-01-13 13:00:00+0000,0.0,2447.0,0.0,0.0,598.0
2015-01-13 14:00:00+0000,0.0,2386.0,0.0,0.0,598.0
2015-01-13 15:00:00+0000,0.0,2353.0,0.0,243.0,595.0
2015-01-13 16:00:00+0000,0.0,2114.0,0.0,1093.0,404.0
2015-01-13 17:00:00+0000,0.0,2271.0,0.0,537.0,417.0
2015-01-13 18:00:00+0000,0.0,2127.0,0.0,317.0,597.0
2015-01-13 19:00:00+0000,30.0,1538.0,0.0,2.0,598.0
2015-01-13 20:00:00+0000,58.0,1860.0,0.0,0.0,592.0
2015-01-13 21:00:00+0000,75.0,1743.0,0.0,34.0,303.0
2015-01-13 22:00:00+0000,352.0,1769.0,0.0,0.0,6.0
2015-01-13 23:00:00+0000,774.0,1532.0,0.0,0.0,0.0
2015-01-14 00:00:00+0000,989.0,1377.0,0.0,0.0,0.0
2015-01-14 01:00:00+0000,936.0,1195.0,0.0,0.0,0.0
2015-01-14 02:00:00+0000,904.0,1115.0,0.0,0.0,0.0
2015-01-14 03:00:00+0000,819.0,1405.0,0.0,0.0,0.0
2015-01-14 04:00:00+0000,510.0,2128.0,0.0,1.0,9.0
2015-01-14 05:00:00+0000,154.0,2419.0,0.0,0.0,388.0
2015-01-14 06:00:00+0000,0.0,2473.0,0.0,86.0,595.0
2015-01-14 07:00:00+0000,0.0,2313.0,135.0,77.0,598.0
2015-01-14 08:00:00+0000,0.0,2413.0,58.0,0.0,598.0
2015-01-14 09:00:00+0000,0.0,2383.0,0.0,0.0,598.0
2015-01-14 10:00:00+0000,1.0,2280.0,0.0,0.0,598.0
2015-01-14 11:00:00+0000,48.0,2164.0,0.0,0.0,598.0
2015-01-14 12:00:00+0000,58.0,2131.0,0.0,1.0,596.0
2015-01-14 13:00:00+0000,0.0,2087.0,0.0,256.0,401.0
2015-01-14 14:00:00+0000,0.0,2194.0,320.0,283.0,398.0
2015-01-14 15:00:00+0000,0.0,2292.0,388.0,448.0,398.0
2015-01-14 16:00:00+0000,0.0,2336.0,468.0,737.0,402.0
2015-01-14 17:00:00+0000,0.0,2480.0,500.0,695.0,596.0
2015-01-14 18:00:00+0000,0.0,2186.0,426.0,576.0,598.0
2015-01-14 19:00:00+0000,0.0,1608.0,44.0,188.0,598.0
2015-01-14 20:00:00+0000,3.0,1658.0,0.0,0.0,598.0
2015-01-14 21:00:00+0000,167.0,1743.0,0.0,0.0,595.0
2015-01-14 22:00:00+0000,558.0,1527.0,0.0,0.0,385.0
2015-01-14 23:00:00+0000,856.0,1078.0,0.0,0.0,13.0
2015-01-15 00:00:00+0000,815.0,987.0,0.0,0.0,0.0
2015-01-15 01:00:00+0000,968.0,837.0,0.0,0.0,0.0
2015-01-15 02:00:00+0000,780.0,981.0,0.0,0.0,0.0
2015-01-15 03:00:00+0000,378.0,1348.0,0.0,0.0,0.0
2015-01-15 04:00:00+0000,213.0,2306.0,0.0,0.0,8.0
2015-01-15 05:00:00+0000,35.0,2489.0,0.0,0.0,507.0
2015-01-15 06:00:00+0000,2.0,2475.0,0.0,5.0,598.0
2015-01-15 07:00:00+0000,0.0,2388.0,0.0,188.0,598.0
2015-01-15 08:00:00+0000,34.0,2557.0,0.0,131.0,598.0
2015-01-15 09:00:00+0000,67.0,2617.0,0.0,0.0,598.0
2015-01-15 10:00:00+0000,110.0,2564.0,0.0,0.0,598.0
2015-01-15 11:00:00+0000,145.0,2447.0,0.0,0.0,598.0
2015-01-15 12:00:00+0000,138.0,2326.0,0.0,0.0,598.0
2015-01-15 13:00:00+0000,208.0,2256.0,0.0,0.0,596.0
2015-01-15 14:00:00+0000,144.0,2300.0,0.0,0.0,402.0
2015-01-15 15:00:00+0000,42.0,2328.0,0.0,142.0,398.0
2015-01-15 16:00:00+0000,0.0,2367.0,0.0,537.0,398.0
2015-01-15 17:00:00+0000,0.0,2535.0,0.0,525.0,398.0
2015-01-15 18:00:00+0000,6.0,2426.0,0.0,22.0,398.0
2015-01-15 19:00:00+0000,127.0,1907.0,0.0,0.0,398.0
2015-01-15 20:00:00+0000,176.0,1930.0,0.0,0.0,398.0
2015-01-15 21:00:00+0000,265.0,1737.0,0.0,0.0,392.0
2015-01-15 22:00:00+0000,520.0,1728.0,0.0,0.0,116.0
2015-01-15 23:00:00+0000,784.0,1536.0,0.0,0.0,1.0
2015-01-16 00:00:00+0000,858.0,1312.0,0.0,0.0,0.0
2015-01-16 01:00:00+0000,858.0,1242.0,0.0,0.0,0.0
2015-01-16 02:00:00+0000,875.0,1425.0,0.0,0.0,0.0
2015-01-16 03:00:00+0000,860.0,1770.0,0.0,0.0,0.0
2015-01-16 04:00:00+0000,796.0,2371.0,0.0,0.0,10.0
2015-01-16 05:00:00+0000,320.0,2531.0,0.0,0.0,392.0
2015-01-16 06:00:00+0000,196.0,2597.0,0.0,14.0,597.0
2015-01-16 07:00:00+0000,294.0,2600.0,0.0,1.0,598.0
2015-01-16 08:00:00+0000,248.0,2509.0,0.0,124.0,598.0
2015-01-16 09:00:00+0000,215.0,2497.0,0.0,414.0,598.0
2015-01-16 10:00:00+0000,264.0,2434.0,0.0,501.0,598.0
2015-01-16 11:00:00+0000,407.0,2437.0,0.0,214.0,598.0
2015-01-16 12:00:00+0000,441.0,2504.0,101.0,209.0,598.0
2015-01-16 13:00:00+0000,433.0,2513.0,252.0,289.0,598.0
2015-01-16 14:00:00+0000,202.0,2541.0,462.0,378.0,598.0
2015-01-16 15:00:00+0000,92.0,2503.0,604.0,605.0,598.0
