Fuel,Technology,Type / Class,Age bin,PowerCapacity,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,RampingCost,PartLoadMin,StartUpTime,CHPType,NoLoadCost_pu,MinEfficiency,CO2Intensity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
GAS,COMC,Heavy-duty E,,99.9999999999,0.51614,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.4,,,
GAS,COMC,Heavy-duty E,,9,0.51614,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.4,,,
GAS,COMC,Heavy-duty E,,8.9999999999,0.51317,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.4,,,
GAS,COMC,Heavy-duty Fa,,350,0.593502843515189,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fa,,349.9999999999,0.565705397689767,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fa,,100,0.565705397689767,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fa,,99.9999999999,0.524532572362791,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fa,,9,0.524532572362791,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fa,,8.9999999999,0.475294118602507,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fb,,350,0.607975,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fb,,349.9999999999,0.6039205,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fb,,100,0.6039205,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fb,,99.9999999999,0.602386,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fb,,9,0.602386,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty Fb,,8.9999999999,0.6019405,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty H,,350,0.6191,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty H,,349.9999999999,0.61009,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty H,,100,0.61009,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty H,,99.9999999999,0.60668,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty H,,9,0.60668,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
GAS,COMC,Heavy-duty H,,8.9999999999,0.60569,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.4,,,
OIL,COMC,Heavy-duty E,,350,0.5534,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.7,,,
OIL,COMC,Heavy-duty E,,349.9999999999,0.52637,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.7,,,
OIL,COMC,Heavy-duty E,,100,0.52637,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.7,,,
OIL,COMC,Heavy-duty E,,99.9999999999,0.51614,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.7,,,
OIL,COMC,Heavy-duty E,,9,0.51614,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.7,,,
OIL,COMC,Heavy-duty E,,8.9999999999,0.51317,2.125,3.25,0.06415,0.06415,21.4,0.375,0.375,2.5,,,,0.7,,,
OIL,COMC,Heavy-duty Fa,,350,0.593502843515189,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fa,,349.9999999999,0.565705397689767,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fa,,100,0.565705397689767,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fa,,99.9999999999,0.524532572362791,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fa,,9,0.524532572362791,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fa,,8.9999999999,0.475294118602507,1.625,1.75,0.06415,0.06415,21.4,0.375,0.375,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fb,,350,0.607975,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fb,,349.9999999999,0.6039205,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fb,,100,0.6039205,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fb,,99.9999999999,0.602386,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fb,,9,0.602386,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty Fb,,8.9999999999,0.6019405,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty H,,350,0.6191,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty H,,349.9999999999,0.61009,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty H,,100,0.61009,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty H,,99.9999999999,0.60668,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty H,,9,0.60668,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
OIL,COMC,Heavy-duty H,,8.9999999999,0.60569,1.125,1.25,0.06415,0.06415,21.4,0.375,0.325,1.25,,,,0.7,,,
GAS,GTUR,aeroderivative,,350,0.497424882354571,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.65,,,
GAS,GTUR,aeroderivative,,349.9999999999,0.454512546594961,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.65,,,
GAS,GTUR,aeroderivative,,100,0.454512546594961,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.65,,,
GAS,GTUR,aeroderivative,,99.9999999999,0.378759155447463,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.65,,,
GAS,GTUR,aeroderivative,,9,0.378759155447463,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.65,,,
GAS,GTUR,aeroderivative,,8.9999999999,0.297002105144203,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.65,,,
OIL,GTUR,aeroderivative,,350,0.497424882354571,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.8,,,
OIL,GTUR,aeroderivative,,349.9999999999,0.454512546594961,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.8,,,
OIL,GTUR,aeroderivative,,100,0.454512546594961,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.8,,,
OIL,GTUR,aeroderivative,,99.9999999999,0.378759155447463,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.8,,,
OIL,GTUR,aeroderivative,,9,0.378759155447463,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.8,,,
OIL,GTUR,aeroderivative,,8.9999999999,0.297002105144203,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.1,,,,0.8,,,
GAS,GTUR,Heavy-duty E,,350,0.381413289879093,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty E,,349.9999999999,0.365855164790602,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty E,,100,0.365855164790602,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty E,,99.9999999999,0.336148979967544,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty E,,9,0.336148979967544,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty E,,8.9999999999,0.300931457582758,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fa,,350,0.40845,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fa,,349.9999999999,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fa,,100,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fa,,99.9999999999,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fa,,9,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fa,,8.9999999999,0.375515,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fb,,350,0.40845,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fb,,349.9999999999,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fb,,100,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fb,,99.9999999999,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fb,,9,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty Fb,,8.9999999999,0.375515,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty H,,350,0.4181,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty H,,349.9999999999,0.40808,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty H,,100,0.40808,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty H,,99.9999999999,0.40126,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty H,,9,0.40126,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
GAS,GTUR,Heavy-duty H,,8.9999999999,0.39928,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.65,,,
OIL,GTUR,Heavy-duty E,,350,0.381413289879093,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty E,,349.9999999999,0.365855164790602,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty E,,100,0.365855164790602,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty E,,99.9999999999,0.336148979967544,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty E,,9,0.336148979967544,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty E,,8.9999999999,0.300931457582758,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fa,,350,0.40845,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fa,,349.9999999999,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fa,,100,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fa,,99.9999999999,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fa,,9,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fa,,8.9999999999,0.375515,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fb,,350,0.40845,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fb,,349.9999999999,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fb,,100,0.390915,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fb,,99.9999999999,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fb,,9,0.37898,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty Fb,,8.9999999999,0.375515,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty H,,350,0.4181,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty H,,349.9999999999,0.40808,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty H,,100,0.40808,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty H,,99.9999999999,0.40126,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty H,,9,0.40126,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
OIL,GTUR,Heavy-duty H,,8.9999999999,0.39928,0.55,0.625,0.15415,0.15415,47.26,0.73,0.35,0.25,,,,0.8,,,
GAS,STUR,,,350,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
GAS,STUR,,,349.9999999999,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
GAS,STUR,,,100,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
GAS,STUR,,,99.9999999999,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
GAS,STUR,,,9,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
GAS,STUR,,,8.9999999999,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
OIL,STUR,,,350,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
OIL,STUR,,,349.9999999999,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
OIL,STUR,,,100,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
OIL,STUR,,,99.9999999999,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
OIL,STUR,,,9,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
OIL,STUR,,,8.9999999999,0.4,3.125,3.5,0.0379,0.0379,,1.17,0.4,1,,,,,,,
GAS,ICEN,,,10,0.504566027344582,,,,,,,,,,,,0.7,,,
GAS,ICEN,,,9.9999999999,0.471295707540583,,,,,,,,,,,,0.7,,,
GAS,ICEN,,,5,0.471295707540583,,,,,,,,,,,,0.7,,,
GAS,ICEN,,,4.9999999999,0.427273887620863,,,,,,,,,,,,0.7,,,
GAS,ICEN,,,2,0.427273887620863,,,,,,,,,,,,0.7,,,
GAS,ICEN,,,1.9999999999,0.369388214963504,,,,,,,,,,,,0.7,,,
OIL,ICEN,,,10,0.504566027344582,,,,,,,,,,,,0.85,,,
OIL,ICEN,,,9.9999999999,0.471295707540583,,,,,,,,,,,,0.85,,,
OIL,ICEN,,,5,0.471295707540583,,,,,,,,,,,,0.85,,,
OIL,ICEN,,,4.9999999999,0.427273887620863,,,,,,,,,,,,0.85,,,
OIL,ICEN,,,2,0.427273887620863,,,,,,,,,,,,0.85,,,
OIL,ICEN,,,1.9999999999,0.369388214963504,,,,,,,,,,,,0.85,,,
GAS,COMC,,,200,0.825,,,,,,,0.4,,back-pressure,,,0.4,,,
GAS,COMC,,,50,0.825,,,,,,,0.4,,back-pressure,,,0.4,,,
OIL,COMC,,,200,0.825,,,,,,,0.4,,back-pressure,,,0.7,,,
OIL,COMC,,,50,0.825,,,,,,,0.4,,back-pressure,,,0.7,,,
GAS,COMC,,,800,0.825,,,,,,,0.4,,extraction,,,0.4,,,
GAS,COMC,,,100,0.825,,,,,,,0.4,,extraction,,,0.4,,,
OIL,COMC,,,800,0.825,,,,,,,0.4,,extraction,,,0.7,,,
OIL,COMC,,,100,0.825,,,,,,,0.4,,extraction,,,0.7,,,
GAS,GTUR,,,50,0.75,,,,,,,,,back-pressure,,,0.65,,,
GAS,GTUR,,,5,0.75,,,,,,,,,back-pressure,,,0.65,,,
OIL,GTUR,,,50,0.75,,,,,,,,,back-pressure,,,0.8,,,
OIL,GTUR,,,5,0.75,,,,,,,,,back-pressure,,,0.8,,,
GAS,GTUR,,,100,0.75,,,,,,,,,extraction,,,0.65,,,
GAS,GTUR,,,20,0.75,,,,,,,,,extraction,,,0.65,,,
OIL,GTUR,,,100,0.75,,,,,,,,,extraction,,,0.8,,,
OIL,GTUR,,,20,0.75,,,,,,,,,extraction,,,0.8,,,
GAS,ICEN,,,10,0.892,,,,,,,,,back-pressure,,,0.7,,,
GAS,ICEN,,,0.1,0.892,,,,,,,,,back-pressure,,,0.7,,,
OIL,ICEN,,,10,0.892,,,,,,,,,back-pressure,,,0.85,,,
OIL,ICEN,,,0.1,0.892,,,,,,,,,back-pressure,,,0.85,,,
GAS,ICEN,,,20,0.892,,,,,,,,,extraction,,,0.7,,,
GAS,ICEN,,,5,0.892,,,,,,,,,extraction,,,0.7,,,
OIL,ICEN,,,20,0.892,,,,,,,,,extraction,,,0.85,,,
OIL,ICEN,,,5,0.892,,,,,,,,,extraction,,,0.85,,,
GAS,STUR,,,100,0.835,,,,,,,,,back-pressure,,,,,,
GAS,STUR,,,1,0.835,,,,,,,,,back-pressure,,,,,,
OIL,STUR,,,100,0.835,,,,,,,,,back-pressure,,,,,,
OIL,STUR,,,1,0.835,,,,,,,,,back-pressure,,,,,,
GAS,STUR,,,500,0.725,,,,,,,,,extraction,,,,,,
GAS,STUR,,,50,0.725,,,,,,,,,extraction,,,,,,
OIL,STUR,,,500,0.725,,,,,,,,,extraction,,,,,,
OIL,STUR,,,50,0.725,,,,,,,,,extraction,,,,,,
NUC,STUR,Pressurized water reactor,,750,0.355,87,26,0.05125,0.05125,,,0.35,6,,,,,,,
NUC,STUR,Pressurized water reactor,,749.9999999999,0.355,87,26,0.05125,0.05125,,,0.35,6,,,,,,,
NUC,STUR,Boiling water reactor,,750,0.33,87,26,0.05125,0.05125,,,0.4,6,,,,,,,
NUC,STUR,Boiling water reactor,,749.9999999999,0.33,87,26,0.05125,0.05125,,,0.4,6,,,,,,,
BIO,STUR,,,,0.35,,,0.05125,0.05125,,,0.3,,,,,,,,
BIO,STUR,,,,,,,,,,,0.3,,back-pressure,,,,,,
BIO,STUR,,,,,,,,,,,0.3,,extraction,,,,,,
BIO,STUR,Organic Rankine-cycle,,,,,,,,,,0.3,,back-pressure,,,,,,
BIO,STUR,Organic Rankine-cycle,,,,,,,,,,0.3,,extraction,,,,,,
BIO,ICEN,,,,,,,,,,,,,,,,,,,
BIO,ICEN,,,,0.8705,,,,,,,,,back-pressure,,,,,,
BIO,ICEN,,,,0.8705,,,,,,,,,extraction,,,,,,
WAT,HROR,,,30,0.95,,,,,,,,,,,,,,,
WAT,HROR,,,29.9999999999,0.95,,,,,,,,,,,,,,,
WAT,HROR,,,10,0.95,,,,,,,,,,,,,,,
WAT,HROR,,,9.9999999999,0.9,,,,,,,,,,,,,,,
WAT,HROR,,,1,0.9,,,,,,,,,,,,,,,
WAT,HROR,,,0.9999999999,0.9,,,,,,,,,,,,,,,
WAT,HDAM,,,75,0.95,,,,,,,,,,,,,0.0001,,
WAT,HDAM,,,74.9999999999,0.95,,,,,,,,,,,,,0.0001,,
WAT,HDAM,,,10,0.95,,,,,,,,,,,,,0.0001,,
WAT,HDAM,,,9.9999999999,0.9,,,,,,,,,,,,,0.0001,,
WAT,HDAM,,,1,0.9,,,,,,,,,,,,,0.0001,,
WAT,HDAM,,,0.9999999999,0.9,,,,,,,,,,,,,0.0001,,
WAT,HPHS,,,75,0.675,,,,,,,,,,,,,0.0002,67.5,0.675
WAT,HPHS,,,74.9999999999,0.675,,,,,,,,,,,,,0.0002,67.49999999991,0.675
WAT,HPHS,,,10,0.675,,,,,,,,,,,,,0.0002,9,0.675
WAT,HPHS,,,9.9999999999,0.675,,,,,,,,,,,,,0.0002,8.99999999991,0.675
WAT,HPHS,,,1,0.675,,,,,,,,,,,,,0.0002,0.9,0.675
WAT,HPHS,,,0.9999999999,0.675,,,,,,,,,,,,,0.0002,0.89999999991,0.675
SUN,PHOT,,,0.0099999999,1,,,1,1,0,0,,0,,,,,,,
SUN,PHOT,,,0.01,1,,,1,1,0,0,,0,,,,,,,
SUN,PHOT,,,0.4999999999,1,,,1,1,0,0,,0,,,,,,,
SUN,PHOT,,,1,1,,,1,1,0,0,,0,,,,,,,
SUN,PHOT,,,99.9999999999,1,,,1,1,0,0,,0,,,,,,,
SUN,PHOT,,,100,1,,,1,1,0,0,,0,,,,,,,
WIN,WTOF,Standard depth,,20,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Standard depth,,19.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Standard depth,,15,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Standard depth,,14.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Standard depth,,8,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Near shore,,20,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Near shore,,19.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Near shore,,15,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Near shore,,14.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Near shore,,8,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Deep water,,20,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Deep water,,19.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Deep water,,15,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Deep water,,14.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Deep water,,8,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Far offshore,,20,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Far offshore,,19.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Far offshore,,15,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Far offshore,,14.9999999999,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTOF,Far offshore,,8,1,0,0,0.35,0.35,0,0,0,0,,,,,,,
WIN,WTON,IEC Class III/IV,,8,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class III/IV,,7.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class III/IV,,5,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class III/IV,,4.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class III/IV,,3,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class III/IV,,2.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class II,,8,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class II,,7.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class II,,5,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class II,,4.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class II,,3,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class II,,2.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class I,,8,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class I,,7.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class I,,5,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class I,,4.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class I,,3,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WIN,WTON,IEC Class I,,2.9999999999,1,0,0,0.275,0.275,0,0,0,0,,,,,,,
WAT,WAVE,,,2,0.185,0,0,0.175,0.175,0,0,0,0,,,,,,,
WAT,WAVE,,,1.9999999999,0.15,0,0,0.175,0.175,0,0,0,0,,,,,,,
WAT,WAVE,,,0.1,0.15,0,0,0.175,0.175,0,0,0,0,,,,,,,
WAT,WAVE,,,0.0999999999,0.115,0,0,0.175,0.175,0,0,0,0,,,,,,,
WHT,WHEN,,,5,0.185,5,2.5,0.06,0.06,100,5,0.3,1.25,,,,,,,
WHT,WHEN,,,4.9999999999,0.16,5,2.5,0.06,0.06,100,5,0.3,1.25,,,,,,,
WHT,WHEN,,,0.5,0.16,5,2.5,0.06,0.06,100,5,0.3,1.25,,,,,,,
