Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,ALG3,821.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESC IBER 6,816.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCAT3,804.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CASTELNOU,791.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMBIETA,786.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAHIAB,785.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CASTELLO 3,782.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUCAR,739.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGASNE2,615.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SIL-BIB-EU,626.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BARRIOS,570.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABO¿O 2,562.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FREGPEM,140.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FEGPE1,124.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGASNE1,480.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FFIBGES,509.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGASNE0,268.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SALLENT G,439.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PBCN1,435.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PBCN2,431.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOTO5,428.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOTORIBE 4,426.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HC-HIDRAUL,425.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CASTEJO1 H,425.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GUADALQUIV,424.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVENT1,420.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAJOENC B,420.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CASTEJO3 H,418.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESC CART 1,418.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESC CART 2,418.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TARRAG IB,417.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALA1,416.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plana del Vent,414.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESC CART 3,413.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SIL B,412.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BESOS 3,412.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAGU2,412.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAGU3,411.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAGU1,410.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCCC1,403.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SANROQUE2,402.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESC GDF 2,401.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SALLENT B,400.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BESOS 4,400.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SANTURCE 4,396.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESC GDF 3,395.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARRUBAL1,395.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMEDI,395.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOLARMULA,393.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAMPGIB1,393.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SABON 3,391.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PALOS3,391.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COLON 4,391.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARRUBAL2,390.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SANROQUE1,390.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARCOS1,389.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PALOS2,389.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GNF TAJO,388.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAMPGIB2,388.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PALOS1,387.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACECA 3 IB,386.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GNF GALCOS,385.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAJO B,380.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CASTEJO2 I,379.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAJOENC G,377.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EBRACC1,376.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARCOS2,373.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACECA 4 UF,373.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MOL EBRO,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGUAYO G,360.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FGASNE2,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGUAYO B,360.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOTORIBE 3,346.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABO¿O 1,342.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EREPSOL,335.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UGH EON,331.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FGIBGES,491.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGECAM,300.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FREGP2,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RWESZN,270.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELBOGA,280.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PV AUDAX,217.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ECT2,275.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FGENIA,250.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FTASOL,272.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EFGASN,391.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GUILLENA B,225.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MORALET G,219.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MORALET B,219.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GUADIANA,219.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FREGPE,462.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BOLARQUE G,215.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EBRO ALTO,212.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HCGEORS,236.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BOLARQUE B,208.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GUILLENA G,207.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VALDESOLAR,206.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FV100EGHAB,163.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FFNEXU,238.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PEVER,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SHEEN PV3,180.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EREGPE1,317.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HTARIFA,165.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FRSIGMA,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HABGN,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FVGREEN,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EBRACC2,162.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPBUIO,161.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMETAS,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EOLICA,106.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FLAISLA,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EFEGED,817.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EFEGEL2,153.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TER,151.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FFWMARK,121.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RODRIG,148.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOCI,144.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ECYLEO,141.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EESQUI,140.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TFIBGES,135.0,1.0,ES,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UPRENCIERZ,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FV SABINAR,130.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EFEGEL1,130.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLMEDILLA,130.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGVENTO,128.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EFPART,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLIFV48,,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TERA-ESLA,114.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EOL 09,113.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALFOZ,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFGASN,110.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESTELO,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TANES B,110.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFIBGES,118.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HC XALLAS1,108.0,1.0,ES,,,HDAM,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EELRI,107.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMEDI1,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENDPRB,100.0,1.0,ES,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EBOREA,100.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SFGUILLENA,100.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PALMASAETI,100.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPRADA2,,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGMEBRO,361.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2CEG,358.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P.G.RODR 2,351.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P.G.RODR 1,351.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P.G.RODR 4,351.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P.G.RODR 3,350.0,1.0,ES,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EANDAL,172.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FV 14,158.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EDERNA,147.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FGASNE0,138.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FSOLARIA,130.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EALFOZ,112.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EESTEL,110.0,1.0,ES,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FKAPPA,106.0,1.0,ES,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar,12364.0,,,,,,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN,7809.0,,,,,,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
