00:00 - 00:30,n/e,n/e,n/e,n/e,n/e,n/e,1008,1,213,5,184,2,n/e,n/e,65,1,n/e,n/e,0,73,156,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2286,
00:30 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,915,1,226,5,164,2,n/e,n/e,82,1,n/e,n/e,0,73,151,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2137,
01:00 - 01:30,n/e,n/e,n/e,n/e,n/e,n/e,771,1,229,5,0,7,n/e,n/e,69,1,n/e,n/e,0,73,150,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2087,
01:30 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,821,1,234,5,0,7,n/e,n/e,65,1,n/e,n/e,0,72,154,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2079,
02:00 - 02:30,n/e,n/e,n/e,n/e,n/e,n/e,875,1,232,5,0,8,n/e,n/e,65,1,n/e,n/e,0,72,153,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2077,
02:30 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,773,1,229,5,0,7,n/e,n/e,65,1,n/e,n/e,0,72,153,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2115,
03:00 - 03:30,n/e,n/e,n/e,n/e,n/e,n/e,619,1,229,5,0,7,n/e,n/e,66,1,n/e,n/e,0,73,148,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2179,
03:30 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,559,1,201,5,0,7,n/e,n/e,65,1,n/e,n/e,0,71,157,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2114,
04:00 - 04:30,n/e,n/e,n/e,n/e,n/e,n/e,539,2,176,4,0,7,n/e,n/e,66,1,n/e,n/e,0,72,153,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2072,
04:30 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,505,2,177,4,0,7,n/e,n/e,41,1,n/e,n/e,0,71,156,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2020,
05:00 - 05:30,n/e,n/e,n/e,n/e,n/e,n/e,512,2,163,4,0,7,n/e,n/e,41,1,n/e,n/e,0,71,156,0,n/e,n/e,n/e,n/e,n/e,n/e,0,1,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2059,
