Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Olkiluoto 3,1600.0,1.0,FI,,,STUR,NUC,0.405,24.0,24.0,0.0022866667,0.0022866667,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Olkiluoto 1,890.0,1.0,FI,,,STUR,NUC,0.405,24.0,24.0,0.0038539326,0.0038539326,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Olkiluoto 2,890.0,1.0,FI,,,STUR,NUC,0.405,24.0,24.0,0.0038539326,0.0038539326,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Meri-Pori,565.0,1.0,FI,,,STUR,HRD,0.395,8.0,6.0,0.0088652482,0.0088652482,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Loviisa 1,496.0,1.0,FI,,,STUR,NUC,0.405,24.0,24.0,0.0069715447,0.0069715447,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Loviisa 2,496.0,1.0,FI,,,STUR,NUC,0.405,24.0,24.0,0.0069715447,0.0069715447,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Vuosaari,480.0,1.0,FI,,,COMC,GAS,0.55,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Naantali,471.0,1.0,FI,,,STUR,HRD,0.395,8.0,6.0,0.0105932203,0.0105932203,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Kristiina,450.0,1.0,FI,,,STUR,HRD,0.395,8.0,6.0,0.0105932203,0.0105932203,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Vaskiluoto,383.0,1.0,FI,,,STUR,HRD,0.395,8.0,6.0,0.0128205128,0.0128205128,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Suomenoja,354.0,1.0,FI,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,,,,,,,
,Forssa,326.0,1.0,FI,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,,,,,,,
,Äänekoski,260.0,1.0,FI,,,STUR,BIO,0.45,8.0,6.0,0.0186567164,0.0186567164,2000.0,,0.0,0.2,0.45,0.0,0.0,,,,,,,,,,,,,,,,,,,,
